# k, P(k), Nmodes
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.476422409025522325e-02 1.692780001165411159e+04 2.600000000000000000e+01
6.013017737617095543e-02 1.340919349900157431e+04 7.200000000000000000e+01
8.418151618618714693e-02 8.154379707129126473e+03 1.520000000000000000e+02
1.087367500886957938e-01 6.035941860732965324e+03 2.340000000000000000e+02
1.343722219507281490e-01 5.308543049850140960e+03 4.160000000000000000e+02
1.587124844392140688e-01 4.211810779388741139e+03 4.800000000000000000e+02
1.829253236177555419e-01 3.374132474902628928e+03 7.220000000000000000e+02
2.074764920249410893e-01 2.891089091303521400e+03 8.740000000000000000e+02
2.323188502694161217e-01 2.782068668066462124e+03 1.162000000000000000e+03
2.568837897152542737e-01 2.124945345336722312e+03 1.358000000000000000e+03
2.811677721420339782e-01 2.069602959100487624e+03 1.632000000000000000e+03
3.062790434346451818e-01 1.889004017357996645e+03 2.036000000000000000e+03
3.313311990205343727e-01 1.719843348512730927e+03 2.310000000000000000e+03
3.554505676832757644e-01 1.522371196075261196e+03 2.528000000000000000e+03
3.797409759428852505e-01 1.434197837046617451e+03 3.068000000000000000e+03
4.042043237165472980e-01 1.401903912085344928e+03 3.306000000000000000e+03
4.287673421450296507e-01 1.294506243183248898e+03 3.934000000000000000e+03
4.534562801006977173e-01 1.219729770483296988e+03 4.266000000000000000e+03
4.780738444491431371e-01 1.153477190142015161e+03 4.794000000000000000e+03
5.026630068413446839e-01 1.106547473718546371e+03 5.270000000000000000e+03
5.271487706313333632e-01 1.082431385859463262e+03 5.754000000000000000e+03
5.515550784249925176e-01 1.017891368335007428e+03 6.344000000000000000e+03
5.762450688919315001e-01 9.727182485618433248e+02 7.014000000000000000e+03
6.007380805735611506e-01 9.487531844080876908e+02 7.364000000000000000e+03
6.253672373831143938e-01 9.226897552242608072e+02 8.402000000000000000e+03
6.501755823830386305e-01 8.898685345867519345e+02 8.738000000000000000e+03
6.747760941225345865e-01 8.630584040847237475e+02 9.670000000000000000e+03
6.991949513373587610e-01 8.273568443592812400e+02 9.880000000000000000e+03
7.236228637511089579e-01 8.073827063855503638e+02 1.113000000000000000e+04
7.480317977018523523e-01 7.750502663079200829e+02 1.140000000000000000e+04
7.726576112572679511e-01 7.543224681522066248e+02 1.272200000000000000e+04
7.973030407408827624e-01 7.422467590343923121e+02 1.317000000000000000e+04
8.219050394031606199e-01 7.535258185363730945e+02 1.418600000000000000e+04
8.465029529859586788e-01 6.994580209968124791e+02 1.495800000000000000e+04
8.710314617807571880e-01 6.890398278501928644e+02 1.580200000000000000e+04
8.955964540390221051e-01 6.604364354827898751e+02 1.674600000000000000e+04
9.200327912485964932e-01 6.629460925805163924e+02 1.753400000000000000e+04
9.445818830773816677e-01 6.340529461397084106e+02 1.869000000000000000e+04
9.691428403852909712e-01 6.347857712991019525e+02 1.958600000000000000e+04
9.936398339652569023e-01 6.132756593412620987e+02 2.052400000000000000e+04
1.018176782820507942e+00 6.105248232938489537e+02 2.165200000000000000e+04
1.042766853365621582e+00 6.027817244886124399e+02 2.276000000000000000e+04
1.067432079366278153e+00 5.810120324831124208e+02 2.389200000000000000e+04
1.092007825972616253e+00 5.712138759344945811e+02 2.485400000000000000e+04
