# k, P(k), Nmodes
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.476422409025522325e-02 3.476617178583269379e+03 2.600000000000000000e+01
6.013017737617095543e-02 2.599423911211671566e+03 7.200000000000000000e+01
8.418151618618714693e-02 1.541728274050103209e+03 1.520000000000000000e+02
1.087367500886957938e-01 1.077391501636393741e+03 2.340000000000000000e+02
1.343722219507281490e-01 9.026829734346528085e+02 4.160000000000000000e+02
1.587124844392140688e-01 6.635614450834460740e+02 4.800000000000000000e+02
1.829253236177555419e-01 5.133529666609468904e+02 7.220000000000000000e+02
2.074764920249410893e-01 4.241290244743751714e+02 8.740000000000000000e+02
2.323188502694161217e-01 3.752102657932794045e+02 1.162000000000000000e+03
2.568837897152542737e-01 2.840057952216942567e+02 1.358000000000000000e+03
2.811677721420339782e-01 2.417588219325425598e+02 1.632000000000000000e+03
3.062790434346451818e-01 2.235862360641340274e+02 2.036000000000000000e+03
3.313311990205343727e-01 1.934280996143837967e+02 2.310000000000000000e+03
3.554505676832757644e-01 1.648701357396569449e+02 2.528000000000000000e+03
3.797409759428852505e-01 1.408038507839409590e+02 3.068000000000000000e+03
4.042043237165472980e-01 1.393435963470528520e+02 3.306000000000000000e+03
4.287673421450296507e-01 1.201414089331656072e+02 3.934000000000000000e+03
4.534562801006977173e-01 1.095957920968374140e+02 4.266000000000000000e+03
4.780738444491431371e-01 9.936029058621565468e+01 4.794000000000000000e+03
5.026630068413446839e-01 9.019330836801239570e+01 5.270000000000000000e+03
5.271487706313333632e-01 8.606840145407231546e+01 5.754000000000000000e+03
5.515550784249925176e-01 7.765079899011779219e+01 6.344000000000000000e+03
5.762450688919315001e-01 7.647983719199878294e+01 7.014000000000000000e+03
6.007380805735611506e-01 6.697747068909410473e+01 7.364000000000000000e+03
6.253672373831143938e-01 6.566308056909559809e+01 8.402000000000000000e+03
6.501755823830386305e-01 5.875992398267022310e+01 8.738000000000000000e+03
6.747760941225345865e-01 5.784096054691816846e+01 9.670000000000000000e+03
6.991949513373587610e-01 5.311868585219458083e+01 9.880000000000000000e+03
7.236228637511089579e-01 4.860497749514590282e+01 1.113000000000000000e+04
7.480317977018523523e-01 4.660113723684583675e+01 1.140000000000000000e+04
