7.385500000000000355e-05 3.330221999999999980e+02
7.436729999999999524e-05 3.352565999999999917e+02
7.488319999999999482e-05 3.375067500000000109e+02
7.540270000000000230e-05 3.397715999999999781e+02
7.592580000000000412e-05 3.420522000000000276e+02
7.645250000000000028e-05 3.443485500000000457e+02
7.698289999999999777e-05 3.466596000000000117e+02
7.751690000000000316e-05 3.489874500000000239e+02
7.805470000000000333e-05 3.513300000000000409e+02
7.859609999999999784e-05 3.536893499999999904e+02
7.914139999999999413e-05 3.560644500000000221e+02
7.969040000000000531e-05 3.584553000000000225e+02
8.024319999999999771e-05 3.608629500000000121e+02
8.079990000000000544e-05 3.632863500000000272e+02
8.136039999999999440e-05 3.657255000000000109e+02
8.192479999999999869e-05 3.681814500000000407e+02
8.249310000000000475e-05 3.706542000000000598e+02
8.306540000000000603e-05 3.731437500000000114e+02
8.364159999999999553e-05 3.756490500000000452e+02
8.422190000000000080e-05 3.781721999999999753e+02
8.480609999999999429e-05 3.807110999999999876e+02
8.539440000000000355e-05 3.832678500000000099e+02
8.598680000000000147e-05 3.858403500000000008e+02
8.658330000000000160e-05 3.884317500000000223e+02
8.718399999999999739e-05 3.910389000000000124e+02
8.778879999999999540e-05 3.936639000000000124e+02
8.839780000000000261e-05 3.963067500000000223e+02
8.901100000000000548e-05 3.989674499999999853e+02
8.962849999999999745e-05 4.016449499999999944e+02
9.025030000000000563e-05 4.043413500000000340e+02
9.087640000000000290e-05 4.070545500000000061e+02
9.150680000000000283e-05 4.097866500000000656e+02
9.214159999999999885e-05 4.125376499999999851e+02
9.278080000000000452e-05 4.153064999999999714e+02
9.342440000000000629e-05 4.180942500000000450e+02
9.407249999999999759e-05 4.209009000000000356e+02
9.472510000000000554e-05 4.237275000000000205e+02
9.538220000000000303e-05 4.265719500000000153e+02
9.604389999999999705e-05 4.294374000000000251e+02
9.671020000000000116e-05 4.323217500000000086e+02
9.738110000000000180e-05 4.352260499999999865e+02
9.805659999999999897e-05 4.381492500000000518e+02
9.873690000000000667e-05 4.410934500000000185e+02
9.942179999999999735e-05 4.440575999999999794e+02
1.001120000000000064e-04 4.470406500000000278e+02
1.008059999999999967e-04 4.500436500000000137e+02
1.015049999999999980e-04 4.530666000000000508e+02
1.022089999999999967e-04 4.561084500000000048e+02
1.029189999999999950e-04 4.591712999999999738e+02
1.036319999999999998e-04 4.622520000000000095e+02
1.043510000000000043e-04 4.653537000000000603e+02
1.050750000000000062e-04 4.684753499999999917e+02
1.058040000000000055e-04 4.716180000000000518e+02
1.065380000000000022e-04 4.747806000000000495e+02
1.072769999999999963e-04 4.779652500000000259e+02
1.080210000000000013e-04 4.811709000000000174e+02
1.087710000000000060e-04 4.843985999999999876e+02
1.095250000000000059e-04 4.876483500000000504e+02
1.102850000000000054e-04 4.909222500000000196e+02
1.110500000000000023e-04 4.942182000000000244e+02
1.118209999999999988e-04 4.975372500000000286e+02
1.125960000000000041e-04 5.008794000000000324e+02
1.133769999999999955e-04 5.042446500000000356e+02
1.141640000000000000e-04 5.076319500000000176e+02
1.149560000000000019e-04 5.110434000000000765e+02
1.157530000000000012e-04 5.144769000000000005e+02
1.165560000000000001e-04 5.179334999999999809e+02
1.173649999999999986e-04 5.214121499999999969e+02
1.181789999999999946e-04 5.249139000000000124e+02
1.189990000000000036e-04 5.284377000000000635e+02
1.198249999999999988e-04 5.319846000000000004e+02
1.206560000000000049e-04 5.355556500000000142e+02
1.214929999999999970e-04 5.391498000000000275e+02
1.223359999999999888e-04 5.427670500000000402e+02
1.231840000000000051e-04 5.464084500000000162e+02
1.240389999999999960e-04 5.500740000000000691e+02
1.248990000000000115e-04 5.537647500000000491e+02
1.257660000000000017e-04 5.574806999999999562e+02
1.266379999999999893e-04 5.612208000000000538e+02
1.275170000000000058e-04 5.649860999999999649e+02
1.284009999999999926e-04 5.687776499999999942e+02
1.292920000000000083e-04 5.725943999999999505e+02
1.301890000000000100e-04 5.764374000000001388e+02
1.310919999999999978e-04 5.803056000000000267e+02
1.320009999999999988e-04 5.842010999999999967e+02
