#        k    p_h_pos  p_h1_mass   p_hp_h1m   p_hp_h1m
   1.53398     1.44483e+02     2.68293e+03     1.59432e+02     1.64893e+02
   1.55852     1.44607e+02     2.66877e+03     1.60536e+02     1.42849e+02
   1.58307     1.44710e+02     2.66291e+03     1.55884e+02     1.11354e+02
   1.60761     1.42000e+02     2.69310e+03     1.62065e+02     1.80900e+02
   1.63216     1.43001e+02     2.66981e+03     1.57795e+02     1.47707e+02
   1.65670     1.41527e+02     2.63714e+03     1.57269e+02     1.45689e+02
   1.68124     1.41305e+02     2.60794e+03     1.55940e+02     1.45901e+02
   1.70579     1.41080e+02     2.59381e+03     1.54161e+02     1.12597e+02
   1.73033     1.39054e+02     2.56801e+03     1.55635e+02     1.29321e+02
   1.75487     1.39804e+02     2.50990e+03     1.54359e+02     1.46038e+02
   1.77942     1.38812e+02     2.49405e+03     1.52463e+02     9.91830e+01
   1.80396     1.37110e+02     2.44391e+03     1.46295e+02     1.25717e+02
   1.82851     1.36534e+02     2.42096e+03     1.48453e+02     1.14648e+02
   1.85305     1.35471e+02     2.42523e+03     1.42349e+02     9.30921e+01
   1.87759     1.35247e+02     2.43342e+03     1.48796e+02     9.84542e+01
   1.90214     1.34788e+02     2.42579e+03     1.47144e+02     1.10979e+02
   1.92668     1.32905e+02     2.38152e+03     1.43469e+02     1.07120e+02
   1.95122     1.33596e+02     2.36648e+03     1.49179e+02     1.33120e+02
   1.97577     1.31877e+02     2.36111e+03     1.44678e+02     1.31353e+02
   2.00031     1.32470e+02     2.35978e+03     1.42619e+02     9.30582e+01
   2.02485     1.32597e+02     2.36085e+03     1.43453e+02     9.72858e+01
   2.04940     1.31796e+02     2.32149e+03     1.42731e+02     1.16263e+02
   2.07394     1.30642e+02     2.30303e+03     1.39078e+02     1.07268e+02
   2.09849     1.31474e+02     2.27488e+03     1.41828e+02     9.97950e+01
   2.12303     1.30382e+02     2.23409e+03     1.39242e+02     8.67547e+01
   2.14757     1.29902e+02     2.20596e+03     1.39212e+02     7.91445e+01
   2.17212     1.29682e+02     2.17533e+03     1.38386e+02     6.32482e+01
   2.19666     1.27436e+02     2.14240e+03     1.34287e+02     7.09042e+01
   2.22120     1.26990e+02     2.11396e+03     1.32587e+02     7.43915e+01
   2.24575     1.26697e+02     2.10867e+03     1.33380e+02     5.65151e+01
   2.27029     1.27298e+02     2.08733e+03     1.30666e+02     6.18017e+01
   2.29484     1.27100e+02     2.08228e+03     1.32743e+02     6.58976e+01
   2.31938     1.25436e+02     2.06179e+03     1.29243e+02     4.24023e+01
   2.34392     1.24489e+02     2.05293e+03     1.30223e+02     6.68449e+01
   2.36847     1.24464e+02     2.05127e+03     1.30629e+02     6.99591e+01
   2.39301     1.24698e+02     2.05833e+03     1.32946e+02     7.31819e+01
   2.41755     1.23608e+02     2.03548e+03     1.30259e+02     7.72687e+01
   2.44210     1.23608e+02     2.00830e+03     1.29980e+02     6.83614e+01
   2.46664     1.22289e+02     1.99442e+03     1.29347e+02     7.49563e+01
   2.49118     1.23161e+02     1.97565e+03     1.26946e+02     4.56419e+01
   2.51573     1.23224e+02     1.98793e+03     1.29925e+02     6.20127e+01
   2.54027     1.21411e+02     1.98437e+03     1.27762e+02     6.95759e+01
   2.56482     1.21562e+02     1.99307e+03     1.29105e+02     4.56501e+01
   2.58936     1.21973e+02     1.95497e+03     1.26349e+02     4.40705e+01
   2.61390     1.21236e+02     1.92404e+03     1.26290e+02     6.10028e+01
   2.63845     1.20212e+02     1.88348e+03     1.22864e+02     2.51147e+01
   2.66299     1.20424e+02     1.86954e+03     1.23738e+02     4.90913e+01
   2.68753     1.20726e+02     1.85150e+03     1.23964e+02     2.45467e+01
   2.71208     1.19822e+02     1.82909e+03     1.22236e+02     3.62935e+01
   2.73662     1.19092e+02     1.82026e+03     1.22706e+02     5.25850e+01
   2.76117     1.18989e+02     1.82283e+03     1.22208e+02     5.31943e+01
   2.78571     1.18493e+02     1.81614e+03     1.19376e+02     3.98582e+01
   2.81025     1.18912e+02     1.79610e+03     1.19074e+02     3.10524e+01
   2.83480     1.18330e+02     1.79757e+03     1.22185e+02     5.27127e+01
   2.85934     1.18316e+02     1.80161e+03     1.19350e+02     5.55687e+01
   2.88388     1.17872e+02     1.79521e+03     1.24145e+02     8.13603e+01
   2.90843     1.17252e+02     1.78874e+03     1.21817e+02     5.49941e+01
   2.93297     1.16673e+02     1.77082e+03     1.19683e+02     2.88564e+01
   2.95751     1.16447e+02     1.77637e+03     1.20030e+02     4.37113e+01
   2.98206     1.15907e+02     1.75494e+03     1.19807e+02     4.46015e+01
   3.00660     1.15784e+02     1.72757e+03     1.17909e+02     3.94126e+01
   3.03115     1.15788e+02     1.71153e+03     1.17652e+02     4.07588e+01
   3.05569     1.15360e+02     1.71112e+03     1.16679e+02     1.93273e+01
   3.08023     1.14462e+02     1.70441e+03     1.17407e+02     3.10570e+01
   3.10478     1.14267e+02     1.69172e+03     1.18332e+02     1.94422e+01
   3.12932     1.14630e+02     1.67781e+03     1.16360e+02     2.48284e+01
   3.15386     1.14797e+02     1.67650e+03     1.16425e+02     2.13146e+01
   3.17841     1.13487e+02     1.67083e+03     1.14880e+02     1.60901e+01
   3.20295     1.13305e+02     1.67167e+03     1.15369e+02     2.38994e+01
   3.22750     1.13093e+02     1.66233e+03     1.15129e+02     3.31858e+01
   3.25204     1.13377e+02     1.66410e+03     1.15543e+02     5.12063e+01
   3.27658     1.12976e+02     1.66456e+03     1.16524e+02     4.73411e+01
   3.30113     1.12322e+02     1.65449e+03     1.13193e+02     2.45029e+01
   3.32567     1.11540e+02     1.65455e+03     1.13787e+02     3.03847e+01
   3.35021     1.12239e+02     1.63914e+03     1.14315e+02     3.52823e+01
   3.37476     1.11379e+02     1.63133e+03     1.14086e+02     4.55842e+01
   3.39930     1.11538e+02     1.61752e+03     1.12865e+02     3.21833e+01
   3.42385     1.11175e+02     1.61291e+03     1.12633e+02     3.76203e+01
   3.44839     1.10868e+02     1.61221e+03     1.12728e+02     3.02754e+01
   3.47293     1.10282e+02     1.60661e+03     1.12037e+02     3.06726e+01
   3.49748     1.10715e+02     1.59682e+03     1.12718e+02     2.35151e+01
   3.52202     1.10004e+02     1.58386e+03     1.09767e+02     2.16846e+01
   3.54656     1.09892e+02     1.58189e+03     1.10663e+02     3.64591e+01
   3.57111     1.09293e+02     1.56891e+03     1.08740e+02     2.67584e+01
   3.59565     1.08694e+02     1.56151e+03     1.08764e+02     2.12490e+01
   3.62019     1.09140e+02     1.55722e+03     1.09899e+02     3.19304e+01
   3.64474     1.08733e+02     1.54493e+03     1.09937e+02     2.93624e+01
   3.66928     1.08328e+02     1.54948e+03     1.07906e+02     3.01793e+01
   3.69383     1.08025e+02     1.54619e+03     1.07152e+02     2.27211e+01
   3.71837     1.07783e+02     1.52875e+03     1.07775e+02     1.69358e+01
   3.74291     1.07415e+02     1.52828e+03     1.07804e+02     1.70969e+01
   3.76746     1.07783e+02     1.52651e+03     1.07257e+02     2.07990e+01
   3.79200     1.07146e+02     1.52775e+03     1.08226e+02     3.67031e+01
   3.81654     1.06856e+02     1.52245e+03     1.08559e+02     2.50780e+01
   3.84109     1.06211e+02     1.51645e+03     1.05351e+02     3.02151e+01
   3.86563     1.06097e+02     1.51219e+03     1.05789e+02     1.78591e+01
   3.89018     1.06316e+02     1.50224e+03     1.05568e+02     2.38231e+01
   3.91472     1.05882e+02     1.49361e+03     1.04797e+02     2.38331e+01
   3.93926     1.05565e+02     1.49121e+03     1.04370e+02     2.86482e+01
   3.96381     1.04753e+02     1.48878e+03     1.04676e+02     1.91618e+01
   3.98835     1.05337e+02     1.49338e+03     1.04586e+02     2.07708e+01
   4.01289     1.04649e+02     1.48129e+03     1.03602e+02     2.11902e+01
   4.03744     1.04397e+02     1.47539e+03     1.04483e+02     1.77683e+01
   4.06198     1.04171e+02     1.47651e+03     1.03751e+02     1.50977e+01
   4.08652     1.03620e+02     1.47866e+03     1.01854e+02     1.85197e+01
   4.11107     1.02983e+02     1.47240e+03     1.01322e+02     7.00516e+00
   4.13561     1.03594e+02     1.47002e+03     1.02360e+02     4.27531e+00
   4.16016     1.03195e+02     1.45786e+03     1.01266e+02     4.99817e+00
   4.18470     1.02655e+02     1.45824e+03     1.01571e+02    -5.86836e+00
   4.20924     1.02637e+02     1.46910e+03     1.02067e+02     1.77770e+01
   4.23379     1.02451e+02     1.46188e+03     1.00441e+02     8.65288e+00
   4.25833     1.02379e+02     1.46418e+03     1.01782e+02     1.52660e+01
   4.28287     1.02331e+02     1.44977e+03     1.01630e+02     1.45476e+01
   4.30742     1.01772e+02     1.44260e+03     1.01612e+02     2.14146e+01
   4.33196     1.01274e+02     1.44197e+03     1.00948e+02     2.53781e+01
   4.35651     1.01040e+02     1.43914e+03     9.93769e+01     1.42189e+01
   4.38105     1.00935e+02     1.43930e+03     9.96961e+01     7.39262e+00
   4.40559     1.00235e+02     1.43572e+03     9.84085e+01     1.19418e+01
   4.43014     9.98509e+01     1.43332e+03     9.91629e+01     1.34460e+01
   4.45468     1.00194e+02     1.42469e+03     9.95006e+01     1.73537e+01
   4.47922     9.97421e+01     1.41736e+03     9.88086e+01     1.76946e+01
   4.50377     9.97053e+01     1.41001e+03     9.90433e+01     6.84436e+00
   4.52831     9.94916e+01     1.40845e+03     9.91684e+01     1.62447e+01
   4.55285     9.85436e+01     1.39277e+03     9.69656e+01     1.22149e+01
   4.57740     9.91153e+01     1.38536e+03     9.64070e+01     3.68953e+00
   4.60194     9.86471e+01     1.38257e+03     9.64548e+01     7.15899e+00
   4.62649     9.81271e+01     1.38890e+03     9.73071e+01     1.06277e+01
   4.65103     9.75933e+01     1.37198e+03     9.67073e+01     1.41682e+01
   4.67557     9.75538e+01     1.37331e+03     9.60916e+01     1.52538e+01
   4.70012     9.72822e+01     1.37544e+03     9.59964e+01     1.14117e+01
   4.72466     9.70644e+01     1.37047e+03     9.59869e+01     3.33499e+00
   4.74920     9.71352e+01     1.36037e+03     9.55635e+01     9.25197e+00
   4.77375     9.64743e+01     1.35901e+03     9.63873e+01     2.54752e+01
   4.79829     9.64954e+01     1.34741e+03     9.50438e+01     9.81448e+00
   4.82284     9.59880e+01     1.33827e+03     9.46859e+01     2.67107e+01
   4.84738     9.54866e+01     1.33554e+03     9.34703e+01     6.52349e+00
   4.87192     9.52881e+01     1.33858e+03     9.46376e+01     2.22150e+01
   4.89647     9.54049e+01     1.33425e+03     9.47470e+01     2.77474e+01
   4.92101     9.49027e+01     1.33680e+03     9.26902e+01     1.31792e+01
   4.94555     9.51740e+01     1.32660e+03     9.35174e+01     1.23063e+01
   4.97010     9.48989e+01     1.31767e+03     9.36413e+01     2.33575e+01
   4.99464     9.42312e+01     1.31185e+03     9.29942e+01     2.73060e+01
   5.01919     9.45571e+01     1.30820e+03     9.32753e+01     1.41467e+01
   5.04373     9.37644e+01     1.30024e+03     9.22177e+01     2.39108e+01
   5.06827     9.35167e+01     1.29117e+03     9.08790e+01     2.00408e+00
   5.09282     9.32673e+01     1.28469e+03     9.12084e+01     7.02489e+00
   5.11736     9.32084e+01     1.28029e+03     9.20049e+01     1.47998e+01
   5.14190     9.28474e+01     1.27485e+03     9.05805e+01     1.48758e+01
   5.16645     9.24836e+01     1.26468e+03     9.02544e+01     1.40525e+01
   5.19099     9.23781e+01     1.26544e+03     9.04837e+01     2.05441e+01
   5.21553     9.21297e+01     1.26504e+03     9.02520e+01     1.86643e+01
   5.24008     9.15025e+01     1.26595e+03     9.06391e+01     2.14790e+01
   5.26462     9.14400e+01     1.26331e+03     8.93883e+01     1.34191e+01
   5.28917     9.10879e+01     1.26136e+03     8.94709e+01     1.95395e+01
   5.31371     9.07578e+01     1.25881e+03     8.84610e+01     1.69919e+01
   5.33825     9.07076e+01     1.26247e+03     8.92867e+01     1.93652e+01
   5.36280     9.03761e+01     1.25806e+03     8.89224e+01     2.36767e+01
   5.38734     9.01167e+01     1.25533e+03     8.83429e+01     1.86108e+01
   5.41188     8.98629e+01     1.25646e+03     8.86406e+01     2.04487e+01
   5.43643     8.93235e+01     1.24459e+03     8.73431e+01     2.06470e+01
   5.46097     8.94601e+01     1.23378e+03     8.77103e+01     2.63408e+01
   5.48552     8.88394e+01     1.22761e+03     8.71489e+01     2.33173e+01
   5.51006     8.88587e+01     1.21879e+03     8.62477e+01     1.75191e+01
   5.53460     8.85469e+01     1.21649e+03     8.65464e+01     1.67445e+01
   5.55915     8.84150e+01     1.21520e+03     8.61366e+01     2.09076e+01
   5.58369     8.78846e+01     1.20769e+03     8.52561e+01     1.78835e+01
   5.60823     8.76765e+01     1.20161e+03     8.62147e+01     1.78060e+01
   5.63278     8.76443e+01     1.19630e+03     8.50885e+01     1.52904e+01
   5.65732     8.67853e+01     1.20063e+03     8.53696e+01     7.59017e+00
   5.68186     8.69691e+01     1.19240e+03     8.50985e+01     1.86482e+01
   5.70641     8.68252e+01     1.18704e+03     8.47266e+01     1.14638e+01
   5.73095     8.62195e+01     1.17975e+03     8.41580e+01     2.19803e+01
   5.75550     8.61642e+01     1.17204e+03     8.44365e+01     1.30318e+01
   5.78004     8.57314e+01     1.16967e+03     8.35029e+01     1.37806e+01
   5.80458     8.55702e+01     1.16914e+03     8.34157e+01     1.61260e+01
   5.82913     8.51172e+01     1.17028e+03     8.36406e+01     1.55540e+01
   5.85367     8.47121e+01     1.17296e+03     8.30493e+01     2.18707e+01
   5.87821     8.44409e+01     1.16427e+03     8.23824e+01     1.11315e+01
   5.90276     8.44485e+01     1.15807e+03     8.23797e+01     9.24712e+00
   5.92730     8.41371e+01     1.15078e+03     8.21457e+01     1.45998e+01
   5.95185     8.37671e+01     1.14977e+03     8.17016e+01     1.71182e+01
   5.97639     8.37204e+01     1.14795e+03     8.12845e+01     1.33318e+01
   6.00093     8.31370e+01     1.13796e+03     8.08724e+01     9.59675e+00
   6.02548     8.28130e+01     1.13337e+03     8.06937e+01     1.39237e+01
   6.05002     8.28085e+01     1.12225e+03     8.05269e+01     1.25770e+01
   6.07456     8.26942e+01     1.11763e+03     8.03290e+01     1.51638e+01
   6.09911     8.22285e+01     1.11862e+03     7.99055e+01     1.48620e+01
   6.12365     8.18636e+01     1.11190e+03     7.92515e+01     1.05284e+01
   6.14819     8.17500e+01     1.11254e+03     7.88919e+01     8.51629e+00
   6.17274     8.13019e+01     1.11049e+03     7.91291e+01     1.53784e+01
   6.19728     8.11122e+01     1.10749e+03     7.92320e+01     1.74157e+01
   6.22183     8.10115e+01     1.10667e+03     7.89669e+01     1.26196e+01
   6.24637     8.07061e+01     1.09994e+03     7.82564e+01     1.36945e+01
   6.27091     8.04432e+01     1.09955e+03     7.81011e+01     1.83665e+01
   6.29546     8.02233e+01     1.09278e+03     7.74483e+01     1.53051e+01
   6.32000     8.00359e+01     1.08833e+03     7.82976e+01     1.82186e+01
   6.34454     7.97473e+01     1.08251e+03     7.74652e+01     1.62366e+01
   6.36909     7.91653e+01     1.07391e+03     7.63350e+01     1.32148e+01
   6.39363     7.90341e+01     1.07122e+03     7.66872e+01     1.28043e+01
   6.41818     7.89842e+01     1.06903e+03     7.68044e+01     1.59828e+01
   6.44272     7.88352e+01     1.06495e+03     7.61677e+01     1.68872e+01
   6.46726     7.85711e+01     1.05997e+03     7.61751e+01     1.48494e+01
   6.49181     7.80076e+01     1.05476e+03     7.52245e+01     1.47603e+01
   6.51635     7.79437e+01     1.05312e+03     7.60148e+01     1.50520e+01
   6.54089     7.75339e+01     1.05123e+03     7.56819e+01     1.67153e+01
   6.56544     7.73221e+01     1.04658e+03     7.58449e+01     1.68628e+01
   6.58998     7.70843e+01     1.03728e+03     7.48092e+01     1.16554e+01
   6.61453     7.68365e+01     1.03272e+03     7.42630e+01     6.32170e+00
   6.63907     7.66401e+01     1.02236e+03     7.35362e+01     1.04410e+01
   6.66361     7.63369e+01     1.02172e+03     7.39799e+01     1.26974e+01
   6.68816     7.60975e+01     1.01754e+03     7.40242e+01     1.68701e+01
   6.71270     7.58339e+01     1.01134e+03     7.30378e+01     1.24493e+01
   6.73724     7.55643e+01     1.01226e+03     7.33407e+01     1.25853e+01
   6.76179     7.52054e+01     1.01214e+03     7.32514e+01     1.39649e+01
   6.78633     7.50867e+01     1.01021e+03     7.28258e+01     1.24991e+01
   6.81087     7.45847e+01     1.00246e+03     7.27866e+01     1.90696e+01
   6.83542     7.42332e+01     9.94478e+02     7.20619e+01     1.56159e+01
   6.85996     7.43644e+01     9.90522e+02     7.17787e+01     1.13811e+01
   6.88451     7.37840e+01     9.88240e+02     7.16447e+01     1.30934e+01
   6.90905     7.36479e+01     9.89366e+02     7.15680e+01     1.58668e+01
   6.93359     7.32673e+01     9.83740e+02     7.08926e+01     1.51127e+01
   6.95814     7.32118e+01     9.82201e+02     7.15515e+01     1.66763e+01
   6.98268     7.28699e+01     9.76823e+02     7.10124e+01     1.57566e+01
   7.00722     7.25766e+01     9.69288e+02     7.03073e+01     1.17530e+01
   7.03177     7.23443e+01     9.63496e+02     7.00609e+01     8.83795e+00
   7.05631     7.22360e+01     9.62400e+02     6.98984e+01     1.05399e+01
   7.08086     7.18434e+01     9.63181e+02     6.99651e+01     1.22289e+01
   7.10540     7.17395e+01     9.63782e+02     6.99611e+01     1.41934e+01
   7.12994     7.14780e+01     9.57228e+02     6.98022e+01     1.37655e+01
   7.15449     7.11329e+01     9.51508e+02     6.93687e+01     1.17028e+01
   7.17903     7.08220e+01     9.43386e+02     6.84366e+01     4.81091e+00
   7.20357     7.04497e+01     9.39639e+02     6.84822e+01     1.53491e+01
   7.22812     7.02595e+01     9.35383e+02     6.81608e+01     1.10156e+01
   7.25266     7.00580e+01     9.34425e+02     6.82640e+01     1.15363e+01
   7.27720     6.98185e+01     9.31028e+02     6.75278e+01     7.75596e+00
   7.30175     6.97384e+01     9.31528e+02     6.76437e+01     1.40235e+01
   7.32629     6.92192e+01     9.27425e+02     6.70309e+01     9.44251e+00
   7.35084     6.92846e+01     9.22303e+02     6.70439e+01     8.36203e+00
   7.37538     6.87140e+01     9.22912e+02     6.72000e+01     1.32395e+01
   7.39992     6.85819e+01     9.19651e+02     6.68043e+01     1.25812e+01
   7.42447     6.81304e+01     9.17753e+02     6.66748e+01     1.30381e+01
   7.44901     6.80227e+01     9.14384e+02     6.64975e+01     9.97144e+00
   7.47355     6.78130e+01     9.10836e+02     6.59911e+01     9.84101e+00
   7.49810     6.76620e+01     9.07808e+02     6.60638e+01     1.26043e+01
   7.52264     6.73602e+01     9.07079e+02     6.57197e+01     1.42943e+01
   7.54719     6.70681e+01     8.99063e+02     6.48724e+01     7.81222e+00
   7.57173     6.68791e+01     8.91897e+02     6.51866e+01     1.05376e+01
   7.59627     6.65344e+01     8.83850e+02     6.45438e+01     5.83583e+00
   7.62082     6.62727e+01     8.79931e+02     6.43697e+01     7.90502e+00
   7.64536     6.60760e+01     8.78047e+02     6.42603e+01     4.56345e+00
   7.66990     6.57977e+01     8.75876e+02     6.38788e+01     7.70588e+00
   7.69445     6.54967e+01     8.72672e+02     6.32991e+01     7.38470e+00
   7.71899     6.54015e+01     8.70448e+02     6.33735e+01     5.78914e+00
   7.74354     6.49769e+01     8.67233e+02     6.31868e+01     9.65119e+00
   7.76808     6.48741e+01     8.65567e+02     6.31935e+01     9.78678e+00
   7.79262     6.44816e+01     8.63660e+02     6.28320e+01     9.01565e+00
   7.81717     6.41267e+01     8.59551e+02     6.23428e+01     9.14374e+00
   7.84171     6.40421e+01     8.52396e+02     6.23948e+01     1.03629e+01
   7.86625     6.37230e+01     8.44601e+02     6.18042e+01     8.07243e+00
   7.89080     6.35183e+01     8.39942e+02     6.15865e+01     1.03150e+01
   7.91534     6.32195e+01     8.37573e+02     6.10630e+01     6.40401e+00
   7.93988     6.31419e+01     8.32991e+02     6.08933e+01     7.48316e+00
   7.96443     6.28922e+01     8.29833e+02     6.09182e+01     8.54817e+00
   7.98897     6.26952e+01     8.23882e+02     6.04767e+01     3.07351e+00
   8.01352     6.24063e+01     8.19045e+02     5.99035e+01     2.53032e+00
   8.03806     6.20037e+01     8.15639e+02     5.97913e+01     8.04479e+00
   8.06260     6.18435e+01     8.13775e+02     5.94452e+01     2.44480e+00
   8.08715     6.16426e+01     8.12282e+02     5.94757e+01     8.38499e+00
   8.11169     6.13016e+01     8.08343e+02     5.91634e+01     1.02255e+01
   8.13623     6.10881e+01     8.05902e+02     5.88696e+01     5.63503e+00
   8.16078     6.09395e+01     8.02831e+02     5.90280e+01     5.75260e+00
   8.18532     6.05026e+01     7.97695e+02     5.86184e+01     6.91419e+00
   8.20987     6.04531e+01     7.94993e+02     5.83166e+01     4.73174e+00
   8.23441     6.00178e+01     7.92384e+02     5.79453e+01     4.42786e+00
   8.25895     5.98845e+01     7.88069e+02     5.77111e+01     5.17278e+00
   8.28350     5.97919e+01     7.83302e+02     5.76154e+01     6.89606e+00
   8.30804     5.93350e+01     7.81811e+02     5.74201e+01     5.17404e+00
   8.33258     5.91944e+01     7.79360e+02     5.75999e+01     9.44445e+00
   8.35713     5.89535e+01     7.76688e+02     5.69911e+01     6.46745e+00
   8.38167     5.87624e+01     7.72423e+02     5.67373e+01     4.71445e+00
   8.40621     5.85118e+01     7.67693e+02     5.66830e+01     6.77094e+00
   8.43076     5.82253e+01     7.63428e+02     5.61156e+01     6.55569e+00
   8.45530     5.79660e+01     7.58766e+02     5.60635e+01     8.70878e+00
   8.47985     5.77536e+01     7.52437e+02     5.55117e+01     3.70031e+00
   8.50439     5.75974e+01     7.46894e+02     5.52074e+01     3.10801e+00
   8.52893     5.73150e+01     7.44937e+02     5.51765e+01     5.58448e+00
   8.55348     5.70578e+01     7.40292e+02     5.48933e+01     3.93034e+00
   8.57802     5.67859e+01     7.36632e+02     5.45627e+01     6.58335e+00
   8.60256     5.66827e+01     7.34342e+02     5.44543e+01     5.66945e+00
   8.62711     5.64389e+01     7.31515e+02     5.43584e+01     5.28999e+00
   8.65165     5.60687e+01     7.27314e+02     5.39111e+01     5.28273e+00
   8.67620     5.58909e+01     7.24576e+02     5.37770e+01     5.47652e+00
   8.70074     5.56630e+01     7.21758e+02     5.35303e+01     6.28168e+00
   8.72528     5.54556e+01     7.18476e+02     5.31696e+01     3.41801e+00
   8.74983     5.52701e+01     7.17238e+02     5.32273e+01     6.76958e+00
   8.77437     5.49481e+01     7.14791e+02     5.28750e+01     7.92227e+00
   8.79891     5.48290e+01     7.12309e+02     5.25343e+01     4.90557e+00
   8.82346     5.45502e+01     7.08727e+02     5.25453e+01     3.07638e+00
   8.84800     5.43067e+01     7.05737e+02     5.23339e+01     4.43988e+00
   8.87254     5.41028e+01     6.99762e+02     5.19553e+01     5.62609e+00
   8.89709     5.38713e+01     6.98655e+02     5.19114e+01     5.39572e+00
   8.92163     5.36157e+01     6.95302e+02     5.18538e+01     5.27334e+00
   8.94618     5.32597e+01     6.90560e+02     5.11326e+01     1.84057e+00
   8.97072     5.32206e+01     6.89201e+02     5.11181e+01     6.82158e+00
   8.99526     5.29046e+01     6.88578e+02     5.10028e+01     7.13434e+00
