# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 1.09173e+07 3.78486e+11 3.73639e+11 6.34000e+11 6.71789e+11
0 0 1 1.14548e+07 4.31129e+11 4.17757e+11 9.38680e+11 7.89718e+11
0 0 2 1.04351e+07 3.25820e+11 3.20150e+11 8.35124e+11 7.15831e+11
0 0 3 9.99618e+06 2.89198e+11 2.88860e+11 4.97454e+11 6.11352e+11
0 1 0 1.03711e+07 3.25423e+11 3.21825e+11 6.20592e+11 6.63347e+11
0 1 1 9.95676e+06 2.76299e+11 2.74932e+11 5.77943e+11 6.33117e+11
0 1 2 1.05533e+07 3.44360e+11 3.40464e+11 6.73985e+11 6.68358e+11
0 1 3 1.01381e+07 3.04037e+11 3.01488e+11 5.74284e+11 6.45744e+11
0 2 0 1.11629e+07 4.06768e+11 3.98198e+11 8.09930e+11 7.12464e+11
0 2 1 1.11443e+07 4.03933e+11 3.97109e+11 8.00603e+11 6.98159e+11
0 2 2 1.05182e+07 3.37214e+11 3.33177e+11 6.49604e+11 6.66076e+11
0 2 3 1.00875e+07 2.95883e+11 2.93462e+11 5.89549e+11 6.48325e+11
0 3 0 1.08752e+07 3.79329e+11 3.69989e+11 7.85544e+11 7.35392e+11
0 3 1 1.15306e+07 4.42065e+11 4.28953e+11 9.30739e+11 7.70327e+11
0 3 2 1.08861e+07 3.75821e+11 3.67620e+11 8.12327e+11 7.05925e+11
0 3 3 1.03323e+07 3.15842e+11 3.15341e+11 5.31658e+11 6.29537e+11
1 0 0 1.09678e+07 3.80877e+11 3.74912e+11 7.11876e+11 6.94163e+11
1 0 1 1.12191e+07 4.14149e+11 3.99810e+11 1.05174e+12 7.99596e+11
1 0 2 9.82114e+06 2.76406e+11 2.74911e+11 5.28733e+11 6.30918e+11
1 0 3 1.01433e+07 2.96133e+11 2.95687e+11 5.17006e+11 6.17320e+11
1 1 0 1.05519e+07 3.35020e+11 3.31884e+11 6.69748e+11 6.60751e+11
1 1 1 1.01004e+07 2.97395e+11 2.96535e+11 5.47065e+11 6.26262e+11
1 1 2 1.01967e+07 3.05625e+11 3.03652e+11 5.38083e+11 6.33348e+11
1 1 3 1.07909e+07 3.66401e+11 3.61059e+11 8.27525e+11 6.87087e+11
1 2 0 1.08638e+07 3.80747e+11 3.74124e+11 6.71157e+11 6.85011e+11
1 2 1 1.03486e+07 3.21525e+11 3.17553e+11 7.11110e+11 6.73033e+11
1 2 2 1.09886e+07 3.83464e+11 3.77100e+11 8.14112e+11 6.94940e+11
1 2 3 1.00732e+07 2.95690e+11 2.90688e+11 6.26370e+11 6.86882e+11
1 3 0 1.07331e+07 3.59062e+11 3.52989e+11 7.36290e+11 6.87799e+11
1 3 1 1.09256e+07 3.72335e+11 3.62590e+11 7.64707e+11 7.42280e+11
1 3 2 1.00683e+07 2.99490e+11 2.97915e+11 6.33378e+11 6.43553e+11
1 3 3 1.06134e+07 3.46132e+11 3.44667e+11 5.64040e+11 6.32466e+11
2 0 0 1.10839e+07 3.90642e+11 3.80011e+11 9.61710e+11 7.71893e+11
2 0 1 1.07539e+07 3.53058e+11 3.46874e+11 7.95737e+11 7.07963e+11
2 0 2 1.07502e+07 3.70098e+11 3.64997e+11 6.42141e+11 6.58824e+11
2 0 3 1.08520e+07 3.75941e+11 3.72111e+11 6.46020e+11 6.63233e+11
2 1 0 1.01584e+07 2.93654e+11 2.93461e+11 5.52215e+11 6.19961e+11
2 1 1 9.77906e+06 2.65032e+11 2.66071e+11 4.73171e+11 5.92357e+11
2 1 2 1.00044e+07 2.92416e+11 2.91401e+11 5.88878e+11 6.13201e+11
2 1 3 1.11118e+07 3.95708e+11 3.91526e+11 7.08313e+11 6.62155e+11
2 2 0 1.02354e+07 3.11558e+11 3.10930e+11 5.62237e+11 6.17317e+11
2 2 1 1.04180e+07 3.28889e+11 3.26763e+11 6.65015e+11 6.36850e+11
2 2 2 9.61861e+06 2.54325e+11 2.55981e+11 4.40194e+11 5.76708e+11
2 2 3 1.02558e+07 3.13761e+11 3.12203e+11 6.46169e+11 6.27319e+11
2 3 0 1.04079e+07 3.26511e+11 3.21338e+11 7.50474e+11 6.93705e+11
2 3 1 1.05433e+07 3.32900e+11 3.31592e+11 5.78203e+11 6.42625e+11
2 3 2 1.01839e+07 3.04845e+11 3.04638e+11 5.41982e+11 6.19818e+11
2 3 3 1.04708e+07 3.30121e+11 3.25349e+11 6.91043e+11 6.77201e+11
3 0 0 1.11692e+07 4.10384e+11 4.01241e+11 8.36020e+11 7.12518e+11
3 0 1 1.00767e+07 2.92549e+11 2.89861e+11 6.05838e+11 6.59115e+11
3 0 2 1.06564e+07 3.57680e+11 3.51586e+11 7.77109e+11 6.99343e+11
3 0 3 1.02353e+07 3.07328e+11 3.06593e+11 5.06390e+11 6.21652e+11
3 1 0 1.02096e+07 3.02681e+11 3.00938e+11 5.95281e+11 6.31912e+11
3 1 1 9.82553e+06 2.70659e+11 2.72207e+11 4.47129e+11 5.89109e+11
3 1 2 1.06033e+07 3.45139e+11 3.40769e+11 7.52535e+11 6.65971e+11
3 1 3 1.01598e+07 2.97260e+11 2.95399e+11 6.42169e+11 6.42152e+11
3 2 0 1.04941e+07 3.40526e+11 3.35876e+11 6.67086e+11 6.63299e+11
3 2 1 1.01585e+07 2.97646e+11 2.98256e+11 4.80779e+11 6.04071e+11
3 2 2 1.02512e+07 3.14858e+11 3.13904e+11 6.25574e+11 6.16237e+11
3 2 3 1.05510e+07 3.40241e+11 3.39165e+11 5.81194e+11 6.18001e+11
3 3 0 1.09977e+07 3.88401e+11 3.79657e+11 8.02659e+11 7.16013e+11
3 3 1 9.78632e+06 2.74122e+11 2.73137e+11 5.57424e+11 6.26899e+11
3 3 2 1.05113e+07 3.30600e+11 3.27330e+11 6.97413e+11 6.65512e+11
3 3 3 9.97483e+06 2.79683e+11 2.80724e+11 4.88433e+11 6.07688e+11
