# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 1.45265e+06 5.59211e+10 5.28170e+10 1.06851e+11 8.92498e+10
0 0 1 1.39438e+06 4.85463e+10 4.66264e+10 7.56292e+10 8.84676e+10
0 0 2 1.33203e+06 4.35201e+10 4.00675e+10 1.12172e+11 9.76689e+10
0 0 3 1.37423e+06 4.83847e+10 4.47894e+10 1.19066e+11 9.67633e+10
0 0 4 1.26434e+06 3.64386e+10 3.48428e+10 7.01768e+10 8.63029e+10
0 0 5 1.26690e+06 3.53383e+10 3.40727e+10 5.35612e+10 8.82889e+10
0 0 6 1.18774e+06 2.86996e+10 2.96851e+10 3.36675e+10 7.23855e+10
0 0 7 1.17817e+06 2.83487e+10 2.85727e+10 6.18053e+10 7.65630e+10
0 1 0 1.40523e+06 5.38305e+10 5.24222e+10 9.02672e+10 8.19783e+10
0 1 1 1.26987e+06 3.71326e+10 3.65660e+10 6.17492e+10 8.00324e+10
0 1 2 1.42074e+06 5.01911e+10 4.85318e+10 7.02532e+10 8.73214e+10
0 1 3 1.34523e+06 4.40658e+10 4.15562e+10 1.19450e+11 9.38137e+10
0 1 4 1.28934e+06 3.91853e+10 3.70901e+10 1.03444e+11 9.11439e+10
0 1 5 1.37650e+06 4.88689e+10 4.69895e+10 2.30638e+11 1.00776e+11
0 1 6 1.38974e+06 5.01878e+10 4.91148e+10 8.14920e+10 8.08035e+10
0 1 7 1.34912e+06 4.48347e+10 4.41355e+10 8.63806e+10 8.10423e+10
0 2 0 1.33373e+06 4.56898e+10 4.50829e+10 6.12145e+10 7.83983e+10
0 2 1 1.27225e+06 3.81735e+10 3.78881e+10 6.27913e+10 7.98101e+10
0 2 2 1.29007e+06 3.90371e+10 3.71531e+10 1.14910e+11 8.50852e+10
0 2 3 1.23154e+06 3.21490e+10 3.15744e+10 7.91655e+10 8.07993e+10
0 2 4 1.12857e+06 2.37415e+10 2.40400e+10 3.69390e+10 7.56753e+10
0 2 5 1.31577e+06 4.12646e+10 3.99975e+10 7.84042e+10 8.60283e+10
0 2 6 1.53799e+06 6.47509e+10 6.07335e+10 1.45814e+11 9.17445e+10
0 2 7 1.17168e+06 3.07520e+10 3.06024e+10 6.21326e+10 7.64617e+10
0 3 0 1.26190e+06 3.59048e+10 3.47697e+10 6.45450e+10 8.39549e+10
0 3 1 1.31700e+06 4.20625e+10 4.07202e+10 8.02317e+10 8.21277e+10
0 3 2 1.15359e+06 2.52506e+10 2.58873e+10 3.39160e+10 7.32281e+10
0 3 3 1.28110e+06 3.80231e+10 3.79305e+10 1.06340e+11 7.81922e+10
0 3 4 1.23758e+06 3.50081e+10 3.39365e+10 1.20980e+11 8.38908e+10
0 3 5 1.45221e+06 5.69463e+10 5.49734e+10 9.37387e+10 8.60270e+10
0 3 6 1.27122e+06 3.84327e+10 3.77981e+10 7.66937e+10 8.17241e+10
0 3 7 1.14501e+06 2.68990e+10 2.71570e+10 3.84920e+10 7.44929e+10
0 4 0 1.44796e+06 5.80869e+10 5.28276e+10 1.91097e+11 9.75429e+10
0 4 1 1.38022e+06 4.84416e+10 4.59707e+10 1.27093e+11 8.92417e+10
0 4 2 1.27226e+06 3.89704e+10 3.73948e+10 1.05001e+11 8.49530e+10
0 4 3 1.47328e+06 5.81055e+10 5.74711e+10 7.77176e+10 8.16181e+10
0 4 4 1.31602e+06 4.15020e+10 4.12565e+10 5.28064e+10 7.90540e+10
0 4 5 1.36987e+06 4.74578e+10 4.59010e+10 8.48745e+10 8.31628e+10
0 4 6 1.25354e+06 3.50348e+10 3.52116e+10 5.91868e+10 7.66877e+10
0 4 7 1.25682e+06 3.50017e+10 3.51525e+10 5.55801e+10 7.81001e+10
0 5 0 1.28390e+06 3.84977e+10 3.73036e+10 8.16514e+10 8.38591e+10
0 5 1 1.35644e+06 4.61458e+10 4.48477e+10 6.11986e+10 8.34198e+10
0 5 2 1.53156e+06 6.76831e+10 6.21781e+10 1.38754e+11 9.67253e+10
0 5 3 1.42946e+06 5.58671e+10 5.28489e+10 1.22092e+11 8.98153e+10
0 5 4 1.28334e+06 3.89464e+10 3.72448e+10 9.24999e+10 8.65986e+10
0 5 5 1.33202e+06 4.57371e+10 4.42950e+10 9.50498e+10 8.23386e+10
0 5 6 1.09696e+06 2.23060e+10 2.29709e+10 3.89086e+10 7.09636e+10
0 5 7 1.23485e+06 3.57515e+10 3.52314e+10 6.59442e+10 7.93374e+10
0 6 0 1.34984e+06 4.82508e+10 4.60753e+10 6.36041e+10 8.91929e+10
0 6 1 1.44437e+06 5.27212e+10 5.07140e+10 7.97483e+10 8.82114e+10
0 6 2 1.53601e+06 6.46139e+10 6.11054e+10 9.49568e+10 9.23378e+10
0 6 3 1.31169e+06 4.23679e+10 4.13784e+10 5.95437e+10 8.23674e+10
0 6 4 1.33278e+06 4.20778e+10 4.12351e+10 7.14996e+10 8.35379e+10
0 6 5 1.26368e+06 3.67758e+10 3.41839e+10 1.53024e+11 9.06492e+10
0 6 6 1.23045e+06 3.48279e+10 3.51282e+10 5.97205e+10 7.59467e+10
0 6 7 1.29095e+06 3.89538e+10 3.86325e+10 5.50900e+10 8.12176e+10
0 7 0 1.61718e+06 7.69469e+10 6.64355e+10 2.81617e+11 1.24347e+11
0 7 1 1.36178e+06 4.45257e+10 4.24939e+10 7.32561e+10 9.12442e+10
0 7 2 1.53230e+06 6.25110e+10 5.81668e+10 1.27748e+11 9.66935e+10
0 7 3 1.26658e+06 3.77032e+10 3.54265e+10 6.34275e+10 8.93734e+10
0 7 4 1.44201e+06 5.53028e+10 5.11144e+10 1.15140e+11 9.41522e+10
0 7 5 1.42688e+06 5.50878e+10 5.08633e+10 1.09422e+11 9.59325e+10
0 7 6 1.40421e+06 5.00626e+10 4.94951e+10 9.20739e+10 8.17220e+10
0 7 7 1.29998e+06 3.86459e+10 3.80608e+10 7.22257e+10 8.25176e+10
1 0 0 1.20181e+06 3.11483e+10 3.14649e+10 3.82765e+10 7.69602e+10
1 0 1 1.55587e+06 6.93049e+10 6.55305e+10 1.03907e+11 8.91897e+10
1 0 2 1.46147e+06 5.95832e+10 5.42244e+10 9.92166e+10 1.00445e+11
1 0 3 1.54748e+06 6.50938e+10 5.70186e+10 1.41736e+11 1.16424e+11
1 0 4 1.40397e+06 5.08576e+10 4.66056e+10 1.49208e+11 1.00417e+11
1 0 5 1.24161e+06 3.55442e+10 3.45568e+10 6.21410e+10 8.15356e+10
1 0 6 1.08893e+06 2.23067e+10 2.28969e+10 4.58665e+10 7.07209e+10
1 0 7 1.23228e+06 3.42226e+10 3.44693e+10 5.66072e+10 7.48928e+10
1 1 0 1.33011e+06 4.27587e+10 4.14899e+10 9.87849e+10 8.43026e+10
1 1 1 1.30738e+06 3.98436e+10 3.93910e+10 5.85346e+10 8.16085e+10
1 1 2 1.55057e+06 6.88498e+10 6.45517e+10 1.32108e+11 9.47599e+10
1 1 3 1.42304e+06 5.14410e+10 4.66262e+10 1.44679e+11 1.02522e+11
1 1 4 1.27716e+06 3.70575e+10 3.66687e+10 5.06240e+10 8.22571e+10
1 1 5 1.31530e+06 4.25295e+10 4.10219e+10 1.15331e+11 8.51093e+10
1 1 6 1.29810e+06 4.14853e+10 4.11738e+10 7.32242e+10 7.63334e+10
1 1 7 1.27210e+06 3.91125e+10 3.87541e+10 5.84109e+10 7.86111e+10
1 2 0 1.13565e+06 2.68279e+10 2.63497e+10 7.51646e+10 8.09659e+10
1 2 1 1.41376e+06 5.35497e+10 5.17960e+10 8.07139e+10 8.62544e+10
1 2 2 1.35238e+06 4.46546e+10 4.42205e+10 6.08485e+10 8.07273e+10
1 2 3 1.21076e+06 3.25545e+10 3.21612e+10 5.75419e+10 7.99043e+10
1 2 4 1.39124e+06 4.89866e+10 4.87489e+10 6.94232e+10 7.91023e+10
1 2 5 1.19592e+06 3.26779e+10 3.21289e+10 7.44554e+10 7.93176e+10
1 2 6 1.28320e+06 3.85592e+10 3.82496e+10 7.10559e+10 7.95378e+10
1 2 7 1.19308e+06 3.07846e+10 3.08091e+10 6.05278e+10 7.74822e+10
1 3 0 1.33290e+06 4.35389e+10 4.19147e+10 9.46738e+10 8.64663e+10
1 3 1 1.30392e+06 3.96758e+10 3.80647e+10 1.01257e+11 8.53692e+10
1 3 2 1.15338e+06 2.65613e+10 2.70348e+10 3.80274e+10 7.45602e+10
1 3 3 1.28392e+06 3.80692e+10 3.75002e+10 8.71934e+10 8.06203e+10
1 3 4 1.45250e+06 5.73886e+10 5.45948e+10 1.03031e+11 8.97554e+10
1 3 5 1.37946e+06 4.83464e+10 4.62766e+10 9.70129e+10 8.85612e+10
1 3 6 1.28237e+06 3.81952e+10 3.72379e+10 6.71199e+10 8.44271e+10
1 3 7 1.25361e+06 3.56630e+10 3.52776e+10 5.24477e+10 7.98735e+10
1 4 0 1.33434e+06 4.28834e+10 4.15373e+10 6.03912e+10 8.61899e+10
1 4 1 1.32600e+06 4.39901e+10 4.24281e+10 9.37896e+10 8.66797e+10
1 4 2 1.30305e+06 3.91154e+10 3.87180e+10 6.53642e+10 8.09358e+10
1 4 3 1.35558e+06 4.56501e+10 4.42909e+10 8.82490e+10 8.43544e+10
1 4 4 1.41013e+06 5.27021e+10 4.97358e+10 1.13234e+11 8.77052e+10
1 4 5 1.25703e+06 3.51898e+10 3.44845e+10 5.59488e+10 8.29284e+10
1 4 6 1.47262e+06 6.01853e+10 5.67914e+10 1.25258e+11 9.09557e+10
1 4 7 1.32592e+06 4.12731e+10 3.88114e+10 1.15754e+11 9.32388e+10
1 5 0 1.46466e+06 5.82368e+10 5.45341e+10 9.55435e+10 9.21272e+10
1 5 1 1.56938e+06 7.04855e+10 6.58129e+10 9.91652e+10 9.34040e+10
1 5 2 1.42561e+06 5.37346e+10 5.12098e+10 1.01310e+11 9.14770e+10
1 5 3 1.35349e+06 4.48067e+10 4.27131e+10 1.02115e+11 8.82804e+10
1 5 4 1.15887e+06 2.71035e+10 2.66706e+10 8.66006e+10 8.21088e+10
1 5 5 1.39091e+06 4.85749e+10 4.76842e+10 6.85900e+10 8.21799e+10
1 5 6 1.20632e+06 3.20450e+10 3.26303e+10 3.71811e+10 7.44725e+10
1 5 7 1.24049e+06 3.42855e+10 3.32423e+10 9.17361e+10 8.45687e+10
1 6 0 1.30565e+06 4.04175e+10 3.87263e+10 9.72184e+10 8.75228e+10
1 6 1 1.53012e+06 6.72033e+10 6.29184e+10 1.03501e+11 9.21873e+10
1 6 2 1.33210e+06 4.27893e+10 4.13875e+10 5.09035e+10 8.81205e+10
1 6 3 1.41432e+06 5.10732e+10 4.77514e+10 1.07177e+11 9.20886e+10
