#        k    p_h_pos  p_h1_mass   p_hp_h1m   p_hp_h1m
   0.03682     2.07732e+04     1.13115e+06     7.95569e+04     5.26733e+04
   0.06136     4.91357e+04     4.95528e+05     1.10218e+04    -2.37073e+03
   0.08590     2.01725e+04     9.44025e+04     1.11611e+04     5.88734e+03
   0.11045     2.13882e+04     8.25167e+04     1.00012e+03     2.09370e+03
   0.13499     9.64228e+03     5.88567e+04    -1.70296e+03    -3.64614e+02
   0.15953     6.73647e+03     3.52637e+04     2.12194e+03     2.13736e+03
   0.18408     4.10292e+03     2.92528e+04     1.71833e+03     7.10270e+02
   0.20862     5.09242e+03     2.31673e+04     1.26631e+03     1.97156e+03
   0.23317     2.28110e+03     1.84508e+04     1.41410e+03     1.57072e+03
   0.25771     1.75596e+03     1.58097e+04     9.90001e+02     1.40442e+03
   0.28225     1.22264e+03     1.46299e+04     6.38844e+02     5.07505e+02
   0.30680     1.05795e+03     1.43279e+04     7.90565e+02     8.72140e+02
   0.33134     7.57848e+02     1.26176e+04     5.66406e+02     6.40910e+02
   0.35588     6.13558e+02     9.57757e+03     4.11119e+02     3.99452e+02
   0.38043     5.16327e+02     8.31445e+03     4.24204e+02     6.02401e+02
   0.40497     3.88042e+02     7.42367e+03     3.29939e+02     4.44566e+02
   0.42951     3.87237e+02     7.13261e+03     3.72680e+02     5.08346e+02
   0.45406     3.57184e+02     6.65252e+03     3.11022e+02     5.11355e+02
   0.47860     3.38481e+02     6.46413e+03     3.40281e+02     4.98520e+02
   0.50315     3.44293e+02     6.29627e+03     3.06316e+02     3.48959e+02
   0.52769     3.09051e+02     6.13308e+03     3.05753e+02     3.95401e+02
   0.55223     2.89808e+02     5.85910e+03     2.89450e+02     4.00962e+02
   0.57678     2.63538e+02     5.50380e+03     2.91329e+02     3.39990e+02
   0.60132     2.73531e+02     5.38700e+03     2.72310e+02     3.00256e+02
   0.62586     2.45621e+02     5.23340e+03     2.44378e+02     3.00288e+02
   0.65041     2.25709e+02     5.15596e+03     2.54627e+02     3.34818e+02
   0.67495     2.19014e+02     4.87427e+03     2.26900e+02     2.72151e+02
   0.69950     2.08313e+02     4.69887e+03     2.12024e+02     1.60224e+02
   0.72404     1.98301e+02     4.59982e+03     2.16363e+02     2.23837e+02
   0.74858     1.89381e+02     4.35115e+03     2.03781e+02     2.17757e+02
   0.77313     1.77554e+02     4.23515e+03     2.02770e+02     1.74633e+02
   0.79767     1.71714e+02     4.06568e+03     1.88404e+02     1.28299e+02
   0.82221     1.66594e+02     4.04319e+03     1.90783e+02     1.93140e+02
   0.84676     1.61022e+02     3.83791e+03     1.74110e+02     8.56890e+01
   0.87130     1.62583e+02     3.81554e+03     1.87696e+02     1.87084e+02
   0.89584     1.56862e+02     3.84536e+03     1.69792e+02     1.57493e+02
   0.92039     1.54129e+02     3.78034e+03     1.74958e+02     1.35300e+02
   0.94493     1.51003e+02     3.75678e+03     1.68023e+02     1.32892e+02
   0.96948     1.47940e+02     3.78600e+03     1.75466e+02     1.41623e+02
   0.99402     1.45721e+02     3.71184e+03     1.68651e+02     1.72882e+02
   1.01856     1.43176e+02     3.65025e+03     1.61015e+02     9.45530e+01
   1.04311     1.39203e+02     3.63107e+03     1.66575e+02     1.63986e+02
   1.06765     1.35885e+02     3.58949e+03     1.58560e+02     1.62912e+02
   1.09219     1.36041e+02     3.56169e+03     1.48379e+02     1.34013e+02
   1.11674     1.32895e+02     3.53107e+03     1.52380e+02     9.07062e+01
   1.14128     1.29642e+02     3.47031e+03     1.45447e+02     8.61185e+01
   1.16583     1.27575e+02     3.47797e+03     1.60570e+02     1.18477e+02
   1.19037     1.24835e+02     3.36663e+03     1.50542e+02     1.11039e+02
   1.21491     1.25086e+02     3.32406e+03     1.50253e+02     1.42194e+02
   1.23946     1.22216e+02     3.18342e+03     1.42231e+02     8.80463e+01
   1.26400     1.21688e+02     3.10032e+03     1.39280e+02     6.65531e+01
   1.28854     1.20345e+02     3.02926e+03     1.35717e+02     9.66108e+01
   1.31309     1.20684e+02     2.98797e+03     1.44666e+02     1.14259e+02
   1.33763     1.17200e+02     2.92136e+03     1.33453e+02     8.22962e+01
   1.36217     1.15780e+02     2.88342e+03     1.28759e+02     7.19023e+01
   1.38672     1.14336e+02     2.80678e+03     1.25305e+02     6.64376e+01
   1.41126     1.15030e+02     2.74968e+03     1.29597e+02     6.06544e+01
   1.43581     1.13617e+02     2.64960e+03     1.29495e+02     7.10675e+01
   1.46035     1.13644e+02     2.60926e+03     1.25439e+02     6.50313e+01
   1.48489     1.12253e+02     2.62095e+03     1.22092e+02     7.16318e+01
   1.50944     1.11007e+02     2.57207e+03     1.14834e+02     5.87206e+01
   1.53398     1.09663e+02     2.54495e+03     1.17802e+02     9.43898e+01
   1.55852     1.10080e+02     2.51123e+03     1.21154e+02     9.23406e+01
   1.58307     1.07680e+02     2.50984e+03     1.18276e+02     8.14235e+01
   1.60761     1.08793e+02     2.52852e+03     1.19340e+02     7.12133e+01
   1.63216     1.06897e+02     2.54260e+03     1.19812e+02     7.41089e+01
   1.65670     1.06256e+02     2.48957e+03     1.13369e+02     5.85420e+01
   1.68124     1.04743e+02     2.46382e+03     1.15039e+02     7.39353e+01
   1.70579     1.06234e+02     2.44047e+03     1.14338e+02     7.89720e+01
   1.73033     1.05458e+02     2.45294e+03     1.18515e+02     7.27364e+01
   1.75487     1.04094e+02     2.39667e+03     1.16844e+02     7.47534e+01
   1.77942     1.03662e+02     2.37564e+03     1.16110e+02     7.06356e+01
   1.80396     1.02718e+02     2.32345e+03     1.11042e+02     4.84763e+01
   1.82851     1.02846e+02     2.29728e+03     1.09481e+02     5.13845e+01
   1.85305     1.03308e+02     2.29145e+03     1.07526e+02     2.03066e+01
   1.87759     1.03080e+02     2.26430e+03     1.10138e+02     3.01555e+01
   1.90214     1.01001e+02     2.25599e+03     1.08325e+02     3.21169e+01
   1.92668     1.00737e+02     2.23564e+03     1.09396e+02     5.03848e+01
   1.95122     1.00571e+02     2.24072e+03     1.05371e+02     3.34096e+01
   1.97577     1.00601e+02     2.22494e+03     1.07002e+02     3.70493e+01
   2.00031     9.96079e+01     2.23644e+03     1.06399e+02     6.64066e+01
   2.02485     9.94144e+01     2.24037e+03     1.06297e+02     4.44605e+01
   2.04940     9.90578e+01     2.22924e+03     1.05798e+02     4.72873e+01
   2.07394     9.82676e+01     2.22946e+03     1.05627e+02     3.00471e+01
   2.09849     9.84254e+01     2.21405e+03     1.04890e+02     3.59267e+01
   2.12303     9.79180e+01     2.17768e+03     1.02857e+02     4.96381e+01
   2.14757     9.78985e+01     2.18032e+03     1.06006e+02     4.02664e+01
   2.17212     9.69184e+01     2.17392e+03     1.01779e+02     3.88651e+01
   2.19666     9.64292e+01     2.14963e+03     1.03909e+02     5.48383e+01
   2.22120     9.56698e+01     2.12080e+03     1.00488e+02     2.99562e+01
   2.24575     9.62166e+01     2.11661e+03     1.03460e+02     4.73246e+01
   2.27029     9.58556e+01     2.09819e+03     1.02387e+02     3.16942e+01
   2.29484     9.47425e+01     2.06763e+03     1.00852e+02     3.43732e+01
   2.31938     9.54741e+01     2.05539e+03     9.92159e+01     2.70588e+01
   2.34392     9.42697e+01     2.02867e+03     9.80546e+01     3.29147e+01
   2.36847     9.32251e+01     2.01227e+03     9.66204e+01     3.56342e+01
   2.39301     9.33997e+01     2.01628e+03     9.77660e+01     3.83524e+01
   2.41755     9.37526e+01     2.02053e+03     9.94304e+01     4.51119e+01
   2.44210     9.29894e+01     1.98879e+03     9.65513e+01     3.79011e+01
   2.46664     9.29234e+01     1.96785e+03     9.52816e+01     3.04997e+01
   2.49118     9.23409e+01     1.95218e+03     9.31376e+01     2.00453e+01
   2.51573     9.18204e+01     1.94983e+03     9.48751e+01     3.66245e+01
   2.54027     9.23075e+01     1.93389e+03     9.40054e+01     2.05311e+01
   2.56482     9.21897e+01     1.92740e+03     9.57607e+01     3.12642e+01
   2.58936     9.11586e+01     1.90279e+03     9.29541e+01     1.98234e+01
   2.61390     9.08785e+01     1.87884e+03     9.26147e+01     1.37813e+01
   2.63845     9.05323e+01     1.85706e+03     9.21703e+01     3.06738e+01
   2.66299     9.03250e+01     1.86029e+03     9.14695e+01     1.86544e+01
   2.68753     9.03820e+01     1.84954e+03     9.15105e+01     2.01667e+01
   2.71208     9.00812e+01     1.85055e+03     9.23351e+01     2.39482e+01
   2.73662     9.01771e+01     1.83440e+03     9.19524e+01     2.02450e+01
   2.76117     8.98269e+01     1.81188e+03     8.95595e+01     1.78063e+01
   2.78571     8.98660e+01     1.80779e+03     8.91482e+01     1.96346e+01
   2.81025     8.95651e+01     1.78986e+03     8.98914e+01     2.63361e+01
   2.83480     8.92531e+01     1.79865e+03     8.90953e+01     2.32960e+01
   2.85934     8.86024e+01     1.79343e+03     8.93062e+01     3.01088e+01
   2.88388     8.77391e+01     1.76806e+03     8.90248e+01     3.16646e+01
   2.90843     8.79550e+01     1.76233e+03     8.87506e+01     2.62935e+01
   2.93297     8.74705e+01     1.75529e+03     8.75630e+01     1.14563e+01
   2.95751     8.78896e+01     1.76256e+03     8.86472e+01     1.65740e+01
   2.98206     8.72627e+01     1.74273e+03     8.62641e+01     2.28012e+01
   3.00660     8.75395e+01     1.72883e+03     8.70185e+01     1.90397e+01
   3.03115     8.68389e+01     1.71813e+03     8.51301e+01     7.09157e+00
   3.05569     8.70566e+01     1.70610e+03     8.58139e+01     1.87562e+01
   3.08023     8.68752e+01     1.69321e+03     8.66118e+01     2.31400e+01
   3.10478     8.63450e+01     1.68120e+03     8.50463e+01     1.66278e+01
   3.12932     8.60408e+01     1.65359e+03     8.46867e+01     1.68791e+01
   3.15386     8.61886e+01     1.66438e+03     8.42615e+01     1.26470e+01
   3.17841     8.59751e+01     1.66123e+03     8.49035e+01     1.78870e+01
   3.20295     8.56319e+01     1.66363e+03     8.44735e+01     1.57270e+01
   3.22750     8.52312e+01     1.66179e+03     8.51815e+01     1.72101e+01
   3.25204     8.53290e+01     1.66191e+03     8.45662e+01     1.79971e+01
   3.27658     8.51483e+01     1.66096e+03     8.30816e+01     6.27488e+00
   3.30113     8.50666e+01     1.65882e+03     8.48899e+01     2.51077e+01
   3.32567     8.44714e+01     1.66604e+03     8.52103e+01     2.45140e+01
   3.35021     8.42481e+01     1.64953e+03     8.45357e+01     2.01967e+01
   3.37476     8.40240e+01     1.64254e+03     8.38888e+01     1.31973e+01
   3.39930     8.43881e+01     1.62882e+03     8.39257e+01     1.18328e+01
   3.42385     8.35324e+01     1.62314e+03     8.31609e+01     1.10923e+01
   3.44839     8.37262e+01     1.61091e+03     8.17209e+01     1.03849e+01
   3.47293     8.30455e+01     1.61121e+03     8.16788e+01     1.60050e+01
   3.49748     8.29476e+01     1.62732e+03     8.32650e+01     1.73166e+01
   3.52202     8.27287e+01     1.60867e+03     8.33978e+01     1.41839e+01
   3.54656     8.22766e+01     1.59681e+03     8.20673e+01     1.46141e+01
   3.57111     8.15772e+01     1.59347e+03     8.13683e+01     1.54239e+01
   3.59565     8.20002e+01     1.57332e+03     8.05495e+01     1.16418e+01
   3.62019     8.15223e+01     1.56665e+03     7.99967e+01     1.60198e+01
   3.64474     8.18441e+01     1.54898e+03     8.04505e+01     3.65548e+00
   3.66928     8.14147e+01     1.55007e+03     8.14771e+01     9.82804e+00
   3.69383     8.12053e+01     1.53904e+03     8.04115e+01     2.25062e+01
   3.71837     8.08020e+01     1.53906e+03     7.91624e+01     1.54970e+01
   3.74291     8.09341e+01     1.53273e+03     7.92890e+01     1.50373e+01
   3.76746     8.06417e+01     1.52221e+03     7.92134e+01     1.34878e+01
   3.79200     8.04725e+01     1.50940e+03     7.77912e+01     5.42433e+00
   3.81654     8.03148e+01     1.49896e+03     7.79313e+01     1.20130e+01
   3.84109     8.04287e+01     1.50125e+03     7.91278e+01     1.73319e+01
   3.86563     7.99758e+01     1.50008e+03     7.80324e+01     1.17642e+01
   3.89018     7.96593e+01     1.49103e+03     7.71776e+01     1.56028e+01
   3.91472     7.94073e+01     1.47643e+03     7.72862e+01     1.57855e+01
   3.93926     7.94342e+01     1.48026e+03     7.67465e+01     4.68192e+00
   3.96381     7.90867e+01     1.47752e+03     7.74044e+01     1.89907e+01
   3.98835     7.86509e+01     1.46531e+03     7.62411e+01     1.45151e+01
   4.01289     7.86912e+01     1.47499e+03     7.60397e+01     1.55254e+01
   4.03744     7.84057e+01     1.46150e+03     7.61950e+01     1.94608e+01
   4.06198     7.83038e+01     1.46113e+03     7.60426e+01     1.63462e+01
   4.08652     7.82002e+01     1.46014e+03     7.62292e+01     1.31138e+01
   4.11107     7.80530e+01     1.45365e+03     7.47819e+01     6.18078e+00
   4.13561     7.79064e+01     1.44991e+03     7.58887e+01     9.08784e+00
   4.16016     7.77654e+01     1.44178e+03     7.46950e+01     1.08935e+01
   4.18470     7.74832e+01     1.45067e+03     7.50857e+01     7.76132e+00
   4.20924     7.73599e+01     1.45642e+03     7.53172e+01     1.02969e+01
   4.23379     7.70577e+01     1.46522e+03     7.57607e+01     1.07177e+01
   4.25833     7.67263e+01     1.45485e+03     7.55956e+01     1.98617e+01
   4.28287     7.66429e+01     1.44317e+03     7.42179e+01     8.52106e+00
   4.30742     7.63526e+01     1.43668e+03     7.36925e+01     1.01617e+01
   4.33196     7.59329e+01     1.43546e+03     7.43464e+01     1.26131e+01
   4.35651     7.57394e+01     1.43428e+03     7.31111e+01     1.50046e+01
   4.38105     7.55304e+01     1.43758e+03     7.31427e+01     1.52017e+01
   4.40559     7.52593e+01     1.42962e+03     7.35950e+01     1.52950e+01
   4.43014     7.56493e+01     1.42096e+03     7.35783e+01     1.47347e+01
   4.45468     7.51013e+01     1.41076e+03     7.21094e+01     9.55344e+00
   4.47922     7.48932e+01     1.40602e+03     7.21467e+01     9.44723e+00
   4.50377     7.46648e+01     1.39484e+03     7.23804e+01     7.64191e+00
   4.52831     7.46452e+01     1.38521e+03     7.12759e+01     4.07174e+00
   4.55285     7.46060e+01     1.37870e+03     7.23458e+01     1.82600e+01
   4.57740     7.47262e+01     1.37134e+03     7.21435e+01     6.05250e+00
   4.60194     7.41613e+01     1.36946e+03     7.10301e+01    -1.39820e+00
   4.62649     7.35672e+01     1.36677e+03     7.10641e+01     6.81301e+00
   4.65103     7.39745e+01     1.35221e+03     7.12975e+01     1.41052e+01
   4.67557     7.33243e+01     1.34719e+03     7.02221e+01     3.68116e+00
   4.70012     7.27958e+01     1.33818e+03     6.93299e+01     9.11202e+00
   4.72466     7.30316e+01     1.33397e+03     6.92539e+01    -2.03658e+00
   4.74920     7.29164e+01     1.32777e+03     6.92529e+01     2.11362e+00
   4.77375     7.27080e+01     1.33342e+03     7.03754e+01     1.16078e+01
   4.79829     7.22418e+01     1.31953e+03     6.94810e+01     5.03820e+00
   4.82284     7.21522e+01     1.31035e+03     6.85367e+01     1.65976e+00
   4.84738     7.18418e+01     1.30829e+03     6.83967e+01     3.23118e+00
   4.87192     7.18280e+01     1.30824e+03     6.96422e+01     1.06576e+01
   4.89647     7.14009e+01     1.30127e+03     6.89118e+01     1.24123e+01
   4.92101     7.12618e+01     1.30231e+03     6.86792e+01     1.07247e+01
   4.94555     7.14754e+01     1.29315e+03     6.87764e+01     7.15798e+00
   4.97010     7.10371e+01     1.28293e+03     6.85301e+01     6.26039e+00
   4.99464     7.08439e+01     1.27681e+03     6.75279e+01     1.44906e+00
   5.01919     7.06216e+01     1.27289e+03     6.70191e+01     1.17665e+00
   5.04373     7.01246e+01     1.26805e+03     6.70969e+01     3.95173e-01
   5.06827     7.00350e+01     1.26352e+03     6.65435e+01     3.54954e-01
   5.09282     6.99888e+01     1.24624e+03     6.65448e+01     2.02278e+00
   5.11736     6.97165e+01     1.24266e+03     6.67780e+01     5.50118e+00
   5.14190     6.96420e+01     1.23986e+03     6.61053e+01     6.66845e-01
   5.16645     6.95699e+01     1.23672e+03     6.65730e+01     1.66100e+00
   5.19099     6.90955e+01     1.22783e+03     6.63633e+01     3.74105e+00
   5.21553     6.89865e+01     1.21981e+03     6.59661e+01     3.09654e+00
   5.24008     6.89043e+01     1.22037e+03     6.57205e+01     4.47255e+00
   5.26462     6.87762e+01     1.22288e+03     6.57777e+01     4.00801e+00
   5.28917     6.83772e+01     1.22130e+03     6.44021e+01    -5.88817e-01
   5.31371     6.85863e+01     1.22730e+03     6.61951e+01     1.11472e+01
   5.33825     6.82031e+01     1.22175e+03     6.54555e+01     6.05818e+00
   5.36280     6.82518e+01     1.21570e+03     6.50066e+01     4.92169e+00
   5.38734     6.77611e+01     1.20888e+03     6.39181e+01     3.30488e+00
   5.41188     6.75389e+01     1.20398e+03     6.44245e+01     7.43247e+00
   5.43643     6.71708e+01     1.20310e+03     6.47513e+01     6.02291e+00
   5.46097     6.73613e+01     1.20273e+03     6.46583e+01     7.12147e+00
   5.48552     6.68962e+01     1.20373e+03     6.36537e+01     9.69249e+00
   5.51006     6.65762e+01     1.18645e+03     6.28310e+01     2.62336e+00
   5.53460     6.66006e+01     1.17970e+03     6.33355e+01     7.07470e+00
   5.55915     6.62147e+01     1.18305e+03     6.31775e+01     1.02142e+01
   5.58369     6.62834e+01     1.17857e+03     6.41431e+01     9.87752e+00
   5.60823     6.58861e+01     1.16825e+03     6.32830e+01     3.89631e+00
   5.63278     6.54618e+01     1.15979e+03     6.19179e+01     1.63949e+00
   5.65732     6.54887e+01     1.15574e+03     6.25017e+01     6.27034e+00
   5.68186     6.52630e+01     1.15492e+03     6.26454e+01     7.63862e+00
   5.70641     6.51467e+01     1.15399e+03     6.25881e+01     1.02565e+01
   5.73095     6.47947e+01     1.14827e+03     6.17930e+01     5.86667e+00
   5.75550     6.47091e+01     1.14196e+03     6.14937e+01     7.03882e+00
   5.78004     6.44092e+01     1.14635e+03     6.12911e+01     3.35644e+00
   5.80458     6.40951e+01     1.14495e+03     6.14434e+01     5.88758e+00
   5.82913     6.41578e+01     1.14161e+03     6.15936e+01     8.27245e+00
   5.85367     6.38453e+01     1.13594e+03     6.08123e+01     8.84119e+00
   5.87821     6.38668e+01     1.13126e+03     6.08078e+01     8.60318e+00
   5.90276     6.35241e+01     1.12456e+03     6.02875e+01     2.36257e+00
   5.92730     6.33042e+01     1.11762e+03     6.02629e+01     8.57925e+00
   5.95185     6.29641e+01     1.12010e+03     6.00715e+01     6.43179e+00
   5.97639     6.28880e+01     1.11221e+03     6.05527e+01     7.46894e+00
