# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 1.09173e+07 3.78486e+11 3.77784e+11 6.41164e+11 7.05576e+11
0 0 1 1.14548e+07 4.31129e+11 4.29089e+11 9.98571e+11 8.09850e+11
0 0 2 1.04351e+07 3.25820e+11 3.25461e+11 5.87120e+11 6.84167e+11
0 0 3 9.99618e+06 2.89198e+11 2.89191e+11 5.87048e+11 6.51855e+11
0 1 0 1.03711e+07 3.25423e+11 3.25146e+11 6.20128e+11 6.67260e+11
0 1 1 9.95676e+06 2.76299e+11 2.75889e+11 7.04331e+11 7.02527e+11
0 1 2 1.05533e+07 3.44360e+11 3.43880e+11 6.40029e+11 6.88678e+11
0 1 3 1.01381e+07 3.04037e+11 3.03451e+11 9.10825e+11 7.23870e+11
0 2 0 1.11629e+07 4.06768e+11 4.05881e+11 7.11601e+11 7.10917e+11
0 2 1 1.11443e+07 4.03933e+11 4.02906e+11 7.53406e+11 7.31079e+11
0 2 2 1.05182e+07 3.37214e+11 3.36361e+11 7.57573e+11 7.25667e+11
0 2 3 1.00875e+07 2.95883e+11 2.95216e+11 5.81707e+11 7.27532e+11
0 3 0 1.08752e+07 3.79329e+11 3.77983e+11 8.32510e+11 7.67826e+11
0 3 1 1.15306e+07 4.42065e+11 4.39278e+11 1.33828e+12 8.81076e+11
0 3 2 1.08861e+07 3.75821e+11 3.74571e+11 7.84742e+11 7.50674e+11
0 3 3 1.03323e+07 3.15842e+11 3.15277e+11 7.10178e+11 7.04323e+11
1 0 0 1.09678e+07 3.80877e+11 3.79748e+11 8.18966e+11 7.47136e+11
1 0 1 1.12191e+07 4.14149e+11 4.12281e+11 9.02867e+11 7.92459e+11
1 0 2 9.82114e+06 2.76406e+11 2.76264e+11 4.99429e+11 6.56202e+11
1 0 3 1.01433e+07 2.96133e+11 2.96159e+11 4.90645e+11 6.45444e+11
1 1 0 1.05519e+07 3.35020e+11 3.34375e+11 7.05179e+11 7.01900e+11
1 1 1 1.01004e+07 2.97395e+11 2.97357e+11 5.63790e+11 6.54959e+11
1 1 2 1.01967e+07 3.05625e+11 3.05497e+11 5.78982e+11 6.46094e+11
1 1 3 1.07909e+07 3.66401e+11 3.65708e+11 6.78302e+11 6.96922e+11
1 2 0 1.08638e+07 3.80747e+11 3.80313e+11 6.04064e+11 6.71250e+11
1 2 1 1.03486e+07 3.21525e+11 3.21053e+11 6.85780e+11 6.86435e+11
1 2 2 1.09886e+07 3.83464e+11 3.82565e+11 7.48514e+11 7.13099e+11
1 2 3 1.00732e+07 2.95690e+11 2.95279e+11 6.14018e+11 6.87864e+11
1 3 0 1.07331e+07 3.59062e+11 3.58360e+11 7.09487e+11 6.96420e+11
1 3 1 1.09256e+07 3.72335e+11 3.71042e+11 6.65361e+11 7.71262e+11
1 3 2 1.00683e+07 2.99490e+11 2.98909e+11 6.33478e+11 7.04258e+11
1 3 3 1.06134e+07 3.46132e+11 3.45197e+11 8.59992e+11 7.25910e+11
2 0 0 1.10839e+07 3.90642e+11 3.89542e+11 8.65494e+11 7.56576e+11
2 0 1 1.07539e+07 3.53058e+11 3.52846e+11 5.95498e+11 6.72785e+11
2 0 2 1.07502e+07 3.70098e+11 3.69087e+11 8.93243e+11 7.20895e+11
2 0 3 1.08520e+07 3.75941e+11 3.74846e+11 7.89060e+11 7.46942e+11
