# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 1.08633e+07 2.26345e+11 2.25629e+11 4.31004e+11 4.29793e+11
0 0 1 1.13221e+07 2.58261e+11 2.58127e+11 4.60019e+11 4.09288e+11
0 0 2 1.04461e+07 1.94091e+11 1.94983e+11 2.45146e+11 3.10217e+11
0 0 3 1.00575e+07 1.71457e+11 1.71316e+11 4.37003e+11 4.25667e+11
0 1 0 1.03852e+07 1.94245e+11 1.94349e+11 3.42633e+11 3.70719e+11
0 1 1 1.00322e+07 1.62882e+11 1.63595e+11 3.01422e+11 3.28528e+11
0 1 2 1.05414e+07 2.05468e+11 2.06467e+11 2.18090e+11 2.99274e+11
0 1 3 1.01859e+07 1.80513e+11 1.80526e+11 2.48505e+11 3.95083e+11
0 2 0 1.10704e+07 2.44280e+11 2.43700e+11 3.67742e+11 4.44506e+11
0 2 1 1.10518e+07 2.41707e+11 2.41187e+11 5.33063e+11 4.49459e+11
0 2 2 1.05172e+07 2.00721e+11 2.01159e+11 3.01427e+11 3.49648e+11
0 2 3 1.01431e+07 1.75222e+11 1.74098e+11 1.15240e+12 6.70894e+11
0 3 0 1.08128e+07 2.26481e+11 2.24576e+11 8.12174e+11 5.62622e+11
0 3 1 1.13797e+07 2.64875e+11 2.64668e+11 4.48559e+11 4.12241e+11
0 3 2 1.08284e+07 2.24836e+11 2.24842e+11 3.23992e+11 4.03764e+11
0 3 3 1.03557e+07 1.88287e+11 1.88117e+11 4.13852e+11 4.26271e+11
1 0 0 1.08965e+07 2.27181e+11 2.26619e+11 3.91602e+11 4.56329e+11
1 0 1 1.11127e+07 2.48261e+11 2.48157e+11 3.71732e+11 3.82759e+11
1 0 2 9.91539e+06 1.64733e+11 1.64963e+11 2.28409e+11 3.65317e+11
1 0 3 1.01960e+07 1.75971e+11 1.74977e+11 2.95730e+11 6.27371e+11
1 1 0 1.05457e+07 1.98553e+11 1.98834e+11 2.30485e+11 4.01684e+11
1 1 1 1.01598e+07 1.76941e+11 1.77574e+11 2.98691e+11 3.20005e+11
1 1 2 1.02344e+07 1.81663e+11 1.82024e+11 2.83109e+11 3.47301e+11
1 1 3 1.07506e+07 2.19716e+11 2.16400e+11 2.05344e+12 1.14024e+12
1 2 0 1.08064e+07 2.28124e+11 2.28340e+11 3.49676e+11 3.59467e+11
1 2 1 1.03705e+07 1.91792e+11 1.92702e+11 2.56935e+11 3.05870e+11
1 2 2 1.09154e+07 2.28407e+11 2.26770e+11 8.73583e+11 6.31247e+11
1 2 3 1.01336e+07 1.75661e+11 1.74985e+11 4.26185e+11 5.10050e+11
1 3 0 1.06983e+07 2.14055e+11 2.14184e+11 2.97173e+11 3.70971e+11
1 3 1 1.08672e+07 2.21007e+11 2.21412e+11 3.11641e+11 3.58030e+11
1 3 2 1.01236e+07 1.79011e+11 1.77533e+11 7.41253e+11 6.03186e+11
1 3 3 1.05931e+07 2.06215e+11 2.05297e+11 3.65035e+11 5.13247e+11
2 0 0 1.09942e+07 2.32734e+11 2.32289e+11 4.89219e+11 4.60041e+11
2 0 1 1.07180e+07 2.08928e+11 2.09248e+11 3.37113e+11 3.84259e+11
2 0 2 1.07086e+07 2.22325e+11 2.19588e+11 1.07320e+12 7.37014e+11
2 0 3 1.07972e+07 2.25487e+11 2.24278e+11 3.76345e+11 4.96163e+11
2 1 0 1.02065e+07 1.72989e+11 1.73870e+11 2.53371e+11 3.13061e+11
2 1 1 9.87641e+06 1.56307e+11 1.57520e+11 2.12805e+11 2.75274e+11
2 1 2 1.00772e+07 1.73742e+11 1.73247e+11 4.07412e+11 4.17916e+11
2 1 3 1.10242e+07 2.36770e+11 2.36092e+11 3.96577e+11 4.63543e+11
2 2 0 1.02677e+07 1.85014e+11 1.86034e+11 2.32823e+11 2.99003e+11
2 2 1 1.04268e+07 1.96230e+11 1.96488e+11 3.46701e+11 3.58308e+11
2 2 2 9.73969e+06 1.50570e+11 1.50680e+11 2.07453e+11 4.00589e+11
2 2 3 1.02857e+07 1.86442e+11 1.86053e+11 3.38298e+11 4.82001e+11
2 3 0 1.04187e+07 1.94098e+11 1.94193e+11 3.24554e+11 3.74664e+11
2 3 1 1.05324e+07 1.95890e+11 1.95561e+11 6.14957e+11 4.71712e+11
2 3 2 1.02278e+07 1.81171e+11 1.80535e+11 2.46827e+11 5.62401e+11
2 3 3 1.04748e+07 1.96577e+11 1.94991e+11 1.82697e+12 8.43443e+11
3 0 0 1.10667e+07 2.46987e+11 2.46447e+11 4.20832e+11 4.16507e+11
3 0 1 1.01344e+07 1.73312e+11 1.73988e+11 2.55065e+11 3.17804e+11
3 0 2 1.06341e+07 2.13851e+11 2.13913e+11 3.84924e+11 3.87408e+11
3 0 3 1.02768e+07 1.82664e+11 1.82818e+11 3.42913e+11 3.87968e+11
3 1 0 1.02487e+07 1.79492e+11 1.79723e+11 4.10610e+11 3.71608e+11
3 1 1 9.91761e+06 1.59930e+11 1.60318e+11 3.81635e+11 3.58215e+11
3 1 2 1.05867e+07 2.05542e+11 2.05921e+11 3.40158e+11 3.48815e+11
3 1 3 1.02079e+07 1.75436e+11 1.75646e+11 3.27778e+11 3.86760e+11
3 2 0 1.04914e+07 2.04130e+11 2.03813e+11 3.66538e+11 4.01379e+11
3 2 1 1.02098e+07 1.76316e+11 1.76818e+11 2.73223e+11 3.42832e+11
3 2 2 1.02837e+07 1.87818e+11 1.88429e+11 2.63530e+11 3.20123e+11
3 2 3 1.05414e+07 2.02928e+11 2.01707e+11 3.72730e+11 5.85118e+11
3 3 0 1.09266e+07 2.33002e+11 2.32125e+11 4.13979e+11 4.64029e+11
3 3 1 9.88312e+06 1.63490e+11 1.63724e+11 2.50415e+11 3.53739e+11
3 3 2 1.05108e+07 1.96949e+11 1.97757e+11 2.88640e+11 3.25095e+11
3 3 3 1.00458e+07 1.65254e+11 1.65798e+11 2.38613e+11 3.40081e+11
