# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 1.43579e+06 3.37405e+10 3.34897e+10 1.28381e+11 4.46921e+12
0 0 1 1.38229e+06 2.87077e+10 2.86717e+10 3.13432e+10 4.44824e+12
0 0 2 1.33399e+06 2.62178e+10 2.61876e+10 3.26199e+10 4.44426e+12
0 0 3 1.36581e+06 2.90742e+10 2.90228e+10 6.73567e+10 4.44832e+12
0 0 4 1.26992e+06 2.14117e+10 2.13567e+10 5.44567e+10 4.44372e+12
0 0 5 1.27326e+06 2.10828e+10 2.10806e+10 1.76200e+10 4.43554e+12
0 0 6 1.20623e+06 1.66970e+10 1.67069e+10 2.23360e+10 4.42664e+12
0 0 7 1.19512e+06 1.65503e+10 1.65402e+10 2.93261e+10 4.43509e+12
0 1 0 1.39054e+06 3.25587e+10 3.25403e+10 3.20398e+10 4.43562e+12
0 1 1 1.27597e+06 2.17801e+10 2.17723e+10 2.46430e+10 4.43708e+12
0 1 2 1.40687e+06 2.94270e+10 2.93736e+10 7.66005e+10 4.45178e+12
0 1 3 1.33970e+06 2.59103e+10 2.59044e+10 2.71758e+10 4.43724e+12
0 1 4 1.29271e+06 2.33075e+10 2.32912e+10 2.43182e+10 4.43574e+12
0 1 5 1.36691e+06 2.93070e+10 2.91458e+10 1.33552e+11 4.45454e+12
0 1 6 1.37798e+06 3.01648e+10 3.01704e+10 2.28001e+10 4.43094e+12
0 1 7 1.34190e+06 2.63942e+10 2.63845e+10 2.42707e+10 4.43171e+12
0 2 0 1.33158e+06 2.80931e+10 2.80662e+10 2.86581e+10 4.43595e+12
0 2 1 1.27716e+06 2.27154e+10 2.27071e+10 1.87532e+10 4.43786e+12
0 2 2 1.29162e+06 2.29784e+10 2.29840e+10 1.91567e+10 4.43299e+12
0 2 3 1.24443e+06 1.88134e+10 1.88269e+10 1.26751e+10 4.42632e+12
0 2 4 1.15390e+06 1.37996e+10 1.38050e+10 1.22144e+10 4.42841e+12
0 2 5 1.31642e+06 2.45821e+10 2.45595e+10 2.84818e+10 4.44196e+12
0 2 6 1.50364e+06 3.87953e+10 3.87425e+10 5.33792e+10 4.44381e+12
0 2 7 1.19316e+06 1.85131e+10 1.84992e+10 2.58810e+10 4.43192e+12
0 3 0 1.27037e+06 2.11143e+10 2.10473e+10 7.05121e+10 4.44779e+12
0 3 1 1.31463e+06 2.50332e+10 2.49969e+10 3.57133e+10 4.44011e+12
0 3 2 1.17522e+06 1.46836e+10 1.46947e+10 1.08083e+10 4.42701e+12
0 3 3 1.28643e+06 2.24611e+10 2.24391e+10 4.83246e+10 4.43503e+12
0 3 4 1.24937e+06 2.09188e+10 2.09110e+10 1.92085e+10 4.43327e+12
0 3 5 1.42955e+06 3.38858e+10 3.36442e+10 1.75123e+11 4.47565e+12
0 3 6 1.27774e+06 2.30567e+10 2.30152e+10 3.18270e+10 4.44763e+12
0 3 7 1.16704e+06 1.58295e+10 1.58124e+10 2.72525e+10 4.43911e+12
0 4 0 1.42880e+06 3.49084e+10 3.48349e+10 4.76589e+10 4.43879e+12
0 4 1 1.37084e+06 2.89278e+10 2.89230e+10 3.30500e+10 4.43431e+12
0 4 2 1.27653e+06 2.32853e+10 2.32839e+10 2.61326e+10 4.43075e+12
0 4 3 1.44831e+06 3.46214e+10 3.45667e+10 5.72096e+10 4.43929e+12
0 4 4 1.31568e+06 2.45735e+10 2.45769e+10 2.96409e+10 4.43049e+12
0 4 5 1.36269e+06 2.83957e+10 2.83646e+10 3.22505e+10 4.43721e+12
0 4 6 1.26221e+06 2.06625e+10 2.06165e+10 6.79741e+10 4.44835e+12
0 4 7 1.26618e+06 2.07524e+10 2.06971e+10 3.23905e+10 4.44573e+12
0 5 0 1.28720e+06 2.29101e+10 2.29195e+10 1.95694e+10 4.42948e+12
0 5 1 1.35075e+06 2.75598e+10 2.75215e+10 3.91828e+10 4.44112e+12
0 5 2 1.49782e+06 4.09575e+10 4.09014e+10 4.91711e+10 4.44410e+12
0 5 3 1.41624e+06 3.38650e+10 3.37845e+10 6.94428e+10 4.44464e+12
0 5 4 1.28828e+06 2.34207e+10 2.34006e+10 4.84935e+10 4.43535e+12
0 5 5 1.32969e+06 2.75020e+10 2.74790e+10 3.48582e+10 4.43433e+12
0 5 6 1.12473e+06 1.30763e+10 1.30795e+10 1.36275e+10 4.43124e+12
0 5 7 1.24591e+06 2.14314e+10 2.14347e+10 2.05133e+10 4.43177e+12
0 6 0 1.34286e+06 2.89481e+10 2.89107e+10 4.68832e+10 4.44109e+12
0 6 1 1.42426e+06 3.10427e+10 3.09367e+10 3.52971e+10 4.46422e+12
0 6 2 1.50090e+06 3.83888e+10 3.83005e+10 4.64333e+10 4.45522e+12
0 6 3 1.31331e+06 2.52790e+10 2.52487e+10 4.43702e+10 4.43737e+12
0 6 4 1.33065e+06 2.45114e+10 2.45010e+10 3.33098e+10 4.43427e+12
0 6 5 1.26909e+06 2.15216e+10 2.14638e+10 4.50345e+10 4.44277e+12
0 6 6 1.24122e+06 2.10821e+10 2.10520e+10 4.31290e+10 4.44129e+12
0 6 7 1.29360e+06 2.29683e+10 2.29618e+10 1.80184e+10 4.43551e+12
0 7 0 1.56965e+06 4.69181e+10 4.66333e+10 1.47290e+11 4.48547e+12
0 7 1 1.35458e+06 2.60621e+10 2.58273e+10 1.34014e+11 4.47963e+12
0 7 2 1.50074e+06 3.70370e+10 3.69709e+10 5.28449e+10 4.45519e+12
0 7 3 1.27980e+06 2.30455e+10 2.30182e+10 3.50913e+10 4.44018e+12
0 7 4 1.42145e+06 3.31889e+10 3.31590e+10 3.05337e+10 4.44339e+12
0 7 5 1.41008e+06 3.32568e+10 3.30551e+10 1.32380e+11 4.46071e+12
0 7 6 1.39079e+06 2.97999e+10 2.98007e+10 2.34169e+10 4.43252e+12
0 7 7 1.30193e+06 2.26716e+10 2.26323e+10 6.59471e+10 4.44628e+12
1 0 0 1.21695e+06 1.82932e+10 1.82845e+10 2.40374e+10 4.43557e+12
1 0 1 1.52181e+06 4.20856e+10 4.20396e+10 4.91022e+10 4.44187e+12
1 0 2 1.43690e+06 3.56149e+10 3.55305e+10 5.68149e+10 4.45050e+12
1 0 3 1.51417e+06 3.94070e+10 3.93016e+10 6.61578e+10 4.46145e+12
1 0 4 1.39232e+06 3.04781e+10 3.03368e+10 4.29772e+10 4.47115e+12
1 0 5 1.25431e+06 2.14036e+10 2.13462e+10 2.68326e+10 4.44978e+12
1 0 6 1.11827e+06 1.31155e+10 1.31201e+10 1.11263e+10 4.43068e+12
1 0 7 1.24194e+06 2.03428e+10 2.03333e+10 2.81305e+10 4.43395e+12
1 1 0 1.32985e+06 2.54995e+10 2.54762e+10 4.18892e+10 4.43518e+12
1 1 1 1.31014e+06 2.36791e+10 2.36620e+10 2.95810e+10 4.43757e+12
1 1 2 1.51491e+06 4.15711e+10 4.14006e+10 1.45909e+11 4.46698e+12
1 1 3 1.40980e+06 3.10385e+10 3.09742e+10 2.73400e+10 4.45518e+12
1 1 4 1.28168e+06 2.16892e+10 2.16636e+10 4.50499e+10 4.44276e+12
1 1 5 1.31500e+06 2.54108e+10 2.52483e+10 8.17630e+10 4.45950e+12
1 1 6 1.29931e+06 2.47748e+10 2.47501e+10 3.94560e+10 4.43634e+12
1 1 7 1.27677e+06 2.34178e+10 2.34296e+10 2.00250e+10 4.42762e+12
1 2 0 1.15951e+06 1.59681e+10 1.59690e+10 1.57747e+10 4.43012e+12
1 2 1 1.39889e+06 3.20775e+10 3.19104e+10 1.24694e+11 4.45732e+12
1 2 2 1.34759e+06 2.64718e+10 2.64667e+10 1.88067e+10 4.43825e+12
