# Redshift space power spectrum multipoles.
# Subtracting SN=    3.26509e+01 from monopole.
#        k              P0              P2              P4
   0.05000     8.31622e+03     4.21892e+03     1.04641e+02
   0.07000     6.42728e+03     3.18764e+03    -2.56843e+01
   0.09000     4.53965e+03     2.33864e+03     4.39865e+02
   0.11000     3.26690e+03     1.55704e+03    -3.19206e+00
   0.13000     2.80252e+03     1.42260e+03     6.23173e+01
   0.15000     2.22275e+03     1.12648e+03     7.84193e+01
   0.17000     1.77752e+03     9.66573e+02     1.45165e+02
   0.19000     1.53249e+03     7.95665e+02     7.62288e+01
   0.21000     1.30432e+03     6.92261e+02     3.22370e+01
   0.23000     1.10843e+03     6.29743e+02     8.44707e+01
   0.25000     9.79698e+02     5.52701e+02     7.11866e+01
   0.27000     8.63055e+02     4.80841e+02     4.12691e+01
   0.29000     7.64637e+02     4.39538e+02     4.52130e+01
   0.31000     6.85477e+02     4.00989e+02     4.21489e+01
   0.33000     6.14413e+02     3.55804e+02     4.15985e+01
   0.35000     5.58196e+02     3.35185e+02     4.15129e+01
   0.37000     5.09893e+02     3.02852e+02     3.74786e+01
   0.39000     4.62517e+02     2.74353e+02     4.52221e+01
   0.41000     4.26956e+02     2.65712e+02     4.19307e+01
   0.43000     3.92603e+02     2.48543e+02     3.69313e+01
   0.45000     3.61271e+02     2.28906e+02     2.88965e+01
   0.47000     3.37524e+02     2.13771e+02     3.87571e+01
   0.49000     3.12814e+02     2.04169e+02     3.17726e+01
   0.51000     2.88949e+02     1.89447e+02     3.14146e+01
   0.53000     2.70671e+02     1.76580e+02     2.50220e+01
   0.55000     2.53190e+02     1.70719e+02     2.96757e+01
   0.57000     2.36593e+02     1.59414e+02     2.92582e+01
   0.59000     2.22210e+02     1.50621e+02     2.53597e+01
   0.61000     2.09289e+02     1.41346e+02     2.25282e+01
   0.63000     1.97152e+02     1.35118e+02     2.50134e+01
   0.65000     1.85108e+02     1.26066e+02     2.48589e+01
   0.67000     1.75180e+02     1.22655e+02     2.32146e+01
   0.69000     1.64609e+02     1.13469e+02     2.06812e+01
   0.71000     1.55980e+02     1.08354e+02     1.90192e+01
   0.73000     1.47644e+02     1.02980e+02     2.00534e+01
   0.75000     1.39494e+02     9.75091e+01     1.67342e+01
   0.77000     1.31841e+02     9.27066e+01     1.83025e+01
   0.79000     1.25558e+02     8.93878e+01     1.85049e+01
   0.81000     1.18962e+02     8.34398e+01     1.67258e+01
   0.83000     1.12308e+02     7.97517e+01     1.41968e+01
   0.85000     1.06492e+02     7.62027e+01     1.54567e+01
   0.87000     1.01680e+02     7.26263e+01     1.61978e+01
   0.89000     9.61774e+01     6.86631e+01     1.39688e+01
   0.91000     9.10281e+01     6.56294e+01     1.34901e+01
   0.93000     8.63741e+01     6.18738e+01     1.23426e+01
   0.95000     8.21842e+01     5.91573e+01     1.27612e+01
   0.97000     7.84124e+01     5.75663e+01     1.27513e+01
   0.99000     7.44234e+01     5.35106e+01     1.14927e+01
   1.01000     7.05191e+01     5.21110e+01     1.16871e+01
   1.03000     6.68696e+01     4.87189e+01     1.02675e+01
   1.05000     6.39496e+01     4.72319e+01     1.11773e+01
   1.07000     6.03975e+01     4.47183e+01     1.03189e+01
   1.09000     5.74045e+01     4.30915e+01     1.11484e+01
   1.11000     5.42971e+01     4.05936e+01     1.02874e+01
   1.13000     5.14392e+01     3.90235e+01     9.79008e+00
   1.15000     4.90170e+01     3.71003e+01     9.03272e+00
   1.17000     4.63519e+01     3.54898e+01     9.55870e+00
   1.19000     4.38034e+01     3.39241e+01     8.37084e+00
   1.21000     4.14164e+01     3.21130e+01     8.12230e+00
   1.23000     3.93120e+01     3.12733e+01     8.10403e+00
   1.25000     3.69657e+01     2.93153e+01     7.48254e+00
   1.27000     3.50348e+01     2.84739e+01     7.69402e+00
   1.29000     3.27324e+01     2.66029e+01     7.05081e+00
   1.31000     3.10571e+01     2.55906e+01     6.75500e+00
   1.33000     2.92749e+01     2.43767e+01     7.22015e+00
   1.35000     2.74580e+01     2.31229e+01     6.36051e+00
   1.37000     2.57685e+01     2.24272e+01     5.98782e+00
   1.39000     2.41736e+01     2.12801e+01     6.24907e+00
   1.41000     2.25160e+01     2.03915e+01     6.10470e+00
   1.43000     2.09942e+01     1.91565e+01     5.78919e+00
   1.45000     1.94683e+01     1.83198e+01     5.51921e+00
   1.47000     1.80846e+01     1.76999e+01     5.32501e+00
   1.49000     1.67302e+01     1.66131e+01     4.81038e+00
   1.51000     1.54963e+01     1.59602e+01     4.90455e+00
   1.53000     1.41781e+01     1.52135e+01     4.82587e+00
   1.55000     1.28892e+01     1.45510e+01     4.75040e+00
   1.57000     1.16767e+01     1.38190e+01     4.79802e+00
   1.59000     1.05536e+01     1.31883e+01     4.12248e+00
   1.61000     9.50919e+00     1.26264e+01     4.19880e+00
   1.63000     8.37498e+00     1.19876e+01     4.06292e+00
   1.65000     7.35093e+00     1.15242e+01     4.19813e+00
   1.67000     6.39166e+00     1.09746e+01     3.86386e+00
   1.69000     5.37659e+00     1.05854e+01     3.84757e+00
   1.71000     4.47656e+00     9.93794e+00     3.69911e+00
   1.73000     3.51446e+00     9.61677e+00     3.44163e+00
   1.75000     2.56913e+00     9.22217e+00     3.41146e+00
   1.77000     1.75740e+00     8.74342e+00     3.18950e+00
   1.79000     8.97073e-01     8.16897e+00     3.23988e+00
   1.81000     1.35435e-01     7.95213e+00     3.19601e+00
   1.83000    -6.53829e-01     7.46402e+00     2.92858e+00
   1.85000    -1.41888e+00     7.19762e+00     2.87342e+00
   1.87000    -2.15422e+00     6.88212e+00     2.94653e+00
   1.89000    -2.89937e+00     6.54421e+00     2.89861e+00
   1.91000    -3.56971e+00     6.19579e+00     2.61110e+00
   1.93000    -4.26191e+00     6.00569e+00     2.68009e+00
   1.95000    -4.91054e+00     5.60166e+00     2.62408e+00
   1.97000    -5.54730e+00     5.48289e+00     2.56261e+00
   1.99000    -6.17090e+00     5.26588e+00     2.37664e+00
   2.01000    -6.76268e+00     4.98230e+00     2.47033e+00
   2.03000    -7.38702e+00     4.75118e+00     2.42892e+00
   2.05000    -7.95872e+00     4.50916e+00     2.38192e+00
   2.07000    -8.49051e+00     4.34117e+00     2.31286e+00
   2.09000    -9.02752e+00     4.07274e+00     2.29591e+00
   2.11000    -9.53876e+00     3.94050e+00     2.09947e+00
   2.13000    -1.00648e+01     3.75582e+00     2.19679e+00
   2.15000    -1.05763e+01     3.61662e+00     2.13105e+00
   2.17000    -1.10450e+01     3.43209e+00     2.09623e+00
   2.19000    -1.15263e+01     3.29037e+00     1.99889e+00
   2.21000    -1.19585e+01     3.11860e+00     1.99014e+00
   2.23000    -1.23998e+01     2.99118e+00     1.98779e+00
   2.25000    -1.28447e+01     2.84018e+00     2.01854e+00
   2.27000    -1.32746e+01     2.74195e+00     1.90460e+00
   2.29000    -1.36895e+01     2.61809e+00     2.00457e+00
   2.31000    -1.40702e+01     2.48222e+00     1.95925e+00
   2.33000    -1.44572e+01     2.38712e+00     1.97302e+00
   2.35000    -1.48581e+01     2.26831e+00     1.89616e+00
   2.37000    -1.52048e+01     2.18196e+00     1.85184e+00
   2.39000    -1.55539e+01     2.06723e+00     1.90132e+00
   2.41000    -1.59079e+01     2.02013e+00     1.91731e+00
   2.43000    -1.62579e+01     1.92427e+00     1.87223e+00
   2.45000    -1.65888e+01     1.80156e+00     1.79632e+00
   2.47000    -1.69132e+01     1.75234e+00     1.84263e+00
   2.49000    -1.72397e+01     1.66287e+00     1.83561e+00
   2.51000    -1.75253e+01     1.57492e+00     1.86416e+00
   2.53000    -1.78327e+01     1.50056e+00     1.84904e+00
   2.55000    -1.81291e+01     1.44892e+00     1.89177e+00
   2.57000    -1.84059e+01     1.42251e+00     1.92182e+00
   2.59000    -1.86642e+01     1.34434e+00     1.89780e+00
   2.61000    -1.89333e+01     1.25074e+00     1.91649e+00
   2.63000    -1.91974e+01     1.26447e+00     1.98695e+00
   2.65000    -1.94484e+01     1.19085e+00     1.96389e+00
   2.67000    -1.97051e+01     1.12852e+00     1.95046e+00
   2.69000    -1.99403e+01     1.08058e+00     2.00786e+00
   2.71000    -2.01680e+01     1.04257e+00     2.09963e+00
   2.73000    -2.03973e+01     9.80403e-01     2.05195e+00
   2.75000    -2.06220e+01     9.86392e-01     2.11281e+00
   2.77000    -2.08423e+01     9.26999e-01     2.13530e+00
   2.79000    -2.10540e+01     8.94000e-01     2.17730e+00
   2.81000    -2.12411e+01     8.50718e-01     2.26256e+00
   2.83000    -2.14416e+01     8.27415e-01     2.26035e+00
   2.85000    -2.16332e+01     7.90823e-01     2.32951e+00
   2.87000    -2.18129e+01     7.83389e-01     2.39158e+00
   2.89000    -2.19979e+01     7.54169e-01     2.43945e+00
   2.91000    -2.21663e+01     7.21757e-01     2.47738e+00
   2.93000    -2.23413e+01     6.86143e-01     2.54173e+00
   2.95000    -2.24988e+01     6.87450e-01     2.63924e+00
   2.97000    -2.26518e+01     6.64788e-01     2.66926e+00
   2.99000    -2.28071e+01     6.55585e-01     2.72335e+00
   3.01000    -2.29645e+01     6.37695e-01     2.79981e+00
   3.03000    -2.31081e+01     6.16310e-01     2.89154e+00
   3.05000    -2.32398e+01     5.83362e-01     2.95815e+00
   3.07000    -2.33809e+01     5.51822e-01     3.01198e+00
   3.09000    -2.35119e+01     5.64250e-01     3.10240e+00
   3.11000    -2.36322e+01     5.38295e-01     3.16227e+00
   3.13000    -2.37677e+01     5.35461e-01     3.26513e+00
