# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 2.14559e+06 1.73458e+12 1.72875e+12 3.35862e+12 3.20614e+12
0 0 1 2.09933e+06 1.59501e+12 1.59207e+12 3.25382e+12 3.02392e+12
0 0 2 2.09585e+06 1.59637e+12 1.59688e+12 2.46795e+12 2.61457e+12
0 0 3 2.11695e+06 1.66656e+12 1.66257e+12 3.19392e+12 3.07573e+12
0 0 4 2.07861e+06 1.52809e+12 1.52922e+12 2.36235e+12 2.53158e+12
0 0 5 2.08042e+06 1.53837e+12 1.53698e+12 2.93316e+12 2.86603e+12
0 0 6 2.07452e+06 1.51910e+12 1.51873e+12 2.75706e+12 2.74101e+12
0 0 7 2.04896e+06 1.45477e+12 1.45658e+12 2.28024e+12 2.51588e+12
0 1 0 2.13512e+06 1.71819e+12 1.71328e+12 2.94779e+12 3.04265e+12
0 1 1 2.07083e+06 1.50739e+12 1.50832e+12 2.31237e+12 2.61354e+12
0 1 2 2.12799e+06 1.66201e+12 1.65684e+12 3.08372e+12 3.12086e+12
0 1 3 2.10391e+06 1.61008e+12 1.60704e+12 2.98619e+12 2.93107e+12
0 1 4 2.09121e+06 1.58259e+12 1.58065e+12 2.99807e+12 2.87500e+12
0 1 5 2.12783e+06 1.69112e+12 1.68578e+12 3.25923e+12 3.07693e+12
0 1 6 2.12393e+06 1.69046e+12 1.68537e+12 3.21335e+12 3.13551e+12
0 1 7 2.11021e+06 1.62305e+12 1.62003e+12 3.13906e+12 3.02084e+12
0 2 0 2.11483e+06 1.66332e+12 1.66174e+12 2.65461e+12 2.74345e+12
0 2 1 2.08162e+06 1.56776e+12 1.56633e+12 2.83640e+12 2.84774e+12
0 2 2 2.08968e+06 1.57365e+12 1.57375e+12 2.64153e+12 2.70457e+12
0 2 3 2.08008e+06 1.52954e+12 1.52869e+12 2.86657e+12 2.77883e+12
0 2 4 2.03976e+06 1.42174e+12 1.42444e+12 2.22553e+12 2.47536e+12
0 2 5 2.08948e+06 1.59004e+12 1.58759e+12 2.91233e+12 2.93598e+12
0 2 6 2.16720e+06 1.79441e+12 1.78801e+12 3.42652e+12 3.25077e+12
0 2 7 2.05229e+06 1.48033e+12 1.48230e+12 2.17739e+12 2.47006e+12
0 3 0 2.08190e+06 1.54069e+12 1.54146e+12 2.38658e+12 2.59427e+12
