#        k    p_h_pos  p_h1_mass   p_hp_h1m   p_hp_h1m
   0.78233     1.79879e+02     3.38348e+03     1.97931e+02     1.73129e+02
   0.78847     1.77589e+02     3.34566e+03     1.98266e+02     1.85368e+02
   0.79460     1.77195e+02     3.30061e+03     1.93385e+02     1.60005e+02
   0.80074     1.74811e+02     3.29801e+03     1.93733e+02     1.72271e+02
   0.80687     1.73595e+02     3.26968e+03     1.92418e+02     1.54858e+02
   0.81301     1.72300e+02     3.21278e+03     1.89065e+02     1.62056e+02
   0.81915     1.72940e+02     3.16572e+03     1.90396e+02     1.68291e+02
   0.82528     1.69820e+02     3.12061e+03     1.88510e+02     1.54592e+02
   0.83142     1.69005e+02     3.08137e+03     1.83958e+02     1.53354e+02
   0.83755     1.68939e+02     3.06686e+03     1.83436e+02     1.51436e+02
   0.84369     1.66066e+02     3.03450e+03     1.80373e+02     1.43123e+02
   0.84983     1.63633e+02     3.01033e+03     1.78004e+02     1.29014e+02
   0.85596     1.63238e+02     2.99129e+03     1.79141e+02     1.41342e+02
   0.86210     1.61615e+02     2.99526e+03     1.78556e+02     1.46288e+02
   0.86823     1.59924e+02     2.97511e+03     1.75774e+02     1.40722e+02
   0.87437     1.58278e+02     2.93193e+03     1.73739e+02     1.39057e+02
   0.88050     1.57227e+02     2.95315e+03     1.73058e+02     1.37685e+02
   0.88664     1.55587e+02     2.92691e+03     1.74562e+02     1.36621e+02
   0.89278     1.54611e+02     2.89307e+03     1.73504e+02     1.42481e+02
   0.89891     1.54242e+02     2.87500e+03     1.71661e+02     1.19509e+02
   0.90505     1.52168e+02     2.85364e+03     1.68452e+02     1.30817e+02
   0.91118     1.52397e+02     2.84156e+03     1.68900e+02     1.35178e+02
   0.91732     1.51362e+02     2.80639e+03     1.65612e+02     1.23854e+02
   0.92346     1.49760e+02     2.78935e+03     1.65659e+02     1.29229e+02
   0.92959     1.48581e+02     2.76257e+03     1.64366e+02     1.22846e+02
   0.93573     1.47855e+02     2.76959e+03     1.62542e+02     1.22332e+02
   0.94186     1.47201e+02     2.74145e+03     1.62108e+02     1.19280e+02
   0.94800     1.45353e+02     2.72394e+03     1.61559e+02     1.16756e+02
   0.95414     1.45208e+02     2.71433e+03     1.60543e+02     1.18187e+02
   0.96027     1.42804e+02     2.67959e+03     1.59655e+02     1.18177e+02
   0.96641     1.41365e+02     2.65299e+03     1.56671e+02     1.14549e+02
   0.97254     1.41063e+02     2.64847e+03     1.59170e+02     1.29959e+02
   0.97868     1.39865e+02     2.61956e+03     1.56741e+02     1.11215e+02
   0.98482     1.38109e+02     2.60843e+03     1.53261e+02     1.10941e+02
   0.99095     1.38033e+02     2.61083e+03     1.53892e+02     1.08988e+02
   0.99709     1.36855e+02     2.58958e+03     1.53842e+02     1.09250e+02
   1.00322     1.36597e+02     2.58071e+03     1.51212e+02     1.01045e+02
   1.00936     1.35986e+02     2.53927e+03     1.49150e+02     1.12481e+02
   1.01550     1.36299e+02     2.51332e+03     1.49508e+02     1.11248e+02
   1.02163     1.34793e+02     2.48388e+03     1.48871e+02     1.05540e+02
   1.02777     1.33378e+02     2.45904e+03     1.47133e+02     1.03163e+02
   1.03390     1.33296e+02     2.45800e+03     1.49019e+02     1.08592e+02
   1.04004     1.32677e+02     2.44050e+03     1.45130e+02     1.08371e+02
   1.04617     1.31029e+02     2.43614e+03     1.45460e+02     1.02602e+02
   1.05231     1.30781e+02     2.42140e+03     1.45146e+02     9.13702e+01
   1.05845     1.29277e+02     2.41178e+03     1.42283e+02     8.86405e+01
   1.06458     1.27877e+02     2.39413e+03     1.43346e+02     9.55950e+01
   1.07072     1.27462e+02     2.38182e+03     1.42975e+02     9.50351e+01
   1.07685     1.26240e+02     2.36028e+03     1.42817e+02     1.01078e+02
   1.08299     1.25909e+02     2.32997e+03     1.39842e+02     8.87467e+01
   1.08913     1.24979e+02     2.30452e+03     1.39710e+02     9.58989e+01
   1.09526     1.24357e+02     2.29558e+03     1.37714e+02     9.16256e+01
   1.10140     1.23741e+02     2.28196e+03     1.35978e+02     8.86405e+01
   1.10753     1.23169e+02     2.25671e+03     1.36400e+02     9.00491e+01
   1.11367     1.22319e+02     2.24212e+03     1.35167e+02     8.23707e+01
   1.11981     1.21957e+02     2.22208e+03     1.34080e+02     9.18819e+01
   1.12594     1.21245e+02     2.21204e+03     1.33057e+02     7.78439e+01
   1.13208     1.20594e+02     2.20260e+03     1.33309e+02     8.95983e+01
   1.13821     1.19731e+02     2.18826e+03     1.31485e+02     7.48965e+01
   1.14435     1.19389e+02     2.18691e+03     1.32521e+02     8.55562e+01
   1.15049     1.18620e+02     2.17431e+03     1.30807e+02     8.92135e+01
   1.15662     1.17863e+02     2.16473e+03     1.30556e+02     8.29462e+01
   1.16276     1.17046e+02     2.14618e+03     1.29776e+02     8.36717e+01
   1.16889     1.16483e+02     2.13084e+03     1.29110e+02     7.77577e+01
   1.17503     1.15642e+02     2.11402e+03     1.27276e+02     7.47173e+01
   1.18117     1.14910e+02     2.09831e+03     1.26660e+02     7.69722e+01
   1.18730     1.14048e+02     2.07493e+03     1.26524e+02     7.19058e+01
   1.19344     1.13664e+02     2.04776e+03     1.25203e+02     6.88428e+01
   1.19957     1.13101e+02     2.03383e+03     1.24385e+02     7.38451e+01
   1.20571     1.12787e+02     2.02708e+03     1.23455e+02     6.95742e+01
   1.21184     1.12367e+02     2.01878e+03     1.23136e+02     7.28296e+01
   1.21798     1.11793e+02     2.02714e+03     1.23689e+02     6.99835e+01
   1.22412     1.11077e+02     2.02547e+03     1.23019e+02     7.40527e+01
   1.23025     1.10707e+02     2.00361e+03     1.21455e+02     7.33139e+01
   1.23639     1.09528e+02     1.98624e+03     1.21585e+02     6.85397e+01
   1.24252     1.09323e+02     1.97937e+03     1.20655e+02     6.86615e+01
   1.24866     1.08720e+02     1.95281e+03     1.19892e+02     7.16731e+01
   1.25480     1.08258e+02     1.93848e+03     1.19083e+02     7.49116e+01
   1.26093     1.07776e+02     1.92613e+03     1.17847e+02     6.84492e+01
   1.26707     1.06783e+02     1.92356e+03     1.18127e+02     7.61996e+01
   1.27320     1.06191e+02     1.92044e+03     1.17633e+02     6.81402e+01
   1.27934     1.05822e+02     1.91218e+03     1.18038e+02     7.34341e+01
   1.28548     1.05415e+02     1.88574e+03     1.16212e+02     6.82640e+01
   1.29161     1.04987e+02     1.87208e+03     1.14716e+02     6.66276e+01
   1.29775     1.04153e+02     1.85193e+03     1.14499e+02     6.20785e+01
   1.30388     1.03950e+02     1.84621e+03     1.12960e+02     6.17401e+01
   1.31002     1.03687e+02     1.83448e+03     1.12860e+02     6.61343e+01
   1.31616     1.02991e+02     1.82275e+03     1.13773e+02     6.35534e+01
   1.32229     1.02418e+02     1.82580e+03     1.12913e+02     6.33572e+01
   1.32843     1.01906e+02     1.80977e+03     1.11134e+02     5.77883e+01
   1.33456     1.01458e+02     1.78970e+03     1.10746e+02     6.00438e+01
   1.34070     1.01101e+02     1.78435e+03     1.10584e+02     6.26801e+01
   1.34684     1.00623e+02     1.77395e+03     1.09716e+02     6.56178e+01
   1.35297     9.99870e+01     1.77184e+03     1.10051e+02     6.50244e+01
   1.35911     9.94523e+01     1.76012e+03     1.08908e+02     5.65483e+01
   1.36524     9.85457e+01     1.74585e+03     1.07964e+02     6.17667e+01
   1.37138     9.83100e+01     1.73434e+03     1.07357e+02     5.80087e+01
   1.37751     9.76403e+01     1.72411e+03     1.06408e+02     5.91350e+01
   1.38365     9.73314e+01     1.72286e+03     1.06241e+02     5.32770e+01
   1.38979     9.74020e+01     1.70996e+03     1.06498e+02     5.95570e+01
   1.39592     9.62145e+01     1.69768e+03     1.05401e+02     5.17012e+01
   1.40206     9.60753e+01     1.67743e+03     1.04391e+02     5.15374e+01
   1.40819     9.55276e+01     1.66034e+03     1.02834e+02     4.98812e+01
   1.41433     9.53080e+01     1.65304e+03     1.02950e+02     5.37576e+01
   1.42047     9.47957e+01     1.65205e+03     1.03359e+02     5.34040e+01
   1.42660     9.42616e+01     1.64631e+03     1.02427e+02     5.55057e+01
   1.43274     9.32786e+01     1.63944e+03     1.02431e+02     5.80213e+01
   1.43887     9.27678e+01     1.62501e+03     1.01164e+02     4.85385e+01
   1.44501     9.25675e+01     1.62134e+03     1.01084e+02     5.08064e+01
   1.45115     9.22358e+01     1.61081e+03     1.01297e+02     5.12122e+01
   1.45728     9.15715e+01     1.60403e+03     9.98116e+01     4.81405e+01
   1.46342     9.10638e+01     1.58514e+03     9.93415e+01     4.90416e+01
   1.46955     9.07957e+01     1.57765e+03     9.93271e+01     4.71309e+01
   1.47569     9.02155e+01     1.57012e+03     9.86624e+01     4.52546e+01
   1.48183     8.99592e+01     1.55907e+03     9.85539e+01     4.96945e+01
   1.48796     8.97678e+01     1.55125e+03     9.75486e+01     4.83615e+01
   1.49410     8.92071e+01     1.53992e+03     9.76284e+01     4.58464e+01
   1.50023     8.85976e+01     1.53765e+03     9.64583e+01     4.38059e+01
   1.50637     8.84315e+01     1.52814e+03     9.52851e+01     4.67686e+01
   1.51251     8.80732e+01     1.52061e+03     9.59017e+01     4.36486e+01
   1.51864     8.77394e+01     1.51021e+03     9.44658e+01     4.26388e+01
   1.52478     8.74452e+01     1.50152e+03     9.52478e+01     4.65519e+01
   1.53091     8.68144e+01     1.49090e+03     9.38514e+01     4.41143e+01
   1.53705     8.66316e+01     1.48109e+03     9.40917e+01     4.58098e+01
   1.54318     8.61596e+01     1.46585e+03     9.32654e+01     4.02821e+01
   1.54932     8.57383e+01     1.45302e+03     9.25594e+01     4.27961e+01
   1.55546     8.51866e+01     1.44496e+03     9.15254e+01     3.86659e+01
   1.56159     8.47182e+01     1.43093e+03     9.13447e+01     4.39124e+01
   1.56773     8.44356e+01     1.42937e+03     9.09140e+01     3.75240e+01
   1.57386     8.40151e+01     1.41924e+03     9.06295e+01     3.92687e+01
   1.58000     8.33778e+01     1.41493e+03     9.00607e+01     4.21773e+01
   1.58614     8.30166e+01     1.41023e+03     8.93624e+01     4.17571e+01
   1.59227     8.28488e+01     1.40173e+03     8.94260e+01     3.83366e+01
   1.59841     8.22605e+01     1.39336e+03     8.88048e+01     4.31703e+01
   1.60454     8.22365e+01     1.38639e+03     8.90375e+01     3.84133e+01
   1.61068     8.17160e+01     1.38469e+03     8.84978e+01     3.95938e+01
   1.61682     8.15336e+01     1.37525e+03     8.83253e+01     4.15740e+01
   1.62295     8.12008e+01     1.35770e+03     8.63463e+01     3.31969e+01
   1.62909     8.06352e+01     1.35051e+03     8.65252e+01     3.61681e+01
   1.63522     7.99787e+01     1.34607e+03     8.60792e+01     3.54878e+01
   1.64136     8.00547e+01     1.33970e+03     8.60483e+01     3.54624e+01
   1.64750     7.94486e+01     1.33636e+03     8.57433e+01     3.68860e+01
   1.65363     7.90786e+01     1.32970e+03     8.48409e+01     3.40804e+01
   1.65977     7.87075e+01     1.31880e+03     8.48128e+01     3.85542e+01
   1.66590     7.81582e+01     1.31395e+03     8.40803e+01     3.50268e+01
   1.67204     7.78515e+01     1.30546e+03     8.32406e+01     3.32530e+01
   1.67817     7.75779e+01     1.29675e+03     8.31584e+01     3.65409e+01
   1.68431     7.71628e+01     1.28874e+03     8.24809e+01     3.43417e+01
   1.69045     7.70688e+01     1.28871e+03     8.29716e+01     3.41329e+01
   1.69658     7.65944e+01     1.27769e+03     8.17223e+01     3.49953e+01
   1.70272     7.64543e+01     1.26650e+03     8.15173e+01     3.41810e+01
   1.70885     7.57593e+01     1.25760e+03     8.07938e+01     3.26694e+01
   1.71499     7.54144e+01     1.24963e+03     8.00643e+01     3.03644e+01
   1.72113     7.54553e+01     1.24655e+03     7.99936e+01     2.89123e+01
   1.72726     7.52015e+01     1.24167e+03     8.03931e+01     2.95103e+01
   1.73340     7.44693e+01     1.23509e+03     7.95798e+01     2.88213e+01
   1.73953     7.41328e+01     1.23159e+03     7.96977e+01     3.28567e+01
   1.74567     7.38078e+01     1.22269e+03     7.79889e+01     2.65482e+01
   1.75181     7.33841e+01     1.21701e+03     7.88043e+01     3.43369e+01
   1.75794     7.29927e+01     1.21514e+03     7.87567e+01     3.14572e+01
   1.76408     7.27231e+01     1.20569e+03     7.77312e+01     3.22760e+01
   1.77021     7.25065e+01     1.20171e+03     7.74092e+01     3.01333e+01
   1.77635     7.21753e+01     1.19302e+03     7.71044e+01     2.98274e+01
   1.78249     7.18243e+01     1.18836e+03     7.72120e+01     3.35143e+01
   1.78862     7.14474e+01     1.17333e+03     7.60692e+01     2.80979e+01
   1.79476     7.10148e+01     1.16062e+03     7.53640e+01     2.90135e+01
   1.80089     7.06972e+01     1.15553e+03     7.44680e+01     2.91134e+01
   1.80703     7.04006e+01     1.15027e+03     7.44657e+01     2.73713e+01
   1.81317     7.01722e+01     1.14439e+03     7.42623e+01     2.88412e+01
   1.81930     6.98154e+01     1.14043e+03     7.37030e+01     2.87548e+01
   1.82544     6.95517e+01     1.13457e+03     7.36700e+01     2.68144e+01
   1.83157     6.93192e+01     1.13365e+03     7.38634e+01     3.01557e+01
   1.83771     6.88408e+01     1.12776e+03     7.31751e+01     2.71131e+01
   1.84384     6.86213e+01     1.11659e+03     7.25283e+01     2.78826e+01
   1.84998     6.84947e+01     1.10843e+03     7.22377e+01     2.58607e+01
   1.85612     6.79044e+01     1.10466e+03     7.20764e+01     2.85196e+01
   1.86225     6.76738e+01     1.09768e+03     7.19100e+01     2.75341e+01
   1.86839     6.72795e+01     1.09013e+03     7.11136e+01     2.60566e+01
   1.87452     6.70353e+01     1.08503e+03     7.09801e+01     2.77740e+01
   1.88066     6.65776e+01     1.07557e+03     7.07520e+01     2.57789e+01
   1.88680     6.63978e+01     1.06655e+03     7.05306e+01     2.93461e+01
   1.89293     6.61869e+01     1.06045e+03     7.01536e+01     2.56428e+01
   1.89907     6.57715e+01     1.05201e+03     6.95470e+01     2.41055e+01
   1.90520     6.54418e+01     1.04529e+03     6.91014e+01     2.50530e+01
   1.91134     6.52315e+01     1.03564e+03     6.84673e+01     2.26163e+01
   1.91748     6.49659e+01     1.03128e+03     6.83867e+01     2.41809e+01
   1.92361     6.46296e+01     1.02849e+03     6.81155e+01     2.49537e+01
   1.92975     6.42334e+01     1.02476e+03     6.76987e+01     2.52820e+01
   1.93588     6.40757e+01     1.02184e+03     6.77114e+01     2.33706e+01
   1.94202     6.35936e+01     1.01558e+03     6.68761e+01     2.63422e+01
   1.94816     6.34212e+01     1.00711e+03     6.61335e+01     2.29632e+01
   1.95429     6.29981e+01     1.00300e+03     6.63398e+01     2.36332e+01
   1.96043     6.28628e+01     9.98552e+02     6.58238e+01     2.41526e+01
   1.96656     6.25830e+01     9.96222e+02     6.58627e+01     2.39585e+01
   1.97270     6.22065e+01     9.95265e+02     6.58999e+01     2.34915e+01
   1.97884     6.20140e+01     9.89381e+02     6.55128e+01     2.24337e+01
   1.98497     6.16619e+01     9.79540e+02     6.49460e+01     2.06925e+01
   1.99111     6.14539e+01     9.72346e+02     6.44865e+01     2.05777e+01
   1.99724     6.10835e+01     9.68799e+02     6.39253e+01     2.20985e+01
   2.00338     6.08107e+01     9.62405e+02     6.40119e+01     2.18565e+01
   2.00951     6.05305e+01     9.57871e+02     6.36303e+01     2.20467e+01
   2.01565     6.02749e+01     9.53704e+02     6.34184e+01     1.97672e+01
   2.02179     5.99939e+01     9.46457e+02     6.29323e+01     2.02761e+01
   2.02792     5.96669e+01     9.44221e+02     6.27753e+01     2.08871e+01
   2.03406     5.93631e+01     9.37792e+02     6.21687e+01     1.82738e+01
   2.04019     5.90850e+01     9.33000e+02     6.25940e+01     2.09751e+01
   2.04633     5.88725e+01     9.30986e+02     6.21134e+01     1.96348e+01
   2.05247     5.84727e+01     9.25913e+02     6.13348e+01     1.95490e+01
   2.05860     5.83636e+01     9.20741e+02     6.12329e+01     1.82615e+01
   2.06474     5.80177e+01     9.13522e+02     6.08770e+01     1.81901e+01
   2.07087     5.77110e+01     9.10508e+02     6.07504e+01     1.97634e+01
   2.07701     5.73864e+01     9.01858e+02     5.96809e+01     1.46913e+01
   2.08315     5.72854e+01     8.96627e+02     6.01397e+01     1.97971e+01
   2.08928     5.70669e+01     8.87519e+02     5.95442e+01     1.79948e+01
   2.09542     5.67042e+01     8.79682e+02     5.88886e+01     1.76228e+01
   2.10155     5.63543e+01     8.75361e+02     5.91039e+01     1.85140e+01
   2.10769     5.61669e+01     8.71602e+02     5.88556e+01     1.99400e+01
   2.11383     5.58273e+01     8.68501e+02     5.84106e+01     2.05556e+01
   2.11996     5.55846e+01     8.65269e+02     5.77579e+01     1.67412e+01
   2.12610     5.52856e+01     8.61191e+02     5.76026e+01     1.73018e+01
   2.13223     5.49410e+01     8.59015e+02     5.71854e+01     1.62829e+01
   2.13837     5.48332e+01     8.53777e+02     5.71981e+01     1.78500e+01
   2.14451     5.44999e+01     8.48806e+02     5.66626e+01     1.63322e+01
   2.15064     5.44168e+01     8.45206e+02     5.68739e+01     1.85716e+01
   2.15678     5.40756e+01     8.45906e+02     5.65567e+01     1.69693e+01
   2.16291     5.38296e+01     8.41946e+02     5.62158e+01     1.42963e+01
   2.16905     5.35160e+01     8.37974e+02     5.58370e+01     1.78671e+01
   2.17518     5.32802e+01     8.32020e+02     5.55682e+01     1.59613e+01
   2.18132     5.30567e+01     8.26889e+02     5.50565e+01     1.57557e+01
   2.18746     5.27254e+01     8.21159e+02     5.49977e+01     1.74155e+01
   2.19359     5.25446e+01     8.15250e+02     5.47984e+01     1.62243e+01
   2.19973     5.22765e+01     8.08034e+02     5.40329e+01     1.35637e+01
   2.20586     5.20646e+01     8.01856e+02     5.43172e+01     1.63805e+01
   2.21200     5.18034e+01     7.94096e+02     5.35984e+01     1.58046e+01
   2.21814     5.15544e+01     7.85523e+02     5.32920e+01     1.53484e+01
   2.22427     5.13806e+01     7.81796e+02     5.31393e+01     1.37862e+01
   2.23041     5.11778e+01     7.78455e+02     5.29874e+01     1.31654e+01
   2.23654     5.08204e+01     7.74888e+02     5.26817e+01     1.55558e+01
   2.24268     5.05494e+01     7.72651e+02     5.23180e+01     1.43157e+01
   2.24882     5.03851e+01     7.70008e+02     5.22456e+01     1.56073e+01
