# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 2.16463e+06 5.10027e+12 4.94824e+12 2.34400e+13 2.19893e+13
0 0 1 2.09926e+06 4.69798e+12 4.62705e+12 1.99409e+13 2.11321e+13
0 0 2 2.09453e+06 4.69221e+12 4.63455e+12 1.79756e+13 2.08696e+13
0 0 3 2.12515e+06 4.88719e+12 4.71868e+12 2.48353e+13 2.24678e+13
0 0 4 2.07158e+06 4.52819e+12 4.45613e+12 1.99414e+13 2.10758e+13
0 0 5 2.07364e+06 4.54273e+12 4.47502e+12 2.08728e+13 2.10555e+13
0 0 6 2.06466e+06 4.49674e+12 4.47305e+12 1.99749e+13 2.04891e+13
0 0 7 2.03037e+06 4.30946e+12 4.24589e+12 2.12650e+13 2.12340e+13
0 1 0 2.15086e+06 5.03898e+12 4.93501e+12 2.08725e+13 2.12584e+13
0 1 1 2.05990e+06 4.46878e+12 4.42670e+12 1.95401e+13 2.06414e+13
0 1 2 2.13936e+06 4.91393e+12 4.79073e+12 2.37544e+13 2.17728e+13
0 1 3 2.10675e+06 4.75036e+12 4.69348e+12 1.99845e+13 2.09449e+13
0 1 4 2.08855e+06 4.65916e+12 4.58816e+12 2.18063e+13 2.09655e+13
0 1 5 2.13931e+06 4.95680e+12 4.83002e+12 2.27957e+13 2.16719e+13
0 1 6 2.13516e+06 4.94828e+12 4.82911e+12 2.33487e+13 2.15938e+13
0 1 7 2.11562e+06 4.79357e+12 4.65469e+12 2.38598e+13 2.20850e+13
0 2 0 2.12145e+06 4.85413e+12 4.74234e+12 2.20389e+13 2.13226e+13
0 2 1 2.07524e+06 4.59969e+12 4.53809e+12 1.99537e+13 2.09263e+13
0 2 2 2.08744e+06 4.64501e+12 4.58711e+12 1.88114e+13 2.09381e+13
0 2 3 2.07281e+06 4.53462e+12 4.47729e+12 1.95290e+13 2.09478e+13
0 2 4 2.01610e+06 4.21726e+12 4.16837e+12 2.02339e+13 2.08962e+13
0 2 5 2.08616e+06 4.65818e+12 4.49121e+12 2.48474e+13 2.23201e+13
0 2 6 2.19599e+06 5.27088e+12 5.07923e+12 2.45584e+13 2.25100e+13
0 2 7 2.03378e+06 4.34845e+12 4.30952e+12 2.06703e+13 2.06272e+13
0 3 0 2.07577e+06 4.56069e+12 4.47801e+12 2.23303e+13 2.12403e+13
0 3 1 2.09280e+06 4.67098e+12 4.59806e+12 2.26280e+13 2.12272e+13
0 3 2 2.02784e+06 4.27531e+12 4.19901e+12 1.97412e+13 2.12987e+13
0 3 3 2.11371e+06 4.79928e+12 4.73138e+12 2.26564e+13 2.11738e+13
0 3 4 2.08037e+06 4.61114e+12 4.49167e+12 2.29488e+13 2.16292e+13
0 3 5 2.15379e+06 5.06453e+12 4.90970e+12 2.26853e+13 2.20945e+13
0 3 6 2.06604e+06 4.52989e+12 4.44480e+12 2.07827e+13 2.11871e+13
0 3 7 2.03596e+06 4.36126e+12 4.39008e+12 1.71575e+13 1.96973e+13
0 4 0 2.17444e+06 5.17210e+12 5.03007e+12 2.42742e+13 2.17120e+13
0 4 1 2.12517e+06 4.86844e+12 4.78941e+12 2.21157e+13 2.10912e+13
0 4 2 2.05353e+06 4.47567e+12 4.40539e+12 2.09290e+13 2.10174e+13
0 4 3 2.17043e+06 5.12641e+12 5.03010e+12 2.32601e+13 2.12786e+13
0 4 4 2.10275e+06 4.72788e+12 4.64199e+12 2.29285e+13 2.12557e+13
0 4 5 2.11496e+06 4.80636e+12 4.68404e+12 2.17791e+13 2.16758e+13
0 4 6 2.06000e+06 4.48405e+12 4.41999e+12 2.02434e+13 2.10084e+13
0 4 7 2.09022e+06 4.65091e+12 4.60722e+12 2.06283e+13 2.06195e+13
0 5 0 2.07369e+06 4.57976e+12 4.52446e+12 1.99462e+13 2.07769e+13
0 5 1 2.10320e+06 4.74231e+12 4.64548e+12 2.17460e+13 2.13976e+13
0 5 2 2.17489e+06 5.18221e+12 5.02706e+12 2.36355e+13 2.18963e+13
0 5 3 2.15586e+06 5.06212e+12 4.92835e+12 2.30946e+13 2.17140e+13
0 5 4 2.09464e+06 4.69576e+12 4.59712e+12 2.30508e+13 2.12671e+13
0 5 5 2.13085e+06 4.92645e+12 4.87747e+12 2.07365e+13 2.05855e+13
0 5 6 1.99996e+06 4.14256e+12 4.16071e+12 1.74609e+13 1.98749e+13
0 5 7 2.07451e+06 4.58325e+12 4.52824e+12 1.93534e+13 2.06334e+13
0 6 0 2.09552e+06 4.72588e+12 4.66981e+12 1.94830e+13 2.06291e+13
0 6 1 2.12140e+06 4.79922e+12 4.67708e+12 2.25747e+13 2.18197e+13
0 6 2 2.15338e+06 5.01176e+12 4.80321e+12 2.58324e+13 2.28734e+13
0 6 3 2.09459e+06 4.70343e+12 4.61065e+12 2.06639e+13 2.12809e+13
0 6 4 2.10954e+06 4.75510e+12 4.69554e+12 2.10948e+13 2.09555e+13
0 6 5 2.07998e+06 4.59011e+12 4.59874e+12 1.82053e+13 1.98973e+13
0 6 6 2.06447e+06 4.53171e+12 4.55682e+12 1.76202e+13 1.97188e+13
0 6 7 2.08556e+06 4.62327e+12 4.59704e+12 1.99195e+13 2.05146e+13
0 7 0 2.21534e+06 5.41494e+12 5.31916e+12 2.11220e+13 2.11539e+13
0 7 1 2.08443e+06 4.59311e+12 4.58356e+12 1.71152e+13 2.02667e+13
0 7 2 2.17590e+06 5.12651e+12 5.03252e+12 2.06610e+13 2.13345e+13
0 7 3 2.09312e+06 4.65314e+12 4.53124e+12 2.28074e+13 2.18530e+13
0 7 4 2.14112e+06 4.95901e+12 4.78637e+12 2.34077e+13 2.23473e+13
0 7 5 2.13118e+06 4.91870e+12 4.82054e+12 2.04931e+13 2.12546e+13
0 7 6 2.15120e+06 5.01694e+12 4.96752e+12 2.14798e+13 2.07759e+13
0 7 7 2.08634e+06 4.61963e+12 4.54893e+12 2.28186e+13 2.11838e+13
1 0 0 2.04415e+06 4.39590e+12 4.33108e+12 2.22246e+13 2.09732e+13
1 0 1 2.21729e+06 5.40885e+12 5.26241e+12 2.41265e+13 2.17362e+13
1 0 2 2.11951e+06 4.84834e+12 4.72517e+12 2.10471e+13 2.15883e+13
1 0 3 2.16827e+06 5.10500e+12 4.87030e+12 2.65787e+13 2.32187e+13
1 0 4 2.12904e+06 4.89240e+12 4.71119e+12 2.46077e+13 2.25044e+13
1 0 5 2.06706e+06 4.53354e+12 4.46764e+12 2.02720e+13 2.09779e+13
1 0 6 1.99550e+06 4.13169e+12 4.13841e+12 1.79076e+13 2.00165e+13
1 0 7 2.06652e+06 4.51942e+12 4.50018e+12 1.88396e+13 2.03433e+13
1 1 0 2.10589e+06 4.74038e+12 4.64361e+12 2.24767e+13 2.16277e+13
1 1 1 2.07127e+06 4.55114e+12 4.48998e+12 2.11148e+13 2.10225e+13
