# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 2.16463e+06 5.10027e+12 5.08423e+12 2.34400e+13 1.05992e+14
0 0 1 2.09926e+06 4.69798e+12 4.68949e+12 1.99409e+13 1.05135e+14
0 0 2 2.09453e+06 4.69221e+12 4.68537e+12 1.79756e+13 1.04873e+14
0 0 3 2.12515e+06 4.88719e+12 4.86947e+12 2.48353e+13 1.06471e+14
0 0 4 2.07158e+06 4.52819e+12 4.51860e+12 1.99414e+13 1.05079e+14
0 0 5 2.07364e+06 4.54273e+12 4.53395e+12 2.08728e+13 1.05058e+14
0 0 6 2.06466e+06 4.49674e+12 4.49204e+12 1.99749e+13 1.04492e+14
0 0 7 2.03037e+06 4.30946e+12 4.30105e+12 2.12650e+13 1.05237e+14
0 1 0 2.15086e+06 5.03898e+12 5.02731e+12 2.08725e+13 1.05261e+14
0 1 1 2.05990e+06 4.46878e+12 4.46245e+12 1.95401e+13 1.04644e+14
0 1 2 2.13936e+06 4.91393e+12 4.90036e+12 2.37544e+13 1.05776e+14
0 1 3 2.10675e+06 4.75036e+12 4.74314e+12 1.99845e+13 1.04948e+14
0 1 4 2.08855e+06 4.65916e+12 4.64987e+12 2.18063e+13 1.04968e+14
0 1 5 2.13931e+06 4.95680e+12 4.94291e+12 2.27957e+13 1.05675e+14
0 1 6 2.13516e+06 4.94828e+12 4.93494e+12 2.33487e+13 1.05597e+14
0 1 7 2.11562e+06 4.79357e+12 4.77873e+12 2.38598e+13 1.06088e+14
0 2 0 2.12145e+06 4.85413e+12 4.84117e+12 2.20389e+13 1.05326e+14
0 2 1 2.07524e+06 4.59969e+12 4.59196e+12 1.99537e+13 1.04929e+14
0 2 2 2.08744e+06 4.64501e+12 4.63764e+12 1.88114e+13 1.04941e+14
0 2 3 2.07281e+06 4.53462e+12 4.52736e+12 1.95290e+13 1.04951e+14
0 2 4 2.01610e+06 4.21726e+12 4.21015e+12 2.02339e+13 1.04899e+14
0 2 5 2.08616e+06 4.65818e+12 4.63976e+12 2.48474e+13 1.06323e+14
0 2 6 2.19599e+06 5.27088e+12 5.25144e+12 2.45584e+13 1.06513e+14
0 2 7 2.03378e+06 4.34845e+12 4.34193e+12 2.06703e+13 1.04630e+14
0 3 0 2.07577e+06 4.56069e+12 4.55048e+12 2.23303e+13 1.05243e+14
0 3 1 2.09280e+06 4.67098e+12 4.66150e+12 2.26280e+13 1.05230e+14
0 3 2 2.02784e+06 4.27531e+12 4.26629e+12 1.97412e+13 1.05302e+14
0 3 3 2.11371e+06 4.79928e+12 4.79057e+12 2.26564e+13 1.05177e+14
0 3 4 2.08037e+06 4.61114e+12 4.59715e+12 2.29488e+13 1.05632e+14
0 3 5 2.15379e+06 5.06453e+12 5.04894e+12 2.26853e+13 1.06097e+14
0 3 6 2.06604e+06 4.52989e+12 4.51959e+12 2.07827e+13 1.05190e+14
0 3 7 2.03596e+06 4.36126e+12 4.36112e+12 1.71575e+13 1.03700e+14
0 4 0 2.17444e+06 5.17210e+12 5.15646e+12 2.42742e+13 1.05715e+14
0 4 1 2.12517e+06 4.86844e+12 4.85859e+12 2.21157e+13 1.05094e+14
0 4 2 2.05353e+06 4.47567e+12 4.46649e+12 2.09290e+13 1.05020e+14
0 4 3 2.17043e+06 5.12641e+12 5.11491e+12 2.32601e+13 1.05282e+14
0 4 4 2.10275e+06 4.72788e+12 4.71630e+12 2.29285e+13 1.05259e+14
0 4 5 2.11496e+06 4.80636e+12 4.79336e+12 2.17791e+13 1.05679e+14
0 4 6 2.06000e+06 4.48405e+12 4.47605e+12 2.02434e+13 1.05011e+14
0 4 7 2.09022e+06 4.65091e+12 4.64447e+12 2.06283e+13 1.04622e+14
0 5 0 2.07369e+06 4.57976e+12 4.57185e+12 1.99462e+13 1.04780e+14
0 5 1 2.10320e+06 4.74231e+12 4.73079e+12 2.17460e+13 1.05401e+14
0 5 2 2.17489e+06 5.18221e+12 5.16576e+12 2.36355e+13 1.05899e+14
0 5 3 2.15586e+06 5.06212e+12 5.04801e+12 2.30946e+13 1.05717e+14
0 5 4 2.09464e+06 4.69576e+12 4.68366e+12 2.30508e+13 1.05270e+14
0 5 5 2.13085e+06 4.92645e+12 4.91934e+12 2.07365e+13 1.04588e+14
0 5 6 1.99996e+06 4.14256e+12 4.14141e+12 1.74609e+13 1.03878e+14
0 5 7 2.07451e+06 4.58325e+12 4.57609e+12 1.93534e+13 1.04636e+14
0 6 0 2.09552e+06 4.72588e+12 4.71810e+12 1.94830e+13 1.04632e+14
0 6 1 2.12140e+06 4.79922e+12 4.78593e+12 2.25747e+13 1.05823e+14
0 6 2 2.15338e+06 5.01176e+12 4.98991e+12 2.58324e+13 1.06876e+14
0 6 3 2.09459e+06 4.70343e+12 4.69307e+12 2.06639e+13 1.05284e+14
0 6 4 2.10954e+06 4.75510e+12 4.74774e+12 2.10948e+13 1.04958e+14
0 6 5 2.07998e+06 4.59011e+12 4.58777e+12 1.82053e+13 1.03900e+14
0 6 6 2.06447e+06 4.53171e+12 4.53114e+12 1.76202e+13 1.03722e+14
0 6 7 2.08556e+06 4.62327e+12 4.61842e+12 1.99195e+13 1.04518e+14
0 7 0 2.21534e+06 5.41494e+12 5.40452e+12 2.11220e+13 1.05157e+14
0 7 1 2.08443e+06 4.59311e+12 4.59017e+12 1.71152e+13 1.04270e+14
