# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 1.69274e+07 5.18858e+13 5.18668e+13 2.85357e+14 8.43860e+14
0 0 1 1.71114e+07 5.31868e+13 5.31641e+13 2.89455e+14 8.46307e+14
0 0 2 1.67720e+07 5.07520e+13 5.07361e+13 2.75542e+14 8.42125e+14
0 0 3 1.65686e+07 4.93718e+13 4.93626e+13 2.65887e+14 8.36839e+14
0 1 0 1.67063e+07 5.03221e+13 5.03098e+13 2.69438e+14 8.39428e+14
0 1 1 1.65517e+07 4.91562e+13 4.91457e+13 2.63851e+14 8.38430e+14
0 1 2 1.68141e+07 5.11525e+13 5.11323e+13 2.92594e+14 8.44272e+14
0 1 3 1.66008e+07 4.96094e+13 4.95950e+13 2.78077e+14 8.40543e+14
0 2 0 1.70424e+07 5.27758e+13 5.27519e+13 2.93699e+14 8.46094e+14
0 2 1 1.70380e+07 5.27475e+13 5.27250e+13 2.95808e+14 8.45770e+14
0 2 2 1.68269e+07 5.11749e+13 5.11534e+13 2.89607e+14 8.45447e+14
0 2 3 1.65726e+07 4.93319e+13 4.93189e+13 2.66737e+14 8.40555e+14
0 3 0 1.67948e+07 5.09270e+13 5.09080e+13 2.79388e+14 8.44362e+14
0 3 1 1.70896e+07 5.29742e+13 5.29472e+13 2.97542e+14 8.49093e+14
0 3 2 1.69542e+07 5.20588e+13 5.20372e+13 2.90726e+14 8.45772e+14
0 3 3 1.67185e+07 5.04162e+13 5.03997e+13 2.81257e+14 8.42513e+14
1 0 0 1.69224e+07 5.18305e+13 5.18084e+13 2.91904e+14 8.45846e+14
1 0 1 1.70044e+07 5.25286e+13 5.25046e+13 2.94370e+14 8.47405e+14
1 0 2 1.65175e+07 4.90747e+13 4.90619e+13 2.74221e+14 8.39270e+14
1 0 3 1.66577e+07 4.98807e+13 4.98674e+13 2.77890e+14 8.39589e+14
1 1 0 1.67875e+07 5.08474e+13 5.08314e+13 2.78732e+14 8.42076e+14
1 1 1 1.66332e+07 4.98524e+13 4.98389e+13 2.76049e+14 8.39986e+14
1 1 2 1.66195e+07 4.96779e+13 4.96657e+13 2.71961e+14 8.39221e+14
1 1 3 1.69503e+07 5.20117e+13 5.19948e+13 2.86119e+14 8.42116e+14
1 2 0 1.69010e+07 5.17636e+13 5.17472e+13 2.78892e+14 8.41826e+14
1 2 1 1.67216e+07 5.04491e+13 5.04393e+13 2.67239e+14 8.37531e+14
1 2 2 1.70458e+07 5.26895e+13 5.26750e+13 2.86391e+14 8.40732e+14
1 2 3 1.65575e+07 4.92654e+13 4.92514e+13 2.73510e+14 8.40914e+14
1 3 0 1.68486e+07 5.12898e+13 5.12690e+13 2.88895e+14 8.45365e+14
1 3 1 1.68775e+07 5.14650e+13 5.14494e+13 2.75695e+14 8.42181e+14
1 3 2 1.65560e+07 4.92466e+13 4.92334e+13 2.70392e+14 8.39603e+14
1 3 3 1.68827e+07 5.15988e+13 5.15795e+13 2.91945e+14 8.43394e+14
2 0 0 1.69476e+07 5.19471e+13 5.19238e+13 2.90910e+14 8.46603e+14
2 0 1 1.69147e+07 5.17374e+13 5.17212e+13 2.81814e+14 8.41918e+14
2 0 2 1.68831e+07 5.16265e+13 5.16093e+13 2.83368e+14 8.41963e+14
2 0 3 1.68660e+07 5.15558e+13 5.15336e+13 2.87929e+14 8.45464e+14
2 1 0 1.66707e+07 4.99605e+13 4.99507e+13 2.68399e+14 8.37839e+14
2 1 1 1.65623e+07 4.93124e+13 4.93024e+13 2.74702e+14 8.37291e+14
2 1 2 1.66818e+07 5.01489e+13 5.01373e+13 2.73568e+14 8.38369e+14
2 1 3 1.70526e+07 5.27408e+13 5.27199e+13 2.90026e+14 8.44734e+14
2 2 0 1.67477e+07 5.06482e+13 5.06357e+13 2.75119e+14 8.39033e+14
2 2 1 1.67966e+07 5.09766e+13 5.09597e+13 2.87995e+14 8.41559e+14
2 2 2 1.64657e+07 4.86265e+13 4.86193e+13 2.62827e+14 8.35044e+14
2 2 3 1.67601e+07 5.07108e+13 5.06965e+13 2.81832e+14 8.40170e+14
2 3 0 1.67987e+07 5.09264e+13 5.09108e+13 2.84126e+14 8.41235e+14
2 3 1 1.68170e+07 5.10610e+13 5.10481e+13 2.76942e+14 8.39737e+14
2 3 2 1.67275e+07 5.04825e+13 5.04700e+13 2.76526e+14 8.38860e+14
2 3 3 1.67883e+07 5.08798e+13 5.08653e+13 2.75900e+14 8.40822e+14
