# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 2.15359e+06 2.91051e+12 2.76095e+12 6.61120e+12 6.04096e+12
0 0 1 2.09938e+06 2.67808e+12 2.59702e+12 5.52921e+12 5.65415e+12
0 0 2 2.09540e+06 2.67777e+12 2.60070e+12 5.29272e+12 5.61073e+12
0 0 3 2.12032e+06 2.79166e+12 2.68079e+12 6.05789e+12 5.80800e+12
0 0 4 2.07567e+06 2.57376e+12 2.49804e+12 5.53336e+12 5.59925e+12
0 0 5 2.07760e+06 2.58822e+12 2.53521e+12 5.36842e+12 5.47551e+12
0 0 6 2.07048e+06 2.55974e+12 2.49781e+12 5.65074e+12 5.56403e+12
0 0 7 2.04111e+06 2.45143e+12 2.43747e+12 4.88999e+12 5.22853e+12
0 1 0 2.14171e+06 2.87717e+12 2.73566e+12 6.47480e+12 5.96314e+12
0 1 1 2.06620e+06 2.54129e+12 2.50924e+12 5.01238e+12 5.35779e+12
0 1 2 2.13279e+06 2.79559e+12 2.64704e+12 6.49660e+12 6.09656e+12
0 1 3 2.10512e+06 2.70659e+12 2.59896e+12 6.09045e+12 5.85373e+12
0 1 4 2.09008e+06 2.65821e+12 2.59730e+12 5.47913e+12 5.51440e+12
0 1 5 2.13267e+06 2.83259e+12 2.72690e+12 5.71107e+12 5.75787e+12
0 1 6 2.12858e+06 2.82874e+12 2.65249e+12 6.68718e+12 6.23197e+12
0 1 7 2.11244e+06 2.72874e+12 2.60526e+12 6.17745e+12 5.92451e+12
0 2 0 2.11764e+06 2.77915e+12 2.69340e+12 5.47251e+12 5.60153e+12
0 2 1 2.07897e+06 2.63002e+12 2.56393e+12 5.65748e+12 5.52120e+12
0 2 2 2.08872e+06 2.64533e+12 2.59987e+12 5.16060e+12 5.42373e+12
0 2 3 2.07704e+06 2.57713e+12 2.50500e+12 5.93099e+12 5.64642e+12
0 2 4 2.02995e+06 2.39799e+12 2.39632e+12 4.79060e+12 5.18164e+12
0 2 5 2.08813e+06 2.66488e+12 2.56283e+12 5.55273e+12 5.75368e+12
0 2 6 2.17915e+06 3.00676e+12 2.86415e+12 6.18111e+12 5.94559e+12
0 2 7 2.04457e+06 2.48420e+12 2.44023e+12 5.20453e+12 5.39439e+12
0 3 0 2.07932e+06 2.59523e+12 2.56325e+12 5.00064e+12 5.34075e+12
0 3 1 2.09272e+06 2.65968e+12 2.61422e+12 5.32154e+12 5.37015e+12
0 3 2 2.03942e+06 2.43002e+12 2.45583e+12 4.69808e+12 4.99258e+12
0 3 3 2.11088e+06 2.74004e+12 2.71125e+12 5.37149e+12 5.28262e+12
