# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 1.69132e+07 3.84023e+13 3.80845e+13 1.73401e+14 1.70978e+14
0 0 1 1.70790e+07 3.93652e+13 3.88885e+13 1.84341e+14 1.76487e+14
0 0 2 1.67730e+07 3.75684e+13 3.73166e+13 1.70248e+14 1.68793e+14
0 0 3 1.65882e+07 3.65643e+13 3.64389e+13 1.61930e+14 1.64617e+14
0 1 0 1.67125e+07 3.72707e+13 3.70671e+13 1.66950e+14 1.66912e+14
0 1 1 1.65737e+07 3.63933e+13 3.61403e+13 1.73662e+14 1.70076e+14
0 1 2 1.68103e+07 3.78847e+13 3.75680e+13 1.71755e+14 1.70750e+14
0 1 3 1.66175e+07 3.67385e+13 3.65446e+13 1.63517e+14 1.66737e+14
0 2 0 1.70163e+07 3.90729e+13 3.87482e+13 1.72026e+14 1.70970e+14
0 2 1 1.70118e+07 3.90454e+13 3.86795e+13 1.76339e+14 1.72625e+14
0 2 2 1.68227e+07 3.78959e+13 3.76086e+13 1.69989e+14 1.70141e+14
0 2 3 1.65934e+07 3.65345e+13 3.63696e+13 1.62674e+14 1.65864e+14
0 3 0 1.67927e+07 3.77000e+13 3.74348e+13 1.66579e+14 1.69343e+14
0 3 1 1.70596e+07 3.91986e+13 3.87108e+13 1.84603e+14 1.76655e+14
0 3 2 1.69363e+07 3.85289e+13 3.82287e+13 1.67969e+14 1.70234e+14
0 3 3 1.67249e+07 3.73486e+13 3.71938e+13 1.62026e+14 1.65178e+14
1 0 0 1.69079e+07 3.83746e+13 3.80764e+13 1.75092e+14 1.70139e+14
1 0 1 1.69818e+07 3.88925e+13 3.85333e+13 1.78075e+14 1.72228e+14
1 0 2 1.65432e+07 3.63690e+13 3.62708e+13 1.54568e+14 1.63340e+14
1 0 3 1.66706e+07 3.69318e+13 3.67454e+13 1.62890e+14 1.66656e+14
1 1 0 1.67871e+07 3.76425e+13 3.74191e+13 1.71037e+14 1.68602e+14
1 1 1 1.66485e+07 3.69377e+13 3.68575e+13 1.57052e+14 1.62882e+14
1 1 2 1.66350e+07 3.67886e+13 3.66046e+13 1.62953e+14 1.66436e+14
1 1 3 1.69337e+07 3.85054e+13 3.82007e+13 1.71375e+14 1.70086e+14
1 2 0 1.68882e+07 3.83270e+13 3.80506e+13 1.73685e+14 1.68822e+14
1 2 1 1.67271e+07 3.73682e+13 3.71915e+13 1.64298e+14 1.66151e+14
1 2 2 1.70193e+07 3.90001e+13 3.87546e+13 1.75751e+14 1.68687e+14
1 2 3 1.65784e+07 3.64808e+13 3.62765e+13 1.65581e+14 1.67742e+14
1 3 0 1.68417e+07 3.79639e+13 3.77159e+13 1.71269e+14 1.68391e+14
1 3 1 1.68678e+07 3.80740e+13 3.78938e+13 1.60814e+14 1.66607e+14
1 3 2 1.65774e+07 3.64790e+13 3.63045e+13 1.62741e+14 1.65732e+14
1 3 3 1.68719e+07 3.82037e+13 3.79124e+13 1.77032e+14 1.69900e+14
2 0 0 1.69300e+07 3.84441e+13 3.81908e+13 1.69604e+14 1.68744e+14
2 0 1 1.69017e+07 3.82943e+13 3.79773e+13 1.75786e+14 1.71016e+14
2 0 2 1.68725e+07 3.82334e+13 3.79270e+13 1.70871e+14 1.70312e+14
2 0 3 1.68565e+07 3.81892e+13 3.78642e+13 1.72201e+14 1.71116e+14
2 1 0 1.66809e+07 3.69733e+13 3.68803e+13 1.56376e+14 1.63583e+14
2 1 1 1.65832e+07 3.65187e+13 3.63918e+13 1.61932e+14 1.64652e+14
2 1 2 1.66918e+07 3.71205e+13 3.70670e+13 1.57195e+14 1.62068e+14
2 1 3 1.70252e+07 3.90359e+13 3.88100e+13 1.72435e+14 1.67641e+14
2 2 0 1.67497e+07 3.74952e+13 3.74061e+13 1.62362e+14 1.63280e+14
2 2 1 1.67942e+07 3.77474e+13 3.76167e+13 1.64017e+14 1.64453e+14
2 2 2 1.64967e+07 3.60224e+13 3.59266e+13 1.58458e+14 1.63216e+14
2 2 3 1.67615e+07 3.75512e+13 3.74480e+13 1.62177e+14 1.63386e+14
2 3 0 1.67968e+07 3.77068e+13 3.75902e+13 1.61875e+14 1.63908e+14
2 3 1 1.68127e+07 3.77791e+13 3.75600e+13 1.67249e+14 1.67546e+14
2 3 2 1.67322e+07 3.73862e+13 3.72726e+13 1.63285e+14 1.63964e+14
2 3 3 1.67873e+07 3.76759e+13 3.74600e+13 1.66433e+14 1.67102e+14
3 0 0 1.69977e+07 3.89284e+13 3.86313e+13 1.73707e+14 1.69482e+14
3 0 1 1.65956e+07 3.65770e+13 3.64142e+13 1.60603e+14 1.66072e+14
3 0 2 1.68501e+07 3.81564e+13 3.78518e+13 1.73743e+14 1.70497e+14
3 0 3 1.66683e+07 3.69656e+13 3.67127e+13 1.69524e+14 1.68814e+14
3 1 0 1.67137e+07 3.72115e+13 3.70035e+13 1.70420e+14 1.67899e+14
3 1 1 1.65456e+07 3.62623e+13 3.60685e+13 1.59675e+14 1.67700e+14
3 1 2 1.68671e+07 3.81778e+13 3.78435e+13 1.74750e+14 1.71274e+14
3 1 3 1.66684e+07 3.69436e+13 3.68496e+13 1.58821e+14 1.63370e+14
3 2 0 1.67632e+07 3.75917e+13 3.73036e+13 1.68985e+14 1.69801e+14
3 2 1 1.66726e+07 3.70047e+13 3.67942e+13 1.64328e+14 1.67798e+14
3 2 2 1.67517e+07 3.75364e+13 3.72014e+13 1.75556e+14 1.71774e+14
3 2 3 1.68433e+07 3.79883e+13 3.77938e+13 1.69496e+14 1.66381e+14
3 3 0 1.69322e+07 3.85559e+13 3.82670e+13 1.71462e+14 1.70113e+14
3 3 1 1.64725e+07 3.59138e+13 3.57119e+13 1.64203e+14 1.67451e+14
