# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 1.69274e+07 5.18858e+13 5.17735e+13 2.85357e+14 8.43860e+14
0 0 1 1.71114e+07 5.31868e+13 5.30526e+13 2.89455e+14 8.46307e+14
0 0 2 1.67720e+07 5.07520e+13 5.06587e+13 2.75542e+14 8.42125e+14
0 0 3 1.65686e+07 4.93718e+13 4.93181e+13 2.65887e+14 8.36839e+14
0 1 0 1.67063e+07 5.03221e+13 5.02501e+13 2.69438e+14 8.39428e+14
0 1 1 1.65517e+07 4.91562e+13 4.90949e+13 2.63851e+14 8.38430e+14
0 1 2 1.68141e+07 5.11525e+13 5.10342e+13 2.92594e+14 8.44272e+14
0 1 3 1.66008e+07 4.96094e+13 4.95248e+13 2.78077e+14 8.40543e+14
0 2 0 1.70424e+07 5.27758e+13 5.26350e+13 2.93699e+14 8.46094e+14
0 2 1 1.70380e+07 5.27475e+13 5.26148e+13 2.95808e+14 8.45770e+14
0 2 2 1.68269e+07 5.11749e+13 5.10486e+13 2.89607e+14 8.45447e+14
0 2 3 1.65726e+07 4.93319e+13 4.92554e+13 2.66737e+14 8.40555e+14
0 3 0 1.67948e+07 5.09270e+13 5.08150e+13 2.79388e+14 8.44362e+14
0 3 1 1.70896e+07 5.29742e+13 5.28150e+13 2.97542e+14 8.49093e+14
0 3 2 1.69542e+07 5.20588e+13 5.19316e+13 2.90726e+14 8.45772e+14
0 3 3 1.67185e+07 5.04162e+13 5.03192e+13 2.81257e+14 8.42513e+14
1 0 0 1.69224e+07 5.18305e+13 5.17003e+13 2.91904e+14 8.45846e+14
1 0 1 1.70044e+07 5.25286e+13 5.23872e+13 2.94370e+14 8.47405e+14
1 0 2 1.65175e+07 4.90747e+13 4.90003e+13 2.74221e+14 8.39270e+14
1 0 3 1.66577e+07 4.98807e+13 4.98030e+13 2.77890e+14 8.39589e+14
1 1 0 1.67875e+07 5.08474e+13 5.07528e+13 2.78732e+14 8.42076e+14
1 1 1 1.66332e+07 4.98524e+13 4.97734e+13 2.76049e+14 8.39986e+14
1 1 2 1.66195e+07 4.96779e+13 4.96066e+13 2.71961e+14 8.39221e+14
1 1 3 1.69503e+07 5.20117e+13 5.19125e+13 2.86119e+14 8.42116e+14
1 2 0 1.69010e+07 5.17636e+13 5.16670e+13 2.78892e+14 8.41826e+14
1 2 1 1.67216e+07 5.04491e+13 5.03920e+13 2.67239e+14 8.37531e+14
1 2 2 1.70458e+07 5.26895e+13 5.26041e+13 2.86391e+14 8.40732e+14
1 2 3 1.65575e+07 4.92654e+13 4.91832e+13 2.73510e+14 8.40914e+14
1 3 0 1.68486e+07 5.12898e+13 5.11675e+13 2.88895e+14 8.45365e+14
1 3 1 1.68775e+07 5.14650e+13 5.13729e+13 2.75695e+14 8.42181e+14
1 3 2 1.65560e+07 4.92466e+13 4.91697e+13 2.70392e+14 8.39603e+14
1 3 3 1.68827e+07 5.15988e+13 5.14852e+13 2.91945e+14 8.43394e+14
2 0 0 1.69476e+07 5.19471e+13 5.18100e+13 2.90910e+14 8.46603e+14
2 0 1 1.69147e+07 5.17374e+13 5.16421e+13 2.81814e+14 8.41918e+14
2 0 2 1.68831e+07 5.16265e+13 5.15257e+13 2.83368e+14 8.41963e+14
2 0 3 1.68660e+07 5.15558e+13 5.14252e+13 2.87929e+14 8.45464e+14
2 1 0 1.66707e+07 4.99605e+13 4.99035e+13 2.68399e+14 8.37839e+14
