# ix, iy, iz, dm, h1fid, h1new, lum, uv
0 0 0 1.69132e+07 3.84023e+13 3.83472e+13 1.73401e+14 1.70978e+14
0 0 1 1.70790e+07 3.93652e+13 3.92833e+13 1.84341e+14 1.76487e+14
0 0 2 1.67730e+07 3.75684e+13 3.75244e+13 1.70248e+14 1.68793e+14
0 0 3 1.65882e+07 3.65643e+13 3.65416e+13 1.61930e+14 1.64617e+14
0 1 0 1.67125e+07 3.72707e+13 3.72348e+13 1.66950e+14 1.66912e+14
0 1 1 1.65737e+07 3.63933e+13 3.63489e+13 1.73662e+14 1.70076e+14
0 1 2 1.68103e+07 3.78847e+13 3.78296e+13 1.71755e+14 1.70750e+14
0 1 3 1.66175e+07 3.67385e+13 3.67042e+13 1.63517e+14 1.66737e+14
0 2 0 1.70163e+07 3.90729e+13 3.90166e+13 1.72026e+14 1.70970e+14
0 2 1 1.70118e+07 3.90454e+13 3.89822e+13 1.76339e+14 1.72625e+14
0 2 2 1.68227e+07 3.78959e+13 3.78459e+13 1.69989e+14 1.70141e+14
0 2 3 1.65934e+07 3.65345e+13 3.65051e+13 1.62674e+14 1.65864e+14
0 3 0 1.67927e+07 3.77000e+13 3.76539e+13 1.66579e+14 1.69343e+14
0 3 1 1.70596e+07 3.91986e+13 3.91147e+13 1.84603e+14 1.76655e+14
0 3 2 1.69363e+07 3.85289e+13 3.84768e+13 1.67969e+14 1.70234e+14
0 3 3 1.67249e+07 3.73486e+13 3.73208e+13 1.62026e+14 1.65178e+14
1 0 0 1.69079e+07 3.83746e+13 3.83227e+13 1.75092e+14 1.70139e+14
1 0 1 1.69818e+07 3.88925e+13 3.88304e+13 1.78075e+14 1.72228e+14
1 0 2 1.65432e+07 3.63690e+13 3.63510e+13 1.54568e+14 1.63340e+14
1 0 3 1.66706e+07 3.69318e+13 3.68989e+13 1.62890e+14 1.66656e+14
1 1 0 1.67871e+07 3.76425e+13 3.76034e+13 1.71037e+14 1.68602e+14
1 1 1 1.66485e+07 3.69377e+13 3.69226e+13 1.57052e+14 1.62882e+14
1 1 2 1.66350e+07 3.67886e+13 3.67561e+13 1.62953e+14 1.66436e+14
1 1 3 1.69337e+07 3.85054e+13 3.84525e+13 1.71375e+14 1.70086e+14
1 2 0 1.68882e+07 3.83270e+13 3.82786e+13 1.73685e+14 1.68822e+14
1 2 1 1.67271e+07 3.73682e+13 3.73369e+13 1.64298e+14 1.66151e+14
1 2 2 1.70193e+07 3.90001e+13 3.89571e+13 1.75751e+14 1.68687e+14
1 2 3 1.65784e+07 3.64808e+13 3.64449e+13 1.65581e+14 1.67742e+14
1 3 0 1.68417e+07 3.79639e+13 3.79205e+13 1.71269e+14 1.68391e+14
1 3 1 1.68678e+07 3.80740e+13 3.80422e+13 1.60814e+14 1.66607e+14
1 3 2 1.65774e+07 3.64790e+13 3.64481e+13 1.62741e+14 1.65732e+14
1 3 3 1.68719e+07 3.82037e+13 3.81529e+13 1.77032e+14 1.69900e+14
2 0 0 1.69300e+07 3.84441e+13 3.83999e+13 1.69604e+14 1.68744e+14
2 0 1 1.69017e+07 3.82943e+13 3.82394e+13 1.75786e+14 1.71016e+14
2 0 2 1.68725e+07 3.82334e+13 3.81802e+13 1.70871e+14 1.70312e+14
2 0 3 1.68565e+07 3.81892e+13 3.81328e+13 1.72201e+14 1.71116e+14
2 1 0 1.66809e+07 3.69733e+13 3.69560e+13 1.56376e+14 1.63583e+14
2 1 1 1.65832e+07 3.65187e+13 3.64957e+13 1.61932e+14 1.64652e+14
2 1 2 1.66918e+07 3.71205e+13 3.71099e+13 1.57195e+14 1.62068e+14
2 1 3 1.70252e+07 3.90359e+13 3.89963e+13 1.72435e+14 1.67641e+14
2 2 0 1.67497e+07 3.74952e+13 3.74786e+13 1.62362e+14 1.63280e+14
2 2 1 1.67942e+07 3.77474e+13 3.77238e+13 1.64017e+14 1.64453e+14
2 2 2 1.64967e+07 3.60224e+13 3.60046e+13 1.58458e+14 1.63216e+14
2 2 3 1.67615e+07 3.75512e+13 3.75322e+13 1.62177e+14 1.63386e+14
2 3 0 1.67968e+07 3.77068e+13 3.76856e+13 1.61875e+14 1.63908e+14
2 3 1 1.68127e+07 3.77791e+13 3.77406e+13 1.67249e+14 1.67546e+14
2 3 2 1.67322e+07 3.73862e+13 3.73654e+13 1.63285e+14 1.63964e+14
2 3 3 1.67873e+07 3.76759e+13 3.76380e+13 1.66433e+14 1.67102e+14
3 0 0 1.69977e+07 3.89284e+13 3.88767e+13 1.73707e+14 1.69482e+14
3 0 1 1.65956e+07 3.65770e+13 3.65480e+13 1.60603e+14 1.66072e+14
3 0 2 1.68501e+07 3.81564e+13 3.81034e+13 1.73743e+14 1.70497e+14
3 0 3 1.66683e+07 3.69656e+13 3.69213e+13 1.69524e+14 1.68814e+14
