# k, P(k), Nmodes
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.691056022563805813e-03 8.316311788688568413e+03 2.600000000000000000e+01
1.503254434404273886e-02 9.715755009813727156e+03 7.200000000000000000e+01
2.104537904654678673e-02 9.475523507895250077e+03 1.520000000000000000e+02
2.718418752217394846e-02 8.504253906072939571e+03 2.340000000000000000e+02
3.359305548768203725e-02 7.305602610175276823e+03 4.160000000000000000e+02
3.967812110980351720e-02 6.220249029016701570e+03 4.800000000000000000e+02
4.573133090443888549e-02 5.382823878935756511e+03 7.220000000000000000e+02
5.186912300623527233e-02 4.872241154995595934e+03 8.740000000000000000e+02
5.807971256735403043e-02 4.566535340884308425e+03 1.162000000000000000e+03
6.422094742881356844e-02 4.159993001658202957e+03 1.358000000000000000e+03
7.029194303550849454e-02 3.920886356059739228e+03 1.632000000000000000e+03
7.656976085866129544e-02 3.568206034636397362e+03 2.036000000000000000e+03
8.283279975513359317e-02 3.178489701167272869e+03 2.310000000000000000e+03
8.886264192081894109e-02 2.795809570886733127e+03 2.528000000000000000e+03
9.493524398572131262e-02 2.456449359600803291e+03 3.068000000000000000e+03
1.010510809291368245e-01 2.244438406762365048e+03 3.306000000000000000e+03
1.071918355362574127e-01 2.030778293226080223e+03 3.934000000000000000e+03
1.133640700251744293e-01 1.917757766156110392e+03 4.266000000000000000e+03
1.195184611122857843e-01 1.824459109399625731e+03 4.794000000000000000e+03
1.256657517103361710e-01 1.767992119303700065e+03 5.270000000000000000e+03
1.317871926578333408e-01 1.698798783774242565e+03 5.754000000000000000e+03
1.378887696062481294e-01 1.565105859031883938e+03 6.344000000000000000e+03
1.440612672229828750e-01 1.468703243771721873e+03 7.014000000000000000e+03
1.501845201433902877e-01 1.333502871375873383e+03 7.364000000000000000e+03
1.563418093457785985e-01 1.222051397395869117e+03 8.402000000000000000e+03
1.625438955957596576e-01 1.134283025253437245e+03 8.738000000000000000e+03
1.686940235306336466e-01 1.079614248882250877e+03 9.670000000000000000e+03
1.747987378343396903e-01 1.018779477273533303e+03 9.880000000000000000e+03
1.809057159377772395e-01 9.663786646699846870e+02 1.113000000000000000e+04
1.870079494254630881e-01 9.437870535921163082e+02 1.140000000000000000e+04
1.931644028143169878e-01 9.205512754472902088e+02 1.272200000000000000e+04
1.993257601852206906e-01 8.650037212882266431e+02 1.317000000000000000e+04
2.054762598507901550e-01 8.201346158736838561e+02 1.418600000000000000e+04
2.116257382464896697e-01 7.765880801102246096e+02 1.495800000000000000e+04
2.177578654451892970e-01 7.339455450690519456e+02 1.580200000000000000e+04
2.238991135097555263e-01 6.813002652480436154e+02 1.674600000000000000e+04
2.300081978121491233e-01 6.634243944989814281e+02 1.753400000000000000e+04
2.361454707693454169e-01 6.340613558165662198e+02 1.869000000000000000e+04
2.422857100963227428e-01 6.037794540045280201e+02 1.958600000000000000e+04
2.484099584913142256e-01 5.941786398620870386e+02 2.052400000000000000e+04
2.545441957051269855e-01 5.729453186143747416e+02 2.165200000000000000e+04
2.606917133414053955e-01 5.510195458360881275e+02 2.276000000000000000e+04
2.668580198415695381e-01 5.265060328479314649e+02 2.389200000000000000e+04
2.730019564931540632e-01 5.084984960158245144e+02 2.485400000000000000e+04
2.791389873202678173e-01 4.901035545687342960e+02 2.604000000000000000e+04
2.852424996643880273e-01 4.720198378100138825e+02 2.680400000000000000e+04
2.913531997893986092e-01 4.511993625595505932e+02 2.850000000000000000e+04
2.975143171497069416e-01 4.324917372796206223e+02 2.956400000000000000e+04
3.036544665973567314e-01 4.208756070087187027e+02 3.083400000000000000e+04
3.097883787544665757e-01 4.096722246990369740e+02 3.189000000000000000e+04
3.159486680635095190e-01 3.952080483486329285e+02 3.376600000000000000e+04
3.221066234444813769e-01 3.865159456472867987e+02 3.446400000000000000e+04
3.282572612915165555e-01 3.708156803442574869e+02 3.622000000000000000e+04
3.343544383171894174e-01 3.608431297915195159e+02 3.667000000000000000e+04
3.404813620364756654e-01 3.479258327589691930e+02 3.911400000000000000e+04
3.466259536752008263e-01 3.400457215483634741e+02 3.989800000000000000e+04
3.527314914776840671e-01 3.266702579748400694e+02 4.126400000000000000e+04
3.588700951741782830e-01 3.185828468678868148e+02 4.332000000000000000e+04
3.650083489029407047e-01 3.086891945124045833e+02 4.418400000000000000e+04
3.711704037116136945e-01 3.053389253543310247e+02 4.654800000000000000e+04
3.773137312255384068e-01 2.961520215559924623e+02 4.719800000000000000e+04
3.834202365329835160e-01 2.845537945837751295e+02 4.880200000000000000e+04
3.895813105051545988e-01 2.779535858394241359e+02 5.141800000000000000e+04
3.957247046642990429e-01 2.734894263330703552e+02 5.158800000000000000e+04
4.018641006880244171e-01 2.657378014553950720e+02 5.464400000000000000e+04
4.079986652309439688e-01 2.605269617993701559e+02 5.484200000000000000e+04
4.141066506702003602e-01 2.493778864367505719e+02 5.733800000000000000e+04
4.202576909860619159e-01 2.462254249927991339e+02 5.921400000000000000e+04
4.264066946730206698e-01 2.387438536298789984e+02 6.064200000000000000e+04
4.325254831734640648e-01 2.292360972379495081e+02 6.220200000000000000e+04
4.386395650806790836e-01 2.278452510313278196e+02 6.399000000000000000e+04
4.447681454847935978e-01 2.215820251114083419e+02 6.596200000000000000e+04
4.509437495939586094e-01 2.174692117206279249e+02 6.893000000000000000e+04
4.571038061189046653e-01 2.117174922532857977e+02 6.921800000000000000e+04
4.632394462505528554e-01 2.085802304424994986e+02 7.208600000000000000e+04
4.693790757792539181e-01 2.052634367975192902e+02 7.321600000000000000e+04
4.755007986458400504e-01 1.993289228967725819e+02 7.536400000000000000e+04
4.816148015649592273e-01 1.949678525223956171e+02 7.714200000000000000e+04
4.877448110253904678e-01 1.909264828520222750e+02 7.932200000000000000e+04
4.938644425720450370e-01 1.873209426885283904e+02 8.112200000000000000e+04
4.999990772533337013e-01 1.815062515229448650e+02 8.374000000000000000e+04
5.061739783630568867e-01 1.791811191809358945e+02 8.622800000000000000e+04
5.123176238977423802e-01 1.734973316998200232e+02 8.724200000000000000e+04
5.184419198367248294e-01 1.712807802828311878e+02 8.950400000000000000e+04
5.245811071337125320e-01 1.682750810536165602e+02 9.236600000000000000e+04
5.307339722686617023e-01 1.653061672543984457e+02 9.390800000000000000e+04
5.368662932732624071e-01 1.619397281461955060e+02 9.622600000000000000e+04
5.429628466927283181e-01 1.587290042386851496e+02 9.717200000000000000e+04
5.491073400914713298e-01 1.565474842092467327e+02 1.019960000000000000e+05
5.552762609626447077e-01 1.528266517595326377e+02 1.028340000000000000e+05
5.614082796802024600e-01 1.508503044451884705e+02 1.049360000000000000e+05
5.675371533509153688e-01 1.465840149031402007e+02 1.076640000000000000e+05
5.736740022558224350e-01 1.448605120484287454e+02 1.097300000000000000e+05
5.798103603643611770e-01 1.413446331137287757e+02 1.122420000000000000e+05
5.859425366486809006e-01 1.396276318034081214e+02 1.145480000000000000e+05
5.920586774162177601e-01 1.376475398591207977e+02 1.162040000000000000e+05
5.981941542880485629e-01 1.352897970966091918e+02 1.202100000000000000e+05
6.043590774859866066e-01 1.341965208472207962e+02 1.222240000000000000e+05
6.104910230252050818e-01 1.301795660402395640e+02 1.240000000000000000e+05
6.166050503334797872e-01 1.292831307322413181e+02 1.264900000000000000e+05
6.227565424953059869e-01 1.260791587436034433e+02 1.302980000000000000e+05
6.288977757446623240e-01 1.240091709456061864e+02 1.315160000000000000e+05
6.350332706002194127e-01 1.229559132908020160e+02 1.350280000000000000e+05
6.411743038514937654e-01 1.208977875184881583e+02 1.370340000000000000e+05
6.473071136295037720e-01 1.191096391827342984e+02 1.399400000000000000e+05
6.534392957951101755e-01 1.166473356014647749e+02 1.420440000000000000e+05
6.595783755518781488e-01 1.145879904382334473e+02 1.460980000000000000e+05
6.657085753353266799e-01 1.130640198669300673e+02 1.466160000000000000e+05
6.718369711955728407e-01 1.113234042689703642e+02 1.516080000000000000e+05
6.779675665423466890e-01 1.099756650092547403e+02 1.521540000000000000e+05
6.841025602423458363e-01 1.082653451180067634e+02 1.573620000000000000e+05
6.902473351098605825e-01 1.066787433337616733e+02 1.585880000000000000e+05
6.963896182979992799e-01 1.047286458859356202e+02 1.622680000000000000e+05
7.025354447064345864e-01 1.031975651972570773e+02 1.650500000000000000e+05
7.086795257259553837e-01 1.016918067267378518e+02 1.677360000000000000e+05
7.148105300560909647e-01 1.002238954619965341e+02 1.702080000000000000e+05
7.209489185367295994e-01 9.937476883264862693e+01 1.739060000000000000e+05
7.270775917581103753e-01 9.805040382119963738e+01 1.755300000000000000e+05
7.331906622449658739e-01 9.587845615995932747e+01 1.792520000000000000e+05
7.393386679216931157e-01 9.505831157800341202e+01 1.830680000000000000e+05
7.454822748005143218e-01 9.391776310065891664e+01 1.854820000000000000e+05
7.516118807450163919e-01 9.282710975999613368e+01 1.880620000000000000e+05
7.577553313207755492e-01 9.112800958531133233e+01 1.926420000000000000e+05
7.639042897236033580e-01 8.969236331790540362e+01 1.947140000000000000e+05
7.700556058884338029e-01 8.866165530173972797e+01 1.988180000000000000e+05
7.761646078124272430e-01 8.758222237053621484e+01 1.985880000000000000e+05
7.822760392858680856e-01 8.703451988590212807e+01 2.049720000000000000e+05
7.884165269731352454e-01 8.569271748890470519e+01 2.070900000000000000e+05
7.945591276009631443e-01 8.400485362698617564e+01 2.116040000000000000e+05
8.007019309919388705e-01 8.325175331249623412e+01 2.135000000000000000e+05
8.068322471611056868e-01 8.196467038226010970e+01 2.174580000000000000e+05
8.129795759107908415e-01 8.125097923049128212e+01 2.211220000000000000e+05
8.191384193203445907e-01 8.018018905658688311e+01 2.251740000000000000e+05
8.252636533623828319e-01 7.915296498945892267e+01 2.254580000000000000e+05
8.313801266770000087e-01 7.777414142929698926e+01 2.307780000000000000e+05
8.375206517277707929e-01 7.706705275673689925e+01 2.346620000000000000e+05
8.436596178727920892e-01 7.611603030508597101e+01 2.370900000000000000e+05
8.497926552975230141e-01 7.521671874442264993e+01 2.414900000000000000e+05
