# k, P(k), Nmodes
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.691056022563805813e-03 8.406410757211539249e+02 2.600000000000000000e+01
1.503254434404273886e-02 9.992194010416666288e+02 7.200000000000000000e+01
2.104537904654678673e-02 9.722582236842105203e+02 1.520000000000000000e+02
2.718418752217394846e-02 8.657432558760684742e+02 2.340000000000000000e+02
3.359305548768203725e-02 7.383164062500000000e+02 4.160000000000000000e+02
3.967812110980351720e-02 6.285260416666666288e+02 4.800000000000000000e+02
4.573133090443888549e-02 5.478747835872576388e+02 7.220000000000000000e+02
5.186912300623527233e-02 4.913807565789473415e+02 8.740000000000000000e+02
5.807971256735403043e-02 4.580359832185886830e+02 1.162000000000000000e+03
6.422094742881356844e-02 4.231598398379970263e+02 1.358000000000000000e+03
7.029194303550849454e-02 3.965363434436274588e+02 1.632000000000000000e+03
7.656976085866129544e-02 3.578545555009823147e+02 2.036000000000000000e+03
8.283279975513359317e-02 3.187959686147186176e+02 2.310000000000000000e+03
8.886264192081894109e-02 2.798500296677215147e+02 2.528000000000000000e+03
9.493524398572131262e-02 2.466585723598435322e+02 3.068000000000000000e+03
1.010510809291368245e-01 2.217845772837265770e+02 3.306000000000000000e+03
1.071918355362574127e-01 2.024592494916115868e+02 3.934000000000000000e+03
1.133640700251744293e-01 1.900965043366151122e+02 4.266000000000000000e+03
1.195184611122857843e-01 1.807030011472674005e+02 4.794000000000000000e+03
1.256657517103361710e-01 1.741308349146110004e+02 5.270000000000000000e+03
1.317871926578333408e-01 1.651250217240180689e+02 5.754000000000000000e+03
1.378887696062481294e-01 1.531554914092055526e+02 6.344000000000000000e+03
1.440612672229828750e-01 1.420350994439692158e+02 7.014000000000000000e+03
1.501845201433902877e-01 1.290777260999456644e+02 7.364000000000000000e+03
1.563418093457785985e-01 1.179805329088312362e+02 8.402000000000000000e+03
1.625438955957596576e-01 1.087139076447699750e+02 8.738000000000000000e+03
1.686940235306336466e-01 1.026305842812823101e+02 9.670000000000000000e+03
1.747987378343396903e-01 9.697572115384615188e+01 9.880000000000000000e+03
1.809057159377772395e-01 9.261112982929020632e+01 1.113000000000000000e+04
1.870079494254630881e-01 8.970682017543859388e+01 1.140000000000000000e+04
1.931644028143169878e-01 8.682395653199182561e+01 1.272200000000000000e+04
1.993257601852206906e-01 8.182101366742597293e+01 1.317000000000000000e+04
2.054762598507901550e-01 7.696696567037925263e+01 1.418600000000000000e+04
2.116257382464896697e-01 7.257230244685118237e+01 1.495800000000000000e+04
2.177578654451892970e-01 6.804156910517656343e+01 1.580200000000000000e+04
2.238991135097555263e-01 6.321018452167681545e+01 1.674600000000000000e+04
2.300081978121491233e-01 6.076298192083950767e+01 1.753400000000000000e+04
2.361454707693454169e-01 5.787632423756019051e+01 1.869000000000000000e+04
2.422857100963227428e-01 5.544030812825486976e+01 1.958600000000000000e+04
2.484099584913142256e-01 5.399856874878191348e+01 2.052400000000000000e+04
2.545441957051269855e-01 5.199856826159246026e+01 2.165200000000000000e+04
2.606917133414053955e-01 4.983010215289982625e+01 2.276000000000000000e+04
2.668580198415695381e-01 4.765427758245437673e+01 2.389200000000000000e+04
2.730019564931540632e-01 4.561086243662991535e+01 2.485400000000000000e+04
2.791389873202678173e-01 4.360986943164362373e+01 2.604000000000000000e+04
2.852424996643880273e-01 4.179921840023877166e+01 2.680400000000000000e+04
2.913531997893986092e-01 3.969980701754385422e+01 2.850000000000000000e+04
2.975143171497069416e-01 3.803133879042078291e+01 2.956400000000000000e+04
3.036544665973567314e-01 3.675532691185055967e+01 3.083400000000000000e+04
