# k, P(k), Nmodes
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.476422409025522325e-02 7.214026324668839152e+03 2.600000000000000000e+01
6.013017737617095543e-02 4.289145098949395106e+03 7.200000000000000000e+01
8.418151618618714693e-02 2.850504966898030943e+03 1.520000000000000000e+02
1.087367500886957938e-01 1.948450549185021600e+03 2.340000000000000000e+02
1.343722219507281490e-01 1.590834106742074482e+03 4.160000000000000000e+02
1.587124844392140688e-01 1.175815675962902560e+03 4.800000000000000000e+02
1.829253236177555419e-01 9.197897150587389206e+02 7.220000000000000000e+02
2.074764920249410893e-01 7.756991928314172355e+02 8.740000000000000000e+02
2.323188502694161217e-01 6.662746316625806458e+02 1.162000000000000000e+03
2.568837897152542737e-01 5.152391502180206544e+02 1.358000000000000000e+03
2.811677721420339782e-01 4.672817593702509953e+02 1.632000000000000000e+03
3.062790434346451818e-01 4.046147634994762257e+02 2.036000000000000000e+03
3.313311990205343727e-01 3.654391060916266838e+02 2.310000000000000000e+03
3.554505676832757644e-01 3.065150742545391722e+02 2.528000000000000000e+03
3.797409759428852505e-01 2.725758599036389569e+02 3.068000000000000000e+03
4.042043237165472980e-01 2.582960971663333680e+02 3.306000000000000000e+03
4.287673421450296507e-01 2.271317066993314597e+02 3.934000000000000000e+03
4.534562801006977173e-01 2.034332841230682050e+02 4.266000000000000000e+03
4.780738444491431371e-01 1.884463925770781998e+02 4.794000000000000000e+03
5.026630068413446839e-01 1.739993422408394395e+02 5.270000000000000000e+03
5.271487706313333632e-01 1.640821597614628331e+02 5.754000000000000000e+03
5.515550784249925176e-01 1.493801405699744578e+02 6.344000000000000000e+03
5.762450688919315001e-01 1.446852275583624987e+02 7.014000000000000000e+03
6.007380805735611506e-01 1.278199750238429715e+02 7.364000000000000000e+03
6.253672373831143938e-01 1.225779489411284970e+02 8.402000000000000000e+03
6.501755823830386305e-01 1.143362132771804767e+02 8.738000000000000000e+03
6.747760941225345865e-01 1.099323306903539645e+02 9.670000000000000000e+03
