# k, P(k), Nmodes
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.476422409025522325e-02 2.329115513938848835e+03 2.600000000000000000e+01
6.013017737617095543e-02 5.260421262604288131e+03 7.200000000000000000e+01
8.418151618618714693e-02 5.511497992737350842e+02 1.520000000000000000e+02
1.087367500886957938e-01 7.708416248222918057e+02 2.340000000000000000e+02
1.343722219507281490e-01 4.308094364902765960e+02 4.160000000000000000e+02
1.587124844392140688e-01 5.372130776163739938e+02 4.800000000000000000e+02
1.829253236177555419e-01 2.903483725432330402e+02 7.220000000000000000e+02
2.074764920249410893e-01 2.606990164325412707e+02 8.740000000000000000e+02
2.323188502694161217e-01 2.108821745621663410e+02 1.162000000000000000e+03
2.568837897152542737e-01 1.623121587235165180e+02 1.358000000000000000e+03
2.811677721420339782e-01 1.654122319523288525e+02 1.632000000000000000e+03
3.062790434346451818e-01 1.147525866647313251e+02 2.036000000000000000e+03
3.313311990205343727e-01 1.228103966557174829e+02 2.310000000000000000e+03
3.554505676832757644e-01 1.015838133603544549e+02 2.528000000000000000e+03
3.797409759428852505e-01 8.795348974560687338e+01 3.068000000000000000e+03
4.042043237165472980e-01 8.417174448339682158e+01 3.306000000000000000e+03
4.287673421450296507e-01 7.344441246859094008e+01 3.934000000000000000e+03
4.534562801006977173e-01 5.868208584493219604e+01 4.266000000000000000e+03
4.780738444491431371e-01 5.842540668764404188e+01 4.794000000000000000e+03
5.026630068413446839e-01 5.211412823148697271e+01 5.270000000000000000e+03
5.271487706313333632e-01 4.879119859091908040e+01 5.754000000000000000e+03
5.515550784249925176e-01 4.348639292758129926e+01 6.344000000000000000e+03
5.762450688919315001e-01 4.358193784019494643e+01 7.014000000000000000e+03
6.007380805735611506e-01 3.787474223435311416e+01 7.364000000000000000e+03
6.253672373831143938e-01 3.627324626593069468e+01 8.402000000000000000e+03
6.501755823830386305e-01 3.330282796579122362e+01 8.738000000000000000e+03
6.747760941225345865e-01 3.079182278090248559e+01 9.670000000000000000e+03
6.991949513373587610e-01 3.022844436044793071e+01 9.880000000000000000e+03
7.236228637511089579e-01 2.701423318387382011e+01 1.113000000000000000e+04
7.480317977018523523e-01 2.554692477815902407e+01 1.140000000000000000e+04
7.726576112572679511e-01 2.507688107731796379e+01 1.272200000000000000e+04
7.973030407408827624e-01 2.234601438943592910e+01 1.317000000000000000e+04
8.219050394031606199e-01 2.160213016469372604e+01 1.418600000000000000e+04
8.465029529859586788e-01 1.967318274832722125e+01 1.495800000000000000e+04
8.710314617807571880e-01 1.913999466227479473e+01 1.580200000000000000e+04
8.955964540390221051e-01 1.812339988870946783e+01 1.674600000000000000e+04
9.200327912485964932e-01 1.720964197599760581e+01 1.753400000000000000e+04
9.445818830773816677e-01 1.704350954218334024e+01 1.869000000000000000e+04
9.691428403852909712e-01 1.590731996314582375e+01 1.958600000000000000e+04
9.936398339652569023e-01 1.524076988039740854e+01 2.052400000000000000e+04
1.018176782820507942e+00 1.460697244819598772e+01 2.165200000000000000e+04
1.042766853365621582e+00 1.404281341766196611e+01 2.276000000000000000e+04
1.067432079366278153e+00 1.333089031266894864e+01 2.389200000000000000e+04
1.092007825972616253e+00 1.272473726044120390e+01 2.485400000000000000e+04
1.116555949281071269e+00 1.230052332293966977e+01 2.604000000000000000e+04
1.140969998657552109e+00 1.192021580028399619e+01 2.680400000000000000e+04
1.165412799157594437e+00 1.163641847308387511e+01 2.850000000000000000e+04
1.190057268598827767e+00 1.081267602941287187e+01 2.956400000000000000e+04
1.214617866389426926e+00 1.056434811733029910e+01 3.083400000000000000e+04
1.239153515017866303e+00 1.025586018868215810e+01 3.189000000000000000e+04
1.263794672254038076e+00 9.649712749870603901e+00 3.376600000000000000e+04
1.288426493777925508e+00 9.396654594697421814e+00 3.446400000000000000e+04
1.313029045166066222e+00 9.215730208620604103e+00 3.622000000000000000e+04
1.337417753268757670e+00 8.726177504708934052e+00 3.667000000000000000e+04
1.361925448145902662e+00 8.835272874514116026e+00 3.911400000000000000e+04
1.386503814700803305e+00 8.316631390328597107e+00 3.989800000000000000e+04
1.410925965910736268e+00 8.351397297457356927e+00 4.126400000000000000e+04
1.435480380696713132e+00 7.798704855193184571e+00 4.332000000000000000e+04
1.460033395611762819e+00 7.571059232000886041e+00 4.418400000000000000e+04
1.484681614846454778e+00 7.354987796225725738e+00 4.654800000000000000e+04
1.509254924902153627e+00 7.063988885665898998e+00 4.719800000000000000e+04
1.533680946131934064e+00 6.896875791040019799e+00 4.880200000000000000e+04
1.558325242020618395e+00 6.719090532755737755e+00 5.141800000000000000e+04
1.582898818657196172e+00 6.532994989486879511e+00 5.158800000000000000e+04
1.607456402752097668e+00 6.266357545044560773e+00 5.464400000000000000e+04
1.631994660923775875e+00 6.358247817739083985e+00 5.484200000000000000e+04
1.656426602680801441e+00 5.863104092731882488e+00 5.733800000000000000e+04
1.681030763944247663e+00 5.899634579719195138e+00 5.921400000000000000e+04
1.705626778692082679e+00 5.728980457675210580e+00 6.064200000000000000e+04
1.730101932693856259e+00 5.588626723488175685e+00 6.220200000000000000e+04
1.754558260322716334e+00 5.503439197906369706e+00 6.399000000000000000e+04
1.779072581939174391e+00 5.321973762332398827e+00 6.596200000000000000e+04
1.803774998375834437e+00 5.208647676922236514e+00 6.893000000000000000e+04
1.828415224475618661e+00 5.116557036430806171e+00 6.921800000000000000e+04
1.852957785002211422e+00 4.980171440890917012e+00 7.208600000000000000e+04
1.877516303117015672e+00 4.828248278640150382e+00 7.321600000000000000e+04
1.902003194583360202e+00 4.737434014211556743e+00 7.536400000000000000e+04
1.926459206259836909e+00 4.601652772376835898e+00 7.714200000000000000e+04
1.950979244101561871e+00 4.509863681833977900e+00 7.932200000000000000e+04
1.975457770288180148e+00 4.358802752898890631e+00 8.112200000000000000e+04
1.999996309013334805e+00 4.335617963623891846e+00 8.374000000000000000e+04
2.024695913452227547e+00 4.280864918650613582e+00 8.622800000000000000e+04
2.049270495590969521e+00 4.209075860854151863e+00 8.724200000000000000e+04
2.073767679346899317e+00 4.105005283595821730e+00 8.950400000000000000e+04
2.098324428534850128e+00 3.973771348494127054e+00 9.236600000000000000e+04
2.122935889074646809e+00 3.872473690746680575e+00 9.390800000000000000e+04
2.147465173093049629e+00 3.768952826764554676e+00 9.622600000000000000e+04
2.171851386770913273e+00 3.755150234822364652e+00 9.717200000000000000e+04
2.196429360365885319e+00 3.603742396625316147e+00 1.019960000000000000e+05
2.221105043850578831e+00 3.546092911322253016e+00 1.028340000000000000e+05
2.245633118720809840e+00 3.456135111494020862e+00 1.049360000000000000e+05
2.270148613403661475e+00 3.377201849740844253e+00 1.076640000000000000e+05
2.294696009023289740e+00 3.369173594636376556e+00 1.097300000000000000e+05
2.319241441457444708e+00 3.287265260921925947e+00 1.122420000000000000e+05
2.343770146594723602e+00 3.196091691823334191e+00 1.145480000000000000e+05
2.368234709664871041e+00 3.155313489481363476e+00 1.162040000000000000e+05
2.392776617152194252e+00 3.049935687262433692e+00 1.202100000000000000e+05
2.417436309943946426e+00 3.058175736661914446e+00 1.222240000000000000e+05
2.441964092100820327e+00 3.003649617852852671e+00 1.240000000000000000e+05
2.466420201333919149e+00 2.922828086789308610e+00 1.264900000000000000e+05
2.491026169981223948e+00 2.888143858554633070e+00 1.302980000000000000e+05
2.515591102978649296e+00 2.818597902152176538e+00 1.315160000000000000e+05
2.540133082400877651e+00 2.777656418363173341e+00 1.350280000000000000e+05
2.564697215405975061e+00 2.741104671584199792e+00 1.370340000000000000e+05
2.589228454518015088e+00 2.650162660702974904e+00 1.399400000000000000e+05
2.613757183180440702e+00 2.600847472501287339e+00 1.420440000000000000e+05
2.638313502207512595e+00 2.542719821998385754e+00 1.460980000000000000e+05
2.662834301341306720e+00 2.537311769338916445e+00 1.466160000000000000e+05
2.687347884782291363e+00 2.492161611225265361e+00 1.516080000000000000e+05
2.711870266169386756e+00 2.435962474603459604e+00 1.521540000000000000e+05
2.736410240969383345e+00 2.414767278969727204e+00 1.573620000000000000e+05
2.760989340439442330e+00 2.340410695654540074e+00 1.585880000000000000e+05
2.785558473191997120e+00 2.318547588308111251e+00 1.622680000000000000e+05
2.810141778825738346e+00 2.289052956784295212e+00 1.650500000000000000e+05
2.834718102903821535e+00 2.243473122194775460e+00 1.677360000000000000e+05
2.859242120224363859e+00 2.197824016050245355e+00 1.702080000000000000e+05
2.883795674146918397e+00 2.138135686814301994e+00 1.739060000000000000e+05
2.908310367032441501e+00 2.106715990933429872e+00 1.755300000000000000e+05
2.932762648979863496e+00 2.073709710441018039e+00 1.792520000000000000e+05
2.957354671686772463e+00 2.052210449638605105e+00 1.830680000000000000e+05
2.981929099202057287e+00 2.016444051117284975e+00 1.854820000000000000e+05
3.006447522980065568e+00 1.986614370554495856e+00 1.880620000000000000e+05
3.031021325283102197e+00 1.961321178476420846e+00 1.926420000000000000e+05
3.055617158894413432e+00 1.935037908560904629e+00 1.947140000000000000e+05
3.080222423553735211e+00 1.909020507732440475e+00 1.988180000000000000e+05
3.104658431249708972e+00 1.863177093912802507e+00 1.985880000000000000e+05
3.129104157143472342e+00 1.828629153982693989e+00 2.049720000000000000e+05
3.153666107892540982e+00 1.811898234778798633e+00 2.070900000000000000e+05
3.178236510403852577e+00 1.760901621823997010e+00 2.116040000000000000e+05
3.202807723967755482e+00 1.741484140125233671e+00 2.135000000000000000e+05
3.227328988644422747e+00 1.727957170614490723e+00 2.174580000000000000e+05
3.251918303643163366e+00 1.687710177664754507e+00 2.211220000000000000e+05
3.276553677281378363e+00 1.656625496906969142e+00 2.251740000000000000e+05
3.301054613449531328e+00 1.627457655021828709e+00 2.254580000000000000e+05
3.325520506708000035e+00 1.621667194719109473e+00 2.307780000000000000e+05
3.350082606911083172e+00 1.580166033223111555e+00 2.346620000000000000e+05
3.374638471491168357e+00 1.552494784661556659e+00 2.370900000000000000e+05
3.399170621190092056e+00 1.533579772816856091e+00 2.414900000000000000e+05
3.423704409844894769e+00 1.511083834960407213e+00 2.436700000000000000e+05
3.448254086667305707e+00 1.482343109488067245e+00 2.489620000000000000e+05
3.472796448581847439e+00 1.460475480734808373e+00 2.509540000000000000e+05
3.497303225853108266e+00 1.448909682353710870e+00 2.546820000000000000e+05
3.521859985192977938e+00 1.415208297969227313e+00 2.597660000000000000e+05
3.546424286340617904e+00 1.399944201702277180e+00 2.614900000000000000e+05
3.570998981027290409e+00 1.368644663962393704e+00 2.677620000000000000e+05
3.595600871653301223e+00 1.342444966294638276e+00 2.692540000000000000e+05
3.620133714506168499e+00 1.334495219151111467e+00 2.734020000000000000e+05
3.644665090967286414e+00 1.312283717943376837e+00 2.769780000000000000e+05
3.669256741163455349e+00 1.274255310026587651e+00 2.819300000000000000e+05
3.693754493622263713e+00 1.270259243799852111e+00 2.827260000000000000e+05
3.718234765907703743e+00 1.258897906476160289e+00 2.886340000000000000e+05
3.742746452707597093e+00 1.240087715122055512e+00 2.911940000000000000e+05
3.767336798239477424e+00 1.208225319269504272e+00 2.983160000000000000e+05
3.791942667298908720e+00 1.189072496492853848e+00 2.991160000000000000e+05
3.816441815281845340e+00 1.175739396453863828e+00 3.037460000000000000e+05
3.840963437352050036e+00 1.152848368831021375e+00 3.071300000000000000e+05
3.865469441448510679e+00 1.137731702291938651e+00 3.114540000000000000e+05
3.890043745248791485e+00 1.125594399087725517e+00 3.167940000000000000e+05
3.914615689522903175e+00 1.098728150726992148e+00 3.191300000000000000e+05
3.939097121164933490e+00 1.088475090583194138e+00 3.227560000000000000e+05
3.963665290400354202e+00 1.069119855440782585e+00 3.289800000000000000e+05
3.988256645205220607e+00 1.050591318400523555e+00 3.321680000000000000e+05
4.012797453054211871e+00 1.039954232267952694e+00 3.354620000000000000e+05
4.037351537842088334e+00 1.023012538974682917e+00 3.405560000000000000e+05
4.061914585401027900e+00 1.003111766283601325e+00 3.444740000000000000e+05
4.086437815517499850e+00 9.830560228057345640e-01 3.471860000000000000e+05
4.110951046617015159e+00 9.748595168066641614e-01 3.532380000000000000e+05
4.135472734262805261e+00 9.686531663110742318e-01 3.551620000000000000e+05
4.160026531205497591e+00 9.538347536951053973e-01 3.627840000000000000e+05
4.184627233559072401e+00 9.347023390132446208e-01 3.655020000000000000e+05
4.209183402302661747e+00 9.256478042727406264e-01 3.694900000000000000e+05
4.233703910607026444e+00 9.035867020051404630e-01 3.736360000000000000e+05
4.258250420165045291e+00 8.880566855323748232e-01 3.781540000000000000e+05
4.282795097965550468e+00 8.864057931522384415e-01 3.831980000000000000e+05
4.307362905596606950e+00 8.716009531575600322e-01 3.872260000000000000e+05
4.331889236955777100e+00 8.606131655321654916e-01 3.904320000000000000e+05
