# k, P(k), Nmodes
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.476422409025522325e-02 3.914865662271512065e+03 2.600000000000000000e+01
6.013017737617095543e-02 2.371041745155141598e+03 7.200000000000000000e+01
8.418151618618714693e-02 1.602547541420332209e+03 1.520000000000000000e+02
1.087367500886957938e-01 1.062413067873891123e+03 2.340000000000000000e+02
1.343722219507281490e-01 8.641976365986860174e+02 4.160000000000000000e+02
1.587124844392140688e-01 6.157240239714025165e+02 4.800000000000000000e+02
1.829253236177555419e-01 4.903160053594921237e+02 7.220000000000000000e+02
2.074764920249410893e-01 4.024126220000075023e+02 8.740000000000000000e+02
2.323188502694161217e-01 3.329640300683009286e+02 1.162000000000000000e+03
2.568837897152542737e-01 2.704961534583953267e+02 1.358000000000000000e+03
2.811677721420339782e-01 2.393608413517762870e+02 1.632000000000000000e+03
3.062790434346451818e-01 1.991531271036558621e+02 2.036000000000000000e+03
3.313311990205343727e-01 1.795973879767464609e+02 2.310000000000000000e+03
3.554505676832757644e-01 1.502473495480979579e+02 2.528000000000000000e+03
3.797409759428852505e-01 1.337991806491088198e+02 3.068000000000000000e+03
4.042043237165472980e-01 1.220162133094430601e+02 3.306000000000000000e+03
4.287673421450296507e-01 1.072065107325032756e+02 3.934000000000000000e+03
4.534562801006977173e-01 9.506647346851914904e+01 4.266000000000000000e+03
4.780738444491431371e-01 8.656634430534128910e+01 4.794000000000000000e+03
5.026630068413446839e-01 7.974898991753555322e+01 5.270000000000000000e+03
5.271487706313333632e-01 7.302673137184584107e+01 5.754000000000000000e+03
5.515550784249925176e-01 6.650148301316632171e+01 6.344000000000000000e+03
5.762450688919315001e-01 6.357217288988456971e+01 7.014000000000000000e+03
6.007380805735611506e-01 5.555269313284330224e+01 7.364000000000000000e+03
6.253672373831143938e-01 5.285502550966297264e+01 8.402000000000000000e+03
6.501755823830386305e-01 4.855996886115201505e+01 8.738000000000000000e+03
6.747760941225345865e-01 4.622086603875718680e+01 9.670000000000000000e+03
6.991949513373587610e-01 4.287402993643984672e+01 9.880000000000000000e+03
7.236228637511089579e-01 3.988758679872131552e+01 1.113000000000000000e+04
7.480317977018523523e-01 3.741399707468980296e+01 1.140000000000000000e+04
7.726576112572679511e-01 3.547259832162174575e+01 1.272200000000000000e+04
7.973030407408827624e-01 3.304148341094883534e+01 1.317000000000000000e+04
8.219050394031606199e-01 3.112293391760279349e+01 1.418600000000000000e+04
8.465029529859586788e-01 2.913898765526652213e+01 1.495800000000000000e+04
8.710314617807571880e-01 2.859694332823523055e+01 1.580200000000000000e+04
8.955964540390221051e-01 2.587669472413893601e+01 1.674600000000000000e+04
9.200327912485964932e-01 2.542507823204153894e+01 1.753400000000000000e+04
9.445818830773816677e-01 2.400175029062945242e+01 1.869000000000000000e+04
9.691428403852909712e-01 2.245054736387569605e+01 1.958600000000000000e+04
9.936398339652569023e-01 2.200251115473938412e+01 2.052400000000000000e+04
1.018176782820507942e+00 2.110437086926438965e+01 2.165200000000000000e+04
1.042766853365621582e+00 1.989718149556226834e+01 2.276000000000000000e+04
1.067432079366278153e+00 1.902975412526016896e+01 2.389200000000000000e+04
1.092007825972616253e+00 1.823726940608418801e+01 2.485400000000000000e+04
1.116555949281071269e+00 1.780106951428162176e+01 2.604000000000000000e+04
1.140969998657552109e+00 1.701990402472597097e+01 2.680400000000000000e+04
1.165412799157594437e+00 1.599804732533446483e+01 2.850000000000000000e+04
1.190057268598827767e+00 1.550312632126541601e+01 2.956400000000000000e+04
1.214617866389426926e+00 1.497545156818190470e+01 3.083400000000000000e+04
1.239153515017866303e+00 1.440328423150675974e+01 3.189000000000000000e+04
1.263794672254038076e+00 1.372557153452256173e+01 3.376600000000000000e+04
1.288426493777925508e+00 1.321956909068292241e+01 3.446400000000000000e+04
1.313029045166066222e+00 1.293549783852657953e+01 3.622000000000000000e+04
1.337417753268757670e+00 1.246395761530354918e+01 3.667000000000000000e+04
1.361925448145902662e+00 1.204927748192229409e+01 3.911400000000000000e+04
1.386503814700803305e+00 1.163700501207514826e+01 3.989800000000000000e+04
1.410925965910736268e+00 1.130069092212594839e+01 4.126400000000000000e+04
1.435480380696713132e+00 1.090322962423247866e+01 4.332000000000000000e+04
1.460033395611762819e+00 1.049985695502758709e+01 4.418400000000000000e+04
1.484681614846454778e+00 1.033389071955277672e+01 4.654800000000000000e+04
