# k, P(k), Nmodes
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.476422409025522325e-02 7.840169373518601788e+02 2.600000000000000000e+01
6.013017737617095543e-02 3.096552288471918437e+05 7.200000000000000000e+01
8.418151618618714693e-02 1.628454652608198194e+04 1.520000000000000000e+02
1.087367500886957938e-01 4.859546013255827711e+04 2.340000000000000000e+02
1.343722219507281490e-01 2.660924438942422512e+03 4.160000000000000000e+02
1.587124844392140688e-01 6.479535359241832339e+03 4.800000000000000000e+02
1.829253236177555419e-01 2.903774355605172786e+03 7.220000000000000000e+02
2.074764920249410893e-01 2.753565531657656038e+02 8.740000000000000000e+02
2.323188502694161217e-01 4.850846811993366146e+02 1.162000000000000000e+03
2.568837897152542737e-01 1.135041308524599572e+03 1.358000000000000000e+03
2.811677721420339782e-01 3.157993511124500969e+02 1.632000000000000000e+03
3.062790434346451818e-01 6.956743379657274318e+02 2.036000000000000000e+03
3.313311990205343727e-01 2.550284951576783214e+02 2.310000000000000000e+03
3.554505676832757644e-01 4.089934902894870561e+02 2.528000000000000000e+03
3.797409759428852505e-01 1.447260425541331585e+02 3.068000000000000000e+03
4.042043237165472980e-01 8.771451550837279854e+01 3.306000000000000000e+03
4.287673421450296507e-01 8.947468894213406543e+01 3.934000000000000000e+03
4.534562801006977173e-01 1.531619188203532929e+02 4.266000000000000000e+03
4.780738444491431371e-01 7.622184341430596533e+01 4.794000000000000000e+03
5.026630068413446839e-01 1.249202179635075964e+02 5.270000000000000000e+03
5.271487706313333632e-01 6.353361386201494554e+01 5.754000000000000000e+03
5.515550784249925176e-01 8.944691549340640790e+01 6.344000000000000000e+03
5.762450688919315001e-01 4.960362024247547907e+01 7.014000000000000000e+03
6.007380805735611506e-01 3.865365164643932872e+01 7.364000000000000000e+03
6.253672373831143938e-01 4.061406616583431628e+01 8.402000000000000000e+03
6.501755823830386305e-01 5.007825297357140926e+01 8.738000000000000000e+03
6.747760941225345865e-01 3.453295001995152091e+01 9.670000000000000000e+03
6.991949513373587610e-01 4.452626281854892198e+01 9.880000000000000000e+03
7.236228637511089579e-01 3.096977123927222664e+01 1.113000000000000000e+04
7.480317977018523523e-01 3.592778148612698885e+01 1.140000000000000000e+04
7.726576112572679511e-01 2.522855662449322267e+01 1.272200000000000000e+04
7.973030407408827624e-01 2.152660782929704908e+01 1.317000000000000000e+04
8.219050394031606199e-01 2.097791906669230499e+01 1.418600000000000000e+04
8.465029529859586788e-01 2.353266012992366640e+01 1.495800000000000000e+04
8.710314617807571880e-01 1.876988289787652775e+01 1.580200000000000000e+04
8.955964540390221051e-01 2.112045019925269429e+01 1.674600000000000000e+04
9.200327912485964932e-01 1.712512402919432120e+01 1.753400000000000000e+04
9.445818830773816677e-01 1.881168628511738206e+01 1.869000000000000000e+04
9.691428403852909712e-01 1.492497871018179545e+01 1.958600000000000000e+04
9.936398339652569023e-01 1.336955779355496965e+01 2.052400000000000000e+04
1.018176782820507942e+00 1.314119130141486735e+01 2.165200000000000000e+04
1.042766853365621582e+00 1.363691512776139270e+01 2.276000000000000000e+04
1.067432079366278153e+00 1.216859206141425531e+01 2.389200000000000000e+04
1.092007825972616253e+00 1.197457712864277823e+01 2.485400000000000000e+04
1.116555949281071269e+00 1.105058589963022797e+01 2.604000000000000000e+04
1.140969998657552109e+00 1.138422483467751434e+01 2.680400000000000000e+04
1.165412799157594437e+00 1.002921325778516248e+01 2.850000000000000000e+04
1.190057268598827767e+00 8.961710551926033830e+00 2.956400000000000000e+04
1.214617866389426926e+00 8.815286303384011646e+00 3.083400000000000000e+04
1.239153515017866303e+00 8.928294947064959075e+00 3.189000000000000000e+04
