# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
9.4730e-04 2.9759e-03 -6.5100e-04 1.1743e-03 1.1625e-03 8.1338e-01 1.6178e+00
9.5607e-04 3.0841e-03 -6.7385e-04 1.2175e-03 1.2051e-03 8.2849e-01 1.6477e+00
9.6492e-04 3.1961e-03 -6.9748e-04 1.2624e-03 1.2493e-03 8.4388e-01 1.6782e+00
9.7385e-04 3.3122e-03 -7.2193e-04 1.3089e-03 1.2952e-03 8.5956e-01 1.7092e+00
9.8287e-04 3.4325e-03 -7.4722e-04 1.3571e-03 1.3427e-03 8.7553e-01 1.7408e+00
9.9197e-04 3.5572e-03 -7.7337e-04 1.4071e-03 1.3919e-03 8.9179e-01 1.7729e+00
1.0012e-03 3.6863e-03 -8.0043e-04 1.4588e-03 1.4429e-03 9.0836e-01 1.8057e+00
1.0104e-03 3.8200e-03 -8.2841e-04 1.5126e-03 1.4958e-03 9.2523e-01 1.8390e+00
1.0198e-03 3.9586e-03 -8.5736e-04 1.5682e-03 1.5506e-03 9.4242e-01 1.8730e+00
1.0292e-03 4.1022e-03 -8.8729e-04 1.6259e-03 1.6074e-03 9.5992e-01 1.9075e+00
1.0387e-03 4.2509e-03 -9.1825e-04 1.6857e-03 1.6663e-03 9.7775e-01 1.9427e+00
1.0484e-03 4.4050e-03 -9.5027e-04 1.7478e-03 1.7274e-03 9.9591e-01 1.9786e+00
1.0581e-03 4.5646e-03 -9.8338e-04 1.8121e-03 1.7906e-03 1.0144e+00 2.0151e+00
1.0679e-03 4.7299e-03 -1.0176e-03 1.8787e-03 1.8561e-03 1.0332e+00 2.0523e+00
1.0777e-03 4.9012e-03 -1.0530e-03 1.9478e-03 1.9241e-03 1.0524e+00 2.0902e+00
1.0877e-03 5.0786e-03 -1.0896e-03 2.0194e-03 1.9945e-03 1.0720e+00 2.1287e+00
1.0978e-03 5.2624e-03 -1.1275e-03 2.0936e-03 2.0674e-03 1.0919e+00 2.1680e+00
1.1080e-03 5.4527e-03 -1.1666e-03 2.1705e-03 2.1430e-03 1.1122e+00 2.2080e+00
1.1182e-03 5.6499e-03 -1.2071e-03 2.2503e-03 2.2214e-03 1.1328e+00 2.2487e+00
1.1286e-03 5.8542e-03 -1.2490e-03 2.3330e-03 2.3026e-03 1.1539e+00 2.2901e+00
1.1390e-03 6.0658e-03 -1.2922e-03 2.4187e-03 2.3868e-03 1.1753e+00 2.3324e+00
1.1496e-03 6.2849e-03 -1.3370e-03 2.5075e-03 2.4740e-03 1.1971e+00 2.3753e+00
1.1602e-03 6.5119e-03 -1.3832e-03 2.5996e-03 2.5644e-03 1.2193e+00 2.4191e+00
1.1709e-03 6.7470e-03 -1.4310e-03 2.6951e-03 2.6580e-03 1.2420e+00 2.4637e+00
1.1818e-03 6.9905e-03 -1.4804e-03 2.7940e-03 2.7551e-03 1.2650e+00 2.5091e+00
1.1927e-03 7.2428e-03 -1.5315e-03 2.8966e-03 2.8556e-03 1.2885e+00 2.5553e+00
1.2038e-03 7.5040e-03 -1.5843e-03 3.0028e-03 2.9598e-03 1.3124e+00 2.6023e+00
1.2149e-03 7.7745e-03 -1.6389e-03 3.1131e-03 3.0678e-03 1.3368e+00 2.6503e+00
1.2262e-03 8.0548e-03 -1.6953e-03 3.2272e-03 3.1797e-03 1.3616e+00 2.6991e+00
1.2375e-03 8.3450e-03 -1.7536e-03 3.3456e-03 3.2957e-03 1.3869e+00 2.7487e+00
1.2490e-03 8.6456e-03 -1.8139e-03 3.4683e-03 3.4158e-03 1.4126e+00 2.7993e+00
1.2605e-03 8.9568e-03 -1.8762e-03 3.5955e-03 3.5403e-03 1.4388e+00 2.8508e+00
1.2722e-03 9.2792e-03 -1.9406e-03 3.7273e-03 3.6693e-03 1.4656e+00 2.9033e+00
1.2840e-03 9.6131e-03 -2.0071e-03 3.8639e-03 3.8030e-03 1.4928e+00 2.9567e+00
1.2959e-03 9.9588e-03 -2.0758e-03 4.0056e-03 3.9415e-03 1.5205e+00 3.0110e+00
1.3079e-03 1.0317e-02 -2.1469e-03 4.1523e-03 4.0850e-03 1.5487e+00 3.0664e+00
1.3200e-03 1.0688e-02 -2.2203e-03 4.3044e-03 4.2337e-03 1.5774e+00 3.1228e+00
1.3322e-03 1.1072e-02 -2.2961e-03 4.4621e-03 4.3877e-03 1.6067e+00 3.1802e+00
1.3445e-03 1.1469e-02 -2.3745e-03 4.6255e-03 4.5474e-03 1.6365e+00 3.2386e+00
1.3570e-03 1.1881e-02 -2.4555e-03 4.7948e-03 4.7127e-03 1.6669e+00 3.2981e+00
1.3695e-03 1.2307e-02 -2.5391e-03 4.9703e-03 4.8841e-03 1.6978e+00 3.3587e+00
1.3822e-03 1.2749e-02 -2.6255e-03 5.1523e-03 5.0616e-03 1.7293e+00 3.4203e+00
1.3950e-03 1.3206e-02 -2.7148e-03 5.3408e-03 5.2455e-03 1.7614e+00 3.4831e+00
1.4079e-03 1.3679e-02 -2.8070e-03 5.5363e-03 5.4361e-03 1.7941e+00 3.5471e+00
1.4209e-03 1.4169e-02 -2.9023e-03 5.7387e-03 5.6335e-03 1.8273e+00 3.6122e+00
1.4341e-03 1.4677e-02 -3.0007e-03 5.9487e-03 5.8381e-03 1.8612e+00 3.6784e+00
1.4474e-03 1.5202e-02 -3.1024e-03 6.1661e-03 6.0499e-03 1.8958e+00 3.7459e+00
1.4608e-03 1.5746e-02 -3.2073e-03 6.3916e-03 6.2695e-03 1.9309e+00 3.8146e+00
1.4743e-03 1.6310e-02 -3.3158e-03 6.6252e-03 6.4969e-03 1.9667e+00 3.8845e+00
1.4879e-03 1.6893e-02 -3.4277e-03 6.8673e-03 6.7325e-03 2.0032e+00 3.9558e+00
1.5017e-03 1.7496e-02 -3.5434e-03 7.1183e-03 6.9765e-03 2.0404e+00 4.0282e+00
1.5156e-03 1.8122e-02 -3.6628e-03 7.3782e-03 7.2294e-03 2.0782e+00 4.1020e+00
1.5297e-03 1.8769e-02 -3.7861e-03 7.6478e-03 7.4913e-03 2.1167e+00 4.1772e+00
1.5438e-03 1.9439e-02 -3.9134e-03 7.9269e-03 7.7626e-03 2.1560e+00 4.2537e+00
1.5581e-03 2.0132e-02 -4.0449e-03 8.2164e-03 8.0436e-03 2.1960e+00 4.3315e+00
1.5725e-03 2.0850e-02 -4.1806e-03 8.5162e-03 8.3348e-03 2.2367e+00 4.4108e+00
1.5871e-03 2.1593e-02 -4.3208e-03 8.8271e-03 8.6363e-03 2.2781e+00 4.4915e+00
1.6018e-03 2.2363e-02 -4.4654e-03 9.1491e-03 8.9487e-03 2.3204e+00 4.5737e+00
1.6166e-03 2.3159e-02 -4.6148e-03 9.4828e-03 9.2723e-03 2.3634e+00 4.6573e+00
1.6316e-03 2.3984e-02 -4.7690e-03 9.8288e-03 9.6075e-03 2.4072e+00 4.7425e+00
1.6467e-03 2.4837e-02 -4.9281e-03 1.0187e-02 9.9546e-03 2.4518e+00 4.8291e+00
1.6619e-03 2.5721e-02 -5.0924e-03 1.0559e-02 1.0314e-02 2.4973e+00 4.9174e+00
1.6773e-03 2.6635e-02 -5.2619e-03 1.0943e-02 1.0687e-02 2.5435e+00 5.0072e+00
1.6928e-03 2.7582e-02 -5.4369e-03 1.1342e-02 1.1072e-02 2.5907e+00 5.0986e+00
1.7085e-03 2.8561e-02 -5.6174e-03 1.1755e-02 1.1472e-02 2.6387e+00 5.1917e+00
1.7243e-03 2.9575e-02 -5.8038e-03 1.2183e-02 1.1886e-02 2.6876e+00 5.2864e+00
1.7403e-03 3.0625e-02 -5.9961e-03 1.2627e-02 1.2314e-02 2.7374e+00 5.3829e+00
1.7564e-03 3.1711e-02 -6.1945e-03 1.3087e-02 1.2758e-02 2.7881e+00 5.4810e+00
1.7727e-03 3.2835e-02 -6.3992e-03 1.3563e-02 1.3218e-02 2.8397e+00 5.5810e+00
1.7891e-03 3.3999e-02 -6.6104e-03 1.4057e-02 1.3694e-02 2.8923e+00 5.6827e+00
1.8056e-03 3.5203e-02 -6.8283e-03 1.4568e-02 1.4187e-02 2.9459e+00 5.7862e+00
1.8223e-03 3.6449e-02 -7.0531e-03 1.5098e-02 1.4698e-02 3.0005e+00 5.8916e+00
1.8392e-03 3.7738e-02 -7.2850e-03 1.5647e-02 1.5227e-02 3.0560e+00 5.9989e+00
1.8562e-03 3.9073e-02 -7.5242e-03 1.6216e-02 1.5774e-02 3.1126e+00 6.1080e+00
1.8734e-03 4.0454e-02 -7.7709e-03 1.6806e-02 1.6342e-02 3.1703e+00 6.2192e+00
1.8908e-03 4.1883e-02 -8.0254e-03 1.7416e-02 1.6929e-02 3.2290e+00 6.3323e+00
1.9083e-03 4.3362e-02 -8.2878e-03 1.8049e-02 1.7537e-02 3.2887e+00 6.4474e+00
1.9259e-03 4.4892e-02 -8.5584e-03 1.8705e-02 1.8167e-02 3.3496e+00 6.5646e+00
1.9438e-03 4.6475e-02 -8.8375e-03 1.9384e-02 1.8819e-02 3.4116e+00 6.6838e+00
1.9618e-03 4.8114e-02 -9.1253e-03 2.0088e-02 1.9494e-02 3.4748e+00 6.8052e+00
1.9799e-03 4.9809e-02 -9.4220e-03 2.0817e-02 2.0193e-02 3.5391e+00 6.9287e+00
1.9983e-03 5.1563e-02 -9.7279e-03 2.1573e-02 2.0918e-02 3.6046e+00 7.0545e+00
2.0168e-03 5.3378e-02 -1.0043e-02 2.2355e-02 2.1667e-02 3.6713e+00 7.1824e+00
2.0354e-03 5.5255e-02 -1.0368e-02 2.3166e-02 2.2443e-02 3.7392e+00 7.3126e+00
2.0543e-03 5.7198e-02 -1.0703e-02 2.4006e-02 2.3247e-02 3.8084e+00 7.4452e+00
2.0733e-03 5.9207e-02 -1.1049e-02 2.4877e-02 2.4079e-02 3.8788e+00 7.5800e+00
2.0925e-03 6.1287e-02 -1.1405e-02 2.5779e-02 2.4941e-02 3.9506e+00 7.7173e+00
2.1118e-03 6.3438e-02 -1.1772e-02 2.6712e-02 2.5833e-02 4.0236e+00 7.8570e+00
2.1314e-03 6.5663e-02 -1.2150e-02 2.7681e-02 2.6756e-02 4.0981e+00 7.9991e+00
2.1511e-03 6.7965e-02 -1.2539e-02 2.8683e-02 2.7713e-02 4.1738e+00 8.1438e+00
2.1710e-03 7.0346e-02 -1.2941e-02 2.9722e-02 2.8702e-02 4.2510e+00 8.2910e+00
2.1911e-03 7.2809e-02 -1.3355e-02 3.0797e-02 2.9727e-02 4.3296e+00 8.4408e+00
2.2114e-03 7.5357e-02 -1.3781e-02 3.1912e-02 3.0788e-02 4.4096e+00 8.5932e+00
2.2319e-03 7.7992e-02 -1.4220e-02 3.3067e-02 3.1886e-02 4.4911e+00 8.7483e+00
2.2526e-03 8.0718e-02 -1.4672e-02 3.4263e-02 3.3023e-02 4.5741e+00 8.9061e+00
2.2734e-03 8.3538e-02 -1.5137e-02 3.5503e-02 3.4200e-02 4.6587e+00 9.0667e+00
2.2945e-03 8.6454e-02 -1.5617e-02 3.6785e-02 3.5418e-02 4.7448e+00 9.2301e+00
2.3157e-03 8.9470e-02 -1.6111e-02 3.8116e-02 3.6680e-02 4.8324e+00 9.3964e+00
2.3371e-03 9.2589e-02 -1.6620e-02 3.9492e-02 3.7985e-02 4.9217e+00 9.5656e+00
2.3588e-03 9.5816e-02 -1.7143e-02 4.0920e-02 3.9336e-02 5.0126e+00 9.7377e+00
2.3806e-03 9.9152e-02 -1.7683e-02 4.2397e-02 4.0735e-02 5.1052e+00 9.9129e+00
2.4026e-03 1.0260e-01 -1.8238e-02 4.3928e-02 4.2182e-02 5.1994e+00 1.0091e+01
2.4249e-03 1.0617e-01 -1.8809e-02 4.5514e-02 4.3681e-02 5.2954e+00 1.0272e+01
2.4473e-03 1.0986e-01 -1.9397e-02 4.7156e-02 4.5232e-02 5.3932e+00 1.0457e+01
2.4700e-03 1.1368e-01 -2.0003e-02 4.8858e-02 4.6837e-02 5.4928e+00 1.0644e+01
2.4929e-03 1.1762e-01 -2.0626e-02 5.0619e-02 4.8498e-02 5.5941e+00 1.0835e+01
2.5159e-03 1.2170e-01 -2.1267e-02 5.2446e-02 5.0217e-02 5.6974e+00 1.1030e+01
2.5392e-03 1.2592e-01 -2.1927e-02 5.4335e-02 5.1996e-02 5.8025e+00 1.1227e+01
2.5627e-03 1.3028e-01 -2.2606e-02 5.6294e-02 5.3838e-02 5.9096e+00 1.1428e+01
2.5865e-03 1.3479e-01 -2.3304e-02 5.8322e-02 5.5744e-02 6.0186e+00 1.1633e+01
2.6104e-03 1.3945e-01 -2.4022e-02 6.0423e-02 5.7716e-02 6.1296e+00 1.1841e+01
2.6346e-03 1.4427e-01 -2.4761e-02 6.2599e-02 5.9756e-02 6.2426e+00 1.2052e+01
2.6590e-03 1.4926e-01 -2.5521e-02 6.4851e-02 6.1868e-02 6.3577e+00 1.2268e+01
2.6836e-03 1.5441e-01 -2.6303e-02 6.7186e-02 6.4054e-02 6.4749e+00 1.2487e+01
2.7084e-03 1.5974e-01 -2.7107e-02 6.9601e-02 6.6315e-02 6.5943e+00 1.2709e+01
2.7335e-03 1.6524e-01 -2.7933e-02 7.2107e-02 6.8655e-02 6.7158e+00 1.2936e+01
2.7588e-03 1.7093e-01 -2.8782e-02 7.4697e-02 7.1076e-02 6.8396e+00 1.3166e+01
2.7843e-03 1.7682e-01 -2.9656e-02 7.7384e-02 7.3581e-02 6.9656e+00 1.3401e+01
2.8101e-03 1.8290e-01 -3.0553e-02 8.0163e-02 7.6172e-02 7.0939e+00 1.3639e+01
2.8361e-03 1.8918e-01 -3.1476e-02 8.3044e-02 7.8854e-02 7.2245e+00 1.3882e+01
2.8624e-03 1.9568e-01 -3.2424e-02 8.6026e-02 8.1628e-02 7.3576e+00 1.4128e+01
2.8889e-03 2.0240e-01 -3.3398e-02 8.9113e-02 8.4499e-02 7.4930e+00 1.4379e+01
2.9156e-03 2.0934e-01 -3.4398e-02 9.2314e-02 8.7468e-02 7.6310e+00 1.4634e+01
2.9426e-03 2.1651e-01 -3.5426e-02 9.5623e-02 9.0541e-02 7.7714e+00 1.4893e+01
2.9699e-03 2.2392e-01 -3.6482e-02 9.9056e-02 9.3719e-02 7.9144e+00 1.5157e+01
2.9974e-03 2.3158e-01 -3.7567e-02 1.0260e-01 9.7007e-02 8.0600e+00 1.5425e+01
3.0251e-03 2.3950e-01 -3.8681e-02 1.0629e-01 1.0041e-01 8.2083e+00 1.5698e+01
3.0531e-03 2.4768e-01 -3.9824e-02 1.1009e-01 1.0393e-01 8.3593e+00 1.5975e+01
3.0814e-03 2.5613e-01 -4.0998e-02 1.1404e-01 1.0757e-01 8.5130e+00 1.6258e+01
3.1099e-03 2.6486e-01 -4.2204e-02 1.1812e-01 1.1133e-01 8.6695e+00 1.6544e+01
3.1387e-03 2.7389e-01 -4.3440e-02 1.2235e-01 1.1522e-01 8.8288e+00 1.6836e+01
3.1677e-03 2.8321e-01 -4.4710e-02 1.2673e-01 1.1925e-01 8.9911e+00 1.7132e+01
3.1971e-03 2.9285e-01 -4.6013e-02 1.3126e-01 1.2342e-01 9.1562e+00 1.7434e+01
3.2267e-03 3.0280e-01 -4.7349e-02 1.3596e-01 1.2772e-01 9.3244e+00 1.7740e+01
3.2565e-03 3.1308e-01 -4.8721e-02 1.4081e-01 1.3218e-01 9.4957e+00 1.8052e+01
3.2867e-03 3.2370e-01 -5.0127e-02 1.4585e-01 1.3679e-01 9.6700e+00 1.8369e+01
3.3171e-03 3.3468e-01 -5.1569e-02 1.5106e-01 1.4155e-01 9.8475e+00 1.8691e+01
3.3478e-03 3.4601e-01 -5.3048e-02 1.5646e-01 1.4648e-01 1.0028e+01 1.9018e+01
3.3788e-03 3.5772e-01 -5.4565e-02 1.6204e-01 1.5158e-01 1.0212e+01 1.9351e+01
3.4101e-03 3.6982e-01 -5.6119e-02 1.6782e-01 1.5685e-01 1.0400e+01 1.9690e+01
3.4417e-03 3.8231e-01 -5.7712e-02 1.7382e-01 1.6230e-01 1.0590e+01 2.0034e+01
3.4735e-03 3.9521e-01 -5.9345e-02 1.8001e-01 1.6794e-01 1.0785e+01 2.0383e+01
3.5057e-03 4.0854e-01 -6.1017e-02 1.8644e-01 1.7376e-01 1.0982e+01 2.0739e+01
3.5381e-03 4.2231e-01 -6.2731e-02 1.9307e-01 1.7979e-01 1.1183e+01 2.1100e+01
3.5709e-03 4.3652e-01 -6.4486e-02 1.9996e-01 1.8602e-01 1.1388e+01 2.1467e+01
3.6039e-03 4.5120e-01 -6.6284e-02 2.0708e-01 1.9246e-01 1.1597e+01 2.1840e+01
3.6373e-03 4.6636e-01 -6.8124e-02 2.1445e-01 1.9912e-01 1.1809e+01 2.2220e+01
3.6710e-03 4.8201e-01 -7.0008e-02 2.2209e-01 2.0600e-01 1.2026e+01 2.2605e+01
3.7050e-03 4.9817e-01 -7.1937e-02 2.2998e-01 2.1312e-01 1.2246e+01 2.2997e+01
3.7393e-03 5.1486e-01 -7.3910e-02 2.3817e-01 2.2048e-01 1.2470e+01 2.3395e+01
3.7739e-03 5.3210e-01 -7.5929e-02 2.4663e-01 2.2808e-01 1.2698e+01 2.3799e+01
3.8088e-03 5.4989e-01 -7.7995e-02 2.5540e-01 2.3595e-01 1.2930e+01 2.4210e+01
3.8441e-03 5.6825e-01 -8.0108e-02 2.6447e-01 2.4407e-01 1.3166e+01 2.4628e+01
3.8797e-03 5.8722e-01 -8.2267e-02 2.7387e-01 2.5247e-01 1.3407e+01 2.5052e+01
3.9156e-03 6.0679e-01 -8.4476e-02 2.8358e-01 2.6116e-01 1.3652e+01 2.5484e+01
3.9518e-03 6.2700e-01 -8.6733e-02 2.9365e-01 2.7013e-01 1.3901e+01 2.5922e+01
3.9884e-03 6.4786e-01 -8.9040e-02 3.0407e-01 2.7941e-01 1.4155e+01 2.6367e+01
4.0253e-03 6.6939e-01 -9.1396e-02 3.1484e-01 2.8900e-01 1.4414e+01 2.6819e+01
4.0626e-03 6.9161e-01 -9.3803e-02 3.2601e-01 2.9891e-01 1.4677e+01 2.7278e+01
4.1002e-03 7.1455e-01 -9.6260e-02 3.3755e-01 3.0915e-01 1.4944e+01 2.7745e+01
4.1382e-03 7.3823e-01 -9.8769e-02 3.4952e-01 3.1973e-01 1.5217e+01 2.8219e+01
4.1765e-03 7.6266e-01 -1.0133e-01 3.6188e-01 3.3066e-01 1.5494e+01 2.8701e+01
4.2151e-03 7.8787e-01 -1.0394e-01 3.7470e-01 3.4196e-01 1.5777e+01 2.9190e+01
4.2542e-03 8.1389e-01 -1.0661e-01 3.8795e-01 3.5364e-01 1.6064e+01 2.9687e+01
4.2935e-03 8.4074e-01 -1.0933e-01 4.0167e-01 3.6570e-01 1.6357e+01 3.0191e+01
4.3333e-03 8.6844e-01 -1.1210e-01 4.1587e-01 3.7817e-01 1.6655e+01 3.0704e+01
4.3734e-03 8.9703e-01 -1.1493e-01 4.3055e-01 3.9105e-01 1.6958e+01 3.1224e+01
4.4139e-03 9.2652e-01 -1.1780e-01 4.4577e-01 4.0436e-01 1.7266e+01 3.1753e+01
4.4548e-03 9.5695e-01 -1.2074e-01 4.6149e-01 4.1810e-01 1.7580e+01 3.2289e+01
4.4960e-03 9.8834e-01 -1.2372e-01 4.7780e-01 4.3231e-01 1.7900e+01 3.2834e+01
4.5376e-03 1.0207e+00 -1.2676e-01 4.9463e-01 4.4698e-01 1.8225e+01 3.3388e+01
4.5796e-03 1.0541e+00 -1.2986e-01 5.1208e-01 4.6214e-01 1.8556e+01 3.3950e+01
4.6220e-03 1.0886e+00 -1.3301e-01 5.3012e-01 4.7779e-01 1.8893e+01 3.4520e+01
4.6648e-03 1.1241e+00 -1.3621e-01 5.4880e-01 4.9396e-01 1.9236e+01 3.5099e+01
4.7080e-03 1.1608e+00 -1.3946e-01 5.6812e-01 5.1067e-01 1.9585e+01 3.5687e+01
4.7516e-03 1.1986e+00 -1.4277e-01 5.8810e-01 5.2792e-01 1.9940e+01 3.6284e+01
4.7956e-03 1.2376e+00 -1.4613e-01 6.0882e-01 5.4574e-01 2.0302e+01 3.6890e+01
4.8400e-03 1.2778e+00 -1.4954e-01 6.3019e-01 5.6414e-01 2.0669e+01 3.7505e+01
4.8848e-03 1.3193e+00 -1.5300e-01 6.5238e-01 5.8314e-01 2.1044e+01 3.8130e+01
4.9300e-03 1.3620e+00 -1.5651e-01 6.7526e-01 6.0277e-01 2.1425e+01 3.8763e+01
4.9756e-03 1.4061e+00 -1.6007e-01 6.9900e-01 6.2304e-01 2.1813e+01 3.9407e+01
5.0217e-03 1.4516e+00 -1.6368e-01 7.2352e-01 6.4396e-01 2.2207e+01 4.0059e+01
5.0682e-03 1.4985e+00 -1.6734e-01 7.4891e-01 6.6557e-01 2.2609e+01 4.0722e+01
5.1151e-03 1.5468e+00 -1.7104e-01 7.7518e-01 6.8788e-01 2.3017e+01 4.1394e+01
5.1625e-03 1.5966e+00 -1.7479e-01 8.0232e-01 7.1092e-01 2.3433e+01 4.2076e+01
5.2102e-03 1.6480e+00 -1.7858e-01 8.3047e-01 7.3470e-01 2.3856e+01 4.2768e+01
5.2585e-03 1.7009e+00 -1.8242e-01 8.5950e-01 7.5925e-01 2.4286e+01 4.3470e+01
5.3072e-03 1.7555e+00 -1.8629e-01 8.8963e-01 7.8460e-01 2.4724e+01 4.4182e+01
5.3563e-03 1.8117e+00 -1.9020e-01 9.2070e-01 8.1077e-01 2.5170e+01 4.4905e+01
5.4059e-03 1.8697e+00 -1.9414e-01 9.5293e-01 8.3778e-01 2.5624e+01 4.5638e+01
5.4559e-03 1.9294e+00 -1.9812e-01 9.8621e-01 8.6566e-01 2.6085e+01 4.6382e+01
5.5064e-03 1.9910e+00 -2.0213e-01 1.0207e+00 8.9444e-01 2.6555e+01 4.7136e+01
5.5574e-03 2.0544e+00 -2.0616e-01 1.0563e+00 9.2414e-01 2.7032e+01 4.7901e+01
5.6089e-03 2.1198e+00 -2.1022e-01 1.0931e+00 9.5479e-01 2.7518e+01 4.8677e+01
5.6608e-03 2.1872e+00 -2.1430e-01 1.1313e+00 9.8643e-01 2.8013e+01 4.9464e+01
5.7132e-03 2.2566e+00 -2.1840e-01 1.1707e+00 1.0191e+00 2.8516e+01 5.0262e+01
5.7661e-03 2.3280e+00 -2.2251e-01 1.2115e+00 1.0528e+00 2.9028e+01 5.1072e+01
5.8195e-03 2.4017e+00 -2.2664e-01 1.2536e+00 1.0875e+00 2.9549e+01 5.1892e+01
5.8733e-03 2.4776e+00 -2.3076e-01 1.2973e+00 1.1234e+00 3.0078e+01 5.2724e+01
5.9277e-03 2.5557e+00 -2.3489e-01 1.3424e+00 1.1604e+00 3.0617e+01 5.3567e+01
5.9826e-03 2.6362e+00 -2.3901e-01 1.3891e+00 1.1986e+00 3.1165e+01 5.4422e+01
6.0380e-03 2.7191e+00 -2.4313e-01 1.4374e+00 1.2380e+00 3.1723e+01 5.5289e+01
6.0939e-03 2.8045e+00 -2.4722e-01 1.4872e+00 1.2786e+00 3.2291e+01 5.6168e+01
6.1503e-03 2.8924e+00 -2.5130e-01 1.5389e+00 1.3206e+00 3.2868e+01 5.7058e+01
6.2072e-03 2.9830e+00 -2.5535e-01 1.5922e+00 1.3638e+00 3.3455e+01 5.7961e+01
6.2647e-03 3.0762e+00 -2.5936e-01 1.6475e+00 1.4084e+00 3.4052e+01 5.8875e+01
6.3227e-03 3.1722e+00 -2.6334e-01 1.7045e+00 1.4544e+00 3.4659e+01 5.9802e+01
6.3812e-03 3.2710e+00 -2.6726e-01 1.7636e+00 1.5019e+00 3.5277e+01 6.0741e+01
6.4403e-03 3.3728e+00 -2.7113e-01 1.8245e+00 1.5508e+00 3.5906e+01 6.1693e+01
6.4999e-03 3.4775e+00 -2.7493e-01 1.8876e+00 1.6013e+00 3.6545e+01 6.2657e+01
6.5601e-03 3.5853e+00 -2.7866e-01 1.9529e+00 1.6533e+00 3.7195e+01 6.3634e+01
6.6208e-03 3.6963e+00 -2.8230e-01 2.0203e+00 1.7070e+00 3.7856e+01 6.4623e+01
6.6821e-03 3.8105e+00 -2.8585e-01 2.0901e+00 1.7623e+00 3.8529e+01 6.5625e+01
6.7440e-03 3.9281e+00 -2.8930e-01 2.1621e+00 1.8194e+00 3.9212e+01 6.6640e+01
6.8064e-03 4.0491e+00 -2.9263e-01 2.2368e+00 1.8782e+00 3.9908e+01 6.7669e+01
6.8694e-03 4.1736e+00 -2.9583e-01 2.3137e+00 1.9389e+00 4.0615e+01 6.8710e+01
6.9330e-03 4.3017e+00 -2.9890e-01 2.3935e+00 2.0014e+00 4.1334e+01 6.9764e+01
6.9972e-03 4.4335e+00 -3.0181e-01 2.4758e+00 2.0658e+00 4.2066e+01 7.0831e+01
7.0619e-03 4.5691e+00 -3.0455e-01 2.5610e+00 2.1323e+00 4.2810e+01 7.1912e+01
7.1273e-03 4.7086e+00 -3.0713e-01 2.6490e+00 2.2007e+00 4.3566e+01 7.3006e+01
7.1933e-03 4.8521e+00 -3.0949e-01 2.7399e+00 2.2713e+00 4.4335e+01 7.4114e+01
7.2599e-03 4.9997e+00 -3.1166e-01 2.8341e+00 2.3440e+00 4.5117e+01 7.5235e+01
7.3271e-03 5.1515e+00 -3.1359e-01 2.9310e+00 2.4190e+00 4.5912e+01 7.6370e+01
7.3949e-03 5.3077e+00 -3.1528e-01 3.0317e+00 2.4962e+00 4.6721e+01 7.7518e+01
7.4634e-03 5.4683e+00 -3.1671e-01 3.1353e+00 2.5758e+00 4.7543e+01 7.8680e+01
7.5325e-03 5.6334e+00 -3.1786e-01 3.2428e+00 2.6578e+00 4.8378e+01 7.9856e+01
7.6022e-03 5.8032e+00 -3.1871e-01 3.3536e+00 2.7423e+00 4.9228e+01 8.1046e+01
7.6726e-03 5.9778e+00 -3.1923e-01 3.4682e+00 2.8293e+00 5.0092e+01 8.2250e+01
7.7436e-03 6.1573e+00 -3.1942e-01 3.5868e+00 2.9189e+00 5.0970e+01 8.3468e+01
7.8153e-03 6.3418e+00 -3.1923e-01 3.7090e+00 3.0113e+00 5.1862e+01 8.4699e+01
7.8877e-03 6.5315e+00 -3.1866e-01 3.8357e+00 3.1064e+00 5.2770e+01 8.5945e+01
7.9607e-03 6.7265e+00 -3.1767e-01 3.9661e+00 3.2044e+00 5.3692e+01 8.7205e+01
8.0344e-03 6.9269e+00 -3.1624e-01 4.1015e+00 3.3053e+00 5.4630e+01 8.8479e+01
8.1088e-03 7.1328e+00 -3.1434e-01 4.2407e+00 3.4092e+00 5.5583e+01 8.9768e+01
8.1838e-03 7.3445e+00 -3.1194e-01 4.3851e+00 3.5163e+00 5.6552e+01 9.1070e+01
8.2596e-03 7.5620e+00 -3.0903e-01 4.5339e+00 3.6265e+00 5.7536e+01 9.2387e+01
8.3361e-03 7.7854e+00 -3.0555e-01 4.6878e+00 3.7399e+00 5.8537e+01 9.3718e+01
8.4132e-03 8.0150e+00 -3.0150e-01 4.8470e+00 3.8567e+00 5.9554e+01 9.5063e+01
8.4911e-03 8.2508e+00 -2.9681e-01 5.0110e+00 3.9770e+00 6.0588e+01 9.6423e+01
8.5697e-03 8.4931e+00 -2.9147e-01 5.1810e+00 4.1008e+00 6.1638e+01 9.7797e+01
8.6491e-03 8.7419e+00 -2.8544e-01 5.3558e+00 4.2283e+00 6.2706e+01 9.9185e+01
8.7291e-03 8.9975e+00 -2.7868e-01 5.5373e+00 4.3594e+00 6.3790e+01 1.0059e+02
8.8099e-03 9.2600e+00 -2.7115e-01 5.7239e+00 4.4944e+00 6.4893e+01 1.0201e+02
8.8915e-03 9.5296e+00 -2.6280e-01 5.9174e+00 4.6334e+00 6.6013e+01 1.0344e+02
