# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
9.3000e-04 2.5131e-03 -5.5108e-04 9.9073e-04 9.8103e-04 7.1109e-01 1.4147e+00
9.3861e-04 2.6045e-03 -5.7044e-04 1.0272e-03 1.0170e-03 7.2431e-01 1.4408e+00
9.4730e-04 2.6992e-03 -5.9048e-04 1.0651e-03 1.0544e-03 7.3776e-01 1.4674e+00
9.5607e-04 2.7973e-03 -6.1120e-04 1.1043e-03 1.0931e-03 7.5147e-01 1.4945e+00
9.6492e-04 2.8990e-03 -6.3264e-04 1.1450e-03 1.1332e-03 7.6543e-01 1.5222e+00
9.7385e-04 3.0043e-03 -6.5481e-04 1.1872e-03 1.1747e-03 7.7965e-01 1.5503e+00
9.8287e-04 3.1134e-03 -6.7775e-04 1.2309e-03 1.2178e-03 7.9413e-01 1.5789e+00
9.9197e-04 3.2265e-03 -7.0147e-04 1.2762e-03 1.2625e-03 8.0888e-01 1.6081e+00
1.0012e-03 3.3436e-03 -7.2601e-04 1.3232e-03 1.3088e-03 8.2391e-01 1.6378e+00
1.0104e-03 3.4649e-03 -7.5140e-04 1.3719e-03 1.3567e-03 8.3921e-01 1.6680e+00
1.0198e-03 3.5906e-03 -7.7765e-04 1.4224e-03 1.4065e-03 8.5480e-01 1.6988e+00
1.0292e-03 3.7208e-03 -8.0480e-04 1.4748e-03 1.4580e-03 8.7068e-01 1.7302e+00
1.0387e-03 3.8557e-03 -8.3288e-04 1.5290e-03 1.5114e-03 8.8685e-01 1.7621e+00
1.0484e-03 3.9954e-03 -8.6192e-04 1.5853e-03 1.5668e-03 9.0332e-01 1.7947e+00
1.0581e-03 4.1402e-03 -8.9195e-04 1.6436e-03 1.6241e-03 9.2010e-01 1.8278e+00
1.0679e-03 4.2902e-03 -9.2301e-04 1.7040e-03 1.6836e-03 9.3719e-01 1.8615e+00
1.0777e-03 4.4455e-03 -9.5512e-04 1.7667e-03 1.7452e-03 9.5459e-01 1.8958e+00
1.0877e-03 4.6064e-03 -9.8833e-04 1.8316e-03 1.8090e-03 9.7232e-01 1.9308e+00
1.0978e-03 4.7731e-03 -1.0227e-03 1.8990e-03 1.8752e-03 9.9038e-01 1.9664e+00
1.1080e-03 4.9458e-03 -1.0582e-03 1.9687e-03 1.9438e-03 1.0088e+00 2.0027e+00
1.1182e-03 5.1246e-03 -1.0949e-03 2.0411e-03 2.0149e-03 1.0275e+00 2.0396e+00
1.1286e-03 5.3099e-03 -1.1328e-03 2.1161e-03 2.0885e-03 1.0466e+00 2.0772e+00
1.1390e-03 5.5018e-03 -1.1721e-03 2.1938e-03 2.1649e-03 1.0660e+00 2.1155e+00
1.1496e-03 5.7006e-03 -1.2127e-03 2.2744e-03 2.2440e-03 1.0858e+00 2.1545e+00
1.1602e-03 5.9065e-03 -1.2546e-03 2.3579e-03 2.3259e-03 1.1060e+00 2.1942e+00
1.1709e-03 6.1197e-03 -1.2980e-03 2.4445e-03 2.4109e-03 1.1265e+00 2.2346e+00
1.1818e-03 6.3406e-03 -1.3428e-03 2.5342e-03 2.4989e-03 1.1474e+00 2.2758e+00
1.1927e-03 6.5694e-03 -1.3891e-03 2.6273e-03 2.5901e-03 1.1687e+00 2.3177e+00
1.2038e-03 6.8063e-03 -1.4370e-03 2.7237e-03 2.6847e-03 1.1904e+00 2.3604e+00
1.2149e-03 7.0517e-03 -1.4865e-03 2.8236e-03 2.7826e-03 1.2125e+00 2.4039e+00
1.2262e-03 7.3059e-03 -1.5377e-03 2.9272e-03 2.8841e-03 1.2350e+00 2.4481e+00
1.2375e-03 7.5691e-03 -1.5906e-03 3.0346e-03 2.9893e-03 1.2579e+00 2.4932e+00
1.2490e-03 7.8418e-03 -1.6453e-03 3.1459e-03 3.0983e-03 1.2813e+00 2.5391e+00
1.2605e-03 8.1241e-03 -1.7018e-03 3.2612e-03 3.2112e-03 1.3051e+00 2.5858e+00
1.2722e-03 8.4165e-03 -1.7602e-03 3.3808e-03 3.3282e-03 1.3293e+00 2.6334e+00
1.2840e-03 8.7193e-03 -1.8205e-03 3.5047e-03 3.4494e-03 1.3540e+00 2.6818e+00
1.2959e-03 9.0329e-03 -1.8829e-03 3.6332e-03 3.5750e-03 1.3791e+00 2.7311e+00
1.3079e-03 9.3577e-03 -1.9473e-03 3.7662e-03 3.7052e-03 1.4047e+00 2.7813e+00
1.3200e-03 9.6940e-03 -2.0139e-03 3.9043e-03 3.8401e-03 1.4308e+00 2.8324e+00
1.3322e-03 1.0042e-02 -2.0827e-03 4.0472e-03 3.9798e-03 1.4573e+00 2.8845e+00
1.3445e-03 1.0403e-02 -2.1537e-03 4.1955e-03 4.1246e-03 1.4844e+00 2.9375e+00
1.3570e-03 1.0776e-02 -2.2272e-03 4.3491e-03 4.2746e-03 1.5119e+00 2.9915e+00
1.3695e-03 1.1163e-02 -2.3031e-03 4.5083e-03 4.4300e-03 1.5400e+00 3.0464e+00
1.3822e-03 1.1564e-02 -2.3814e-03 4.6733e-03 4.5910e-03 1.5685e+00 3.1024e+00
1.3950e-03 1.1978e-02 -2.4624e-03 4.8442e-03 4.7579e-03 1.5976e+00 3.1593e+00
1.4079e-03 1.2407e-02 -2.5461e-03 5.0216e-03 4.9307e-03 1.6273e+00 3.2173e+00
1.4209e-03 1.2852e-02 -2.6325e-03 5.2052e-03 5.1098e-03 1.6575e+00 3.2763e+00
1.4341e-03 1.3312e-02 -2.7217e-03 5.3956e-03 5.2953e-03 1.6882e+00 3.3365e+00
1.4474e-03 1.3789e-02 -2.8139e-03 5.5928e-03 5.4875e-03 1.7195e+00 3.3977e+00
1.4608e-03 1.4282e-02 -2.9092e-03 5.7973e-03 5.6866e-03 1.7514e+00 3.4600e+00
1.4743e-03 1.4793e-02 -3.0075e-03 6.0092e-03 5.8929e-03 1.7839e+00 3.5234e+00
1.4879e-03 1.5322e-02 -3.1091e-03 6.2288e-03 6.1066e-03 1.8170e+00 3.5880e+00
1.5017e-03 1.5870e-02 -3.2139e-03 6.4565e-03 6.3279e-03 1.8507e+00 3.6537e+00
1.5156e-03 1.6437e-02 -3.3223e-03 6.6922e-03 6.5572e-03 1.8850e+00 3.7207e+00
1.5297e-03 1.7024e-02 -3.4341e-03 6.9368e-03 6.7948e-03 1.9199e+00 3.7888e+00
1.5438e-03 1.7631e-02 -3.5496e-03 7.1899e-03 7.0409e-03 1.9555e+00 3.8582e+00
1.5581e-03 1.8260e-02 -3.6688e-03 7.4525e-03 7.2958e-03 1.9918e+00 3.9288e+00
1.5725e-03 1.8912e-02 -3.7920e-03 7.7245e-03 7.5599e-03 2.0287e+00 4.0007e+00
1.5871e-03 1.9586e-02 -3.9191e-03 8.0064e-03 7.8334e-03 2.0663e+00 4.0739e+00
1.6018e-03 2.0284e-02 -4.0503e-03 8.2985e-03 8.1168e-03 2.1047e+00 4.1485e+00
1.6166e-03 2.1006e-02 -4.1857e-03 8.6012e-03 8.4102e-03 2.1437e+00 4.2243e+00
1.6316e-03 2.1754e-02 -4.3256e-03 8.9150e-03 8.7142e-03 2.1834e+00 4.3015e+00
1.6467e-03 2.2528e-02 -4.4699e-03 9.2399e-03 9.0291e-03 2.2239e+00 4.3802e+00
1.6619e-03 2.3329e-02 -4.6189e-03 9.5769e-03 9.3553e-03 2.2651e+00 4.4602e+00
1.6773e-03 2.4159e-02 -4.7727e-03 9.9258e-03 9.6931e-03 2.3071e+00 4.5417e+00
1.6928e-03 2.5017e-02 -4.9314e-03 1.0288e-02 1.0043e-02 2.3498e+00 4.6246e+00
1.7085e-03 2.5906e-02 -5.0952e-03 1.0662e-02 1.0405e-02 2.3934e+00 4.7090e+00
1.7243e-03 2.6826e-02 -5.2642e-03 1.1051e-02 1.0781e-02 2.4377e+00 4.7949e+00
1.7403e-03 2.7778e-02 -5.4386e-03 1.1453e-02 1.1169e-02 2.4829e+00 4.8824e+00
1.7564e-03 2.8763e-02 -5.6186e-03 1.1870e-02 1.1572e-02 2.5289e+00 4.9715e+00
1.7727e-03 2.9782e-02 -5.8043e-03 1.2302e-02 1.1989e-02 2.5757e+00 5.0621e+00
1.7891e-03 3.0838e-02 -5.9958e-03 1.2750e-02 1.2421e-02 2.6234e+00 5.1544e+00
1.8056e-03 3.1930e-02 -6.1935e-03 1.3214e-02 1.2868e-02 2.6720e+00 5.2483e+00
1.8223e-03 3.3060e-02 -6.3974e-03 1.3694e-02 1.3331e-02 2.7215e+00 5.3438e+00
1.8392e-03 3.4230e-02 -6.6077e-03 1.4193e-02 1.3811e-02 2.7719e+00 5.4411e+00
1.8562e-03 3.5440e-02 -6.8247e-03 1.4708e-02 1.4308e-02 2.8232e+00 5.5402e+00
1.8734e-03 3.6693e-02 -7.0484e-03 1.5243e-02 1.4822e-02 2.8755e+00 5.6410e+00
1.8908e-03 3.7989e-02 -7.2793e-03 1.5797e-02 1.5355e-02 2.9288e+00 5.7436e+00
1.9083e-03 3.9330e-02 -7.5173e-03 1.6371e-02 1.5907e-02 2.9830e+00 5.8480e+00
1.9259e-03 4.0718e-02 -7.7628e-03 1.6966e-02 1.6478e-02 3.0382e+00 5.9543e+00
1.9438e-03 4.2155e-02 -8.0159e-03 1.7582e-02 1.7069e-02 3.0944e+00 6.0624e+00
1.9618e-03 4.3641e-02 -8.2769e-03 1.8221e-02 1.7682e-02 3.1517e+00 6.1725e+00
1.9799e-03 4.5178e-02 -8.5460e-03 1.8882e-02 1.8316e-02 3.2100e+00 6.2846e+00
1.9983e-03 4.6769e-02 -8.8235e-03 1.9567e-02 1.8973e-02 3.2695e+00 6.3986e+00
2.0168e-03 4.8415e-02 -9.1095e-03 2.0277e-02 1.9653e-02 3.3300e+00 6.5147e+00
2.0354e-03 5.0118e-02 -9.4044e-03 2.1012e-02 2.0357e-02 3.3916e+00 6.6328e+00
2.0543e-03 5.1880e-02 -9.7084e-03 2.1774e-02 2.1086e-02 3.4543e+00 6.7530e+00
2.0733e-03 5.3703e-02 -1.0022e-02 2.2564e-02 2.1841e-02 3.5182e+00 6.8753e+00
2.0925e-03 5.5589e-02 -1.0345e-02 2.3382e-02 2.2622e-02 3.5833e+00 6.9998e+00
2.1118e-03 5.7540e-02 -1.0677e-02 2.4229e-02 2.3431e-02 3.6496e+00 7.1265e+00
2.1314e-03 5.9558e-02 -1.1020e-02 2.5107e-02 2.4269e-02 3.7171e+00 7.2554e+00
2.1511e-03 6.1646e-02 -1.1374e-02 2.6016e-02 2.5136e-02 3.7858e+00 7.3866e+00
2.1710e-03 6.3806e-02 -1.1738e-02 2.6959e-02 2.6034e-02 3.8558e+00 7.5202e+00
2.1911e-03 6.6040e-02 -1.2113e-02 2.7934e-02 2.6963e-02 3.9271e+00 7.6560e+00
2.2114e-03 6.8351e-02 -1.2499e-02 2.8945e-02 2.7926e-02 3.9997e+00 7.7943e+00
2.2319e-03 7.0741e-02 -1.2898e-02 2.9993e-02 2.8922e-02 4.0736e+00 7.9350e+00
2.2526e-03 7.3214e-02 -1.3308e-02 3.1077e-02 2.9953e-02 4.1489e+00 8.0781e+00
2.2734e-03 7.5771e-02 -1.3730e-02 3.2202e-02 3.1021e-02 4.2256e+00 8.2238e+00
2.2945e-03 7.8416e-02 -1.4165e-02 3.3365e-02 3.2126e-02 4.3036e+00 8.3720e+00
2.3157e-03 8.1152e-02 -1.4613e-02 3.4572e-02 3.3269e-02 4.3831e+00 8.5228e+00
2.3371e-03 8.3981e-02 -1.5075e-02 3.5821e-02 3.4453e-02 4.4641e+00 8.6763e+00
2.3588e-03 8.6908e-02 -1.5550e-02 3.7116e-02 3.5679e-02 4.5466e+00 8.8324e+00
2.3806e-03 8.9934e-02 -1.6039e-02 3.8455e-02 3.6948e-02 4.6305e+00 8.9913e+00
2.4026e-03 9.3064e-02 -1.6542e-02 3.9844e-02 3.8261e-02 4.7160e+00 9.1529e+00
2.4249e-03 9.6300e-02 -1.7061e-02 4.1283e-02 3.9620e-02 4.8031e+00 9.3173e+00
2.4473e-03 9.9647e-02 -1.7594e-02 4.2772e-02 4.1026e-02 4.8918e+00 9.4847e+00
2.4700e-03 1.0311e-01 -1.8143e-02 4.4316e-02 4.2482e-02 4.9821e+00 9.6549e+00
2.4929e-03 1.0669e-01 -1.8708e-02 4.5913e-02 4.3989e-02 5.0740e+00 9.8280e+00
2.5159e-03 1.1039e-01 -1.9290e-02 4.7570e-02 4.5548e-02 5.1677e+00 1.0004e+01
2.5392e-03 1.1421e-01 -1.9888e-02 4.9284e-02 4.7162e-02 5.2630e+00 1.0183e+01
2.5627e-03 1.1817e-01 -2.0504e-02 5.1061e-02 4.8833e-02 5.3601e+00 1.0366e+01
2.5865e-03 1.2226e-01 -2.1138e-02 5.2900e-02 5.0561e-02 5.4590e+00 1.0551e+01
2.6104e-03 1.2649e-01 -2.1789e-02 5.4805e-02 5.2350e-02 5.5597e+00 1.0740e+01
2.6346e-03 1.3086e-01 -2.2459e-02 5.6779e-02 5.4201e-02 5.6622e+00 1.0932e+01
2.6590e-03 1.3538e-01 -2.3149e-02 5.8822e-02 5.6116e-02 5.7666e+00 1.1127e+01
2.6836e-03 1.4005e-01 -2.3858e-02 6.0940e-02 5.8098e-02 5.8729e+00 1.1326e+01
2.7084e-03 1.4489e-01 -2.4586e-02 6.3131e-02 6.0149e-02 5.9812e+00 1.1528e+01
2.7335e-03 1.4988e-01 -2.5336e-02 6.5403e-02 6.2272e-02 6.0914e+00 1.1733e+01
2.7588e-03 1.5504e-01 -2.6106e-02 6.7753e-02 6.4468e-02 6.2037e+00 1.1942e+01
2.7843e-03 1.6038e-01 -2.6898e-02 7.0190e-02 6.6740e-02 6.3180e+00 1.2155e+01
2.8101e-03 1.6589e-01 -2.7713e-02 7.2711e-02 6.9091e-02 6.4344e+00 1.2371e+01
2.8361e-03 1.7160e-01 -2.8549e-02 7.5323e-02 7.1523e-02 6.5529e+00 1.2591e+01
2.8624e-03 1.7749e-01 -2.9409e-02 7.8028e-02 7.4039e-02 6.6735e+00 1.2815e+01
2.8889e-03 1.8358e-01 -3.0293e-02 8.0829e-02 7.6643e-02 6.7964e+00 1.3042e+01
2.9156e-03 1.8987e-01 -3.1200e-02 8.3731e-02 7.9336e-02 6.9215e+00 1.3273e+01
2.9426e-03 1.9638e-01 -3.2133e-02 8.6733e-02 8.2123e-02 7.0489e+00 1.3509e+01
2.9699e-03 2.0310e-01 -3.3091e-02 8.9847e-02 8.5006e-02 7.1786e+00 1.3748e+01
2.9974e-03 2.1005e-01 -3.4074e-02 9.3065e-02 8.7988e-02 7.3107e+00 1.3991e+01
3.0251e-03 2.1723e-01 -3.5084e-02 9.6404e-02 9.1073e-02 7.4452e+00 1.4239e+01
3.0531e-03 2.2465e-01 -3.6122e-02 9.9857e-02 9.4264e-02 7.5821e+00 1.4490e+01
3.0814e-03 2.3232e-01 -3.7187e-02 1.0343e-01 9.7565e-02 7.7215e+00 1.4746e+01
3.1099e-03 2.4024e-01 -3.8280e-02 1.0714e-01 1.0098e-01 7.8635e+00 1.5006e+01
3.1387e-03 2.4842e-01 -3.9402e-02 1.1097e-01 1.0451e-01 8.0080e+00 1.5271e+01
3.1677e-03 2.5688e-01 -4.0553e-02 1.1495e-01 1.0816e-01 8.1552e+00 1.5540e+01
3.1971e-03 2.6562e-01 -4.1735e-02 1.1906e-01 1.1194e-01 8.3050e+00 1.5813e+01
3.2267e-03 2.7465e-01 -4.2947e-02 1.2332e-01 1.1585e-01 8.4575e+00 1.6091e+01
3.2565e-03 2.8397e-01 -4.4191e-02 1.2772e-01 1.1989e-01 8.6129e+00 1.6374e+01
3.2867e-03 2.9361e-01 -4.5467e-02 1.3229e-01 1.2407e-01 8.7710e+00 1.6661e+01
3.3171e-03 3.0356e-01 -4.6775e-02 1.3702e-01 1.2839e-01 8.9320e+00 1.6953e+01
3.3478e-03 3.1384e-01 -4.8116e-02 1.4191e-01 1.3286e-01 9.0959e+00 1.7250e+01
3.3788e-03 3.2447e-01 -4.9492e-02 1.4698e-01 1.3749e-01 9.2628e+00 1.7552e+01
3.4101e-03 3.3544e-01 -5.0901e-02 1.5222e-01 1.4227e-01 9.4328e+00 1.7859e+01
3.4417e-03 3.4677e-01 -5.2346e-02 1.5766e-01 1.4721e-01 9.6057e+00 1.8171e+01
3.4735e-03 3.5847e-01 -5.3827e-02 1.6327e-01 1.5232e-01 9.7819e+00 1.8488e+01
3.5057e-03 3.7056e-01 -5.5344e-02 1.6910e-01 1.5761e-01 9.9612e+00 1.8811e+01
3.5381e-03 3.8304e-01 -5.6899e-02 1.7512e-01 1.6307e-01 1.0144e+01 1.9138e+01
3.5709e-03 3.9594e-01 -5.8491e-02 1.8137e-01 1.6872e-01 1.0330e+01 1.9471e+01
3.6039e-03 4.0925e-01 -6.0121e-02 1.8782e-01 1.7456e-01 1.0519e+01 1.9810e+01
3.6373e-03 4.2300e-01 -6.1791e-02 1.9451e-01 1.8060e-01 1.0711e+01 2.0154e+01
3.6710e-03 4.3720e-01 -6.3500e-02 2.0144e-01 1.8685e-01 1.0908e+01 2.0503e+01
3.7050e-03 4.5186e-01 -6.5249e-02 2.0860e-01 1.9331e-01 1.1107e+01 2.0859e+01
3.7393e-03 4.6700e-01 -6.7039e-02 2.1603e-01 1.9998e-01 1.1310e+01 2.1220e+01
3.7739e-03 4.8263e-01 -6.8870e-02 2.2370e-01 2.0688e-01 1.1517e+01 2.1587e+01
3.8088e-03 4.9876e-01 -7.0744e-02 2.3166e-01 2.1401e-01 1.1728e+01 2.1960e+01
3.8441e-03 5.1542e-01 -7.2660e-02 2.3988e-01 2.2138e-01 1.1942e+01 2.2338e+01
3.8797e-03 5.3262e-01 -7.4619e-02 2.4841e-01 2.2900e-01 1.2161e+01 2.2723e+01
3.9156e-03 5.5038e-01 -7.6622e-02 2.5722e-01 2.3688e-01 1.2383e+01 2.3114e+01
3.9518e-03 5.6871e-01 -7.8669e-02 2.6635e-01 2.4502e-01 1.2609e+01 2.3512e+01
3.9884e-03 5.8763e-01 -8.0761e-02 2.7580e-01 2.5343e-01 1.2839e+01 2.3916e+01
4.0253e-03 6.0716e-01 -8.2899e-02 2.8557e-01 2.6213e-01 1.3074e+01 2.4326e+01
4.0626e-03 6.2731e-01 -8.5082e-02 2.9570e-01 2.7112e-01 1.3312e+01 2.4742e+01
4.1002e-03 6.4812e-01 -8.7311e-02 3.0617e-01 2.8040e-01 1.3555e+01 2.5166e+01
4.1382e-03 6.6959e-01 -8.9587e-02 3.1703e-01 2.9000e-01 1.3802e+01 2.5596e+01
4.1765e-03 6.9175e-01 -9.1910e-02 3.2824e-01 2.9992e-01 1.4054e+01 2.6032e+01
4.2151e-03 7.1462e-01 -9.4280e-02 3.3986e-01 3.1017e-01 1.4310e+01 2.6476e+01
4.2542e-03 7.3822e-01 -9.6698e-02 3.5188e-01 3.2076e-01 1.4571e+01 2.6927e+01
4.2935e-03 7.6257e-01 -9.9164e-02 3.6432e-01 3.3170e-01 1.4836e+01 2.7384e+01
4.3333e-03 7.8770e-01 -1.0168e-01 3.7720e-01 3.4301e-01 1.5106e+01 2.7849e+01
4.3734e-03 8.1363e-01 -1.0424e-01 3.9052e-01 3.5469e-01 1.5381e+01 2.8321e+01
4.4139e-03 8.4038e-01 -1.0685e-01 4.0433e-01 3.6676e-01 1.5661e+01 2.8801e+01
4.4548e-03 8.6798e-01 -1.0951e-01 4.1858e-01 3.7923e-01 1.5946e+01 2.9287e+01
4.4960e-03 8.9645e-01 -1.1222e-01 4.3337e-01 3.9212e-01 1.6236e+01 2.9782e+01
4.5376e-03 9.2583e-01 -1.1498e-01 4.4864e-01 4.0542e-01 1.6531e+01 3.0284e+01
4.5796e-03 9.5613e-01 -1.1778e-01 4.6448e-01 4.1917e-01 1.6831e+01 3.0793e+01
4.6220e-03 9.8738e-01 -1.2064e-01 4.8083e-01 4.3337e-01 1.7136e+01 3.1311e+01
4.6648e-03 1.0196e+00 -1.2354e-01 4.9777e-01 4.4804e-01 1.7448e+01 3.1836e+01
4.7080e-03 1.0529e+00 -1.2649e-01 5.1531e-01 4.6319e-01 1.7764e+01 3.2370e+01
4.7516e-03 1.0872e+00 -1.2949e-01 5.3343e-01 4.7884e-01 1.8086e+01 3.2911e+01
4.7956e-03 1.1225e+00 -1.3254e-01 5.5222e-01 4.9500e-01 1.8414e+01 3.3461e+01
4.8400e-03 1.1590e+00 -1.3563e-01 5.7161e-01 5.1169e-01 1.8748e+01 3.4019e+01
4.8848e-03 1.1966e+00 -1.3877e-01 5.9173e-01 5.2893e-01 1.9087e+01 3.4585e+01
4.9300e-03 1.2354e+00 -1.4196e-01 6.1248e-01 5.4673e-01 1.9433e+01 3.5160e+01
4.9756e-03 1.2754e+00 -1.4519e-01 6.3402e-01 5.6511e-01 1.9785e+01 3.5743e+01
5.0217e-03 1.3167e+00 -1.4847e-01 6.5625e-01 5.8409e-01 2.0142e+01 3.6335e+01
5.0682e-03 1.3592e+00 -1.5178e-01 6.7928e-01 6.0369e-01 2.0507e+01 3.6936e+01
5.1151e-03 1.4030e+00 -1.5514e-01 7.0311e-01 6.2393e-01 2.0877e+01 3.7545e+01
5.1625e-03 1.4482e+00 -1.5854e-01 7.2773e-01 6.4482e-01 2.1254e+01 3.8164e+01
5.2102e-03 1.4948e+00 -1.6198e-01 7.5326e-01 6.6640e-01 2.1638e+01 3.8792e+01
5.2585e-03 1.5428e+00 -1.6546e-01 7.7959e-01 6.8867e-01 2.2029e+01 3.9429e+01
5.3072e-03 1.5923e+00 -1.6897e-01 8.0692e-01 7.1166e-01 2.2426e+01 4.0075e+01
5.3563e-03 1.6433e+00 -1.7252e-01 8.3510e-01 7.3539e-01 2.2830e+01 4.0730e+01
5.4059e-03 1.6959e+00 -1.7609e-01 8.6434e-01 7.5989e-01 2.3241e+01 4.1395e+01
5.4559e-03 1.7501e+00 -1.7970e-01 8.9452e-01 7.8518e-01 2.3660e+01 4.2070e+01
5.5064e-03 1.8059e+00 -1.8334e-01 9.2577e-01 8.1128e-01 2.4086e+01 4.2754e+01
5.5574e-03 1.8634e+00 -1.8700e-01 9.5810e-01 8.3822e-01 2.4519e+01 4.3448e+01
5.6089e-03 1.9227e+00 -1.9068e-01 9.9150e-01 8.6602e-01 2.4960e+01 4.4152e+01
5.6608e-03 1.9838e+00 -1.9438e-01 1.0261e+00 8.9472e-01 2.5409e+01 4.4866e+01
5.7132e-03 2.0468e+00 -1.9810e-01 1.0618e+00 9.2433e-01 2.5865e+01 4.5589e+01
5.7661e-03 2.1116e+00 -2.0183e-01 1.0989e+00 9.5489e-01 2.6329e+01 4.6323e+01
5.8195e-03 2.1784e+00 -2.0556e-01 1.1371e+00 9.8642e-01 2.6801e+01 4.7068e+01
5.8733e-03 2.2472e+00 -2.0931e-01 1.1767e+00 1.0190e+00 2.7282e+01 4.7822e+01
5.9277e-03 2.3181e+00 -2.1305e-01 1.2176e+00 1.0525e+00 2.7771e+01 4.8587e+01
5.9826e-03 2.3911e+00 -2.1679e-01 1.2599e+00 1.0872e+00 2.8268e+01 4.9363e+01
6.0380e-03 2.4663e+00 -2.2052e-01 1.3037e+00 1.1229e+00 2.8774e+01 5.0149e+01
6.0939e-03 2.5438e+00 -2.2424e-01 1.3490e+00 1.1598e+00 2.9289e+01 5.0946e+01
6.1503e-03 2.6235e+00 -2.2794e-01 1.3958e+00 1.1978e+00 2.9812e+01 5.1753e+01
6.2072e-03 2.7056e+00 -2.3161e-01 1.4442e+00 1.2370e+00 3.0344e+01 5.2572e+01
6.2647e-03 2.7902e+00 -2.3525e-01 1.4943e+00 1.2775e+00 3.0886e+01 5.3402e+01
6.3227e-03 2.8773e+00 -2.3885e-01 1.5460e+00 1.3192e+00 3.1437e+01 5.4242e+01
6.3812e-03 2.9669e+00 -2.4241e-01 1.5996e+00 1.3622e+00 3.1997e+01 5.5094e+01
6.4403e-03 3.0592e+00 -2.4592e-01 1.6549e+00 1.4066e+00 3.2567e+01 5.5957e+01
6.4999e-03 3.1542e+00 -2.4937e-01 1.7121e+00 1.4524e+00 3.3147e+01 5.6832e+01
6.5601e-03 3.2520e+00 -2.5275e-01 1.7714e+00 1.4996e+00 3.3737e+01 5.7718e+01
6.6208e-03 3.3527e+00 -2.5606e-01 1.8325e+00 1.5483e+00 3.4337e+01 5.8615e+01
6.6821e-03 3.4563e+00 -2.5928e-01 1.8958e+00 1.5985e+00 3.4946e+01 5.9524e+01
6.7440e-03 3.5629e+00 -2.6240e-01 1.9611e+00 1.6502e+00 3.5567e+01 6.0445e+01
6.8064e-03 3.6726e+00 -2.6542e-01 2.0288e+00 1.7036e+00 3.6198e+01 6.1377e+01
6.8694e-03 3.7856e+00 -2.6833e-01 2.0986e+00 1.7586e+00 3.6839e+01 6.2322e+01
6.9330e-03 3.9017e+00 -2.7111e-01 2.1710e+00 1.8153e+00 3.7492e+01 6.3278e+01
6.9972e-03 4.0213e+00 -2.7375e-01 2.2456e+00 1.8738e+00 3.8155e+01 6.4246e+01
7.0619e-03 4.1443e+00 -2.7624e-01 2.3229e+00 1.9340e+00 3.8830e+01 6.5226e+01
7.1273e-03 4.2708e+00 -2.7857e-01 2.4027e+00 1.9961e+00 3.9516e+01 6.6219e+01
7.1933e-03 4.4010e+00 -2.8072e-01 2.4851e+00 2.0601e+00 4.0213e+01 6.7224e+01
7.2599e-03 4.5349e+00 -2.8268e-01 2.5706e+00 2.1261e+00 4.0923e+01 6.8240e+01
7.3271e-03 4.6726e+00 -2.8444e-01 2.6585e+00 2.1941e+00 4.1644e+01 6.9270e+01
7.3949e-03 4.8142e+00 -2.8597e-01 2.7499e+00 2.2641e+00 4.2377e+01 7.0311e+01
7.4634e-03 4.9599e+00 -2.8727e-01 2.8438e+00 2.3363e+00 4.3123e+01 7.1366e+01
7.5325e-03 5.1097e+00 -2.8831e-01 2.9413e+00 2.4107e+00 4.3881e+01 7.2432e+01
7.6022e-03 5.2637e+00 -2.8908e-01 3.0418e+00 2.4873e+00 4.4651e+01 7.3511e+01
7.6726e-03 5.4220e+00 -2.8955e-01 3.1458e+00 2.5662e+00 4.5435e+01 7.4603e+01
7.7436e-03 5.5849e+00 -2.8972e-01 3.2533e+00 2.6476e+00 4.6231e+01 7.5708e+01
7.8153e-03 5.7522e+00 -2.8955e-01 3.3642e+00 2.7313e+00 4.7041e+01 7.6825e+01
7.8877e-03 5.9243e+00 -2.8903e-01 3.4791e+00 2.8176e+00 4.7864e+01 7.7955e+01
7.9607e-03 6.1011e+00 -2.8813e-01 3.5974e+00 2.9065e+00 4.8701e+01 7.9098e+01
8.0344e-03 6.2829e+00 -2.8684e-01 3.7202e+00 2.9980e+00 4.9551e+01 8.0253e+01
8.1088e-03 6.4697e+00 -2.8512e-01 3.8464e+00 3.0923e+00 5.0415e+01 8.1422e+01
8.1838e-03 6.6617e+00 -2.8294e-01 3.9774e+00 3.1894e+00 5.1294e+01 8.2603e+01
8.2596e-03 6.8589e+00 -2.8030e-01 4.1124e+00 3.2893e+00 5.2187e+01 8.3798e+01
8.3361e-03 7.0616e+00 -2.7714e-01 4.2520e+00 3.3922e+00 5.3095e+01 8.5005e+01
8.4132e-03 7.2698e+00 -2.7347e-01 4.3963e+00 3.4982e+00 5.4017e+01 8.6225e+01
8.4911e-03 7.4837e+00 -2.6921e-01 4.5451e+00 3.6073e+00 5.4955e+01 8.7458e+01
8.5697e-03 7.7035e+00 -2.6437e-01 4.6993e+00 3.7196e+00 5.5908e+01 8.8705e+01
8.6491e-03 7.9292e+00 -2.5890e-01 4.8579e+00 3.8352e+00 5.6876e+01 8.9964e+01
8.7291e-03 8.1610e+00 -2.5277e-01 5.0225e+00 3.9541e+00 5.7860e+01 9.1236e+01
