# k[h/Mpc]   P_Zel   P_A    P_W    P_d    P_dd     P_d^2    P_d^2d^2  P_dd^2    P_s^2    P_ds^2    P_d^2s^2   P_s^2s^2   P_D2d     P_dD2d
# 
9.8506e-03 1.5381e+03 2.5244e-01 -1.0139e-01 3.0771e+03 1.5389e+03 4.5695e-03 1.0105e+01 1.9985e-01 1.0657e-01 7.7703e-02 2.6262e+01 1.7164e+01 0.0000e+00 0.0000e+00
1.1599e-02 1.6309e+03 3.6458e-01 -1.4110e-01 3.2631e+03 1.6302e+03 1.7297e-02 1.0094e+01 2.7965e-01 1.2474e-01 9.3165e-02 2.5996e+01 1.6900e+01 0.0000e+00 0.0000e+00
1.3658e-02 1.6972e+03 5.1487e-01 -1.9028e-01 3.3957e+03 1.6967e+03 4.1314e-02 1.0078e+01 3.9065e-01 1.3851e-01 1.0707e-01 2.5649e+01 1.6572e+01 0.0000e+00 0.0000e+00
1.6082e-02 1.7269e+03 7.0787e-01 -2.4704e-01 3.4552e+03 1.7276e+03 8.3499e-02 1.0057e+01 5.4365e-01 1.4261e-01 1.1634e-01 2.5204e+01 1.6172e+01 0.0000e+00 0.0000e+00
1.8937e-02 1.7101e+03 9.4282e-01 -3.0631e-01 3.4222e+03 1.7120e+03 1.5313e-01 1.0028e+01 7.5149e-01 1.2946e-01 1.1704e-01 2.4643e+01 1.5695e+01 0.0000e+00 0.0000e+00
2.2298e-02 1.6398e+03 1.2101e+00 -3.5928e-01 3.2825e+03 1.6422e+03 2.6133e-01 9.9902e+00 1.0279e+00 9.1245e-02 1.0506e-01 2.3951e+01 1.5136e+01 0.0000e+00 0.0000e+00
2.6256e-02 1.5157e+03 1.4898e+00 -3.9431e-01 3.0351e+03 1.5183e+03 4.1930e-01 9.9390e+00 1.3851e+00 2.3515e-02 7.7231e-02 2.3115e+01 1.4494e+01 0.0000e+00 0.0000e+00
3.0917e-02 1.3489e+03 1.7568e+00 -4.0082e-01 2.7022e+03 1.3521e+03 6.3515e-01 9.8709e+00 1.8302e+00 -7.5833e-02 3.2501e-02 2.2128e+01 1.3767e+01 0.0000e+00 0.0000e+00
3.6405e-02 1.1630e+03 1.9967e+00 -3.7527e-01 2.3313e+03 1.1670e+03 9.1120e-01 9.7807e+00 2.3632e+00 -2.0458e-01 -2.8382e-02 2.0986e+01 1.2958e+01 0.0000e+00 0.0000e+00
4.2867e-02 9.9011e+02 2.2275e+00 -3.2570e-01 1.9865e+03 9.9471e+02 1.2463e+00 9.6623e+00 2.9797e+00 -3.6170e-01 -1.0572e-01 1.9682e+01 1.2075e+01 0.0000e+00 0.0000e+00
5.0475e-02 8.5652e+02 2.5050e+00 -2.6566e-01 1.7204e+03 8.6201e+02 1.6473e+00 9.5082e+00 3.6816e+00 -5.5491e-01 -2.0496e-01 1.8215e+01 1.1136e+01 0.0000e+00 0.0000e+00
5.9435e-02 7.6292e+02 2.8729e+00 -1.9258e-01 1.5346e+03 7.6942e+02 2.1431e+00 9.3105e+00 4.4877e+00 -7.9996e-01 -3.3535e-01 1.6600e+01 1.0175e+01 0.0000e+00 0.0000e+00
6.9985e-02 6.7292e+02 3.2358e+00 -6.6032e-02 1.3562e+03 6.8061e+02 2.7676e+00 9.0604e+00 5.4098e+00 -1.0941e+00 -4.9507e-01 1.4892e+01 9.2215e+00 0.0000e+00 0.0000e+00
8.2407e-02 5.4361e+02 3.3276e+00 1.5517e-01 1.0986e+03 5.5206e+02 3.4759e+00 8.7503e+00 6.3723e+00 -1.3818e+00 -6.5264e-01 1.3178e+01 8.2831e+00 0.0000e+00 0.0000e+00
9.7035e-02 4.0204e+02 3.1279e+00 4.0399e-01 8.1563e+02 4.1069e+02 4.1016e+00 8.3764e+00 7.1905e+00 -1.5893e+00 -7.6830e-01 1.1514e+01 7.3565e+00 0.0000e+00 0.0000e+00
1.1426e-01 3.1997e+02 3.1152e+00 5.6778e-01 6.5198e+02 3.2901e+02 4.5834e+00 7.9415e+00 7.8099e+00 -1.7374e+00 -8.5505e-01 9.8837e+00 6.4676e+00 0.0000e+00 0.0000e+00
1.3454e-01 2.6955e+02 3.2335e+00 7.2705e-01 5.5204e+02 2.7924e+02 5.0984e+00 7.4496e+00 8.4015e+00 -1.8834e+00 -9.4210e-01 8.3214e+00 5.6494e+00 0.0000e+00 0.0000e+00
1.5842e-01 1.9233e+02 2.8667e+00 9.2308e-01 3.9709e+02 2.0170e+02 5.5063e+00 6.9041e+00 8.7994e+00 -1.9439e+00 -9.8218e-01 6.9237e+00 4.8860e+00 0.0000e+00 0.0000e+00
1.8654e-01 1.5094e+02 2.7375e+00 1.0106e+00 3.1418e+02 1.6022e+02 5.6638e+00 6.3200e+00 8.8790e+00 -1.9201e+00 -9.7787e-01 5.6644e+00 4.1881e+00 0.0000e+00 0.0000e+00
2.1965e-01 1.1101e+02 2.4474e+00 1.0994e+00 2.3372e+02 1.1986e+02 5.7665e+00 5.7106e+00 8.8389e+00 -1.8654e+00 -9.5538e-01 4.5663e+00 3.5630e+00 0.0000e+00 0.0000e+00
2.5864e-01 8.4137e+01 2.2233e+00 1.1170e+00 1.7932e+02 9.2506e+01 5.6503e+00 5.0922e+00 8.5265e+00 -1.7442e+00 -8.9663e-01 3.6310e+00 3.0047e+00 0.0000e+00 0.0000e+00
3.0455e-01 6.0593e+01 1.9164e+00 1.1075e+00 1.3123e+02 6.8229e+01 5.4256e+00 4.4806e+00 8.0651e+00 -1.5971e+00 -8.2240e-01 2.8513e+00 2.5131e+00 0.0000e+00 0.0000e+00
3.5861e-01 4.4295e+01 1.6575e+00 1.0617e+00 9.7654e+01 5.1203e+01 5.0904e+00 3.8911e+00 7.4684e+00 -1.4299e+00 -7.3635e-01 2.2118e+00 2.0855e+00 0.0000e+00 0.0000e+00
4.2226e-01 3.2157e+01 1.4127e+00 9.8975e-01 7.2352e+01 3.8299e+01 4.6718e+00 3.3362e+00 6.7766e+00 -1.2536e+00 -6.4440e-01 1.6976e+00 1.7169e+00 0.0000e+00 0.0000e+00
4.9721e-01 2.3175e+01 1.1866e+00 9.0107e-01 5.3363e+01 2.8548e+01 4.2051e+00 2.8254e+00 6.0376e+00 -1.0798e+00 -5.5303e-01 1.2906e+00 1.4026e+00 0.0000e+00 0.0000e+00
5.8547e-01 1.6624e+01 9.8472e-01 8.0347e-01 3.9278e+01 2.1258e+01 3.7194e+00 2.3650e+00 5.2901e+00 -9.1604e-01 -4.6657e-01 9.7286e-01 1.1372e+00 0.0000e+00 0.0000e+00
6.8939e-01 1.1877e+01 8.0803e-01 7.0326e-01 2.8871e+01 1.5822e+01 3.2382e+00 1.9579e+00 4.5652e+00 -7.6705e-01 -3.8772e-01 7.2797e-01 9.1543e-01 0.0000e+00 0.0000e+00
8.1176e-01 8.4643e+00 6.5660e-01 6.0565e-01 2.1221e+01 1.1785e+01 2.7795e+00 1.6043e+00 3.8859e+00 -6.3516e-01 -3.1794e-01 5.4130e-01 7.3187e-01 0.0000e+00 0.0000e+00
9.5585e-01 6.0218e+00 5.2873e-01 5.1416e-01 1.5606e+01 8.7893e+00 2.3558e+00 1.3021e+00 3.2669e+00 -5.2111e-01 -2.5773e-01 4.0038e-01 5.8134e-01 0.0000e+00 0.0000e+00
1.1255e+00 4.2799e+00 4.2216e-01 4.3084e-01 1.1489e+01 6.5657e+00 1.9742e+00 1.0477e+00 2.7164e+00 -4.2435e-01 -2.0684e-01 2.9486e-01 4.5900e-01 0.0000e+00 0.0000e+00
1.3253e+00 3.0404e+00 3.3428e-01 3.5654e-01 8.4674e+00 4.9133e+00 1.6377e+00 8.3629e-01 2.2364e+00 -3.4353e-01 -1.6458e-01 2.1640e-01 3.6038e-01 0.0000e+00 0.0000e+00
1.5605e+00 2.1598e+00 2.6249e-01 2.9141e-01 6.2485e+00 3.6834e+00 1.3461e+00 6.6279e-01 1.8250e+00 -2.7689e-01 -1.2998e-01 1.5840e-01 2.8151e-01 0.0000e+00 0.0000e+00
1.8375e+00 1.5346e+00 2.0426e-01 2.3509e-01 4.6157e+00 2.7658e+00 1.0968e+00 5.2190e-01 1.4774e+00 -2.2244e-01 -1.0198e-01 1.1572e-01 2.1888e-01 0.0000e+00 0.0000e+00
2.1637e+00 1.0905e+00 1.5734e-01 1.8694e-01 3.4110e+00 2.0792e+00 8.8620e-01 4.0858e-01 1.1872e+00 -1.7828e-01 -7.9554e-02 8.4414e-02 1.6946e-01 0.0000e+00 0.0000e+00
2.5478e+00 7.7487e-01 1.1973e-01 1.4619e-01 2.5195e+00 1.5638e+00 7.1001e-01 3.1819e-01 9.4748e-01 -1.4272e-01 -6.1719e-02 6.1519e-02 1.3068e-01 0.0000e+00 0.0000e+00
3.0000e+00 5.5015e-01 8.9758e-02 1.1202e-01 1.8575e+00 1.1753e+00 5.6370e-01 2.4662e-01 7.5104e-01 -1.1418e-01 -4.7625e-02 4.4798e-02 1.0041e-01 0.0000e+00 0.0000e+00
