# k[h/Mpc]   R1   R2 
# 
1.7105e-02 3.5002e+02 -7.0088e+01
1.7263e-02 3.5574e+02 -7.1078e+01
1.7423e-02 3.6152e+02 -7.2073e+01
1.7584e-02 3.6734e+02 -7.3073e+01
1.7747e-02 3.7323e+02 -7.4078e+01
1.7911e-02 3.7917e+02 -7.5088e+01
1.8077e-02 3.8514e+02 -7.6099e+01
1.8244e-02 3.9118e+02 -7.7116e+01
1.8413e-02 3.9726e+02 -7.8135e+01
1.8584e-02 4.0339e+02 -7.9159e+01
1.8756e-02 4.0957e+02 -8.0185e+01
1.8929e-02 4.1579e+02 -8.1213e+01
1.9105e-02 4.2206e+02 -8.2243e+01
1.9282e-02 4.2837e+02 -8.3275e+01
1.9460e-02 4.3472e+02 -8.4309e+01
1.9640e-02 4.4111e+02 -8.5343e+01
1.9822e-02 4.4754e+02 -8.6379e+01
2.0006e-02 4.5401e+02 -8.7413e+01
2.0191e-02 4.6051e+02 -8.8450e+01
2.0378e-02 4.6706e+02 -8.9486e+01
2.0566e-02 4.7362e+02 -9.0520e+01
2.0757e-02 4.8022e+02 -9.1553e+01
2.0949e-02 4.8686e+02 -9.2587e+01
2.1143e-02 4.9352e+02 -9.3616e+01
2.1339e-02 5.0020e+02 -9.4644e+01
2.1536e-02 5.0691e+02 -9.5668e+01
2.1735e-02 5.1364e+02 -9.6690e+01
2.1937e-02 5.2039e+02 -9.7709e+01
2.2140e-02 5.2717e+02 -9.8724e+01
2.2345e-02 5.3394e+02 -9.9732e+01
2.2552e-02 5.4075e+02 -1.0074e+02
2.2760e-02 5.4755e+02 -1.0174e+02
2.2971e-02 5.5439e+02 -1.0273e+02
2.3184e-02 5.6121e+02 -1.0372e+02
2.3398e-02 5.6805e+02 -1.0470e+02
2.3615e-02 5.7489e+02 -1.0568e+02
2.3834e-02 5.8172e+02 -1.0664e+02
2.4054e-02 5.8857e+02 -1.0760e+02
2.4277e-02 5.9540e+02 -1.0855e+02
2.4502e-02 6.0224e+02 -1.0950e+02
2.4728e-02 6.0907e+02 -1.1043e+02
2.4957e-02 6.1588e+02 -1.1136e+02
2.5188e-02 6.2268e+02 -1.1227e+02
2.5422e-02 6.2947e+02 -1.1317e+02
2.5657e-02 6.3625e+02 -1.1407e+02
2.5894e-02 6.4299e+02 -1.1495e+02
2.6134e-02 6.4973e+02 -1.1582e+02
2.6376e-02 6.5644e+02 -1.1668e+02
2.6620e-02 6.6313e+02 -1.1753e+02
2.6867e-02 6.6979e+02 -1.1836e+02
2.7115e-02 6.7643e+02 -1.1919e+02
2.7366e-02 6.8303e+02 -1.2000e+02
2.7620e-02 6.8962e+02 -1.2080e+02
2.7875e-02 6.9614e+02 -1.2158e+02
2.8134e-02 7.0264e+02 -1.2235e+02
2.8394e-02 7.0911e+02 -1.2310e+02
2.8657e-02 7.1553e+02 -1.2384e+02
2.8922e-02 7.2191e+02 -1.2457e+02
2.9190e-02 7.2826e+02 -1.2528e+02
2.9460e-02 7.3457e+02 -1.2598e+02
2.9733e-02 7.4081e+02 -1.2666e+02
3.0008e-02 7.4705e+02 -1.2733e+02
3.0286e-02 7.5319e+02 -1.2798e+02
3.0566e-02 7.5933e+02 -1.2862e+02
3.0849e-02 7.6539e+02 -1.2924e+02
3.1135e-02 7.7144e+02 -1.2985e+02
3.1423e-02 7.7743e+02 -1.3044e+02
3.1714e-02 7.8335e+02 -1.3101e+02
3.2008e-02 7.8923e+02 -1.3158e+02
3.2304e-02 7.9507e+02 -1.3212e+02
3.2603e-02 8.0087e+02 -1.3266e+02
3.2905e-02 8.0661e+02 -1.3317e+02
3.3209e-02 8.1232e+02 -1.3368e+02
3.3517e-02 8.1798e+02 -1.3417e+02
3.3827e-02 8.2358e+02 -1.3464e+02
3.4140e-02 8.2915e+02 -1.3510e+02
3.4456e-02 8.3470e+02 -1.3555e+02
3.4775e-02 8.4019e+02 -1.3598e+02
3.5097e-02 8.4565e+02 -1.3640e+02
3.5422e-02 8.5107e+02 -1.3681e+02
3.5750e-02 8.5646e+02 -1.3721e+02
3.6081e-02 8.6185e+02 -1.3760e+02
3.6415e-02 8.6717e+02 -1.3797e+02
3.6752e-02 8.7251e+02 -1.3834e+02
3.7092e-02 8.7778e+02 -1.3869e+02
3.7436e-02 8.8311e+02 -1.3904e+02
3.7782e-02 8.8835e+02 -1.3938e+02
3.8132e-02 8.9363e+02 -1.3971e+02
3.8485e-02 8.9888e+02 -1.4003e+02
3.8841e-02 9.0413e+02 -1.4034e+02
3.9201e-02 9.0941e+02 -1.4065e+02
3.9564e-02 9.1469e+02 -1.4096e+02
3.9930e-02 9.1998e+02 -1.4126e+02
4.0300e-02 9.2531e+02 -1.4155e+02
4.0673e-02 9.3065e+02 -1.4184e+02
4.1049e-02 9.3602e+02 -1.4213e+02
4.1429e-02 9.4144e+02 -1.4242e+02
4.1813e-02 9.4691e+02 -1.4271e+02
4.2200e-02 9.5239e+02 -1.4300e+02
4.2591e-02 9.5796e+02 -1.4329e+02
4.2985e-02 9.6358e+02 -1.4358e+02
4.3383e-02 9.6926e+02 -1.4387e+02
4.3785e-02 9.7502e+02 -1.4416e+02
4.4190e-02 9.8085e+02 -1.4446e+02
4.4599e-02 9.8680e+02 -1.4476e+02
4.5012e-02 9.9280e+02 -1.4507e+02
4.5429e-02 9.9892e+02 -1.4538e+02
4.5849e-02 1.0051e+03 -1.4570e+02
4.6274e-02 1.0114e+03 -1.4602e+02
4.6702e-02 1.0179e+03 -1.4636e+02
4.7134e-02 1.0244e+03 -1.4670e+02
4.7571e-02 1.0311e+03 -1.4705e+02
4.8011e-02 1.0379e+03 -1.4741e+02
4.8455e-02 1.0449e+03 -1.4777e+02
4.8904e-02 1.0520e+03 -1.4815e+02
4.9357e-02 1.0592e+03 -1.4854e+02
4.9814e-02 1.0666e+03 -1.4894e+02
5.0275e-02 1.0740e+03 -1.4934e+02
5.0740e-02 1.0817e+03 -1.4975e+02
5.1210e-02 1.0895e+03 -1.5018e+02
5.1684e-02 1.0974e+03 -1.5061e+02
5.2163e-02 1.1056e+03 -1.5105e+02
5.2645e-02 1.1138e+03 -1.5150e+02
5.3133e-02 1.1222e+03 -1.5196e+02
5.3625e-02 1.1308e+03 -1.5243e+02
5.4121e-02 1.1394e+03 -1.5290e+02
5.4622e-02 1.1483e+03 -1.5338e+02
5.5128e-02 1.1572e+03 -1.5387e+02
5.5638e-02 1.1663e+03 -1.5435e+02
5.6153e-02 1.1755e+03 -1.5484e+02
5.6673e-02 1.1848e+03 -1.5533e+02
5.7198e-02 1.1942e+03 -1.5583e+02
5.7727e-02 1.2037e+03 -1.5631e+02
5.8262e-02 1.2133e+03 -1.5679e+02
5.8801e-02 1.2229e+03 -1.5728e+02
5.9345e-02 1.2326e+03 -1.5775e+02
5.9895e-02 1.2423e+03 -1.5820e+02
6.0449e-02 1.2520e+03 -1.5865e+02
6.1009e-02 1.2618e+03 -1.5909e+02
6.1574e-02 1.2715e+03 -1.5950e+02
6.2144e-02 1.2811e+03 -1.5990e+02
6.2719e-02 1.2907e+03 -1.6028e+02
6.3300e-02 1.3002e+03 -1.6062e+02
6.3886e-02 1.3095e+03 -1.6094e+02
6.4477e-02 1.3188e+03 -1.6123e+02
6.5074e-02 1.3279e+03 -1.6149e+02
6.5676e-02 1.3367e+03 -1.6171e+02
6.6284e-02 1.3454e+03 -1.6189e+02
6.6898e-02 1.3538e+03 -1.6202e+02
6.7517e-02 1.3619e+03 -1.6212e+02
6.8142e-02 1.3697e+03 -1.6216e+02
6.8773e-02 1.3772e+03 -1.6216e+02
6.9410e-02 1.3843e+03 -1.6209e+02
7.0052e-02 1.3910e+03 -1.6198e+02
7.0701e-02 1.3973e+03 -1.6180e+02
7.1355e-02 1.4031e+03 -1.6157e+02
7.2016e-02 1.4085e+03 -1.6127e+02
7.2683e-02 1.4134e+03 -1.6091e+02
7.3356e-02 1.4177e+03 -1.6048e+02
7.4035e-02 1.4216e+03 -1.5999e+02
7.4720e-02 1.4249e+03 -1.5943e+02
7.5412e-02 1.4276e+03 -1.5881e+02
7.6110e-02 1.4297e+03 -1.5811e+02
7.6814e-02 1.4312e+03 -1.5734e+02
7.7526e-02 1.4321e+03 -1.5651e+02
7.8243e-02 1.4324e+03 -1.5561e+02
7.8968e-02 1.4321e+03 -1.5465e+02
7.9699e-02 1.4313e+03 -1.5362e+02
8.0436e-02 1.4298e+03 -1.5253e+02
8.1181e-02 1.4278e+03 -1.5139e+02
8.1933e-02 1.4252e+03 -1.5019e+02
8.2691e-02 1.4220e+03 -1.4893e+02
8.3457e-02 1.4184e+03 -1.4763e+02
8.4229e-02 1.4142e+03 -1.4628e+02
8.5009e-02 1.4097e+03 -1.4489e+02
8.5796e-02 1.4047e+03 -1.4347e+02
8.6590e-02 1.3992e+03 -1.4201e+02
8.7392e-02 1.3936e+03 -1.4054e+02
8.8201e-02 1.3876e+03 -1.3904e+02
8.9017e-02 1.3814e+03 -1.3753e+02
8.9841e-02 1.3750e+03 -1.3600e+02
9.0673e-02 1.3685e+03 -1.3448e+02
9.1513e-02 1.3619e+03 -1.3296e+02
9.2360e-02 1.3554e+03 -1.3145e+02
9.3215e-02 1.3488e+03 -1.2994e+02
9.4078e-02 1.3424e+03 -1.2846e+02
9.4949e-02 1.3361e+03 -1.2701e+02
9.5828e-02 1.3301e+03 -1.2558e+02
9.6715e-02 1.3244e+03 -1.2420e+02
9.7610e-02 1.3191e+03 -1.2285e+02
9.8514e-02 1.3140e+03 -1.2154e+02
9.9426e-02 1.3095e+03 -1.2029e+02
1.0035e-01 1.3055e+03 -1.1909e+02
1.0128e-01 1.3019e+03 -1.1793e+02
1.0221e-01 1.2990e+03 -1.1685e+02
1.0316e-01 1.2966e+03 -1.1580e+02
1.0411e-01 1.2949e+03 -1.1483e+02
1.0508e-01 1.2938e+03 -1.1391e+02
1.0605e-01 1.2936e+03 -1.1306e+02
1.0703e-01 1.2938e+03 -1.1226e+02
1.0802e-01 1.2948e+03 -1.1153e+02
1.0902e-01 1.2963e+03 -1.1084e+02
1.1003e-01 1.2987e+03 -1.1021e+02
1.1105e-01 1.3015e+03 -1.0963e+02
1.1208e-01 1.3049e+03 -1.0909e+02
1.1312e-01 1.3089e+03 -1.0859e+02
1.1416e-01 1.3134e+03 -1.0813e+02
1.1522e-01 1.3182e+03 -1.0769e+02
1.1629e-01 1.3234e+03 -1.0728e+02
1.1736e-01 1.3289e+03 -1.0688e+02
1.1845e-01 1.3345e+03 -1.0648e+02
1.1955e-01 1.3402e+03 -1.0609e+02
1.2065e-01 1.3459e+03 -1.0569e+02
1.2177e-01 1.3514e+03 -1.0526e+02
1.2290e-01 1.3568e+03 -1.0482e+02
1.2404e-01 1.3616e+03 -1.0434e+02
1.2518e-01 1.3662e+03 -1.0382e+02
1.2634e-01 1.3701e+03 -1.0325e+02
1.2751e-01 1.3733e+03 -1.0262e+02
1.2869e-01 1.3758e+03 -1.0194e+02
1.2988e-01 1.3774e+03 -1.0119e+02
1.3109e-01 1.3780e+03 -1.0036e+02
1.3230e-01 1.3777e+03 -9.9469e+01
1.3353e-01 1.3763e+03 -9.8497e+01
1.3476e-01 1.3736e+03 -9.7442e+01
1.3601e-01 1.3700e+03 -9.6322e+01
1.3727e-01 1.3652e+03 -9.5122e+01
1.3854e-01 1.3592e+03 -9.3848e+01
1.3982e-01 1.3521e+03 -9.2511e+01
1.4112e-01 1.3441e+03 -9.1118e+01
1.4242e-01 1.3350e+03 -8.9663e+01
1.4374e-01 1.3251e+03 -8.8167e+01
1.4507e-01 1.3145e+03 -8.6638e+01
1.4641e-01 1.3030e+03 -8.5070e+01
1.4777e-01 1.2913e+03 -8.3496e+01
1.4914e-01 1.2791e+03 -8.1915e+01
1.5052e-01 1.2666e+03 -8.0322e+01
1.5191e-01 1.2543e+03 -7.8760e+01
1.5332e-01 1.2417e+03 -7.7204e+01
1.5474e-01 1.2298e+03 -7.5700e+01
1.5617e-01 1.2180e+03 -7.4221e+01
1.5762e-01 1.2070e+03 -7.2801e+01
1.5907e-01 1.1966e+03 -7.1437e+01
1.6055e-01 1.1869e+03 -7.0124e+01
1.6203e-01 1.1782e+03 -6.8884e+01
1.6353e-01 1.1704e+03 -6.7711e+01
1.6505e-01 1.1637e+03 -6.6610e+01
1.6658e-01 1.1580e+03 -6.5572e+01
1.6812e-01 1.1535e+03 -6.4612e+01
1.6967e-01 1.1499e+03 -6.3705e+01
1.7124e-01 1.1475e+03 -6.2870e+01
1.7283e-01 1.1458e+03 -6.2082e+01
1.7443e-01 1.1452e+03 -6.1349e+01
1.7604e-01 1.1452e+03 -6.0651e+01
1.7767e-01 1.1459e+03 -5.9991e+01
1.7932e-01 1.1469e+03 -5.9348e+01
1.8098e-01 1.1482e+03 -5.8722e+01
1.8265e-01 1.1497e+03 -5.8098e+01
1.8435e-01 1.1509e+03 -5.7464e+01
1.8605e-01 1.1519e+03 -5.6819e+01
1.8777e-01 1.1523e+03 -5.6145e+01
1.8951e-01 1.1522e+03 -5.5442e+01
1.9127e-01 1.1512e+03 -5.4701e+01
1.9304e-01 1.1492e+03 -5.3914e+01
1.9483e-01 1.1462e+03 -5.3086e+01
1.9663e-01 1.1419e+03 -5.2202e+01
1.9845e-01 1.1364e+03 -5.1272e+01
2.0029e-01 1.1299e+03 -5.0302e+01
2.0214e-01 1.1220e+03 -4.9281e+01
2.0401e-01 1.1132e+03 -4.8230e+01
2.0590e-01 1.1034e+03 -4.7147e+01
2.0781e-01 1.0927e+03 -4.6041e+01
2.0973e-01 1.0815e+03 -4.4925e+01
2.1167e-01 1.0698e+03 -4.3806e+01
2.1363e-01 1.0578e+03 -4.2691e+01
2.1561e-01 1.0458e+03 -4.1589e+01
2.1760e-01 1.0341e+03 -4.0512e+01
2.1962e-01 1.0227e+03 -3.9465e+01
2.2165e-01 1.0119e+03 -3.8453e+01
2.2370e-01 1.0019e+03 -3.7487e+01
2.2578e-01 9.9276e+02 -3.6562e+01
2.2787e-01 9.8455e+02 -3.5684e+01
2.2998e-01 9.7732e+02 -3.4852e+01
2.3210e-01 9.7115e+02 -3.4066e+01
2.3425e-01 9.6591e+02 -3.3321e+01
2.3642e-01 9.6162e+02 -3.2615e+01
2.3861e-01 9.5804e+02 -3.1938e+01
2.4082e-01 9.5513e+02 -3.1289e+01
2.4305e-01 9.5267e+02 -3.0658e+01
2.4530e-01 9.5051e+02 -3.0040e+01
2.4757e-01 9.4836e+02 -2.9426e+01
2.4986e-01 9.4601e+02 -2.8809e+01
2.5217e-01 9.4334e+02 -2.8187e+01
2.5451e-01 9.4013e+02 -2.7552e+01
2.5686e-01 9.3620e+02 -2.6902e+01
2.5924e-01 9.3148e+02 -2.6235e+01
2.6164e-01 9.2587e+02 -2.5549e+01
2.6407e-01 9.1934e+02 -2.4846e+01
2.6651e-01 9.1196e+02 -2.4129e+01
2.6898e-01 9.0379e+02 -2.3401e+01
2.7147e-01 8.9495e+02 -2.2666e+01
2.7398e-01 8.8568e+02 -2.1931e+01
2.7652e-01 8.7599e+02 -2.1198e+01
2.7908e-01 8.6627e+02 -2.0475e+01
2.8166e-01 8.5654e+02 -1.9764e+01
2.8427e-01 8.4714e+02 -1.9073e+01
2.8690e-01 8.3814e+02 -1.8402e+01
2.8955e-01 8.2974e+02 -1.7754e+01
2.9224e-01 8.2197e+02 -1.7130e+01
2.9494e-01 8.1491e+02 -1.6530e+01
2.9767e-01 8.0858e+02 -1.5953e+01
3.0043e-01 8.0289e+02 -1.5396e+01
3.0321e-01 7.9778e+02 -1.4857e+01
3.0602e-01 7.9314e+02 -1.4334e+01
3.0885e-01 7.8876e+02 -1.3820e+01
3.1171e-01 7.8451e+02 -1.3315e+01
3.1459e-01 7.8025e+02 -1.2815e+01
3.1751e-01 7.7581e+02 -1.2317e+01
3.2044e-01 7.7096e+02 -1.1819e+01
3.2341e-01 7.6572e+02 -1.1322e+01
3.2641e-01 7.5992e+02 -1.0823e+01
3.2943e-01 7.5366e+02 -1.0325e+01
3.3248e-01 7.4683e+02 -9.8264e+00
3.3555e-01 7.3955e+02 -9.3309e+00
3.3866e-01 7.3199e+02 -8.8407e+00
3.4180e-01 7.2418e+02 -8.3566e+00
3.4496e-01 7.1635e+02 -7.8814e+00
3.4815e-01 7.0860e+02 -7.4163e+00
3.5138e-01 7.0099e+02 -6.9617e+00
3.5463e-01 6.9380e+02 -6.5200e+00
3.5791e-01 6.8697e+02 -6.0899e+00
3.6123e-01 6.8050e+02 -5.6709e+00
3.6457e-01 6.7450e+02 -5.2632e+00
3.6794e-01 6.6890e+02 -4.8655e+00
3.7135e-01 6.6357e+02 -4.4763e+00
3.7479e-01 6.5842e+02 -4.0947e+00
3.7826e-01 6.5333e+02 -3.7195e+00
3.8176e-01 6.4828e+02 -3.3506e+00
3.8529e-01 6.4306e+02 -2.9870e+00
3.8886e-01 6.3761e+02 -2.6286e+00
3.9246e-01 6.3191e+02 -2.2757e+00
3.9609e-01 6.2597e+02 -1.9288e+00
3.9976e-01 6.1980e+02 -1.5881e+00
4.0346e-01 6.1340e+02 -1.2541e+00
4.0720e-01 6.0691e+02 -9.2731e-01
4.1097e-01 6.0038e+02 -6.0785e-01
4.1477e-01 5.9394e+02 -2.9585e-01
4.1861e-01 5.8764e+02 8.8487e-03
4.2249e-01 5.8149e+02 3.0649e-01
4.2640e-01 5.7559e+02 5.9742e-01
4.3035e-01 5.6992e+02 8.8202e-01
4.3433e-01 5.6447e+02 1.1606e+00
4.3835e-01 5.5916e+02 1.4334e+00
4.4241e-01 5.5396e+02 1.7005e+00
4.4650e-01 5.4882e+02 1.9619e+00
4.5064e-01 5.4363e+02 2.2173e+00
4.5481e-01 5.3837e+02 2.4665e+00
4.5902e-01 5.3302e+02 2.7094e+00
4.6327e-01 5.2757e+02 2.9457e+00
4.6756e-01 5.2202e+02 3.1753e+00
4.7189e-01 5.1642e+02 3.3985e+00
4.7625e-01 5.1081e+02 3.6154e+00
4.8066e-01 5.0520e+02 3.8262e+00
4.8511e-01 4.9971e+02 4.0318e+00
4.8960e-01 4.9431e+02 4.2321e+00
4.9414e-01 4.8904e+02 4.4278e+00
4.9871e-01 4.8389e+02 4.6188e+00
5.0333e-01 4.7886e+02 4.8054e+00
5.0799e-01 4.7387e+02 4.9870e+00
5.1269e-01 4.6896e+02 5.1640e+00
5.1744e-01 4.6406e+02 5.3358e+00
5.2223e-01 4.5914e+02 5.5020e+00
5.2706e-01 4.5419e+02 5.6626e+00
5.3194e-01 4.4923e+02 5.8178e+00
5.3686e-01 4.4425e+02 5.9673e+00
5.4183e-01 4.3929e+02 6.1119e+00
5.4685e-01 4.3435e+02 6.2514e+00
5.5191e-01 4.2946e+02 6.3865e+00
5.5702e-01 4.2465e+02 6.5175e+00
5.6218e-01 4.1989e+02 6.6443e+00
5.6738e-01 4.1521e+02 6.7675e+00
5.7264e-01 4.1059e+02 6.8868e+00
5.7794e-01 4.0602e+02 7.0019e+00
5.8329e-01 4.0148e+02 7.1129e+00
5.8869e-01 3.9698e+02 7.2198e+00
5.9414e-01 3.9247e+02 7.3218e+00
5.9964e-01 3.8797e+02 7.4196e+00
6.0519e-01 3.8349e+02 7.5128e+00
6.1079e-01 3.7904e+02 7.6022e+00
6.1645e-01 3.7464e+02 7.6878e+00
6.2215e-01 3.7027e+02 7.7697e+00
6.2791e-01 3.6595e+02 7.8483e+00
6.3373e-01 3.6168e+02 7.9234e+00
6.3959e-01 3.5746e+02 7.9954e+00
6.4551e-01 3.5329e+02 8.0641e+00
6.5149e-01 3.4912e+02 8.1288e+00
6.5752e-01 3.4499e+02 8.1899e+00
6.6361e-01 3.4089e+02 8.2479e+00
6.6975e-01 3.3683e+02 8.3026e+00
6.7595e-01 3.3280e+02 8.3542e+00
6.8221e-01 3.2882e+02 8.4026e+00
6.8852e-01 3.2487e+02 8.4481e+00
6.9490e-01 3.2095e+02 8.4906e+00
7.0133e-01 3.1707e+02 8.5301e+00
7.0782e-01 3.1322e+02 8.5667e+00
7.1438e-01 3.0941e+02 8.6005e+00
7.2099e-01 3.0563e+02 8.6315e+00
7.2766e-01 3.0189e+02 8.6598e+00
7.3440e-01 2.9818e+02 8.6855e+00
7.4120e-01 2.9451e+02 8.7085e+00
7.4806e-01 2.9087e+02 8.7291e+00
7.5499e-01 2.8727e+02 8.7472e+00
7.6198e-01 2.8370e+02 8.7629e+00
7.6903e-01 2.8017e+02 8.7762e+00
7.7615e-01 2.7667e+02 8.7872e+00
7.8333e-01 2.7320e+02 8.7958e+00
7.9059e-01 2.6976e+02 8.8022e+00
7.9790e-01 2.6636e+02 8.8064e+00
8.0529e-01 2.6299e+02 8.8084e+00
8.1275e-01 2.5965e+02 8.8084e+00
8.2027e-01 2.5634e+02 8.8063e+00
8.2786e-01 2.5307e+02 8.8023e+00
8.3553e-01 2.4983e+02 8.7963e+00
8.4326e-01 2.4663e+02 8.7885e+00
8.5107e-01 2.4346e+02 8.7789e+00
8.5895e-01 2.4032e+02 8.7675e+00
8.6690e-01 2.3721e+02 8.7544e+00
8.7493e-01 2.3413e+02 8.7396e+00
8.8302e-01 2.3109e+02 8.7231e+00
8.9120e-01 2.2808e+02 8.7051e+00
8.9945e-01 2.2510e+02 8.6855e+00
9.0778e-01 2.2215e+02 8.6644e+00
9.1618e-01 2.1923e+02 8.6419e+00
9.2466e-01 2.1635e+02 8.6179e+00
9.3322e-01 2.1349e+02 8.5925e+00
9.4186e-01 2.1067e+02 8.5658e+00
9.5058e-01 2.0787e+02 8.5377e+00
9.5938e-01 2.0511e+02 8.5083e+00
9.6826e-01 2.0237e+02 8.4777e+00
9.7723e-01 1.9966e+02 8.4457e+00
9.8627e-01 1.9698e+02 8.4126e+00
9.9540e-01 1.9433e+02 8.3783e+00
1.0046e+00 1.9171e+02 8.3430e+00
1.0139e+00 1.8912e+02 8.3068e+00
1.0233e+00 1.8656e+02 8.2695e+00
1.0328e+00 1.8403e+02 8.2316e+00
1.0423e+00 1.8154e+02 8.1926e+00
1.0520e+00 1.7907e+02 8.1529e+00
1.0617e+00 1.7663e+02 8.1122e+00
1.0716e+00 1.7421e+02 8.0705e+00
1.0815e+00 1.7182e+02 8.0281e+00
1.0915e+00 1.6946e+02 7.9847e+00
1.1016e+00 1.6712e+02 7.9404e+00
1.1118e+00 1.6481e+02 7.8955e+00
1.1221e+00 1.6252e+02 7.8496e+00
1.1325e+00 1.6026e+02 7.8031e+00
1.1430e+00 1.5802e+02 7.7559e+00
1.1535e+00 1.5581e+02 7.7082e+00
1.1642e+00 1.5363e+02 7.6600e+00
1.1750e+00 1.5148e+02 7.6115e+00
1.1859e+00 1.4936e+02 7.5625e+00
1.1968e+00 1.4726e+02 7.5130e+00
1.2079e+00 1.4519e+02 7.4630e+00
1.2191e+00 1.4314e+02 7.4123e+00
1.2304e+00 1.4111e+02 7.3611e+00
1.2418e+00 1.3910e+02 7.3095e+00
1.2533e+00 1.3712e+02 7.2575e+00
1.2649e+00 1.3516e+02 7.2052e+00
1.2766e+00 1.3323e+02 7.1525e+00
1.2884e+00 1.3133e+02 7.0998e+00
1.3003e+00 1.2945e+02 7.0468e+00
1.3124e+00 1.2759e+02 6.9935e+00
1.3245e+00 1.2575e+02 6.9398e+00
1.3368e+00 1.2394e+02 6.8859e+00
1.3492e+00 1.2214e+02 6.8314e+00
1.3617e+00 1.2037e+02 6.7769e+00
1.3743e+00 1.1861e+02 6.7221e+00
1.3870e+00 1.1688e+02 6.6673e+00
1.3998e+00 1.1518e+02 6.6124e+00
1.4128e+00 1.1349e+02 6.5573e+00
1.4259e+00 1.1183e+02 6.5024e+00
1.4391e+00 1.1019e+02 6.4472e+00
1.4524e+00 1.0858e+02 6.3921e+00
1.4658e+00 1.0698e+02 6.3368e+00
1.4794e+00 1.0540e+02 6.2815e+00
1.4931e+00 1.0384e+02 6.2263e+00
1.5069e+00 1.0231e+02 6.1710e+00
1.5209e+00 1.0079e+02 6.1157e+00
1.5349e+00 9.9295e+01 6.0605e+00
1.5492e+00 9.7817e+01 6.0052e+00
1.5635e+00 9.6359e+01 5.9500e+00
1.5780e+00 9.4919e+01 5.8948e+00
1.5926e+00 9.3498e+01 5.8397e+00
1.6073e+00 9.2096e+01 5.7847e+00
1.6222e+00 9.0712e+01 5.7297e+00
1.6372e+00 8.9345e+01 5.6748e+00
1.6524e+00 8.7998e+01 5.6201e+00
1.6677e+00 8.6668e+01 5.5654e+00
1.6831e+00 8.5356e+01 5.5109e+00
1.6987e+00 8.4062e+01 5.4566e+00
1.7144e+00 8.2787e+01 5.4025e+00
1.7303e+00 8.1527e+01 5.3485e+00
1.7463e+00 8.0285e+01 5.2947e+00
1.7625e+00 7.9059e+01 5.2410e+00
1.7788e+00 7.7851e+01 5.1876e+00
1.7953e+00 7.6658e+01 5.1343e+00
1.8119e+00 7.5481e+01 5.0812e+00
1.8287e+00 7.4319e+01 5.0283e+00
1.8456e+00 7.3173e+01 4.9756e+00
1.8627e+00 7.2043e+01 4.9232e+00
1.8799e+00 7.0928e+01 4.8709e+00
1.8973e+00 6.9830e+01 4.8189e+00
1.9149e+00 6.8746e+01 4.7672e+00
1.9326e+00 6.7679e+01 4.7159e+00
1.9505e+00 6.6625e+01 4.6647e+00
1.9686e+00 6.5588e+01 4.6139e+00
1.9868e+00 6.4565e+01 4.5634e+00
2.0052e+00 6.3557e+01 4.5131e+00
2.0237e+00 6.2563e+01 4.4632e+00
2.0425e+00 6.1582e+01 4.4135e+00
2.0614e+00 6.0616e+01 4.3642e+00
2.0805e+00 5.9663e+01 4.3151e+00
2.0997e+00 5.8724e+01 4.2664e+00
2.1192e+00 5.7799e+01 4.2180e+00
2.1388e+00 5.6885e+01 4.1697e+00
2.1586e+00 5.5984e+01 4.1219e+00
2.1786e+00 5.5095e+01 4.0742e+00
2.1987e+00 5.4219e+01 4.0268e+00
2.2191e+00 5.3355e+01 3.9798e+00
2.2396e+00 5.2503e+01 3.9331e+00
2.2604e+00 5.1665e+01 3.8869e+00
2.2813e+00 5.0841e+01 3.8410e+00
2.3024e+00 5.0028e+01 3.7955e+00
2.3237e+00 4.9228e+01 3.7504e+00
2.3452e+00 4.8439e+01 3.7056e+00
2.3669e+00 4.7661e+01 3.6612e+00
2.3889e+00 4.6894e+01 3.6170e+00
2.4110e+00 4.6138e+01 3.5731e+00
2.4333e+00 4.5393e+01 3.5296e+00
2.4558e+00 4.4658e+01 3.4864e+00
2.4785e+00 4.3935e+01 3.4436e+00
2.5015e+00 4.3223e+01 3.4012e+00
2.5246e+00 4.2522e+01 3.3592e+00
2.5480e+00 4.1831e+01 3.3175e+00
2.5716e+00 4.1151e+01 3.2762e+00
2.5954e+00 4.0480e+01 3.2352e+00
2.6194e+00 3.9818e+01 3.1945e+00
2.6437e+00 3.9167e+01 3.1542e+00
2.6682e+00 3.8525e+01 3.1143e+00
2.6929e+00 3.7893e+01 3.0747e+00
2.7178e+00 3.7271e+01 3.0354e+00
2.7430e+00 3.6658e+01 2.9966e+00
2.7684e+00 3.6054e+01 2.9581e+00
2.7940e+00 3.5460e+01 2.9200e+00
2.8198e+00 3.4874e+01 2.8822e+00
2.8459e+00 3.4298e+01 2.8448e+00
2.8723e+00 3.3730e+01 2.8077e+00
2.8989e+00 3.3171e+01 2.7711e+00
2.9257e+00 3.2621e+01 2.7347e+00
2.9528e+00 3.2079e+01 2.6988e+00
2.9801e+00 3.1545e+01 2.6632e+00
3.0077e+00 3.1020e+01 2.6280e+00
3.0356e+00 3.0503e+01 2.5931e+00
3.0637e+00 2.9994e+01 2.5586e+00
3.0920e+00 2.9492e+01 2.5244e+00
3.1207e+00 2.8998e+01 2.4905e+00
3.1496e+00 2.8512e+01 2.4570e+00
3.1787e+00 2.8033e+01 2.4238e+00
