# k[h/Mpc]   R1   R2 
# 
1.6638e-02 3.6734e+02 -7.4032e+01
1.6792e-02 3.7346e+02 -7.5106e+01
1.6948e-02 3.7965e+02 -7.6187e+01
1.7105e-02 3.8590e+02 -7.7272e+01
1.7263e-02 3.9220e+02 -7.8364e+01
1.7423e-02 3.9857e+02 -7.9461e+01
1.7584e-02 4.0500e+02 -8.0563e+01
1.7747e-02 4.1148e+02 -8.1671e+01
1.7911e-02 4.1803e+02 -8.2784e+01
1.8077e-02 4.2462e+02 -8.3900e+01
1.8244e-02 4.3128e+02 -8.5021e+01
1.8413e-02 4.3798e+02 -8.6144e+01
1.8584e-02 4.4474e+02 -8.7273e+01
1.8756e-02 4.5155e+02 -8.8404e+01
1.8929e-02 4.5841e+02 -8.9537e+01
1.9105e-02 4.6532e+02 -9.0673e+01
1.9282e-02 4.7228e+02 -9.1811e+01
1.9460e-02 4.7928e+02 -9.2951e+01
1.9640e-02 4.8632e+02 -9.4090e+01
1.9822e-02 4.9342e+02 -9.5233e+01
2.0006e-02 5.0054e+02 -9.6373e+01
2.0191e-02 5.0772e+02 -9.7516e+01
2.0378e-02 5.1493e+02 -9.8659e+01
2.0566e-02 5.2217e+02 -9.9798e+01
2.0757e-02 5.2945e+02 -1.0094e+02
2.0949e-02 5.3676e+02 -1.0208e+02
2.1143e-02 5.4410e+02 -1.0321e+02
2.1339e-02 5.5147e+02 -1.0435e+02
2.1536e-02 5.5886e+02 -1.0547e+02
2.1735e-02 5.6629e+02 -1.0660e+02
2.1937e-02 5.7373e+02 -1.0772e+02
2.2140e-02 5.8120e+02 -1.0884e+02
2.2345e-02 5.8867e+02 -1.0995e+02
2.2552e-02 5.9618e+02 -1.1106e+02
2.2760e-02 6.0368e+02 -1.1217e+02
2.2971e-02 6.1121e+02 -1.1326e+02
2.3184e-02 6.1873e+02 -1.1435e+02
2.3398e-02 6.2627e+02 -1.1543e+02
2.3615e-02 6.3381e+02 -1.1651e+02
2.3834e-02 6.4134e+02 -1.1757e+02
2.4054e-02 6.4890e+02 -1.1863e+02
2.4277e-02 6.5642e+02 -1.1968e+02
2.4502e-02 6.6397e+02 -1.2072e+02
2.4728e-02 6.7150e+02 -1.2175e+02
2.4957e-02 6.7901e+02 -1.2277e+02
2.5188e-02 6.8650e+02 -1.2378e+02
2.5422e-02 6.9399e+02 -1.2477e+02
2.5657e-02 7.0146e+02 -1.2576e+02
2.5894e-02 7.0890e+02 -1.2673e+02
2.6134e-02 7.1632e+02 -1.2769e+02
2.6376e-02 7.2372e+02 -1.2864e+02
2.6620e-02 7.3111e+02 -1.2958e+02
2.6867e-02 7.3845e+02 -1.3050e+02
2.7115e-02 7.4576e+02 -1.3140e+02
2.7366e-02 7.5304e+02 -1.3230e+02
2.7620e-02 7.6030e+02 -1.3318e+02
2.7875e-02 7.6750e+02 -1.3404e+02
2.8134e-02 7.7466e+02 -1.3489e+02
2.8394e-02 7.8180e+02 -1.3572e+02
2.8657e-02 7.8887e+02 -1.3654e+02
2.8922e-02 7.9591e+02 -1.3734e+02
2.9190e-02 8.0290e+02 -1.3812e+02
2.9460e-02 8.0987e+02 -1.3889e+02
2.9733e-02 8.1675e+02 -1.3964e+02
3.0008e-02 8.2362e+02 -1.4038e+02
3.0286e-02 8.3039e+02 -1.4110e+02
3.0566e-02 8.3717e+02 -1.4180e+02
3.0849e-02 8.4384e+02 -1.4248e+02
3.1135e-02 8.5051e+02 -1.4316e+02
3.1423e-02 8.5711e+02 -1.4381e+02
3.1714e-02 8.6364e+02 -1.4444e+02
3.2008e-02 8.7012e+02 -1.4506e+02
3.2304e-02 8.7656e+02 -1.4567e+02
3.2603e-02 8.8295e+02 -1.4625e+02
3.2905e-02 8.8929e+02 -1.4682e+02
3.3209e-02 8.9558e+02 -1.4738e+02
3.3517e-02 9.0182e+02 -1.4792e+02
3.3827e-02 9.0800e+02 -1.4844e+02
3.4140e-02 9.1414e+02 -1.4895e+02
3.4456e-02 9.2026e+02 -1.4944e+02
3.4775e-02 9.2631e+02 -1.4992e+02
3.5097e-02 9.3232e+02 -1.5038e+02
3.5422e-02 9.3830e+02 -1.5084e+02
3.5750e-02 9.4425e+02 -1.5127e+02
3.6081e-02 9.5019e+02 -1.5170e+02
3.6415e-02 9.5605e+02 -1.5211e+02
3.6752e-02 9.6194e+02 -1.5252e+02
3.7092e-02 9.6775e+02 -1.5291e+02
3.7436e-02 9.7363e+02 -1.5330e+02
3.7782e-02 9.7941e+02 -1.5366e+02
3.8132e-02 9.8522e+02 -1.5403e+02
3.8485e-02 9.9101e+02 -1.5438e+02
3.8841e-02 9.9680e+02 -1.5473e+02
3.9201e-02 1.0026e+03 -1.5507e+02
3.9564e-02 1.0084e+03 -1.5541e+02
3.9930e-02 1.0143e+03 -1.5573e+02
4.0300e-02 1.0202e+03 -1.5606e+02
4.0673e-02 1.0260e+03 -1.5638e+02
4.1049e-02 1.0320e+03 -1.5670e+02
4.1429e-02 1.0379e+03 -1.5702e+02
4.1813e-02 1.0440e+03 -1.5734e+02
4.2200e-02 1.0500e+03 -1.5765e+02
4.2591e-02 1.0561e+03 -1.5797e+02
4.2985e-02 1.0623e+03 -1.5829e+02
4.3383e-02 1.0686e+03 -1.5861e+02
4.3785e-02 1.0750e+03 -1.5894e+02
4.4190e-02 1.0814e+03 -1.5926e+02
4.4599e-02 1.0879e+03 -1.5960e+02
4.5012e-02 1.0946e+03 -1.5994e+02
4.5429e-02 1.1013e+03 -1.6028e+02
4.5849e-02 1.1082e+03 -1.6063e+02
4.6274e-02 1.1151e+03 -1.6099e+02
4.6702e-02 1.1222e+03 -1.6136e+02
4.7134e-02 1.1294e+03 -1.6174e+02
4.7571e-02 1.1368e+03 -1.6212e+02
4.8011e-02 1.1443e+03 -1.6251e+02
4.8455e-02 1.1520e+03 -1.6292e+02
4.8904e-02 1.1598e+03 -1.6334e+02
4.9357e-02 1.1677e+03 -1.6376e+02
4.9814e-02 1.1759e+03 -1.6420e+02
5.0275e-02 1.1841e+03 -1.6465e+02
5.0740e-02 1.1926e+03 -1.6510e+02
5.1210e-02 1.2012e+03 -1.6557e+02
5.1684e-02 1.2099e+03 -1.6604e+02
5.2163e-02 1.2189e+03 -1.6654e+02
5.2645e-02 1.2280e+03 -1.6703e+02
5.3133e-02 1.2372e+03 -1.6754e+02
5.3625e-02 1.2467e+03 -1.6806e+02
5.4121e-02 1.2562e+03 -1.6858e+02
5.4622e-02 1.2660e+03 -1.6910e+02
5.5128e-02 1.2758e+03 -1.6964e+02
5.5638e-02 1.2858e+03 -1.7017e+02
5.6153e-02 1.2960e+03 -1.7071e+02
5.6673e-02 1.3062e+03 -1.7125e+02
5.7198e-02 1.3166e+03 -1.7180e+02
5.7727e-02 1.3271e+03 -1.7234e+02
5.8262e-02 1.3376e+03 -1.7286e+02
5.8801e-02 1.3483e+03 -1.7340e+02
5.9345e-02 1.3590e+03 -1.7392e+02
5.9895e-02 1.3696e+03 -1.7442e+02
6.0449e-02 1.3804e+03 -1.7492e+02
6.1009e-02 1.3911e+03 -1.7540e+02
6.1574e-02 1.4018e+03 -1.7585e+02
6.2144e-02 1.4124e+03 -1.7629e+02
6.2719e-02 1.4230e+03 -1.7671e+02
6.3300e-02 1.4335e+03 -1.7709e+02
6.3886e-02 1.4438e+03 -1.7743e+02
6.4477e-02 1.4540e+03 -1.7776e+02
6.5074e-02 1.4640e+03 -1.7804e+02
6.5676e-02 1.4737e+03 -1.7828e+02
6.6284e-02 1.4833e+03 -1.7849e+02
6.6898e-02 1.4925e+03 -1.7863e+02
6.7517e-02 1.5015e+03 -1.7874e+02
6.8142e-02 1.5101e+03 -1.7878e+02
6.8773e-02 1.5184e+03 -1.7878e+02
6.9410e-02 1.5262e+03 -1.7871e+02
7.0052e-02 1.5336e+03 -1.7858e+02
7.0701e-02 1.5405e+03 -1.7839e+02
7.1355e-02 1.5470e+03 -1.7813e+02
7.2016e-02 1.5529e+03 -1.7780e+02
7.2683e-02 1.5582e+03 -1.7740e+02
7.3356e-02 1.5631e+03 -1.7693e+02
7.4035e-02 1.5673e+03 -1.7639e+02
7.4720e-02 1.5709e+03 -1.7578e+02
7.5412e-02 1.5739e+03 -1.7508e+02
7.6110e-02 1.5762e+03 -1.7431e+02
7.6814e-02 1.5779e+03 -1.7347e+02
7.7526e-02 1.5789e+03 -1.7256e+02
7.8243e-02 1.5792e+03 -1.7156e+02
7.8968e-02 1.5789e+03 -1.7050e+02
7.9699e-02 1.5780e+03 -1.6937e+02
8.0436e-02 1.5763e+03 -1.6817e+02
8.1181e-02 1.5742e+03 -1.6691e+02
8.1933e-02 1.5713e+03 -1.6558e+02
8.2691e-02 1.5678e+03 -1.6420e+02
8.3457e-02 1.5638e+03 -1.6276e+02
8.4229e-02 1.5592e+03 -1.6127e+02
8.5009e-02 1.5541e+03 -1.5974e+02
8.5796e-02 1.5487e+03 -1.5818e+02
8.6590e-02 1.5426e+03 -1.5657e+02
8.7392e-02 1.5364e+03 -1.5494e+02
8.8201e-02 1.5298e+03 -1.5329e+02
8.9017e-02 1.5230e+03 -1.5162e+02
8.9841e-02 1.5159e+03 -1.4994e+02
9.0673e-02 1.5088e+03 -1.4826e+02
9.1513e-02 1.5015e+03 -1.4658e+02
9.2360e-02 1.4943e+03 -1.4492e+02
9.3215e-02 1.4871e+03 -1.4326e+02
9.4078e-02 1.4800e+03 -1.4163e+02
9.4949e-02 1.4731e+03 -1.4003e+02
9.5828e-02 1.4665e+03 -1.3846e+02
9.6715e-02 1.4602e+03 -1.3693e+02
9.7610e-02 1.4543e+03 -1.3545e+02
9.8514e-02 1.4487e+03 -1.3400e+02
9.9426e-02 1.4437e+03 -1.3262e+02
1.0035e-01 1.4393e+03 -1.3130e+02
1.0128e-01 1.4353e+03 -1.3002e+02
1.0221e-01 1.4322e+03 -1.2882e+02
1.0316e-01 1.4295e+03 -1.2767e+02
1.0411e-01 1.4277e+03 -1.2660e+02
1.0508e-01 1.4265e+03 -1.2559e+02
1.0605e-01 1.4261e+03 -1.2465e+02
1.0703e-01 1.4264e+03 -1.2377e+02
1.0802e-01 1.4275e+03 -1.2296e+02
1.0902e-01 1.4292e+03 -1.2220e+02
1.1003e-01 1.4318e+03 -1.2151e+02
1.1105e-01 1.4349e+03 -1.2086e+02
1.1208e-01 1.4387e+03 -1.2027e+02
1.1312e-01 1.4431e+03 -1.1972e+02
1.1416e-01 1.4480e+03 -1.1921e+02
1.1522e-01 1.4533e+03 -1.1873e+02
1.1629e-01 1.4590e+03 -1.1827e+02
1.1736e-01 1.4651e+03 -1.1783e+02
1.1845e-01 1.4712e+03 -1.1740e+02
1.1955e-01 1.4776e+03 -1.1697e+02
1.2065e-01 1.4838e+03 -1.1652e+02
1.2177e-01 1.4899e+03 -1.1605e+02
1.2290e-01 1.4958e+03 -1.1557e+02
1.2404e-01 1.5012e+03 -1.1503e+02
1.2518e-01 1.5062e+03 -1.1446e+02
1.2634e-01 1.5105e+03 -1.1384e+02
1.2751e-01 1.5141e+03 -1.1314e+02
1.2869e-01 1.5168e+03 -1.1239e+02
1.2988e-01 1.5186e+03 -1.1156e+02
1.3109e-01 1.5192e+03 -1.1065e+02
1.3230e-01 1.5189e+03 -1.0966e+02
1.3353e-01 1.5173e+03 -1.0859e+02
1.3476e-01 1.5144e+03 -1.0743e+02
1.3601e-01 1.5104e+03 -1.0619e+02
1.3727e-01 1.5051e+03 -1.0487e+02
1.3854e-01 1.4985e+03 -1.0347e+02
1.3982e-01 1.4907e+03 -1.0199e+02
1.4112e-01 1.4819e+03 -1.0046e+02
1.4242e-01 1.4718e+03 -9.8853e+01
1.4374e-01 1.4609e+03 -9.7204e+01
1.4507e-01 1.4492e+03 -9.5519e+01
1.4641e-01 1.4366e+03 -9.3790e+01
1.4777e-01 1.4236e+03 -9.2054e+01
1.4914e-01 1.4103e+03 -9.0312e+01
1.5052e-01 1.3964e+03 -8.8555e+01
1.5191e-01 1.3828e+03 -8.6833e+01
1.5332e-01 1.3690e+03 -8.5118e+01
1.5474e-01 1.3559e+03 -8.3459e+01
1.5617e-01 1.3429e+03 -8.1829e+01
1.5762e-01 1.3307e+03 -8.0263e+01
1.5907e-01 1.3193e+03 -7.8759e+01
1.6055e-01 1.3085e+03 -7.7311e+01
1.6203e-01 1.2989e+03 -7.5944e+01
1.6353e-01 1.2904e+03 -7.4651e+01
1.6505e-01 1.2830e+03 -7.3437e+01
1.6658e-01 1.2767e+03 -7.2293e+01
1.6812e-01 1.2718e+03 -7.1234e+01
1.6967e-01 1.2677e+03 -7.0235e+01
1.7124e-01 1.2651e+03 -6.9314e+01
1.7283e-01 1.2633e+03 -6.8445e+01
1.7443e-01 1.2626e+03 -6.7637e+01
1.7604e-01 1.2626e+03 -6.6868e+01
1.7767e-01 1.2633e+03 -6.6140e+01
1.7932e-01 1.2644e+03 -6.5431e+01
1.8098e-01 1.2659e+03 -6.4741e+01
1.8265e-01 1.2675e+03 -6.4053e+01
1.8435e-01 1.2689e+03 -6.3354e+01
1.8605e-01 1.2700e+03 -6.2643e+01
1.8777e-01 1.2705e+03 -6.1899e+01
1.8951e-01 1.2703e+03 -6.1125e+01
1.9127e-01 1.2692e+03 -6.0308e+01
1.9304e-01 1.2670e+03 -5.9440e+01
1.9483e-01 1.2637e+03 -5.8527e+01
1.9663e-01 1.2589e+03 -5.7553e+01
1.9845e-01 1.2529e+03 -5.6528e+01
2.0029e-01 1.2457e+03 -5.5458e+01
2.0214e-01 1.2370e+03 -5.4332e+01
2.0401e-01 1.2273e+03 -5.3174e+01
2.0590e-01 1.2165e+03 -5.1980e+01
2.0781e-01 1.2047e+03 -5.0760e+01
2.0973e-01 1.1923e+03 -4.9530e+01
2.1167e-01 1.1794e+03 -4.8296e+01
2.1363e-01 1.1663e+03 -4.7067e+01
2.1561e-01 1.1530e+03 -4.5852e+01
2.1760e-01 1.1401e+03 -4.4664e+01
2.1962e-01 1.1275e+03 -4.3510e+01
2.2165e-01 1.1156e+03 -4.2394e+01
2.2370e-01 1.1046e+03 -4.1329e+01
2.2578e-01 1.0945e+03 -4.0310e+01
2.2787e-01 1.0855e+03 -3.9342e+01
2.2998e-01 1.0775e+03 -3.8425e+01
2.3210e-01 1.0707e+03 -3.7558e+01
2.3425e-01 1.0649e+03 -3.6737e+01
2.3642e-01 1.0602e+03 -3.5958e+01
2.3861e-01 1.0562e+03 -3.5212e+01
2.4082e-01 1.0530e+03 -3.4496e+01
2.4305e-01 1.0503e+03 -3.3800e+01
2.4530e-01 1.0479e+03 -3.3119e+01
2.4757e-01 1.0456e+03 -3.2442e+01
2.4986e-01 1.0430e+03 -3.1762e+01
2.5217e-01 1.0400e+03 -3.1076e+01
2.5451e-01 1.0365e+03 -3.0377e+01
2.5686e-01 1.0322e+03 -2.9659e+01
2.5924e-01 1.0270e+03 -2.8924e+01
2.6164e-01 1.0208e+03 -2.8168e+01
2.6407e-01 1.0136e+03 -2.7393e+01
2.6651e-01 1.0054e+03 -2.6602e+01
2.6898e-01 9.9643e+02 -2.5800e+01
2.7147e-01 9.8669e+02 -2.4989e+01
2.7398e-01 9.7647e+02 -2.4179e+01
2.7652e-01 9.6578e+02 -2.3370e+01
2.7908e-01 9.5506e+02 -2.2574e+01
2.8166e-01 9.4434e+02 -2.1790e+01
2.8427e-01 9.3397e+02 -2.1028e+01
2.8690e-01 9.2405e+02 -2.0288e+01
2.8955e-01 9.1479e+02 -1.9574e+01
2.9224e-01 9.0622e+02 -1.8886e+01
2.9494e-01 8.9843e+02 -1.8224e+01
2.9767e-01 8.9146e+02 -1.7588e+01
3.0043e-01 8.8519e+02 -1.6974e+01
3.0321e-01 8.7955e+02 -1.6380e+01
3.0602e-01 8.7443e+02 -1.5803e+01
3.0885e-01 8.6961e+02 -1.5237e+01
3.1171e-01 8.6493e+02 -1.4680e+01
3.1459e-01 8.6023e+02 -1.4128e+01
3.1751e-01 8.5533e+02 -1.3580e+01
3.2044e-01 8.4998e+02 -1.3031e+01
3.2341e-01 8.4420e+02 -1.2482e+01
3.2641e-01 8.3782e+02 -1.1932e+01
3.2943e-01 8.3091e+02 -1.1383e+01
3.3248e-01 8.2338e+02 -1.0834e+01
3.3555e-01 8.1535e+02 -1.0287e+01
3.3866e-01 8.0702e+02 -9.7469e+00
3.4180e-01 7.9841e+02 -9.2132e+00
3.4496e-01 7.8977e+02 -8.6892e+00
3.4815e-01 7.8123e+02 -8.1765e+00
3.5138e-01 7.7284e+02 -7.6753e+00
3.5463e-01 7.6491e+02 -7.1883e+00
3.5791e-01 7.5738e+02 -6.7141e+00
3.6123e-01 7.5025e+02 -6.2521e+00
3.6457e-01 7.4363e+02 -5.8026e+00
3.6794e-01 7.3746e+02 -5.3642e+00
3.7135e-01 7.3158e+02 -4.9351e+00
3.7479e-01 7.2591e+02 -4.5144e+00
3.7826e-01 7.2030e+02 -4.1007e+00
3.8176e-01 7.1472e+02 -3.6940e+00
3.8529e-01 7.0897e+02 -3.2931e+00
3.8886e-01 7.0297e+02 -2.8980e+00
3.9246e-01 6.9668e+02 -2.5090e+00
3.9609e-01 6.9013e+02 -2.1265e+00
3.9976e-01 6.8333e+02 -1.7509e+00
4.0346e-01 6.7628e+02 -1.3827e+00
4.0720e-01 6.6912e+02 -1.0224e+00
4.1097e-01 6.6192e+02 -6.7015e-01
4.1477e-01 6.5482e+02 -3.2617e-01
4.1861e-01 6.4787e+02 9.7557e-03
4.2249e-01 6.4110e+02 3.3790e-01
4.2640e-01 6.3459e+02 6.5865e-01
4.3035e-01 6.2834e+02 9.7243e-01
4.3433e-01 6.2232e+02 1.2796e+00
4.3835e-01 6.1648e+02 1.5804e+00
4.4241e-01 6.1075e+02 1.8748e+00
4.4650e-01 6.0507e+02 2.1630e+00
4.5064e-01 5.9935e+02 2.4446e+00
4.5481e-01 5.9355e+02 2.7194e+00
4.5902e-01 5.8765e+02 2.9871e+00
4.6327e-01 5.8165e+02 3.2476e+00
4.6756e-01 5.7552e+02 3.5008e+00
4.7189e-01 5.6935e+02 3.7468e+00
4.7625e-01 5.6317e+02 3.9860e+00
4.8066e-01 5.5699e+02 4.2184e+00
4.8511e-01 5.5093e+02 4.4451e+00
4.8960e-01 5.4498e+02 4.6659e+00
4.9414e-01 5.3917e+02 4.8816e+00
4.9871e-01 5.3349e+02 5.0922e+00
5.0333e-01 5.2794e+02 5.2979e+00
5.0799e-01 5.2244e+02 5.4981e+00
5.1269e-01 5.1703e+02 5.6933e+00
5.1744e-01 5.1163e+02 5.8827e+00
5.2223e-01 5.0620e+02 6.0659e+00
5.2706e-01 5.0075e+02 6.2430e+00
5.3194e-01 4.9528e+02 6.4141e+00
5.3686e-01 4.8978e+02 6.5789e+00
5.4183e-01 4.8432e+02 6.7384e+00
5.4685e-01 4.7887e+02 6.8922e+00
5.5191e-01 4.7348e+02 7.0411e+00
5.5702e-01 4.6817e+02 7.1856e+00
5.6218e-01 4.6292e+02 7.3253e+00
5.6738e-01 4.5777e+02 7.4612e+00
5.7264e-01 4.5268e+02 7.5927e+00
5.7794e-01 4.4764e+02 7.7196e+00
5.8329e-01 4.4263e+02 7.8420e+00
5.8869e-01 4.3767e+02 7.9598e+00
5.9414e-01 4.3269e+02 8.0723e+00
5.9964e-01 4.2774e+02 8.1801e+00
6.0519e-01 4.2280e+02 8.2829e+00
6.1079e-01 4.1790e+02 8.3814e+00
6.1645e-01 4.1304e+02 8.4758e+00
6.2215e-01 4.0822e+02 8.5661e+00
6.2791e-01 4.0346e+02 8.6528e+00
6.3373e-01 3.9875e+02 8.7356e+00
6.3959e-01 3.9410e+02 8.8149e+00
6.4551e-01 3.8950e+02 8.8907e+00
6.5149e-01 3.8491e+02 8.9620e+00
6.5752e-01 3.8035e+02 9.0294e+00
6.6361e-01 3.7583e+02 9.0933e+00
6.6975e-01 3.7135e+02 9.1536e+00
6.7595e-01 3.6692e+02 9.2105e+00
6.8221e-01 3.6252e+02 9.2639e+00
6.8852e-01 3.5816e+02 9.3140e+00
6.9490e-01 3.5385e+02 9.3609e+00
7.0133e-01 3.4957e+02 9.4044e+00
7.0782e-01 3.4533e+02 9.4448e+00
7.1438e-01 3.4113e+02 9.4820e+00
7.2099e-01 3.3696e+02 9.5163e+00
7.2766e-01 3.3283e+02 9.5474e+00
7.3440e-01 3.2875e+02 9.5757e+00
7.4120e-01 3.2470e+02 9.6012e+00
7.4806e-01 3.2069e+02 9.6239e+00
7.5499e-01 3.1672e+02 9.6438e+00
7.6198e-01 3.1278e+02 9.6611e+00
7.6903e-01 3.0889e+02 9.6758e+00
7.7615e-01 3.0503e+02 9.6879e+00
7.8333e-01 3.0120e+02 9.6974e+00
7.9059e-01 2.9741e+02 9.7044e+00
7.9790e-01 2.9366e+02 9.7090e+00
8.0529e-01 2.8994e+02 9.7113e+00
8.1275e-01 2.8627e+02 9.7113e+00
8.2027e-01 2.8262e+02 9.7090e+00
8.2786e-01 2.7901e+02 9.7045e+00
8.3553e-01 2.7544e+02 9.6980e+00
8.4326e-01 2.7191e+02 9.6894e+00
8.5107e-01 2.6841e+02 9.6787e+00
8.5895e-01 2.6495e+02 9.6661e+00
8.6690e-01 2.6152e+02 9.6517e+00
8.7493e-01 2.5813e+02 9.6354e+00
8.8302e-01 2.5478e+02 9.6172e+00
8.9120e-01 2.5146e+02 9.5973e+00
8.9945e-01 2.4817e+02 9.5758e+00
9.0778e-01 2.4492e+02 9.5525e+00
9.1618e-01 2.4171e+02 9.5277e+00
9.2466e-01 2.3852e+02 9.5013e+00
9.3322e-01 2.3538e+02 9.4733e+00
9.4186e-01 2.3226e+02 9.4438e+00
9.5058e-01 2.2918e+02 9.4128e+00
9.5938e-01 2.2613e+02 9.3804e+00
9.6826e-01 2.2311e+02 9.3466e+00
9.7723e-01 2.2012e+02 9.3114e+00
9.8627e-01 2.1717e+02 9.2748e+00
9.9540e-01 2.1425e+02 9.2371e+00
1.0046e+00 2.1136e+02 9.1982e+00
1.0139e+00 2.0850e+02 9.1582e+00
1.0233e+00 2.0568e+02 9.1171e+00
1.0328e+00 2.0290e+02 9.0754e+00
1.0423e+00 2.0014e+02 9.0324e+00
1.0520e+00 1.9742e+02 8.9886e+00
1.0617e+00 1.9473e+02 8.9437e+00
1.0716e+00 1.9207e+02 8.8978e+00
1.0815e+00 1.8944e+02 8.8510e+00
1.0915e+00 1.8683e+02 8.8031e+00
1.1016e+00 1.8425e+02 8.7543e+00
1.1118e+00 1.8170e+02 8.7048e+00
1.1221e+00 1.7918e+02 8.6542e+00
1.1325e+00 1.7669e+02 8.6029e+00
1.1430e+00 1.7422e+02 8.5509e+00
1.1535e+00 1.7179e+02 8.4983e+00
1.1642e+00 1.6938e+02 8.4451e+00
1.1750e+00 1.6701e+02 8.3917e+00
1.1859e+00 1.6467e+02 8.3376e+00
1.1968e+00 1.6236e+02 8.2831e+00
1.2079e+00 1.6007e+02 8.2280e+00
1.2191e+00 1.5781e+02 8.1721e+00
1.2304e+00 1.5557e+02 8.1156e+00
1.2418e+00 1.5336e+02 8.0587e+00
1.2533e+00 1.5117e+02 8.0014e+00
1.2649e+00 1.4902e+02 7.9437e+00
1.2766e+00 1.4689e+02 7.8857e+00
1.2884e+00 1.4479e+02 7.8275e+00
1.3003e+00 1.4271e+02 7.7691e+00
1.3124e+00 1.4067e+02 7.7104e+00
1.3245e+00 1.3864e+02 7.6511e+00
1.3368e+00 1.3664e+02 7.5917e+00
1.3492e+00 1.3466e+02 7.5317e+00
1.3617e+00 1.3270e+02 7.4716e+00
1.3743e+00 1.3077e+02 7.4112e+00
1.3870e+00 1.2886e+02 7.3507e+00
1.3998e+00 1.2698e+02 7.2901e+00
1.4128e+00 1.2513e+02 7.2295e+00
1.4259e+00 1.2330e+02 7.1689e+00
1.4391e+00 1.2149e+02 7.1081e+00
1.4524e+00 1.1971e+02 7.0473e+00
1.4658e+00 1.1794e+02 6.9864e+00
1.4794e+00 1.1620e+02 6.9254e+00
1.4931e+00 1.1449e+02 6.8645e+00
1.5069e+00 1.1279e+02 6.8035e+00
1.5209e+00 1.1112e+02 6.7425e+00
1.5349e+00 1.0947e+02 6.6817e+00
1.5492e+00 1.0784e+02 6.6207e+00
1.5635e+00 1.0624e+02 6.5599e+00
1.5780e+00 1.0465e+02 6.4990e+00
1.5926e+00 1.0308e+02 6.4383e+00
1.6073e+00 1.0154e+02 6.3776e+00
1.6222e+00 1.0001e+02 6.3170e+00
1.6372e+00 9.8503e+01 6.2565e+00
1.6524e+00 9.7018e+01 6.1961e+00
1.6677e+00 9.5552e+01 6.1359e+00
1.6831e+00 9.4105e+01 6.0758e+00
1.6987e+00 9.2678e+01 6.0159e+00
1.7144e+00 9.1272e+01 5.9563e+00
1.7303e+00 8.9883e+01 5.8967e+00
1.7463e+00 8.8514e+01 5.8374e+00
1.7625e+00 8.7163e+01 5.7782e+00
1.7788e+00 8.5831e+01 5.7193e+00
1.7953e+00 8.4515e+01 5.6606e+00
1.8119e+00 8.3218e+01 5.6021e+00
1.8287e+00 8.1937e+01 5.5437e+00
1.8456e+00 8.0673e+01 5.4856e+00
1.8627e+00 7.9428e+01 5.4278e+00
1.8799e+00 7.8198e+01 5.3701e+00
1.8973e+00 7.6987e+01 5.3129e+00
1.9149e+00 7.5793e+01 5.2559e+00
1.9326e+00 7.4616e+01 5.1992e+00
1.9505e+00 7.3454e+01 5.1428e+00
1.9686e+00 7.2311e+01 5.0868e+00
1.9868e+00 7.1183e+01 5.0311e+00
2.0052e+00 7.0071e+01 4.9757e+00
2.0237e+00 6.8975e+01 4.9207e+00
2.0425e+00 6.7894e+01 4.8659e+00
2.0614e+00 6.6829e+01 4.8115e+00
2.0805e+00 6.5779e+01 4.7574e+00
2.0997e+00 6.4743e+01 4.7037e+00
2.1192e+00 6.3723e+01 4.6503e+00
2.1388e+00 6.2715e+01 4.5971e+00
2.1586e+00 6.1723e+01 4.5444e+00
2.1786e+00 6.0742e+01 4.4918e+00
2.1987e+00 5.9776e+01 4.4396e+00
2.2191e+00 5.8824e+01 4.3878e+00
2.2396e+00 5.7885e+01 4.3363e+00
2.2604e+00 5.6961e+01 4.2853e+00
2.2813e+00 5.6052e+01 4.2347e+00
2.3024e+00 5.5156e+01 4.1846e+00
2.3237e+00 5.4274e+01 4.1348e+00
2.3452e+00 5.3404e+01 4.0855e+00
2.3669e+00 5.2547e+01 4.0364e+00
2.3889e+00 5.1701e+01 3.9877e+00
2.4110e+00 5.0867e+01 3.9394e+00
2.4333e+00 5.0045e+01 3.8914e+00
2.4558e+00 4.9236e+01 3.8438e+00
2.4785e+00 4.8438e+01 3.7966e+00
2.5015e+00 4.7654e+01 3.7498e+00
2.5246e+00 4.6880e+01 3.7035e+00
2.5480e+00 4.6119e+01 3.6575e+00
2.5716e+00 4.5368e+01 3.6120e+00
2.5954e+00 4.4629e+01 3.5668e+00
2.6194e+00 4.3900e+01 3.5220e+00
2.6437e+00 4.3182e+01 3.4775e+00
2.6682e+00 4.2474e+01 3.4335e+00
2.6929e+00 4.1777e+01 3.3898e+00
2.7178e+00 4.1091e+01 3.3466e+00
2.7430e+00 4.0415e+01 3.3037e+00
2.7684e+00 3.9750e+01 3.2613e+00
2.7940e+00 3.9094e+01 3.2193e+00
2.8198e+00 3.8449e+01 3.1776e+00
2.8459e+00 3.7813e+01 3.1364e+00
2.8723e+00 3.7187e+01 3.0955e+00
2.8989e+00 3.6571e+01 3.0551e+00
2.9257e+00 3.5964e+01 3.0151e+00
2.9528e+00 3.5367e+01 2.9754e+00
2.9801e+00 3.4779e+01 2.9362e+00
3.0077e+00 3.4200e+01 2.8973e+00
3.0356e+00 3.3630e+01 2.8589e+00
3.0637e+00 3.3068e+01 2.8208e+00
