# k[h/Mpc]   Q1   Q2    Q3    Q5    Q8     Qs2    
# 
9.4730e-04 2.4361e-03 -5.3290e-04 9.6125e-04 9.5158e-04 6.6583e-01 1.3244e+00
9.5607e-04 2.5246e-03 -5.5161e-04 9.9666e-04 9.8650e-04 6.7820e-01 1.3488e+00
9.6492e-04 2.6163e-03 -5.7095e-04 1.0334e-03 1.0227e-03 6.9080e-01 1.3737e+00
9.7385e-04 2.7114e-03 -5.9097e-04 1.0714e-03 1.0602e-03 7.0363e-01 1.3991e+00
9.8287e-04 2.8099e-03 -6.1167e-04 1.1109e-03 1.0991e-03 7.1670e-01 1.4250e+00
9.9197e-04 2.9119e-03 -6.3308e-04 1.1518e-03 1.1394e-03 7.3002e-01 1.4513e+00
1.0012e-03 3.0176e-03 -6.5523e-04 1.1942e-03 1.1812e-03 7.4358e-01 1.4781e+00
1.0104e-03 3.1271e-03 -6.7813e-04 1.2382e-03 1.2245e-03 7.5739e-01 1.5054e+00
1.0198e-03 3.2405e-03 -7.0183e-04 1.2837e-03 1.2693e-03 7.7146e-01 1.5332e+00
1.0292e-03 3.3580e-03 -7.2633e-04 1.3310e-03 1.3158e-03 7.8579e-01 1.5615e+00
1.0387e-03 3.4798e-03 -7.5167e-04 1.3799e-03 1.3640e-03 8.0038e-01 1.5903e+00
1.0484e-03 3.6059e-03 -7.7788e-04 1.4307e-03 1.4140e-03 8.1525e-01 1.6197e+00
1.0581e-03 3.7365e-03 -8.0499e-04 1.4833e-03 1.4658e-03 8.3039e-01 1.6496e+00
1.0679e-03 3.8719e-03 -8.3301e-04 1.5379e-03 1.5194e-03 8.4581e-01 1.6800e+00
1.0777e-03 4.0121e-03 -8.6200e-04 1.5944e-03 1.5750e-03 8.6152e-01 1.7110e+00
1.0877e-03 4.1573e-03 -8.9197e-04 1.6530e-03 1.6327e-03 8.7752e-01 1.7426e+00
1.0978e-03 4.3077e-03 -9.2296e-04 1.7138e-03 1.6924e-03 8.9381e-01 1.7747e+00
1.1080e-03 4.4636e-03 -9.5500e-04 1.7768e-03 1.7543e-03 9.1041e-01 1.8074e+00
1.1182e-03 4.6250e-03 -9.8813e-04 1.8421e-03 1.8184e-03 9.2732e-01 1.8408e+00
1.1286e-03 4.7922e-03 -1.0224e-03 1.9098e-03 1.8849e-03 9.4454e-01 1.8747e+00
1.1390e-03 4.9654e-03 -1.0578e-03 1.9799e-03 1.9538e-03 9.6208e-01 1.9093e+00
1.1496e-03 5.1448e-03 -1.0944e-03 2.0527e-03 2.0252e-03 9.7994e-01 1.9444e+00
1.1602e-03 5.3306e-03 -1.1323e-03 2.1280e-03 2.0992e-03 9.9813e-01 1.9803e+00
1.1709e-03 5.5231e-03 -1.1714e-03 2.2062e-03 2.1758e-03 1.0167e+00 2.0168e+00
1.1818e-03 5.7224e-03 -1.2119e-03 2.2871e-03 2.2553e-03 1.0355e+00 2.0539e+00
1.1927e-03 5.9289e-03 -1.2537e-03 2.3711e-03 2.3376e-03 1.0548e+00 2.0917e+00
1.2038e-03 6.1427e-03 -1.2969e-03 2.4581e-03 2.4229e-03 1.0743e+00 2.1303e+00
1.2149e-03 6.3642e-03 -1.3416e-03 2.5483e-03 2.5113e-03 1.0943e+00 2.1695e+00
1.2262e-03 6.5936e-03 -1.3878e-03 2.6418e-03 2.6029e-03 1.1146e+00 2.2094e+00
1.2375e-03 6.8312e-03 -1.4355e-03 2.7387e-03 2.6978e-03 1.1353e+00 2.2501e+00
1.2490e-03 7.0772e-03 -1.4849e-03 2.8392e-03 2.7962e-03 1.1564e+00 2.2915e+00
1.2605e-03 7.3320e-03 -1.5358e-03 2.9432e-03 2.8981e-03 1.1778e+00 2.3337e+00
1.2722e-03 7.5959e-03 -1.5885e-03 3.0512e-03 3.0037e-03 1.1997e+00 2.3766e+00
1.2840e-03 7.8692e-03 -1.6430e-03 3.1630e-03 3.1131e-03 1.2220e+00 2.4203e+00
1.2959e-03 8.1522e-03 -1.6993e-03 3.2789e-03 3.2265e-03 1.2446e+00 2.4648e+00
1.3079e-03 8.4453e-03 -1.7574e-03 3.3990e-03 3.3440e-03 1.2677e+00 2.5101e+00
1.3200e-03 8.7488e-03 -1.8175e-03 3.5236e-03 3.4657e-03 1.2913e+00 2.5563e+00
1.3322e-03 9.0632e-03 -1.8796e-03 3.6526e-03 3.5918e-03 1.3152e+00 2.6033e+00
1.3445e-03 9.3886e-03 -1.9438e-03 3.7864e-03 3.7224e-03 1.3396e+00 2.6511e+00
1.3570e-03 9.7257e-03 -2.0100e-03 3.9250e-03 3.8578e-03 1.3645e+00 2.6998e+00
1.3695e-03 1.0075e-02 -2.0785e-03 4.0687e-03 3.9981e-03 1.3898e+00 2.7494e+00
1.3822e-03 1.0436e-02 -2.1493e-03 4.2177e-03 4.1434e-03 1.4156e+00 2.7999e+00
1.3950e-03 1.0810e-02 -2.2223e-03 4.3719e-03 4.2940e-03 1.4419e+00 2.8513e+00
1.4079e-03 1.1198e-02 -2.2978e-03 4.5320e-03 4.4500e-03 1.4686e+00 2.9036e+00
1.4209e-03 1.1599e-02 -2.3758e-03 4.6977e-03 4.6116e-03 1.4958e+00 2.9569e+00
1.4341e-03 1.2014e-02 -2.4564e-03 4.8695e-03 4.7790e-03 1.5236e+00 3.0112e+00
1.4474e-03 1.2444e-02 -2.5396e-03 5.0475e-03 4.9525e-03 1.5519e+00 3.0664e+00
1.4608e-03 1.2890e-02 -2.6255e-03 5.2321e-03 5.1321e-03 1.5806e+00 3.1226e+00
1.4743e-03 1.3351e-02 -2.7143e-03 5.4233e-03 5.3183e-03 1.6100e+00 3.1799e+00
1.4879e-03 1.3828e-02 -2.8059e-03 5.6215e-03 5.5112e-03 1.6398e+00 3.2382e+00
1.5017e-03 1.4322e-02 -2.9006e-03 5.8270e-03 5.7109e-03 1.6702e+00 3.2975e+00
1.5156e-03 1.4834e-02 -2.9983e-03 6.0397e-03 5.9179e-03 1.7012e+00 3.3579e+00
1.5297e-03 1.5364e-02 -3.0993e-03 6.2604e-03 6.1323e-03 1.7328e+00 3.4194e+00
1.5438e-03 1.5912e-02 -3.2035e-03 6.4889e-03 6.3544e-03 1.7649e+00 3.4820e+00
1.5581e-03 1.6480e-02 -3.3111e-03 6.7259e-03 6.5845e-03 1.7976e+00 3.5458e+00
1.5725e-03 1.7068e-02 -3.4222e-03 6.9713e-03 6.8228e-03 1.8309e+00 3.6107e+00
1.5871e-03 1.7676e-02 -3.5370e-03 7.2258e-03 7.0697e-03 1.8649e+00 3.6767e+00
1.6018e-03 1.8306e-02 -3.6554e-03 7.4894e-03 7.3254e-03 1.8994e+00 3.7440e+00
1.6166e-03 1.8958e-02 -3.7776e-03 7.7626e-03 7.5902e-03 1.9347e+00 3.8124e+00
1.6316e-03 1.9633e-02 -3.9038e-03 8.0458e-03 7.8646e-03 1.9705e+00 3.8821e+00
1.6467e-03 2.0332e-02 -4.0341e-03 8.3390e-03 8.1488e-03 2.0070e+00 3.9531e+00
1.6619e-03 2.1055e-02 -4.1686e-03 8.6432e-03 8.4431e-03 2.0442e+00 4.0253e+00
1.6773e-03 2.1803e-02 -4.3073e-03 8.9580e-03 8.7480e-03 2.0821e+00 4.0988e+00
1.6928e-03 2.2578e-02 -4.4506e-03 9.2846e-03 9.0638e-03 2.1207e+00 4.1737e+00
1.7085e-03 2.3380e-02 -4.5984e-03 9.6227e-03 9.3909e-03 2.1600e+00 4.2499e+00
1.7243e-03 2.4210e-02 -4.7509e-03 9.9733e-03 9.7296e-03 2.2000e+00 4.3274e+00
1.7403e-03 2.5069e-02 -4.9083e-03 1.0336e-02 1.0080e-02 2.2408e+00 4.4064e+00
1.7564e-03 2.5958e-02 -5.0708e-03 1.0713e-02 1.0444e-02 2.2823e+00 4.4867e+00
1.7727e-03 2.6879e-02 -5.2383e-03 1.1103e-02 1.0820e-02 2.3246e+00 4.5685e+00
1.7891e-03 2.7831e-02 -5.4112e-03 1.1507e-02 1.1210e-02 2.3676e+00 4.6518e+00
1.8056e-03 2.8817e-02 -5.5896e-03 1.1926e-02 1.1614e-02 2.4115e+00 4.7366e+00
1.8223e-03 2.9837e-02 -5.7736e-03 1.2359e-02 1.2032e-02 2.4562e+00 4.8228e+00
1.8392e-03 3.0892e-02 -5.9635e-03 1.2809e-02 1.2464e-02 2.5017e+00 4.9106e+00
1.8562e-03 3.1985e-02 -6.1593e-03 1.3274e-02 1.2913e-02 2.5480e+00 5.0000e+00
1.8734e-03 3.3115e-02 -6.3612e-03 1.3757e-02 1.3377e-02 2.5952e+00 5.0910e+00
1.8908e-03 3.4285e-02 -6.5695e-03 1.4257e-02 1.3858e-02 2.6432e+00 5.1836e+00
1.9083e-03 3.5496e-02 -6.7843e-03 1.4775e-02 1.4356e-02 2.6921e+00 5.2778e+00
1.9259e-03 3.6748e-02 -7.0059e-03 1.5312e-02 1.4871e-02 2.7420e+00 5.3737e+00
1.9438e-03 3.8044e-02 -7.2343e-03 1.5868e-02 1.5405e-02 2.7927e+00 5.4713e+00
1.9618e-03 3.9386e-02 -7.4699e-03 1.6444e-02 1.5958e-02 2.8444e+00 5.5707e+00
1.9799e-03 4.0773e-02 -7.7128e-03 1.7041e-02 1.6530e-02 2.8971e+00 5.6718e+00
1.9983e-03 4.2209e-02 -7.9632e-03 1.7659e-02 1.7123e-02 2.9507e+00 5.7747e+00
2.0168e-03 4.3695e-02 -8.2214e-03 1.8300e-02 1.7737e-02 3.0053e+00 5.8795e+00
2.0354e-03 4.5232e-02 -8.4875e-03 1.8964e-02 1.8372e-02 3.0609e+00 5.9861e+00
2.0543e-03 4.6822e-02 -8.7618e-03 1.9651e-02 1.9030e-02 3.1175e+00 6.0946e+00
2.0733e-03 4.8467e-02 -9.0445e-03 2.0364e-02 1.9711e-02 3.1752e+00 6.2050e+00
2.0925e-03 5.0169e-02 -9.3360e-03 2.1102e-02 2.0416e-02 3.2339e+00 6.3173e+00
2.1118e-03 5.1930e-02 -9.6363e-03 2.1867e-02 2.1147e-02 3.2937e+00 6.4317e+00
2.1314e-03 5.3751e-02 -9.9458e-03 2.2659e-02 2.1903e-02 3.3546e+00 6.5480e+00
2.1511e-03 5.5635e-02 -1.0265e-02 2.3479e-02 2.2685e-02 3.4167e+00 6.6664e+00
2.1710e-03 5.7585e-02 -1.0593e-02 2.4330e-02 2.3496e-02 3.4798e+00 6.7869e+00
2.1911e-03 5.9601e-02 -1.0932e-02 2.5211e-02 2.4334e-02 3.5442e+00 6.9096e+00
2.2114e-03 6.1687e-02 -1.1281e-02 2.6123e-02 2.5203e-02 3.6097e+00 7.0343e+00
2.2319e-03 6.3844e-02 -1.1640e-02 2.7068e-02 2.6102e-02 3.6764e+00 7.1613e+00
2.2526e-03 6.6075e-02 -1.2010e-02 2.8047e-02 2.7033e-02 3.7444e+00 7.2905e+00
2.2734e-03 6.8383e-02 -1.2391e-02 2.9062e-02 2.7996e-02 3.8136e+00 7.4220e+00
2.2945e-03 7.0771e-02 -1.2784e-02 3.0112e-02 2.8993e-02 3.8840e+00 7.5557e+00
2.3157e-03 7.3240e-02 -1.3188e-02 3.1201e-02 3.0026e-02 3.9558e+00 7.6918e+00
2.3371e-03 7.5793e-02 -1.3605e-02 3.2328e-02 3.1094e-02 4.0289e+00 7.8303e+00
2.3588e-03 7.8434e-02 -1.4033e-02 3.3497e-02 3.2200e-02 4.1033e+00 7.9713e+00
2.3806e-03 8.1165e-02 -1.4475e-02 3.4706e-02 3.3345e-02 4.1791e+00 8.1146e+00
2.4026e-03 8.3990e-02 -1.4929e-02 3.5959e-02 3.4530e-02 4.2562e+00 8.2605e+00
2.4249e-03 8.6911e-02 -1.5397e-02 3.7258e-02 3.5757e-02 4.3348e+00 8.4089e+00
2.4473e-03 8.9931e-02 -1.5879e-02 3.8602e-02 3.7026e-02 4.4148e+00 8.5599e+00
2.4700e-03 9.3055e-02 -1.6374e-02 3.9995e-02 3.8340e-02 4.4963e+00 8.7135e+00
2.4929e-03 9.6284e-02 -1.6884e-02 4.1437e-02 3.9700e-02 4.5793e+00 8.8698e+00
2.5159e-03 9.9624e-02 -1.7409e-02 4.2932e-02 4.1107e-02 4.6638e+00 9.0288e+00
2.5392e-03 1.0308e-01 -1.7949e-02 4.4478e-02 4.2564e-02 4.7499e+00 9.1906e+00
2.5627e-03 1.0665e-01 -1.8505e-02 4.6082e-02 4.4071e-02 4.8375e+00 9.3551e+00
2.5865e-03 1.1034e-01 -1.9077e-02 4.7742e-02 4.5631e-02 4.9268e+00 9.5225e+00
2.6104e-03 1.1416e-01 -1.9665e-02 4.9462e-02 4.7246e-02 5.0176e+00 9.6928e+00
2.6346e-03 1.1810e-01 -2.0270e-02 5.1243e-02 4.8916e-02 5.1102e+00 9.8660e+00
2.6590e-03 1.2218e-01 -2.0892e-02 5.3087e-02 5.0645e-02 5.2044e+00 1.0042e+01
2.6836e-03 1.2640e-01 -2.1531e-02 5.4998e-02 5.2434e-02 5.3003e+00 1.0221e+01
2.7084e-03 1.3076e-01 -2.2189e-02 5.6975e-02 5.4285e-02 5.3980e+00 1.0404e+01
2.7335e-03 1.3527e-01 -2.2866e-02 5.9026e-02 5.6200e-02 5.4975e+00 1.0589e+01
2.7588e-03 1.3993e-01 -2.3561e-02 6.1147e-02 5.8182e-02 5.5988e+00 1.0778e+01
2.7843e-03 1.4474e-01 -2.4276e-02 6.3346e-02 6.0233e-02 5.7020e+00 1.0970e+01
2.8101e-03 1.4972e-01 -2.5011e-02 6.5621e-02 6.2354e-02 5.8070e+00 1.1165e+01
2.8361e-03 1.5486e-01 -2.5766e-02 6.7979e-02 6.4549e-02 5.9140e+00 1.1363e+01
2.8624e-03 1.6018e-01 -2.6542e-02 7.0421e-02 6.6821e-02 6.0229e+00 1.1565e+01
2.8889e-03 1.6568e-01 -2.7339e-02 7.2948e-02 6.9170e-02 6.1338e+00 1.1770e+01
2.9156e-03 1.7136e-01 -2.8158e-02 7.5568e-02 7.1601e-02 6.2467e+00 1.1979e+01
2.9426e-03 1.7723e-01 -2.9000e-02 7.8277e-02 7.4116e-02 6.3616e+00 1.2192e+01
2.9699e-03 1.8330e-01 -2.9864e-02 8.1087e-02 7.6718e-02 6.4787e+00 1.2407e+01
2.9974e-03 1.8957e-01 -3.0752e-02 8.3992e-02 7.9409e-02 6.5979e+00 1.2627e+01
3.0251e-03 1.9605e-01 -3.1664e-02 8.7005e-02 8.2193e-02 6.7193e+00 1.2850e+01
3.0531e-03 2.0275e-01 -3.2600e-02 9.0121e-02 8.5073e-02 6.8428e+00 1.3077e+01
3.0814e-03 2.0967e-01 -3.3561e-02 9.3350e-02 8.8052e-02 6.9687e+00 1.3308e+01
3.1099e-03 2.1682e-01 -3.4548e-02 9.6693e-02 9.1134e-02 7.0968e+00 1.3543e+01
3.1387e-03 2.2420e-01 -3.5560e-02 1.0015e-01 9.4321e-02 7.2272e+00 1.3782e+01
3.1677e-03 2.3184e-01 -3.6599e-02 1.0374e-01 9.7618e-02 7.3600e+00 1.4025e+01
3.1971e-03 2.3972e-01 -3.7666e-02 1.0745e-01 1.0103e-01 7.4952e+00 1.4271e+01
3.2267e-03 2.4787e-01 -3.8760e-02 1.1129e-01 1.0455e-01 7.6329e+00 1.4522e+01
3.2565e-03 2.5629e-01 -3.9882e-02 1.1527e-01 1.0820e-01 7.7731e+00 1.4777e+01
3.2867e-03 2.6498e-01 -4.1034e-02 1.1939e-01 1.1197e-01 7.9158e+00 1.5037e+01
3.3171e-03 2.7396e-01 -4.2214e-02 1.2366e-01 1.1588e-01 8.0611e+00 1.5300e+01
3.3478e-03 2.8324e-01 -4.3425e-02 1.2807e-01 1.1991e-01 8.2091e+00 1.5568e+01
3.3788e-03 2.9283e-01 -4.4666e-02 1.3265e-01 1.2408e-01 8.3597e+00 1.5841e+01
3.4101e-03 3.0273e-01 -4.5939e-02 1.3738e-01 1.2840e-01 8.5131e+00 1.6118e+01
3.4417e-03 3.1296e-01 -4.7243e-02 1.4229e-01 1.3286e-01 8.6692e+00 1.6400e+01
3.4735e-03 3.2352e-01 -4.8579e-02 1.4736e-01 1.3747e-01 8.8281e+00 1.6686e+01
3.5057e-03 3.3443e-01 -4.9948e-02 1.5262e-01 1.4224e-01 8.9900e+00 1.6977e+01
3.5381e-03 3.4570e-01 -5.1351e-02 1.5805e-01 1.4717e-01 9.1547e+00 1.7272e+01
3.5709e-03 3.5733e-01 -5.2788e-02 1.6369e-01 1.5227e-01 9.3225e+00 1.7573e+01
3.6039e-03 3.6935e-01 -5.4259e-02 1.6951e-01 1.5754e-01 9.4932e+00 1.7878e+01
3.6373e-03 3.8176e-01 -5.5766e-02 1.7555e-01 1.6300e-01 9.6671e+00 1.8189e+01
3.6710e-03 3.9457e-01 -5.7308e-02 1.8180e-01 1.6863e-01 9.8440e+00 1.8504e+01
3.7050e-03 4.0780e-01 -5.8887e-02 1.8826e-01 1.7446e-01 1.0024e+01 1.8825e+01
3.7393e-03 4.2146e-01 -6.0503e-02 1.9496e-01 1.8048e-01 1.0208e+01 1.9151e+01
3.7739e-03 4.3557e-01 -6.2155e-02 2.0189e-01 1.8671e-01 1.0394e+01 1.9482e+01
3.8088e-03 4.5013e-01 -6.3846e-02 2.0907e-01 1.9314e-01 1.0584e+01 1.9818e+01
3.8441e-03 4.6517e-01 -6.5576e-02 2.1649e-01 1.9980e-01 1.0778e+01 2.0160e+01
3.8797e-03 4.8069e-01 -6.7344e-02 2.2419e-01 2.0667e-01 1.0975e+01 2.0508e+01
3.9156e-03 4.9672e-01 -6.9152e-02 2.3214e-01 2.1378e-01 1.1175e+01 2.0861e+01
3.9518e-03 5.1326e-01 -7.0999e-02 2.4038e-01 2.2113e-01 1.1380e+01 2.1219e+01
3.9884e-03 5.3033e-01 -7.2887e-02 2.4891e-01 2.2872e-01 1.1587e+01 2.1584e+01
4.0253e-03 5.4796e-01 -7.4816e-02 2.5773e-01 2.3657e-01 1.1799e+01 2.1954e+01
4.0626e-03 5.6615e-01 -7.6786e-02 2.6687e-01 2.4468e-01 1.2014e+01 2.2330e+01
4.1002e-03 5.8493e-01 -7.8798e-02 2.7632e-01 2.5306e-01 1.2233e+01 2.2712e+01
4.1382e-03 6.0431e-01 -8.0852e-02 2.8612e-01 2.6173e-01 1.2456e+01 2.3100e+01
4.1765e-03 6.2431e-01 -8.2949e-02 2.9623e-01 2.7068e-01 1.2684e+01 2.3494e+01
4.2151e-03 6.4495e-01 -8.5087e-02 3.0673e-01 2.7993e-01 1.2915e+01 2.3895e+01
4.2542e-03 6.6624e-01 -8.7270e-02 3.1757e-01 2.8949e-01 1.3150e+01 2.4301e+01
4.2935e-03 6.8822e-01 -8.9495e-02 3.2880e-01 2.9936e-01 1.3390e+01 2.4714e+01
4.3333e-03 7.1090e-01 -9.1765e-02 3.4043e-01 3.0957e-01 1.3633e+01 2.5134e+01
4.3734e-03 7.3430e-01 -9.4077e-02 3.5245e-01 3.2011e-01 1.3881e+01 2.5560e+01
4.4139e-03 7.5844e-01 -9.6434e-02 3.6491e-01 3.3100e-01 1.4134e+01 2.5993e+01
4.4548e-03 7.8335e-01 -9.8834e-02 3.7777e-01 3.4226e-01 1.4391e+01 2.6432e+01
4.4960e-03 8.0905e-01 -1.0128e-01 3.9112e-01 3.5388e-01 1.4653e+01 2.6878e+01
4.5376e-03 8.3556e-01 -1.0377e-01 4.0490e-01 3.6589e-01 1.4919e+01 2.7331e+01
4.5796e-03 8.6290e-01 -1.0630e-01 4.1919e-01 3.7830e-01 1.5190e+01 2.7791e+01
4.6220e-03 8.9111e-01 -1.0888e-01 4.3395e-01 3.9112e-01 1.5466e+01 2.8258e+01
4.6648e-03 9.2021e-01 -1.1150e-01 4.4924e-01 4.0436e-01 1.5746e+01 2.8732e+01
4.7080e-03 9.5022e-01 -1.1416e-01 4.6506e-01 4.1803e-01 1.6032e+01 2.9213e+01
4.7516e-03 9.8117e-01 -1.1687e-01 4.8142e-01 4.3215e-01 1.6323e+01 2.9702e+01
4.7956e-03 1.0131e+00 -1.1962e-01 4.9837e-01 4.4674e-01 1.6619e+01 3.0198e+01
4.8400e-03 1.0460e+00 -1.2241e-01 5.1587e-01 4.6180e-01 1.6920e+01 3.0702e+01
4.8848e-03 1.0800e+00 -1.2524e-01 5.3403e-01 4.7736e-01 1.7226e+01 3.1213e+01
4.9300e-03 1.1150e+00 -1.2812e-01 5.5277e-01 4.9342e-01 1.7538e+01 3.1732e+01
4.9756e-03 1.1511e+00 -1.3103e-01 5.7220e-01 5.1001e-01 1.7856e+01 3.2258e+01
5.0217e-03 1.1883e+00 -1.3399e-01 5.9227e-01 5.2714e-01 1.8179e+01 3.2792e+01
5.0682e-03 1.2266e+00 -1.3698e-01 6.1305e-01 5.4483e-01 1.8507e+01 3.3335e+01
5.1151e-03 1.2662e+00 -1.4002e-01 6.3456e-01 5.6310e-01 1.8842e+01 3.3885e+01
5.1625e-03 1.3070e+00 -1.4308e-01 6.5678e-01 5.8195e-01 1.9182e+01 3.4443e+01
5.2102e-03 1.3490e+00 -1.4619e-01 6.7981e-01 6.0142e-01 1.9528e+01 3.5010e+01
5.2585e-03 1.3924e+00 -1.4932e-01 7.0358e-01 6.2152e-01 1.9881e+01 3.5584e+01
5.3072e-03 1.4370e+00 -1.5249e-01 7.2825e-01 6.4227e-01 2.0239e+01 3.6168e+01
5.3563e-03 1.4831e+00 -1.5569e-01 7.5368e-01 6.6369e-01 2.0604e+01 3.6759e+01
5.4059e-03 1.5305e+00 -1.5892e-01 7.8007e-01 6.8580e-01 2.0975e+01 3.7359e+01
5.4559e-03 1.5794e+00 -1.6218e-01 8.0730e-01 7.0862e-01 2.1353e+01 3.7968e+01
5.5064e-03 1.6298e+00 -1.6546e-01 8.3551e-01 7.3218e-01 2.1737e+01 3.8586e+01
5.5574e-03 1.6818e+00 -1.6876e-01 8.6469e-01 7.5649e-01 2.2129e+01 3.9212e+01
5.6089e-03 1.7353e+00 -1.7209e-01 8.9483e-01 7.8159e-01 2.2526e+01 3.9847e+01
5.6608e-03 1.7904e+00 -1.7543e-01 9.2608e-01 8.0748e-01 2.2931e+01 4.0491e+01
5.7132e-03 1.8472e+00 -1.7878e-01 9.5830e-01 8.3421e-01 2.3343e+01 4.1144e+01
5.7661e-03 1.9057e+00 -1.8215e-01 9.9175e-01 8.6179e-01 2.3762e+01 4.1807e+01
5.8195e-03 1.9660e+00 -1.8552e-01 1.0262e+00 8.9024e-01 2.4188e+01 4.2479e+01
5.8733e-03 2.0281e+00 -1.8890e-01 1.0620e+00 9.1961e-01 2.4622e+01 4.3160e+01
5.9277e-03 2.0921e+00 -1.9228e-01 1.0989e+00 9.4991e-01 2.5063e+01 4.3850e+01
5.9826e-03 2.1580e+00 -1.9565e-01 1.1371e+00 9.8116e-01 2.5512e+01 4.4550e+01
6.0380e-03 2.2258e+00 -1.9902e-01 1.1766e+00 1.0134e+00 2.5968e+01 4.5259e+01
6.0939e-03 2.2957e+00 -2.0237e-01 1.2174e+00 1.0467e+00 2.6433e+01 4.5979e+01
6.1503e-03 2.3677e+00 -2.0571e-01 1.2597e+00 1.0810e+00 2.6905e+01 4.6707e+01
6.2072e-03 2.4418e+00 -2.0903e-01 1.3034e+00 1.1164e+00 2.7386e+01 4.7446e+01
6.2647e-03 2.5181e+00 -2.1231e-01 1.3486e+00 1.1529e+00 2.7875e+01 4.8195e+01
6.3227e-03 2.5967e+00 -2.1557e-01 1.3953e+00 1.1906e+00 2.8372e+01 4.8954e+01
6.3812e-03 2.6776e+00 -2.1878e-01 1.4436e+00 1.2294e+00 2.8878e+01 4.9723e+01
6.4403e-03 2.7609e+00 -2.2195e-01 1.4936e+00 1.2695e+00 2.9392e+01 5.0501e+01
6.4999e-03 2.8467e+00 -2.2506e-01 1.5452e+00 1.3108e+00 2.9915e+01 5.1291e+01
6.5601e-03 2.9349e+00 -2.2811e-01 1.5986e+00 1.3534e+00 3.0448e+01 5.2090e+01
6.6208e-03 3.0258e+00 -2.3109e-01 1.6538e+00 1.3973e+00 3.0989e+01 5.2900e+01
6.6821e-03 3.1193e+00 -2.3400e-01 1.7110e+00 1.4426e+00 3.1539e+01 5.3721e+01
6.7440e-03 3.2155e+00 -2.3682e-01 1.7699e+00 1.4894e+00 3.2099e+01 5.4552e+01
6.8064e-03 3.3146e+00 -2.3954e-01 1.8310e+00 1.5375e+00 3.2668e+01 5.5393e+01
6.8694e-03 3.4165e+00 -2.4217e-01 1.8940e+00 1.5871e+00 3.3247e+01 5.6245e+01
6.9330e-03 3.5213e+00 -2.4467e-01 1.9593e+00 1.6383e+00 3.3836e+01 5.7108e+01
6.9972e-03 3.6292e+00 -2.4706e-01 2.0267e+00 1.6911e+00 3.4435e+01 5.7982e+01
7.0619e-03 3.7402e+00 -2.4931e-01 2.0964e+00 1.7455e+00 3.5044e+01 5.8867e+01
7.1273e-03 3.8544e+00 -2.5141e-01 2.1685e+00 1.8015e+00 3.5663e+01 5.9763e+01
7.1933e-03 3.9719e+00 -2.5335e-01 2.2428e+00 1.8593e+00 3.6292e+01 6.0669e+01
7.2599e-03 4.0927e+00 -2.5512e-01 2.3199e+00 1.9188e+00 3.6933e+01 6.1587e+01
7.3271e-03 4.2170e+00 -2.5671e-01 2.3993e+00 1.9802e+00 3.7584e+01 6.2516e+01
7.3949e-03 4.3448e+00 -2.5809e-01 2.4817e+00 2.0434e+00 3.8245e+01 6.3456e+01
7.4634e-03 4.4763e+00 -2.5926e-01 2.5666e+00 2.1085e+00 3.8918e+01 6.4407e+01
7.5325e-03 4.6115e+00 -2.6020e-01 2.6545e+00 2.1756e+00 3.9602e+01 6.5370e+01
7.6022e-03 4.7505e+00 -2.6089e-01 2.7452e+00 2.2448e+00 4.0298e+01 6.6344e+01
7.6726e-03 4.8934e+00 -2.6132e-01 2.8391e+00 2.3160e+00 4.1005e+01 6.7329e+01
7.7436e-03 5.0403e+00 -2.6147e-01 2.9361e+00 2.3894e+00 4.1724e+01 6.8326e+01
7.8153e-03 5.1914e+00 -2.6132e-01 3.0362e+00 2.4650e+00 4.2454e+01 6.9334e+01
7.8877e-03 5.3467e+00 -2.6085e-01 3.1399e+00 2.5429e+00 4.3197e+01 7.0354e+01
7.9607e-03 5.5063e+00 -2.6004e-01 3.2466e+00 2.6231e+00 4.3952e+01 7.1386e+01
8.0344e-03 5.6703e+00 -2.5887e-01 3.3574e+00 2.7057e+00 4.4720e+01 7.2429e+01
8.1088e-03 5.8389e+00 -2.5732e-01 3.4714e+00 2.7908e+00 4.5500e+01 7.3483e+01
8.1838e-03 6.0121e+00 -2.5536e-01 3.5896e+00 2.8784e+00 4.6293e+01 7.4549e+01
8.2596e-03 6.1902e+00 -2.5297e-01 3.7114e+00 2.9686e+00 4.7099e+01 7.5627e+01
8.3361e-03 6.3731e+00 -2.5012e-01 3.8374e+00 3.0615e+00 4.7918e+01 7.6717e+01
8.4132e-03 6.5610e+00 -2.4680e-01 3.9677e+00 3.1571e+00 4.8751e+01 7.7818e+01
8.4911e-03 6.7541e+00 -2.4296e-01 4.1019e+00 3.2556e+00 4.9597e+01 7.8931e+01
8.5697e-03 6.9524e+00 -2.3860e-01 4.2411e+00 3.3569e+00 5.0457e+01 8.0056e+01
8.6491e-03 7.1561e+00 -2.3366e-01 4.3843e+00 3.4612e+00 5.1330e+01 8.1193e+01
8.7291e-03 7.3653e+00 -2.2812e-01 4.5328e+00 3.5686e+00 5.2218e+01 8.2341e+01
8.8099e-03 7.5802e+00 -2.2196e-01 4.6856e+00 3.6791e+00 5.3121e+01 8.3501e+01
8.8915e-03 7.8008e+00 -2.1513e-01 4.8440e+00 3.7929e+00 5.4038e+01 8.4673e+01
