7.385500000000000355e-05 3.013057999999999765e+02
7.436729999999999524e-05 3.033273999999999546e+02
7.488319999999999482e-05 3.053632499999999936e+02
7.540270000000000230e-05 3.074123999999999910e+02
7.592580000000000412e-05 3.094757999999999925e+02
7.645250000000000028e-05 3.115534499999999980e+02
7.698289999999999777e-05 3.136443999999999619e+02
7.751690000000000316e-05 3.157505500000000325e+02
7.805470000000000333e-05 3.178700000000000045e+02
7.859609999999999784e-05 3.200046499999999696e+02
7.914139999999999413e-05 3.221535499999999388e+02
7.969040000000000531e-05 3.243167000000000257e+02
8.024319999999999771e-05 3.264950499999999352e+02
8.079990000000000544e-05 3.286876500000000192e+02
8.136039999999999440e-05 3.308944999999999936e+02
8.192479999999999869e-05 3.331165499999999611e+02
8.249310000000000475e-05 3.353537999999999784e+02
8.306540000000000603e-05 3.376062499999999886e+02
8.364159999999999553e-05 3.398729500000000030e+02
8.422190000000000080e-05 3.421557999999999993e+02
8.480609999999999429e-05 3.444528999999999996e+02
8.539440000000000355e-05 3.467661499999999819e+02
8.598680000000000147e-05 3.490936499999999683e+02
8.658330000000000160e-05 3.514382499999999823e+02
8.718399999999999739e-05 3.537971000000000004e+02
8.778879999999999540e-05 3.561721000000000004e+02
8.839780000000000261e-05 3.585632499999999823e+02
8.901100000000000548e-05 3.609705500000000029e+02
8.962849999999999745e-05 3.633930500000000166e+02
9.025030000000000563e-05 3.658326499999999442e+02
9.087640000000000290e-05 3.682874499999999784e+02
9.150680000000000283e-05 3.707593499999999835e+02
9.214159999999999885e-05 3.732483499999999594e+02
9.278080000000000452e-05 3.757534999999999741e+02
9.342440000000000629e-05 3.782757499999999595e+02
9.407249999999999759e-05 3.808150999999999726e+02
9.472510000000000554e-05 3.833725000000000023e+02
9.538220000000000303e-05 3.859460500000000138e+02
9.604389999999999705e-05 3.885385999999999740e+02
9.671020000000000116e-05 3.911482500000000186e+02
9.738110000000000180e-05 3.937759499999999662e+02
9.805659999999999897e-05 3.964207499999999982e+02
9.873690000000000667e-05 3.990845499999999788e+02
9.942179999999999735e-05 4.017663999999999760e+02
1.001120000000000064e-04 4.044653499999999440e+02
1.008059999999999967e-04 4.071823499999999854e+02
1.015049999999999980e-04 4.099173999999999864e+02
1.022089999999999967e-04 4.126695500000000152e+02
1.029189999999999950e-04 4.154406999999999925e+02
1.036319999999999998e-04 4.182280000000000086e+02
1.043510000000000043e-04 4.210342999999999734e+02
1.050750000000000062e-04 4.238586499999999546e+02
1.058040000000000055e-04 4.267019999999999982e+02
1.065380000000000022e-04 4.295634000000000015e+02
1.072769999999999963e-04 4.324447499999999422e+02
1.080210000000000013e-04 4.353450999999999453e+02
1.087710000000000060e-04 4.382653999999999996e+02
1.095250000000000059e-04 4.412056499999999915e+02
1.102850000000000054e-04 4.441677500000000123e+02
1.110500000000000023e-04 4.471498000000000275e+02
1.118209999999999988e-04 4.501527500000000259e+02
