# k, P(k), Nmodes
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.691056022563805813e-03 3.516873862523385469e+03 2.600000000000000000e+01
1.503254434404273886e-02 4.259906121119088311e+03 7.200000000000000000e+01
2.104537904654678673e-02 4.064922328292169823e+03 1.520000000000000000e+02
2.718418752217394846e-02 3.626720662014662594e+03 2.340000000000000000e+02
3.359305548768203725e-02 3.080374298581763014e+03 4.160000000000000000e+02
3.967812110980351720e-02 2.612979880527449495e+03 4.800000000000000000e+02
4.573133090443888549e-02 2.303023053106823681e+03 7.220000000000000000e+02
5.186912300623527233e-02 2.048191824569852997e+03 8.740000000000000000e+02
5.807971256735403043e-02 1.910693523132952123e+03 1.162000000000000000e+03
6.422094742881356844e-02 1.771545445875056203e+03 1.358000000000000000e+03
7.029194303550849454e-02 1.669861662914090857e+03 1.632000000000000000e+03
7.656976085866129544e-02 1.495549581252034159e+03 2.036000000000000000e+03
8.283279975513359317e-02 1.341358830466023392e+03 2.310000000000000000e+03
8.886264192081894109e-02 1.171575885971103844e+03 2.528000000000000000e+03
9.493524398572131262e-02 1.037148370559493969e+03 3.068000000000000000e+03
1.010510809291368245e-01 9.298169178896383755e+02 3.306000000000000000e+03
1.071918355362574127e-01 8.532338971695261307e+02 3.934000000000000000e+03
1.133640700251744293e-01 7.976425016749958559e+02 4.266000000000000000e+03
1.195184611122857843e-01 7.575268157232103476e+02 4.794000000000000000e+03
1.256657517103361710e-01 7.314897784311077658e+02 5.270000000000000000e+03
1.317871926578333408e-01 6.891797384839147753e+02 5.754000000000000000e+03
1.378887696062481294e-01 6.420387007858597599e+02 6.344000000000000000e+03
1.440612672229828750e-01 5.963661654285428995e+02 7.014000000000000000e+03
1.501845201433902877e-01 5.421871071963314535e+02 7.364000000000000000e+03
1.563418093457785985e-01 4.985951022388925367e+02 8.402000000000000000e+03
1.625438955957596576e-01 4.595967483129257403e+02 8.738000000000000000e+03
1.686940235306336466e-01 4.354110248480333212e+02 9.670000000000000000e+03
1.747987378343396903e-01 4.102230971494303731e+02 9.880000000000000000e+03
1.809057159377772395e-01 3.931961147958252241e+02 1.113000000000000000e+04
1.870079494254630881e-01 3.785754742779819253e+02 1.140000000000000000e+04
1.931644028143169878e-01 3.685623594449409666e+02 1.272200000000000000e+04
1.993257601852206906e-01 3.460143978907626661e+02 1.317000000000000000e+04
2.054762598507901550e-01 3.239299600658100644e+02 1.418600000000000000e+04
2.116257382464896697e-01 3.078083280214594311e+02 1.495800000000000000e+04
2.177578654451892970e-01 2.893942070186475917e+02 1.580200000000000000e+04
2.238991135097555263e-01 2.674060466961581710e+02 1.674600000000000000e+04
2.300081978121491233e-01 2.588936394424550826e+02 1.753400000000000000e+04
2.361454707693454169e-01 2.473201563730381451e+02 1.869000000000000000e+04
2.422857100963227428e-01 2.352512351116415630e+02 1.958600000000000000e+04
2.484099584913142256e-01 2.300108954071758092e+02 2.052400000000000000e+04
2.545441957051269855e-01 2.219784513899554668e+02 2.165200000000000000e+04
2.606917133414053955e-01 2.118966475552482507e+02 2.276000000000000000e+04
2.668580198415695381e-01 2.026412330743341101e+02 2.389200000000000000e+04
2.730019564931540632e-01 1.939715710438141230e+02 2.485400000000000000e+04
2.791389873202678173e-01 1.861030127052472096e+02 2.604000000000000000e+04
2.852424996643880273e-01 1.791539272186032861e+02 2.680400000000000000e+04
2.913531997893986092e-01 1.694744218867150209e+02 2.850000000000000000e+04
2.975143171497069416e-01 1.628629877100652834e+02 2.956400000000000000e+04
3.036544665973567314e-01 1.572015284685578251e+02 3.083400000000000000e+04
3.097883787544665757e-01 1.524911316608973380e+02 3.189000000000000000e+04
3.159486680635095190e-01 1.476166412637611245e+02 3.376600000000000000e+04
3.221066234444813769e-01 1.428759823125915318e+02 3.446400000000000000e+04
3.282572612915165555e-01 1.380464164203519886e+02 3.622000000000000000e+04
3.343544383171894174e-01 1.325235078206582955e+02 3.667000000000000000e+04
3.404813620364756654e-01 1.278516464989244952e+02 3.911400000000000000e+04
3.466259536752008263e-01 1.237832700374413974e+02 3.989800000000000000e+04
3.527314914776840671e-01 1.187129094149222510e+02 4.126400000000000000e+04
3.588700951741782830e-01 1.151443989743352603e+02 4.332000000000000000e+04
3.650083489029407047e-01 1.115576391376439176e+02 4.418400000000000000e+04
3.711704037116136945e-01 1.099867737794642579e+02 4.654800000000000000e+04
3.773137312255384068e-01 1.055103994530473983e+02 4.719800000000000000e+04
3.834202365329835160e-01 1.009148005924375866e+02 4.880200000000000000e+04
3.895813105051545988e-01 9.862530462457525005e+01 5.141800000000000000e+04
3.957247046642990429e-01 9.671981982012860612e+01 5.158800000000000000e+04
4.018641006880244171e-01 9.362908039800531412e+01 5.464400000000000000e+04
4.079986652309439688e-01 9.145522470753957123e+01 5.484200000000000000e+04
4.141066506702003602e-01 8.779406695831487184e+01 5.733800000000000000e+04
4.202576909860619159e-01 8.573924721576406682e+01 5.921400000000000000e+04
4.264066946730206698e-01 8.262835148894515669e+01 6.064200000000000000e+04
4.325254831734640648e-01 7.947490420700171398e+01 6.220200000000000000e+04
4.386395650806790836e-01 7.873535095481115320e+01 6.399000000000000000e+04
4.447681454847935978e-01 7.647405591511456180e+01 6.596200000000000000e+04
4.509437495939586094e-01 7.466864183453994031e+01 6.893000000000000000e+04
4.571038061189046653e-01 7.256234722043029706e+01 6.921800000000000000e+04
4.632394462505528554e-01 7.112669356158637868e+01 7.208600000000000000e+04
4.693790757792539181e-01 6.942172079405608542e+01 7.321600000000000000e+04
4.755007986458400504e-01 6.752648732740182425e+01 7.536400000000000000e+04
4.816148015649592273e-01 6.563563531026187547e+01 7.714200000000000000e+04
4.877448110253904678e-01 6.420277039144913545e+01 7.932200000000000000e+04
4.938644425720450370e-01 6.263269001889625542e+01 8.112200000000000000e+04
4.999990772533337013e-01 6.060464838753307504e+01 8.374000000000000000e+04
5.061739783630568867e-01 5.962270524609508016e+01 8.622800000000000000e+04
5.123176238977423802e-01 5.750789776066481807e+01 8.724200000000000000e+04
5.184419198367248294e-01 5.650023479922725755e+01 8.950400000000000000e+04
5.245811071337125320e-01 5.560198690168855506e+01 9.236600000000000000e+04
5.307339722686617023e-01 5.423386218918795976e+01 9.390800000000000000e+04
5.368662932732624071e-01 5.297680751478984007e+01 9.622600000000000000e+04
5.429628466927283181e-01 5.190925189916291771e+01 9.717200000000000000e+04
5.491073400914713298e-01 5.066145040732974536e+01 1.019960000000000000e+05
5.552762609626447077e-01 4.932250035791925313e+01 1.028340000000000000e+05
5.614082796802024600e-01 4.848970234198893792e+01 1.049360000000000000e+05
5.675371533509153688e-01 4.714597452384788312e+01 1.076640000000000000e+05
